60090,Gomphi,n,n-p---mn2-,Gomph,,,['gɔm.pʰɪ],,0
61631,61631,Plistonices,n,n-p---mn3-,Plistonic,,,[plɪs.'t̪ɔ.n̪ɪ.kɛs],,0
61632,61632,Plitendum,n,n-s---nn2-,Plitend,,,[plɪ.'t̪ɛn̪.d̪ũː],,0
61633,61633,Plotinus,n,n-s---mn2-,Plotin,,,['plɔ.t̪ɪ.n̪ʊs],,0
61634,61634,Pluto,n,n-s---mn3-,Pluto,,,['plʊ.t̪ɔ],,0
61635,61635,Pneumatomachi,n,n-p---mn2-,Pneumatomach,,,[pn̪ewma.'t̪ɔ.ma.kʰɪ],,0
61636,61636,Podalirius,n,n-s---mn2-,Podaliri,,,[pɔ.d̪a.'lɪ.rɪ̣.jʊs],,0
61637,61637,Poeas,n,n-s---mn3-,Poeas,,,['pojas],,0
61639,61639,Poemenis,n,n-s---fn3-,Poemen,,,['pojmɛ.n̪ɪs],,0
61640,61640,Poeni,n,n-p---mn2-,Poen,,,['pojn̪ɪ],,0
61641,61641,Poetelius,n,n-s---mn2-,Poeteli,,,['pojt̪ɛ.lɪ̣.jʊs],,0
61642,61642,Poetneum,n,n-s---nn2-,Poetne,,,,,0
61643,61643,Polemo,n,n-s---nn3-,Polemo,,,['pɔ.lɛ.mɔ],,0
61644,61644,Polio,n,n-s---mn3-,Polio,,,['pɔ.lɪ̣.jɔ],,0
61645,61645,Poliorcetes,n,n-p---mn3-,Poliorcet,,,[pɔ.lɪ̣.'jɔr.kɛ.t̪ɛs],,0
61646,61646,Politorium,n,n-s---nn2-,Politori,,,[pɔ.lɪ.'t̪ɔ.rɪ̣.jũː],,0
61648,61648,Pollex,n,n-s---mn3-,Pollex,,,['pɔɫ.lɛks],,0
61649,61649,Pollio,n,n-s---mn3-,Pollio,,,['pɔɫ.lɪ̣.jɔ],,0
61650,61650,Polus,n,n-s---mn2-,Pol,,,['pɔ.lʊs],,0
61651,61651,Polusca,n,n-s---fn1-,Polusc,,,[pɔ.'lʊs.ka],,0
61652,61652,Polyaenus,n,n-s---mn2-,Polyaen,,,[pɔ.ly.'jaj.n̪ʊs],,0
61653,61653,Polybe,n,n-s---fn1-,Polyb,,,['pɔ.ly.bɛ],,0
61654,61654,Polybius,n,n-s---mn2-,Polybi,,,[pɔ.'ly.bɪ̣.jʊs],,0
61655,61655,Polybus,n,n-s---mn2-,Polyb,,,['pɔ.ly.bʊs],,0
61656,61656,Polyclitus,n,n-s---mn3-,Polyclitus,,,[pɔ.'ly.klɪ.t̪ʊs],,0
61657,61657,Polycrates,n,n-p---mn3-,Polycrat,,,[pɔ.'ly.kra.t̪ɛs],,0
61659,61659,Polydaemon,n,n-s---nn3-,Polydaem,,,[pɔ.ly.'d̪aj.mɔn̪],,0
61660,61660,Polydamas,n,n-s---mn3-,Polydamas,,,[pɔ.'ly.d̪a.mas],,0
61661,61661,Polydectes,n,n-p---mn3-,Polydect,,,[pɔ.ly.'d̪ɛk.t̪ɛs],,0
61662,61662,Polydector,n,n-s---mn3-,Polydector,,,[pɔ.ly.'d̪ɛk.t̪ɔr],,0
61594,61594,Pimplias,n,n-s---mn3-,Pimplias,,,['pɪm.plɪ̣.jas],,0
61595,61595,Pinarius,n,n-s---mn2-,Pinari,,,[pɪ.'n̪a.rɪ̣.jʊs],,0
61666,61666,Polymnestor,n,n-s---mn3-,Polymnestor,,,[pɔ.lym.'n̪ɛs.t̪ɔr],,0
61668,61668,Polyplusius,n,n-s---mn2-,Polyplusi,,,[pɔ.ly.'plʊ.sɪ̣.jʊs],,0
61669,61669,Polyxena,n,n-s---fn1-,Polyxen,,,[pɔ.'lyk.sɛ.n̪a],,0
61670,61670,Polyxo,n,n-s---mn3-,Polyxo,,,[pɔ.'lyk.sɔ],,0
61671,61671,Pometia,n,n-s---fn1-,Pometi,,,[pɔ.'mɛ.t̪ɪ̣.ja],,0
61672,61672,Pompeii,n,n-p---mn2-,Pompei,,,['pɔmp.ejɪ],,0
61673,61673,Pompeius,n,n-s---mn2-,Pompei,,,[pɔm.'peːj.jʊs],,0
61674,61674,Pompeum,n,n-s---nn2-,Pompe,,,['pɔmpewm],,0
61675,61675,Pomponius,n,n-s---mn2-,Pomponi,,,[pɔm.'pɔ.n̪ɪ̣.jʊs],,0
61676,61676,Pomptinus,n,n-s---mn2-,Pomptinus,,,['pɔmp.t̪ɪ.n̪ʊs],,0
61677,61677,Pontia,n,n-s---fn1-,Ponti,,,['pɔn̪.t̪ɪ̣.ja],,0
61678,61678,Pontius,n,n-s---mn2-,Ponti,,,['pɔn̪.t̪ɪ̣.jʊs],,0
61679,61679,Pontus,n,n-s---mn2-,Pont,,,['pɔn̪.t̪ʊs],,0
61681,61681,Poppaeus,n,n-s---mn2-,Poppae,,,['pɔppews],,0
61682,61682,Populonia,n,n-s---fn1-,Populoni,,,[pɔ.pʊ.'lɔ.n̪ɪ̣.ja],,0
61683,61683,Porcius,n,n-s---mn2-,Porci,,,['pɔr.kɪ̣.jʊs],,0
61684,61684,Porrima,n,n-s---fn1-,Porrim,,,['pɔr.rɪ.ma],,0
61685,61685,Porsenna,n,n-s---mn1-,Porsenn,,,[pɔr.'sɛn̪.n̪a],,0
61687,61687,Porthmos,n,n-s---mn2-,Porthm,,,['pɔr.t̪ʰmɔs],,0
61688,61688,Portuensis,a,aps---mn3i,Portuensis Portuensis Portuensis,,,[pɔr.t̪ʊ.'jeːn̪.sɪs],,0
61689,61689,Posca,n,n-s---fn1-,Posc,,,['pɔs.ka],,0
61690,61690,Posides,n,n-s---mn3-,Posid,,,['pɔ.sɪ.d̪ɛs],,0
61691,61691,Posidonia,n,n-s---fn1-,Posidoni,,,[pɔ.sɪ.'d̪ɔ.n̪ɪ̣.ja],,0
61692,61692,Posidonius,n,n-s---mn2-,Posidoni,,,[pɔ.sɪ.'d̪ɔ.n̪ɪ̣.jʊs],,0
61693,61693,Postumius,n,n-s---mn2-,Postumius,,,[pɔs.'t̪ʊ.mɪ̣.jʊs],,0
61694,61694,Postumus,n,n-s---mn2-,Postum,,,['pɔs.t̪ʊ.mʊs],,0
61695,61695,Potamo,n,n-s---mn3-,Potamo,,,['pɔ.t̪a.mɔ],,0
61696,61696,Potentia,n,n-s---fn1-,Potenti,,,[pɔ.'t̪ɛn̪.t̪ɪ̣.ja],,0
61697,61697,Potidaea,n,n-s---fn1-,Potidae,,,[pɔ.t̪ɪ.'d̪aj.ja],,0
61698,61698,Potidania,n,n-s---fn1-,Potidani,,,[pɔ.t̪ɪ.'d̪a.n̪ɪ̣.ja],,0
61699,61699,Potitus,n,n-s---mn2-,Potit,,,['pɔ.t̪ɪ.t̪ʊs],,0
61700,61700,Potniae,n,n-p---fn1-,Potni,,,['pɔt̪.n̪ɪ̣.jaj],,0
61701,61701,Potulanus,n,n-s---mn2-,Potulan,,,[pɔ.'t̪ʊ.la.n̪ʊs],,0
61702,61702,Praeneste,n,n-s---fn1-,Praenest,,,[praj.'n̪ɛs.t̪ɛ],,0
61704,61704,Praetutii,n,n-p---mn2-,Praetuti,,,[praj.'t̪ʊ.t̪ɪ̣.jɪ],,0
61705,61705,Prasiae,n,n-p---fn1-,Prasi,,,['pra.sɪ̣.jaj],,0
61706,61706,Prasiane,n,n-s---fn1-,Prasian,,,[pra.'sɪ̣.ja.n̪ɛ],,0
61707,61707,Prasii,n,n-p---mn2-,Prasi,,,['pra.sɪ̣.jɪ],,0
61708,61708,Pratitae,n,n-p---fn1-,Pratit,,,['pra.t̪ɪ.t̪aj],,0
61709,61709,Praxiteles,n,n-p---mn3-,Praxitel,,,[prak.'sɪ.t̪ɛ.lɛs],,0
61710,61710,Preti,n,n-p---mn2-,Pret,,,['prɛ.t̪ɪ],,0
61711,61711,Priamus,n,n-s---mn2-,Priam,,,['prɪ̣.ja.mʊs],,0
61712,61712,Priantae,n,n-p---fn1-,Priant,,,[prɪ̣.'jan̪.t̪aj],,0
61713,61713,Priaponnesus,n,n-s---mn2-,Priaponnes,,,[prɪ̣.ja.'pɔn̪.n̪ɛ.sʊs],,0
61714,61714,Priapus,n,n-s---mn2-,Priap,,,[prɪ̣.'jaː.pʊs],,0
61715,61715,Priene,n,n-s---fn1-,Prien,,,['prɪ̣.jɛ.n̪ɛ],,0
61716,61716,Priscus,n,n-s---mn2-,Prisc,,,['prɪs.kʊs],,0
61718,61718,Probus,n,n-s---mn2-,Prob,,,['prɔ.bʊs],,0
61719,61719,Procas,n,n-s---mn3-,Procas,,,['prɔ.kas],,0
61720,61720,Procles,n,n-p---mn3-,Procl,,,['prɔ.klɛs],,0
61721,61721,Proconnesus,n,n-s---mn2-,Proconnes,,,[prɔ.'kɔn̪.n̪ɛ.sʊs],,0
61722,61722,Procris,n,n-s---fn3-,Procr,,,['prɔ.krɪs],,0
61723,61723,Procrustes,n,n-p---mn3-,Procrust,,,['prɔ.krʊ.st̪ɛs],,0
61724,61724,Proculus,n,n-s---mn2-,Procul,,,['prɔ.kʊ.lʊs],,0
61725,61725,Procyon,n,n-s---nn3-,Procy,,,['prɔ.ky.jɔn̪],,0
61726,61726,Prodicus,n,n-s---mn2-,Prodic,,,['prɔ.d̪ɪ.kʊs],,0
61727,61727,Proërna,n,n-s---fn1-,Proërn,,,['prɔ/r.n̪a],,0
61729,61729,Progne,n,n-s---fn1-,Progn,,,['prɔŋ.n̪ɛ],,0
61730,61730,Prometheus,n,n-s---mn2-,Promethe,,,['prɔ.mɛt̪ʰews],,0
61731,61731,Propertius,n,n-s---mn2-,Properti,,,[prɔ.'pɛr.t̪ɪ̣.jʊs],,0
61664,61664,Polygnotus,n,n-s---mn2-,Polygnot,,,[pɔ.'lyŋ.n̪ɔ.t̪ʊs],,0
61665,61665,Polyidus,n,n-s---mn2-,Polyid,,,[pɔ.'ly.jɪ.d̪ʊs],,0
61735,61735,Prosopites,n,n-p---mn3-,Prosopit,,,[prɔ.'sɔ.pɪ.t̪ɛs],,0
61736,61736,Protagoras,n,n-s---mn3-,Protagoras,,,[prɔ.'t̪a.gɔ.ras],,0
61737,61737,Protesilaus,n,n-s---mn2-,Protesila,,,[prɔ.'t̪ɛ.sɪ.laws],,0
61738,61738,Proteus,n,n-s---mn2-,Prote,,,['prɔt̪ews],,0
61740,61740,Protogenes,n,n-p---mn3-,Protogen,,,[prɔ.'t̪ɔ.gɛ.n̪ɛs],,0
61741,61741,Prudentius,n,n-s---mn2-,Prudenti,,,[prʊ.'d̪ɛn̪.t̪ɪ̣.jʊs],,0
61742,61742,Prusa,n,n-s---fn1-,Prus,,,['prʊ.sa],,0
61743,61743,Prusias,n,n-s---mn3-,Prusias,,,['prʊ.sɪ̣.jas],,0
61744,61744,Psacae,n,n-p---fn1-,Psac,,,['psa.kaj],,0
61745,61745,Psamathe,n,n-s---fn1-,Psamath,,,['psa.ma.t̪ʰɛ],,0
61746,61746,Psamathus,n,n-s---mn2-,Psamath,,,['psa.ma.t̪ʰʊs],,0
61747,61747,Psammetichus,n,n-s---mn2-,Psammetich,,,[psa.'mmɛ.t̪ɪ.kʰʊs],,0
61748,61748,Psecas,n,n-s---mn3-,Psecas,,,['psɛ.kas],,0
61749,61749,Pselcis,n,n-s---fn3-,Pselc,,,['psɛɫ.kɪs],,0
61751,61751,Pseudocato,n,n-s---mn3-,Pseudocato,,,['psewd̪ɔ.ka.t̪ɔ],,0
61752,61752,Pseudodamasippus,n,n-s---mn2-,Pseudodamasipp,,,[psewd̪ɔ.d̪a.ma.'sɪp.pʊs],,0
61753,61753,Pseudolus,n,n-s---mn2-,Pseudol,,,['psewd̪ɔ.lʊs],,0
61754,61754,Pseudophilippus,n,n-s---mn2-,Pseudophilipp,,,[psewd̪ɔ.pʰɪ.'lɪp.pʊs],,0
61755,61755,Pseudopylae,n,n-p---fn1-,Pseudopyl,,,['psewd̪ɔ.py.laj],,0
61756,61756,Psile,n,n-s---fn1-,Psil,,,['psɪ.lɛ],,0
61757,61757,Psophis,n,n-s---fn3-,Psoph,,,['psɔ.pʰɪs],,0
61758,61758,Psophodees,n,n-p---mn3-,Psophode,,,[psɔ.'pʰɔ.d̪ɛ̣.jɛs],,0
61760,61760,Pteleum,n,n-s---nn3-,Pteleum,,,['pt̪ɛɫewm],,0
61761,61761,Ptenethu,n,n-s---mn3-,Ptenethu,,,['pt̪ɛ.n̪ɛ.t̪ʰʊ],,0
61770,61770,Pulcher,n,n-s---mn2r,Pulcher,,,['pʊɫ.kʰɛr],,0
61771,61771,Punicanus,a,aps---mn1-,Punican Punican Punican,,,[pʊ.'n̪ɪ.ka.n̪ʊs],,0
61772,61772,Punus,n,n-s---mn2-,Pun,,,['pʊ.n̪ʊs],,0
61773,61773,Pupinius,a,aps---mn1-,Pupini Pupini Pupini,,,[pʊ.'pɪ.n̪ɪ̣.jʊs],,0
61774,61774,Pupius,n,n-s---mn2-,Pupi,,,['pʊ.pɪ̣.jʊs],,0
61775,61775,Puteoli,n,n-p---mn2-,Puteol,,,[pʊ.'t̪ɛ̣.jɔ.lɪ],,0
61776,61776,Pydna,n,n-s---fn1-,Pydn,,,['pyd̪.n̪a],,0
61777,61777,Pygela,n,n-s---fn1-,Pygel,,,['py.gɛ.la],,0
61778,61778,Pygmaei,n,n-p---mn2-,Pygmae,,,['pygmej],,0
61779,61779,Pygmalion,a,aps---nn3-,Pygmalion Pygmalion Pygmalion,,,[py.'gma.lɪ̣.jɔn̪],,0
61780,61780,Pylades,n,n-s---mn3-,Pylad,,,['py.la.d̪ɛs],,0
61781,61781,Pylaemenes,n,n-p---mn3-,Pylaemen,,,[py.'laj.mɛ.n̪ɛs],,0
61782,61782,Pylos,n,n-s---mn2-,Pyl,,,['py.lɔs],,0
61783,61783,Pyracmos,n,n-s---mn2-,Pyracm,,,['py.ra.kmɔs],,0
61784,61784,Pyrae,n,n-p---fn1-,Pyr,,,['py.raj],,0
61785,61785,Pyraei,n,n-p---mn2-,Pyrae,,,['pyrej],,0
61786,61786,Pyramus,n,n-s---mn2-,Pyram,,,['py.ra.mʊs],,0
61787,61787,Pyrene,n,n-s---fn1-,Pyren,,,['py.rɛ.n̪ɛ],,0
61788,61788,Pyreneus,n,n-s---mn2-,Pyrene,,,['py.rɛn̪ews],,0
61789,61789,Pyretus,n,n-s---mn2-,Pyret,,,['py.rɛ.t̪ʊs],,0
61790,61790,Pyrgi,n,n-p---mn2-,Pyrg,,,['pyr.gɪ],,0
61791,61791,Pyrgoteles,n,n-p---mn3-,Pyrgotel,,,[pyr.'gɔ.t̪ɛ.lɛs],,0
61792,61792,Pyrgus,n,n-s---mn2-,Pyrg,,,['pyrgʷs],,0
61793,61793,Pyriphlegethon,n,n-s---nn3-,Pyriphlegeth,,,[py.rɪ.'pʰlɛ.gɛ.t̪ʰɔn̪],,0
61794,61794,Pyrodes,n,n-s---mn3-,Pyrod,,,['py.rɔ.d̪ɛs],,0
61795,61795,Pyroeis,n,n-s---fn3-,Pyroe,,,['pyrejs],,0
61796,61796,Pyrrha,n,n-s---fn1-,Pyrrh,,,['pyr.ra],,0
61797,61797,Pyrrheum,n,n-s---nn2-,Pyrrhe,,,['pyrrewm],,0
61798,61798,Pyrrhias,n,n-s---mn3-,Pyrrhias,,,['pyr.rɪ̣.jas],,0
61799,61799,Pyrrho,n,n-s---mn3-,Pyrrho,,,['pyr.rɔ],,0
61800,61800,Pyrrhus,n,n-s---mn2-,Pyrrh,,,['pyr.rʊs],,0
61801,61801,Pythagoras,n,n-s---mn3-,Pythagoras,,,[py.'t̪ʰa.gɔ.ras],,0
61732,61732,Propoetides,n,n-s---mn3-,Propoetid,,,['prɔpoj.t̪ɪ.d̪ɛs],,0
61733,61733,Propontis,n,n-s---fn3-,Propont,,,[prɔ.'pɔn̪.t̪ɪs],,0
61806,61806,Python,n,n-s---nn3-,Pyth,,,['py_.t̪ʰoːn̪],,0
61807,61807,Quadratilla,n,n-s---fn1-,Quadratill,,,[kʷa.'d̪ra.t̪ɪ.ɫla],,0
61808,61808,Quadratus,n,n-s---mn2-,Quadrat,,,['kʷa.d̪ra.t̪ʊs],,0
61809,61809,Quadriburgium,n,n-s---nn2-,Quadriburgi,,,[kʷa.d̪rɪ.'bʊ.rgɪ̣.jũː],,0
61810,61810,Quadrigarius,n,n-s---mn2-,Quadrigari,,,[kʷa.d̪rɪ.'ga.rɪ̣.jʊs],,0
61811,61811,Quattuorsignani,n,n-p---mn2-,Quattuorsignan,,,[kʷat̪.t̪ʊ.jɔr.'sɪŋ.n̪a.n̪ɪ],,0
61812,61812,Quintilianus,n,n-s---mn2-,Quintilianus,,,[kʷɪn̪.t̪ɪ.'lɪ̣.ja.n̪ʊs],,0
61813,61813,Quintilis,n,n-s---fn3-,Quintil,,,['kʷɪn̪.t̪ɪ.lɪs],,0
61815,61815,Quintius,n,n-s---mn2-,Quinti,,,['kʷɪn̪.t̪ɪ̣.jʊs],,0
61816,61816,Quintus,n,n-s---mn2-,Quint,,,['kʷiːn̪.t̪ʊs],,0
61817,61817,Quirinalis,n,n-s---fn3-,Quirinal,,,[kʷɪ.'rɪ.n̪a.lɪs],,0
61818,61818,Quirinus,n,n-s---mn2-,Quirin,,,['kʷɪ.rɪ.n̪ʊs],,0
61819,61819,Quiza,n,n-s---fn1-,Quiz,,,['kʷɪz.za],,0
61820,61820,Rabirius,n,n-s---mn2-,Rabiri,,,[ra.'bɪ.rɪ̣.jʊs],,0
61821,61821,Rabocentus,n,n-s---mn2-,Rabocent,,,[ra.bɔ.'kɛn̪.t̪ʊs],,0
61822,61822,Racilius,n,n-s---mn2-,Racili,,,[ra.'kɪ.lɪ̣.jʊs],,0
61823,61823,Raeti,n,n-p---mn2-,Raet,,,['raj.t̪ɪ],,0
61824,61824,Ralla,n,n-s---fn1-,Rall,,,['raɫ.la],,0
61825,61825,Rarungae,n,n-p---fn1-,Rarung,,,[ra.'rʊŋ.gaj],,0
61827,61827,Raunonia,n,n-s---fn1-,Raunoni,,,[raw.'n̪ɔ.n̪ɪ̣.ja],,0
61828,61828,Rauraci,n,n-p---mn2-,Raurac,,,['raw.ra.kɪ],,0
61829,61829,Reate,a,aps---fn1-,Reate Reate Reate,,,['rɛ̣.ja.t̪ɛ],,0
61830,61830,Regillus,a,aps---mn1-,Regill Regill Regill,,,[rɛ.'gɪɫ.lʊs],,0
61831,61831,Regium,n,n-s---nn2-,Regi,,,['reː.gɪ̣.jũː],,0
61832,61832,Regulus,n,n-s---mn2-,Regul,,,['rɛ.gʷlʊs],,0
61833,61833,Remulus,n,n-s---mn2-,Remul,,,['rɛ.mʊ.lʊs],,0
61834,61834,Remus,n,n-s---mn2-,Rem,,,['rɛ.mʊs],,0
61835,61835,Restitutus,n,n-s---mn2-,Restitut,,,[rɛs.'t̪ɪ.t̪ʊ.t̪ʊs],,0
61836,61836,Rex,n,n-s---mn3-,Rex,,,['reːks],,0
61838,61838,Rhadamanthus,n,n-s---mn2-,Rhadamanth,,,[ra.d̪a.'man̪.t̪ʰʊs],,0
61839,61839,Rhamnus,n,n-s---mn2-,Rhamn,,,['ram.n̪ʊs],,0
61840,61840,Rhamses,n,n-p---mn3-,Rhams,,,['ram.sɛs],,0
61841,61841,Rhanis,n,n-s---fn3-,Rhan,,,['ra.n̪ɪs],,0
61842,61842,Rhea,n,n-s---fn1-,Rhe,,,['rɛ̣.ja],,0
61843,61843,Rhene,n,n-s---fn1-,Rhen,,,['rɛ.n̪ɛ],,0
61844,61844,Rhenus,a,aps---mn1-,Rhen Rhen Rhen,,,['rɛ.n̪ʊs],,0
61845,61845,Rhesus,n,n-s---mn2-,Rhes,,,['rɛ.sʊs],,0
61846,61846,Rhetenor,n,n-s---mn3-,Rhetenor,,,['rɛ.t̪ɛ.n̪ɔr],,0
61848,61848,Rhinton,n,n-s---nn3-,Rhint,,,['rɪn̪.t̪ɔn̪],,0
61849,61849,Rhipaei,n,n-p---mn2-,Rhipae,,,['rɪpej],,0
61850,61850,Rhizinium,n,n-s---nn2-,Rhizini,,,[rɪz.'zɪ.n̪ɪ̣.jũː],,0
61851,61851,Rhodanus,a,aps---mn1-,Rhodan Rhodan Rhodan,,,['rɔ.d̪a.n̪ʊs],,0
61852,61852,Rhodo,n,n-s---mn3-,Rhodo,,,['rɔ.d̪ɔ],,0
61853,61853,Rhodope,n,n-s---fn1-,Rhodop,,,['rɔ.d̪ɔ.pɛ],,0
61854,61854,Rhodos,n,n-s---mn2-,Rhod,,,['rɔ.d̪ɔs],,0
61855,61855,Rhoduntia,n,n-s---fn1-,Rhodunti,,,[rɔ.'d̪ʊn̪.t̪ɪ̣.ja],,0
61856,61856,Rhoeteus,a,aps---mn1-,Rhoete Rhoete Rhoete,,,,,0
61857,61857,Rhosos,n,n-s---mn2-,Rhos,,,['rɔ.sɔs],,0
61859,61859,Rhyndacus,n,n-s---mn2-,Rhyndac,,,['ryn̪.d̪a.kʊs],,0
61860,61860,Rhysaddir,n,n-s---mn3-,Rhysaddir,,,[ry.'sad̪.d̪ɪr],,0
61861,61861,Ripheus,n,n-s---mn2-,Riphe,,,['rɪpʰews],,0
61862,61862,Roscius,n,n-s---mn2-,Rosci,,,['rɔs.kɪ̣.jʊs],,0
61863,61863,Rosea,n,n-s---fn1-,Rose,,,['rɔ.sɛ̣.ja],,0
61864,61864,Rotomagi,n,n-p---mn2-,Rotomag,,,[rɔ.'t̪ɔ.ma.gɪ],,0
61865,61865,Rubi,n,n-p---mn2-,Rub,,,['rʊ.bɪ],,0
61866,61866,Rubico,n,n-s---nn3-,Rubico,,,['rʊ.bɪ.kɔ],,0
61867,61867,Rubricatus,n,n-s---mn2-,Rubricat,,,[rʊ.'brɪ.ka.t̪ʊs],,0
61869,61869,Rufrae,n,n-p---fn1-,Rufr,,,['rʊf.raj],,0
61870,61870,Rullus,n,n-s---mn2-,Rull,,,['rʊɫ.lʊs],,0
61871,61871,Rumina,n,n-s---fn1-,Rumin,,,['rʊ.mɪ.n̪a],,0
61872,61872,Rupilius,n,n-s---mn2-,Rupili,,,[rʊ.'pɪ.lɪ̣.jʊs],,0
61803,61803,Pytheas,n,n-s---mn3-,Pytheas,,,['py.t̪ʰɛ̣.jas],,0
61805,61805,Pytho,n,n-s---mn3-,Pytho,,,['py.t̪ʰɔ],,0
61877,61877,Ruspina,n,n-s---fn1-,Ruspin,,,['rʊs.pɪ.n̪a],,0
61878,61878,Rutupiae,n,n-p---fn1-,Rutupi,,,[rʊ.'t̪ʊ.pɪ̣.jaj],,0
61879,61879,Saba,n,n-s---fn1-,Sab,,,['sa.ba],,0
61881,61881,Sabatini,n,n-p---mn2-,Sabatin,,,[sa.'ba.t̪ɪ.n̪ɪ],,0
61882,61882,Sabatinus,a,aps---mn1-,Sabatin Sabatin Sabatin,,,[sa.'ba.t̪ɪ.n̪ʊs],,0
61883,61883,Sabazius,n,n-s---mn2-,Sabazius,,,[sa.'baz.zɪ̣.jʊs],,0
61884,61884,Sabelli,a,app---mn1-,Sabell Sabell Sabell,,,[sa.'bɛɫ.lɪ],,0
61885,61885,Sabini,n,n-p---mn2-,Sabin,,,['sa.bɪ.n̪ɪ],,0
61886,61886,Sabota,n,n-s---fn1-,Sabot,,,['sa.bɔ.t̪a],,0
61887,61887,Sabrata,n,n-s---fn1-,Sabrat,,,['sa.bra.t̪a],,0
61888,61888,Sacae,n,n-p---fn1-,Sac,,,['sa.kaj],,0
61889,61889,Saepinum,n,n-s---nn2-,Saepin,,,['saj.pɪ.n̪ũː],,0
61891,61891,Sagalessos,n,n-s---mn2-,Sagaless,,,[sa.ga.'lɛs.sɔs],,0
61892,61892,Saganos,n,n-s---mn2-,Sagan,,,['sa.ga.n̪ɔs],,0
61893,61893,Sagaris,n,n-s---fn3-,Sagar,,,['sa.ga.rɪs],,0
61894,61894,Sagra,n,n-s---fn1-,Sagr,,,['sa.gra],,0
61895,61895,Saguntum,n,n-s---nn2-,Sagunt,,,['sagʷn̪.t̪ũː],,0
61896,61896,Saïs,n,n-s---mn3-,Saïs,,,['sa/s],,0
61897,61897,Salamis,n,n-s---fn3-,Salam,,,['sa.la.mɪs],,0
61898,61898,Salapia,n,n-s---fn1-,Salapi,,,[sa.'la.pɪ̣.ja],,0
61900,61900,Salassi,n,n-p---mn2-,Salass,,,[sa.'las.sɪ],,0
61901,61901,Sale,n,n-s---fn1-,Sal,,,['sa.lɛ],,0
61902,61902,Saleius,n,n-p---mn2-,Salei,,,['saɫ.ejʊs],,0
61903,61903,Salentini,n,n-p---mn2-,Salentin,,,[sa.'lɛn̪.t̪ɪ.n̪ɪ],,0
61904,61904,Salernum,n,n-s---nn2-,Salern,,,[sa.'lɛr.n̪ũː],,0
61905,61905,Salganea,n,n-s---fn1-,Salgane,,,[saɫ.'ga.n̪ɛ̣.ja],,0
61906,61906,Saliaris,a,aps---fn3i,Saliaris Saliaris Saliaris,,,[sa.'lɪ̣.ja.rɪs],,0
61907,61907,Salii,n,n-p---mn2-,Sali,,,['sa.lɪ̣.jɪ],,0
61908,61908,Sallustius,n,n-s---mn2-,Sallusti,,,[saɫ.'lʊs.t̪ɪ̣.jʊs],,0
61909,61909,Salluuii,n,n-p---mn2-,Salluui,,,[saɫ.lʊ.'jʊj.jɪ],,0
61910,61910,Salmoneus,n,n-s---mn2-,Salmone,,,['saɫ.mɔn̪ews],,0
61911,61911,Salo,n,n-s---mn3-,Salo,,,['sa.loː],,0
61912,61912,Salomon,n,n-s---nn3-,Salom,,,['sa.lɔ.mɔn̪],,0
61914,61914,Salsula,n,n-s---fn1-,Salsul,,,['saɫ.sʊ.la],,0
61915,61915,Salutio,n,n-s---mn3-,Salutio,,,[sa.'lʊ.t̪ɪ̣.jɔ],,0
61916,61916,Samarabriae,n,n-p---fn1-,Samarabri,,,[sa.ma.'ra.brɪ̣.jaj],,0
61917,61917,Samaria,n,n-s---fn1-,Samari,,,[sa.'ma.rɪ̣.ja],,0
61918,61918,Sambraceni,n,n-p---mn2-,Sambracen,,,[sam.'bra.kɛ.n̪ɪ],,0
61919,61919,Sambrachate,n,n-s---fn1-,Sambrachat,,,[sam.'bra.kʰa.t̪ɛ],,0
61920,61920,Same,n,n-s---fn1-,Sam,,,['sa.mɛ],,0
61921,61921,Samiolus,a,aps---mn1-,Samiol Samiol Samiol,,,[sa.'mɪ̣.jɔ.lʊs],,0
61923,61923,Samosata,n,n-s---fn1-,Samosat,,,[sa.'mɔ.sa.t̪a],,0
61924,61924,Samothracia,n,n-s---fn1-,Samothraci,,,[sa.mɔ.'t̪ʰra.kɪ̣.ja],,0
61925,61925,Sampsiceramus,n,n-s---mn2-,Sampsiceram,,,[samp.sɪ.'kɛ.ra.mʊs],,0
61926,61926,Samus,n,n-s---mn2-,Sam,,,['sa.mʊs],,0
61927,61927,Sandalios,n,n-s---mn2-,Sandali,,,[san̪.'d̪a.lɪ̣.jɔs],,0
61928,61928,Sandaliotis,n,n-s---fn3-,Sandaliot,,,[san̪.d̪a.'lɪ̣.jɔ.t̪ɪs],,0
61929,61929,Sanni,n,n-p---mn2-,Sann,,,['san̪.n̪ɪ],,0
61930,61930,Sannigae,n,n-p---fn1-,Sannig,,,['san̪.n̪ɪ.gaj],,0
61931,61931,Santoni,n,n-p---mn2-,Santon,,,['san̪.t̪ɔ.n̪ɪ],,0
61932,61932,Santra,n,n-s---fn1-,Santr,,,['san̪.t̪ra],,0
61933,61933,Saoces,n,n-p---mn3-,Saoc,,,['sa.jɔ.kɛs],,0
61934,61934,Sapaei,n,n-p---mn2-,Sapae,,,['sapej],,0
61935,61935,Sape,n,n-s---fn1-,Sap,,,['sa.pɛ],,0
61936,61936,Sapis,n,n-s---fn3-,Sap,,,['sa.pɪs],,0
61938,61938,Sapriportus,n,n-s---mn2-,Sapriport,,,[sa.'prɪ.pɔ.rt̪ʊs],,0
