id,type,source,target
290870,/,23876,23874
290871,/,23876,60276
290872,/,23879,112703
290873,/,23879,112707
290874,/,23879,45712
290875,/,23879,112711
290876,\,52380,23892
290877,\,113040,23902
290878,\,113043,23902
290879,\,23903,23902
290880,\,46409,98824
290881,\,23909,132512
290882,\,23910,132512
290883,\,23911,132512
290884,\,53696,132512
290885,\,113075,132512
290886,/,23914,98826
290887,\,113107,23919
290888,\,113110,23920
290889,\,23933,23932
290890,\,23935,23936
290891,/,23937,98837
290892,\,39981,23945
290893,\,23998,23945
290894,\,23999,23945
290895,\,43515,23952
290896,/,23952,113197
290897,/,23952,113204
290898,/,23952,23959
290899,/,23953,98843
290900,/,23953,113194
290901,/,23953,113196
290902,/,23953,23952
290903,/,23953,113198
290904,/,23953,43515
290905,/,23953,113199
290906,/,23953,113203
290907,/,23953,113204
290908,/,23953,113206
290909,/,23953,23955
290910,/,23953,23957
290911,/,23953,23959
290912,/,23953,23960
290913,/,23959,98843
290914,/,23959,113194
290915,/,23959,113196
290916,/,23959,113197
290917,/,23959,23952
290918,/,23959,113198
290919,/,23959,53493
290921,/,23959,113199
290922,/,23959,113206
290923,/,23959,23957
290924,/,23959,23960
290925,\,121636,23964
290926,\,34851,23969
290927,\,113264,23971
290928,\,113265,23971
290929,\,29151,23973
290930,\,36928,23974
290931,\,30115,23977
290932,\,113319,23986
290933,\,39981,23999
290934,\,24003,24004
290935,\,57490,24004
290936,\,98869,24016
290937,\,51358,24016
290938,\,29557,24022
290939,\,48945,24022
290940,\,24023,24022
290941,/,24027,42684
290942,/,24027,55462
290943,/,24027,113503
290944,/,24027,46582
290945,/,24027,24028
290946,\,24027,24036
290947,\,24029,24036
290948,/,24039,24040
290949,\,113542,24040
290950,\,24038,24040
290951,\,113545,24040
290952,\,113547,24040
290953,\,113554,24041
290954,\,113561,24045
290955,\,24044,24045
290956,\,57170,24046
290957,\,113565,24046
290958,\,113583,24051
290959,\,113585,24051
290960,\,113587,24051
290961,\,40269,98891
290962,/,98891,24053
290963,\,24076,24077
290964,/,24079,24081
290965,\,24078,24082
290966,\,24089,24088
290967,/,24089,113763
290968,/,24089,51025
290969,/,24089,24090
290970,/,24089,113768
290971,/,24089,24091
290972,/,24095,98917
290973,/,24095,24096
290974,\,34013,24096
290975,\,113785,24096
290976,\,113853,24100
290977,\,24103,24100
290978,\,113860,24100
290979,/,24100,113845
290980,/,24100,113846
290981,/,24100,24102
290982,/,24100,113848
290983,/,24100,113849
290984,/,24103,113845
290985,/,24103,113846
290986,/,24103,24102
290987,/,24103,113848
290988,/,24103,113849
290989,/,24103,113853
290990,/,24103,98925
290991,/,24103,113860
290992,\,113846,98925
290993,\,113848,98925
290994,\,113849,98925
290995,/,24105,113856
290996,/,24105,113859
290997,/,24105,30269
290998,\,29351,24107
290999,\,46542,24117
291000,\,24127,24126
291001,\,38337,24126
291002,\,35335,24126
291003,\,28861,24126
291004,\,98938,24126
291005,\,24128,24129
291006,\,47754,24129
291007,\,113948,24129
291008,\,41102,24129
291009,\,24130,24131
291010,\,55419,24131
291011,\,113953,24131
291012,\,37603,24131
291013,\,113956,24131
291014,\,24133,24134
291015,\,24228,24138
291016,\,113997,24140
291017,\,24141,24140
291018,/,24141,113997
291019,/,24141,113999
291020,/,24151,114077
291021,/,24151,98967
291022,/,24151,24152
291023,\,114077,24152
291024,/,24154,55698
291025,/,24154,98968
291026,/,24154,24153
291027,/,24154,114083
291028,/,24154,47882
291029,/,24154,114084
291030,/,24154,31472
291031,/,24154,24155
291032,/,24154,114085
291033,/,24154,40118
291034,/,24154,28366
291035,\,114100,24158
291036,/,24161,24162
291037,/,24161,48103
291038,\,46857,24165
291039,\,114125,24167
291040,\,114126,24167
291041,\,24180,24181
291042,\,114201,24186
291043,\,31996,24187
291044,\,114195,24187
291045,\,50457,132521
300674,/,55557,125594
291047,\,55924,24215
291048,\,99001,24222
291049,\,28467,24222
291050,/,24223,114333
291051,/,24223,28446
291052,/,24223,114334
291053,/,24223,58376
291054,/,24223,98997
291055,\,114353,24227
291056,\,114355,24227
291057,\,114466,24252
291058,\,114467,24252
291059,\,24253,24252
291060,\,24256,24257
291061,\,45006,24257
291062,\,24259,24258
291063,\,24260,24258
291064,\,24270,24271
291065,\,24274,24273
291066,\,99034,24273
291067,\,114506,24273
291068,\,114517,24276
291069,\,114522,132527
291070,\,114523,132527
291071,\,114560,24283
291072,\,114561,24283
291073,\,43269,24283
291074,\,99038,24287
291075,\,57939,24289
291076,\,114584,24289
291077,\,114585,24289
291078,\,24309,24310
291079,\,114651,24310
291080,\,32552,24315
291081,\,24316,24315
291082,/,24320,56757
291083,/,24320,48180
291084,/,24320,114674
291085,/,24320,24319
291086,/,24320,114675
291087,/,24320,24321
291088,\,48180,24321
291089,\,34765,24321
291090,\,114674,24321
291091,\,114675,24321
291092,\,24327,24326
291093,\,114706,24326
291094,\,47401,24326
291095,\,25670,24326
291096,/,24327,114705
291097,/,24327,114706
291098,/,24327,47401
291099,/,24327,114710
291100,/,24327,114711
291101,/,24327,25670
291102,\,114712,24329
291103,/,24336,24335
291104,/,24336,114747
291105,/,24336,24337
291106,\,57544,24337
291107,/,24342,114755
291108,/,24342,24340
291109,/,24342,24341
291110,\,114750,24343
291111,\,114752,24343
291112,\,24340,24343
291113,/,24345,99065
291114,\,99069,24347
291115,\,24349,24351
291116,\,32238,24359
291117,\,30158,132529
291118,\,51206,24371
291119,\,114880,24371
291120,\,114894,132530
291121,\,114919,24383
291122,\,33542,24384
291123,\,54056,24384
291124,\,114951,24384
291125,\,24387,24386
291126,/,24388,114965
291127,/,24388,24389
291128,/,24388,24390
291129,/,24388,114966
291130,/,24388,114967
291132,/,24388,53322
291133,\,114966,24390
291134,/,24390,24388
291135,/,24390,114965
291136,/,24390,24389
291137,/,24390,114967
291138,/,24390,53322
291139,\,31394,24395
291140,/,24395,114982
291141,/,24395,114983
291142,/,24395,114985
291143,/,24395,114986
291144,/,24395,114987
291145,/,24395,114989
291146,/,24395,24396
291147,\,114982,24396
291148,\,114987,24396
291149,/,24404,115036
291150,/,24404,99100
291151,\,115038,24405
291152,\,40825,24405
291153,\,24406,24405
291154,/,24406,115038
291155,/,24406,40825
291156,/,24429,24427
291157,/,24429,115121
291158,\,115141,132536
291159,/,24438,24439
291160,\,24451,24450
291161,\,24452,24450
291162,\,24453,24450
291163,\,24454,24450
291164,\,115175,24450
291165,\,115173,24452
291166,/,24453,24452
291167,/,24456,115181
291168,/,24456,38009
291169,/,24456,115182
291170,/,24459,24460
291171,/,24459,115194
291173,/,24459,99123
291174,/,24461,115194
291175,/,24461,24460
291176,/,24461,43988
291177,/,24461,99123
291178,\,115240,24471
291179,\,24472,24473
291180,\,115247,24473
291181,\,115248,24473
291182,\,115251,24473
291183,\,115253,24473
291184,/,24476,54122
291185,/,24476,24477
291186,/,24476,45013
291187,/,24476,24479
291188,\,54122,24477
291189,\,99144,24487
291190,\,24489,24487
291191,\,24490,24487
291192,\,24491,24487
291193,\,99150,24496
291194,/,24500,24498
291195,\,115443,24506
291196,\,115445,24506
291197,/,24507,115432
291198,/,24507,115435
291199,/,24507,115436
291200,/,24507,115439
291201,/,24507,24508
291202,/,24511,57739
291203,\,115561,24514
291204,\,115573,24517
291205,\,115574,24519
291206,/,24519,99190
291207,\,36020,24524
291208,\,24516,24525
291209,/,24532,99191
291210,/,24532,45167
291211,/,24532,115613
291212,/,24532,24533
291213,/,24532,115618
291214,/,24532,42291
291215,/,24532,38795
291216,/,24535,24527
291217,/,24535,115626
291218,/,24535,115629
291219,/,24535,115631
291220,/,24535,115633
291221,/,24535,99195
291222,/,24535,40079
291223,/,24535,115637
291224,/,24535,33505
291225,/,24535,43775
291226,/,24535,115642
291227,/,24535,115644
291228,/,24535,41221
291229,/,24535,115647
291230,/,24535,115649
291231,\,30561,24536
291232,\,115655,24536
291233,\,24536,24537
291234,\,115658,24537
291235,\,24539,24538
291236,/,24543,24544
291237,\,115667,24544
291238,\,24543,24546
291239,\,44155,24553
291240,\,115715,24553
291241,\,99209,24555
291242,\,24567,24555
291243,\,115735,24557
291244,\,115738,24557
291245,\,99213,24561
291246,\,115760,24562
291247,\,115764,24562
291248,\,115765,24562
291249,\,115766,24562
291250,\,44691,24562
291251,/,24564,115760
291252,/,24564,115761
291253,/,24564,115762
291254,/,24564,115763
291255,/,24564,115764
291256,/,24564,115766
291257,/,24564,115767
291258,/,24564,44691
291259,/,24564,99211
291260,/,24564,99214
291261,/,24564,24562
291262,/,24564,115779
291263,/,24564,115780
291264,\,57577,24566
291265,\,103670,24568
291266,\,115811,24570
291267,/,24570,35705
291268,/,24570,40921
291269,/,24570,115800
291270,/,24570,115801
291271,/,24570,37492
291272,/,24570,29009
291273,/,24570,58272
291274,/,24570,29145
291275,/,24570,24569
291276,/,24570,115807
291277,/,24570,48878
291278,/,24570,115812
291279,/,24570,99218
291280,\,35705,99218
291281,/,99218,37492
291282,/,99218,29009
291283,/,99218,58272
291284,/,24575,52944
291285,/,24575,39556
291286,/,24575,51614
291287,/,24575,56625
291288,/,24575,115833
291289,/,24575,24576
291290,/,24575,24577
291291,/,24575,115835
291292,/,24575,24578
291293,/,24575,115837
291294,/,24575,115838
291295,/,24575,115841
291296,/,24575,58066
291297,\,115847,24580
300675,/,55557,125598
291299,/,24591,115906
291300,/,24591,115911
291301,/,24591,24598
291302,/,24594,115919
291303,/,24594,115920
291304,/,24594,115922
291305,/,24594,24595
291306,/,24594,99229
291307,/,24594,24596
291308,\,115934,24601
291309,\,24599,24601
291310,\,24600,24601
291311,\,30239,24601
291312,\,99232,24601
291313,\,24604,24601
291314,\,46430,24603
291315,\,115955,24603
291316,/,24603,50904
291317,/,24603,56977
291318,/,24603,24602
291319,\,50229,24604
291320,\,24608,99236
291321,/,24611,24613
291322,/,24611,24614
291323,/,24611,24615
291324,/,24611,24616
291325,/,24614,24611
291326,/,24614,24613
291327,/,24614,24615
291328,/,24614,24616
291329,\,115964,24615
291330,/,24620,52457
291331,/,24620,32715
291332,/,24620,24623
291333,\,37545,24621
291334,/,24622,24621
291335,/,24622,56097
291336,/,24622,37545
291337,/,24622,36993
291338,/,24626,52825
291339,/,24626,115999
291340,/,24626,24627
291341,/,24626,99241
291342,/,24627,24626
291343,/,24627,52825
291344,\,29420,24630
291345,\,24621,99241
291346,\,24622,99241
291347,\,36993,99241
291348,\,24628,99241
291349,\,99242,99241
291350,\,24632,99241
291351,\,24707,99241
291352,\,127642,99241
291353,/,24636,33618
291354,/,24636,24637
291355,/,24636,24638
291356,/,24636,24640
291357,/,24636,24641
291358,/,24636,24642
291359,/,24637,33618
291360,/,24637,24636
291361,/,24637,24638
291362,/,24637,24639
291363,/,24637,24640
291364,/,24637,24641
291365,/,24637,24642
291366,/,24640,33618
291367,/,24640,24636
291368,/,24640,24637
291369,/,24640,24638
291370,/,24640,24639
291371,/,24640,24641
291372,/,24640,24642
291373,/,24642,33618
291374,/,24642,24637
291375,/,24642,24639
291376,/,24642,24640
291377,/,24642,24641
291378,\,24647,24645
291379,\,24648,24645
291380,/,24649,24646
291381,/,24649,99244
291382,/,24649,57792
291383,/,24649,28561
291384,\,116057,24651
291385,\,51209,24651
291386,/,24651,24617
291387,/,24651,24618
291388,/,24651,116052
291389,/,24651,116053
291390,/,24658,24656
291391,/,24658,24657
291392,/,24658,99245
291393,\,39377,24661
291394,/,24663,35499
291395,/,24663,48043
291396,\,24672,99248
291397,\,24626,24676
291398,\,32831,24676
291399,\,24627,24676
291400,\,58404,24676
291401,\,50992,24676
291402,\,51454,24676
291403,\,28334,24676
291404,\,24629,24676
291405,\,35456,24676
291406,\,48909,24676
291407,\,42721,24676
291408,/,24679,42456
291409,/,24679,116161
291410,/,24679,29074
291411,/,24681,51656
291412,/,24681,49412
291413,/,24681,99257
291414,/,24681,24695
291415,/,24684,29074
291416,/,24684,31515
291417,/,24684,50740
291418,/,24684,44799
291419,/,24684,33856
291420,/,24684,99254
291421,/,24684,24685
291422,/,24684,58331
291423,/,24684,24686
291425,/,24684,24687
291426,/,24684,116183
291427,/,24684,24688
291428,\,33856,24685
291429,/,24686,29074
291430,/,24686,31515
291431,/,24686,50740
291432,/,24686,44799
291433,/,24686,33856
291434,/,24686,24684
291435,/,24686,37465
291436,/,24686,99254
291437,/,24686,24685
291438,/,24686,99255
291439,/,24686,24687
291440,/,24686,48137
291441,/,24686,116183
291442,/,24686,24688
291443,/,24687,29074
291444,/,24687,31515
291445,/,24687,50740
291446,/,24687,44799
291447,/,24687,33856
291448,/,24687,24684
291449,/,24687,37465
291450,/,24687,99254
291451,/,24687,24685
291452,/,24687,58331
291453,/,24687,24686
291454,/,24687,116183
291455,/,24687,24688
291456,/,24688,31515
291457,/,24688,50740
291458,/,24688,44799
291459,/,24688,33856
291460,/,24688,24684
291461,/,24688,37465
291462,/,24688,99254
291463,/,24688,24685
291464,/,24688,58331
291465,/,24688,24686
291466,/,24688,99255
291467,/,24688,24687
291468,/,24689,57313
291469,/,24689,49328
291470,/,24689,31927
291471,\,42456,24691
291472,\,24677,24691
291473,\,24679,24691
291474,\,116167,24691
291475,\,49412,24695
291476,\,38341,24696
291477,\,24693,24696
291478,\,52516,24696
291479,\,99258,24696
291480,\,116192,24696
291481,\,42456,24697
291482,\,24677,24697
291483,\,24679,24697
291484,\,116167,24697
291485,\,116198,24699
291486,/,24699,99262
291487,/,24699,48176
291488,/,24699,116199
291489,/,24699,58055
291490,/,24699,35994
291491,/,24700,116201
291492,/,24700,116202
291493,/,24704,24703
291494,/,24704,24709
291495,\,30844,24707
291496,/,24707,45530
291497,/,24707,40760
291498,/,24707,42782
291499,\,24703,24708
291500,\,24704,24708
291501,\,116221,24708
291502,\,24703,24709
291503,\,116221,24709
291504,\,24705,24709
291505,/,24712,116235
291506,/,24712,116237
291507,/,24713,24718
291508,\,45931,24716
291509,\,24717,24719
291510,\,24721,24720
291511,\,40978,24720
291512,/,24720,116290
291513,/,24720,24729
291514,\,54318,24722
291515,\,116283,24722
291516,\,116305,24725
291517,\,116319,24728
291518,\,44775,24728
291519,\,38933,24728
291520,\,24728,24729
291521,/,24729,116284
291522,/,24729,24721
291523,/,24729,116286
291524,/,24729,116288
291525,/,24729,116290
291526,/,24729,50420
291527,/,24729,40978
291528,/,24729,36525
291529,/,24729,116318
291530,/,24729,116319
291531,/,24729,46961
291532,/,24729,44775
291533,/,24729,38933
291534,/,24729,116321
291535,/,24730,45891
291536,\,116352,24734
291537,\,24730,24735
291538,\,24731,24735
291539,\,116347,24735
291540,/,24736,24732
291541,/,24736,38953
291542,/,24736,116350
291543,/,24736,24733
291544,/,24736,116351
291545,/,24736,116352
291546,/,24736,116353
291547,/,24736,51741
291548,/,24736,24734
291549,/,24746,99275
300676,/,55557,43219
291551,/,24746,48804
291552,\,24747,24750
291553,\,34476,24750
291554,\,24748,24750
291555,\,24749,24750
291556,\,51682,24753
291557,\,60603,24754
291558,\,116475,24759
291559,\,38022,24759
291560,\,24761,116479
291561,/,24761,38022
291562,/,24761,24759
291563,/,24761,116478
291564,/,24761,24762
291565,/,24761,41016
291566,/,24761,116489
291567,/,24761,57146
291568,/,24761,24763
291569,/,24761,30599
291570,/,24761,47980
291571,/,24761,116492
291572,/,24761,116493
291573,/,24761,116494
291574,/,24761,24764
291575,/,24761,51336
291576,/,24761,116498
291577,/,24761,43929
291578,/,24761,116497
291579,/,24761,43589
291580,/,24761,52586
291581,/,24761,116500
291582,/,24761,40306
291583,/,24761,24765
291584,/,24763,24759
291585,/,24763,116478
291586,/,24763,116479
291587,/,24763,24761
291588,/,24763,24762
291589,/,24763,41016
291590,/,24763,116489
291591,/,24763,57146
291592,/,24763,30599
291593,/,24763,47980
291594,/,24763,116492
291595,/,24763,116493
291596,/,24763,116494
291597,/,24763,116495
291598,/,24763,24764
291599,/,24763,30883
291600,/,24763,51336
291601,/,24763,116498
291602,/,24763,116497
291603,/,24763,43589
291604,/,24763,52586
291605,/,24763,116500
291606,/,24763,40306
291607,/,24763,24765
291608,/,24764,38022
291609,/,24764,24759
291610,/,24764,116478
291611,/,24764,116479
291612,/,24764,24761
291613,/,24764,24762
291614,/,24764,41016
291615,/,24764,116489
291616,/,24764,57146
291617,/,24764,24763
291618,/,24764,30599
291619,/,24764,47980
291620,/,24764,116493
291621,/,24764,116494
291622,/,24764,116495
291623,/,24764,30883
291624,/,24764,51336
291625,/,24764,116498
291626,/,24764,43929
291627,/,24764,116497
291628,/,24764,43589
291629,/,24764,52586
291630,/,24764,116500
291631,/,24764,40306
291632,/,24764,24765
291633,\,116478,24765
291634,\,116489,24765
291635,\,116495,24765
291636,\,116500,24765
291637,\,40306,24765
291638,\,116443,132550
291639,\,116447,132550
291640,\,116450,132550
291641,\,35299,132550
291642,\,99282,132550
291643,\,116532,24773
291644,\,99289,24773
291645,\,24775,24774
291646,\,116541,24775
291647,\,116543,24775
291648,\,116544,24775
291649,\,116547,24775
291650,/,24775,99290
291651,/,24775,57952
291652,\,116566,132552
291653,\,116567,132552
291654,\,116569,24780
291655,\,116574,24780
291656,\,116577,24780
291657,/,24780,116566
291658,/,24780,44504
291659,/,24780,116567
291660,/,24780,116572
291661,/,24780,116581
291662,\,116582,132553
291663,\,34504,132553
291664,\,24782,132553
291665,\,19914,24790
291666,\,24791,24790
291667,\,24812,24790
291668,\,24786,24791
291669,\,24788,24791
291670,\,24789,24791
291671,\,24784,24794
291672,\,116639,24796
291673,\,116641,24796
291674,\,60623,24799
291675,\,99304,24799
291677,\,24804,24803
291678,\,116652,24805
291679,\,49338,24805
291680,\,99309,24807
291681,\,116678,24810
291682,\,116679,24810
291683,\,33105,24810
291684,/,24812,24791
291685,\,40038,24815
291686,/,24815,99313
291687,/,24815,29134
291688,/,24815,24814
291689,\,37206,24816
291690,\,24796,24816
291691,/,24824,24825
291692,/,24824,24827
291693,/,24824,116731
291694,/,24824,24826
291695,/,24824,45547
291696,/,116731,24824
291697,/,116731,24825
291698,/,116731,45547
291699,\,116784,24833
291700,\,99327,24833
291701,\,116761,24835
291702,\,43180,24837
291703,/,24838,24837
291704,/,24838,116770
291705,/,24838,116771
291706,/,24838,31073
291707,/,24838,116772
291708,/,24838,43180
291709,/,24838,24839
291710,/,24838,99326
291711,/,24838,116774
291712,/,24838,116775
291713,/,24838,116776
291714,/,24838,116777
291715,\,116788,24843
291716,\,46427,24843
291717,\,32536,24843
291718,\,60685,24844
291719,\,24850,24849
291720,/,24854,116820
291721,/,24854,32819
291722,/,24854,99334
291723,/,24854,24870
291724,\,24856,24855
291725,\,24857,24856
291726,\,53372,24856
291727,\,24858,24856
291728,/,24856,24869
291729,/,24857,53372
291730,/,24857,116827
291731,/,24857,24858
291732,/,24870,32819
291733,\,35972,24875
291734,\,116879,24875
291735,\,24876,24875
291736,\,99340,24875
291737,\,24877,24875
291738,/,24877,99339
291739,/,24877,35972
291740,/,24877,116879
291741,/,24877,24876
291742,/,24877,116880
291743,/,24877,99340
291744,/,24877,116881
291745,/,24877,45544
291746,/,24885,24882
291747,/,24885,116898
291748,/,24885,24886
291749,/,24885,116899
291750,/,24888,116910
291751,/,24888,36600
291752,/,24888,116912
291753,\,44773,24889
291754,/,24889,50274
291755,/,24889,42427
291756,/,24892,24874
291757,/,24892,24894
291758,\,116910,116928
291759,\,116910,24894
291760,\,24895,24896
291761,/,24897,24898
291762,\,53283,24902
291763,\,24911,24902
291764,\,117005,24902
291765,\,42609,24905
291766,\,116991,24905
291767,\,42609,24906
291768,\,116991,24906
291769,\,42609,24907
291770,\,116991,24907
291771,\,116951,24910
291772,\,116952,24910
291773,\,47360,24911
291774,/,24911,99355
291775,/,24911,117006
291776,/,24917,24920
291777,\,19394,24920
291778,\,116973,24920
291779,\,52861,24920
291780,\,24908,24920
291781,\,24916,24920
291782,\,117031,24920
291783,\,117034,24920
291784,\,39852,24920
291785,\,117044,24920
291786,\,117047,24920
291787,\,117048,24920
291788,\,24919,24920
291789,\,29056,24920
291790,\,117055,24920
291791,/,24920,53753
291792,\,117072,24924
291793,/,24924,117075
291794,/,24924,99366
291795,\,117081,24929
291796,/,24930,58170
291797,/,24930,24929
291798,\,99367,24932
291799,\,117092,24932
291800,/,24932,117089
291801,/,24932,117090
300677,/,55557,55931
291803,\,24930,117104
291804,\,99370,117104
291805,\,55288,117104
291806,\,30661,24943
291807,\,49903,24943
291808,\,24950,24943
291809,\,24952,24943
291810,\,24953,24943
291811,\,24954,24943
291812,\,117151,24943
291813,/,24943,117145
291814,/,24943,52571
291815,/,24943,42327
291816,/,24943,117146
291817,/,24943,117147
291818,/,24943,35477
291819,/,24943,99377
291820,\,24946,24947
291821,\,24946,24948
291822,\,52571,24950
291823,/,24950,30661
291824,/,24950,57800
291825,/,24950,49903
291826,/,24950,117143
291827,/,24950,117144
291828,/,24950,117145
291829,/,24950,42327
291830,/,24950,117146
291831,/,24950,117147
291832,/,24950,24952
291833,/,24950,35477
291834,/,24950,24953
291835,/,24950,24954
291836,/,24950,99377
291837,/,24950,117149
291838,/,24952,30661
291839,/,24952,57800
291840,/,24952,49903
291841,/,24952,117143
291842,/,24952,117144
291843,/,24952,117145
291844,/,24952,24950
291845,/,24952,52571
291846,/,24952,42327
291847,/,24952,117146
291848,/,24952,35477
291849,/,24952,24953
291850,/,24952,24954
291851,/,24952,99377
291852,/,24952,117149
291853,/,24952,117151
291854,\,42327,24953
291855,\,117149,24954
291856,/,24954,57800
291857,/,24954,49903
291858,/,24954,117143
291859,/,24954,117144
291860,/,24954,117145
291861,/,24954,24950
291862,/,24954,52571
291863,/,24954,42327
291864,/,24954,117146
291865,/,24954,117147
291866,/,24954,24952
291867,/,24954,35477
291868,/,24954,24953
291869,/,24954,117151
291870,\,57964,132564
291871,\,24977,132564
291872,\,26743,132564
291873,\,45283,24975
291874,\,24972,24975
291875,\,117211,24975
291876,\,117213,24975
291877,\,24970,24977
291878,\,24980,99384
291879,/,24980,44909
291880,\,117228,24982
291881,/,24982,54855
291882,/,24982,99386
291883,/,24982,117232
291884,/,24982,117229
291885,/,24982,117230
291886,/,24982,117231
291887,\,117225,132566
291888,\,24981,132566
291889,\,117233,132566
291890,\,117230,132566
291891,\,34967,24985
291892,\,41112,24985
291893,\,54230,24985
291894,\,24984,24985
291895,\,24986,24985
291896,\,39439,24986
291897,\,99390,24989
291898,\,117299,24989
291899,\,117300,24989
291900,\,117304,24989
291901,\,117308,24989
291902,\,117318,24989
291903,\,117322,24989
291904,\,49691,24989
291905,/,24989,117285
291906,/,24989,117302
291907,/,24989,117305
291908,/,24989,117306
291909,/,24989,117309
291910,/,24989,117310
291911,/,24989,99393
291912,/,24989,117321
291913,\,36735,24990
291914,\,117344,24993
291915,\,45945,24993
291916,/,24993,24994
291917,\,24996,99398
291918,\,24997,24996
291919,/,24996,99395
291920,/,24996,50888
291921,\,117360,24998
291922,\,117363,24998
291923,\,117364,24998
291924,\,40300,24998
291925,\,117366,24998
291926,\,99396,24998
291927,\,117380,25001
291929,/,25001,117378
291930,/,25001,117382
291931,/,25001,25000
291932,/,25001,99399
291933,/,25001,117383
291934,\,117382,99399
291935,\,117383,25004
291936,\,49281,25004
291937,\,19783,25005
291938,\,25012,25005
291939,\,47191,25006
291940,/,25007,99404
291941,/,25007,99403
291942,/,25007,45696
291943,/,25007,100963
291944,\,99404,25008
291945,\,36481,25008
291946,/,25009,117411
291947,\,117411,25010
291948,\,117383,132568
291949,\,117419,25014
291950,\,40241,25015
291951,\,24964,25015
291952,/,25016,31695
291953,/,25016,117435
291954,/,25016,32736
291955,/,25016,117436
291956,/,25016,117437
291957,/,25016,25018
291958,/,25018,31695
291959,/,25018,117434
291960,/,25018,117435
291961,/,25018,32736
291962,/,25018,117436
291963,/,25018,25016
291964,/,25018,99406
291965,/,25018,25017
291966,/,25018,25020
291967,/,25018,25033
291968,\,117438,25019
291969,\,42532,25019
291970,\,117435,132569
291971,\,32736,132569
291972,\,117436,132569
291973,\,25017,132569
291974,\,25024,25023
291975,\,58267,25024
291976,/,25024,51406
291977,/,25024,117447
291978,/,25024,117448
291979,/,25024,99407
291980,/,25024,99409
291981,/,25024,40091
291982,/,25024,30012
291983,/,25024,25028
291984,\,29768,25025
291985,\,45513,25025
291986,\,36278,25026
291987,/,25028,25029
291988,/,25028,25027
291989,\,25019,25033
291990,\,25020,25033
291991,/,25037,54004
291992,\,117518,25038
291993,\,29474,132572
291994,\,99405,132572
291995,\,54840,132572
291996,\,25035,25040
291997,\,117504,25040
291998,\,25036,25040
291999,/,25051,25052
292000,\,117587,25052
292001,\,117602,25053
292002,\,117603,25053
292003,/,25054,99423
292004,/,25054,117602
292005,/,25054,50425
292006,/,25054,40609
292007,/,25054,117603
292008,/,25054,55768
292009,/,25055,117592
292010,/,25057,34446
292011,\,25061,25060
292012,\,117659,25062
292013,\,46022,25062
292014,\,51115,25062
292015,\,117664,132574
292016,\,53031,25071
292017,\,30273,25071
292018,/,25075,33513
292019,/,25075,99432
292020,/,25075,25073
292021,/,25075,37812
292022,/,25075,117693
292023,/,25075,43797
292024,/,25075,117695
292025,/,25075,25076
292026,/,25075,51623
292027,/,25075,40769
292028,/,25075,54246
292029,/,25075,41104
292030,/,25075,25077
292031,/,25075,52599
292032,/,25075,117700
292033,/,25075,117701
292034,/,25075,53305
292035,/,25075,25079
292036,\,33513,132576
292037,\,28767,132576
292038,\,117694,132576
292039,\,117695,132576
292040,\,25076,132576
292041,\,51623,132576
292042,\,117712,25081
292043,\,25084,25081
292044,/,25085,25084
292045,/,25085,117718
292046,/,25090,25088
292047,/,25090,29217
292048,/,25090,99438
292049,/,25090,99440
292050,/,25090,48706
292051,/,25090,31563
292052,/,25090,117733
292053,/,25090,117734
300678,/,55557,58334
292055,/,25090,25091
292056,\,31195,25092
292057,\,53702,25092
292058,\,25088,25095
292059,\,31563,25095
292060,\,117733,25095
292061,\,117734,25095
292062,\,25091,25095
292063,\,25101,132579
292064,\,117769,132579
292065,\,25102,132579
292066,\,25103,132579
292067,\,25108,25109
292068,\,51547,25111
292069,\,117774,25111
292070,\,51255,25117
292071,\,30280,25117
292072,/,25118,25119
292073,/,25119,25118
292074,\,99463,25120
292075,/,25120,25127
292076,/,25120,40683
292077,/,25120,117814
292078,\,52301,99461
292079,/,25125,25120
292080,/,25125,99459
292081,/,25125,99458
292082,/,25125,99460
292083,/,25125,117808
292084,/,25125,117810
292085,/,25125,39547
292086,/,25125,117812
292087,/,25125,117813
292088,/,25125,117814
292089,/,25125,42563
292090,\,57917,132582
292091,\,25124,132582
292092,\,25127,132582
292093,/,25127,42563
292094,\,99464,25128
292095,\,117821,25129
292096,\,117827,25129
292097,\,99464,25129
292098,\,25131,25129
292099,\,25132,25129
292100,\,117836,25129
292101,\,51943,25129
292102,/,25131,37482
292103,/,25131,36178
292104,/,25131,117827
292105,/,25131,117828
292106,/,25131,50600
292107,/,25131,117829
292108,/,25131,117830
292109,/,25131,99464
292110,/,25131,25128
292111,/,25131,45120
292112,/,25131,25130
292113,/,25131,117833
292114,/,25131,25132
292115,/,25131,117834
292116,/,25131,117836
292117,/,25131,51943
292118,/,25131,117837
292119,/,25132,117821
292120,/,25132,36178
292121,/,25132,117827
292122,/,25132,117828
292123,/,25132,50600
292124,/,25132,117829
292125,/,25132,117830
292126,/,25132,99464
292127,/,25132,25128
292128,/,25132,45120
292129,/,25132,25130
292130,/,25132,25131
292131,/,25132,117833
292132,/,25132,117834
292133,/,25132,117836
292134,/,25132,51943
292135,/,25132,117837
292136,\,51794,25135
292137,/,25137,56224
292138,/,25137,117859
292139,/,25137,117860
292140,/,25137,117862
292141,/,25137,31278
292142,/,25137,28749
292143,/,25137,117871
292144,\,25139,25138
292145,\,25142,25138
292146,\,47067,25138
292147,\,25143,25138
