id,type,source,target
565479,/,23920,99427
565480,/,23920,26389
565481,/,23922,19406
565482,/,23922,21194
565483,/,23922,108822
565484,/,23922,113208
565485,/,23922,24377
565486,/,23922,25903
565487,/,23922,52836
565488,/,23922,36140
565489,\,113135,23936
565490,/,23945,19991
565491,/,23945,20150
565492,/,23945,97956
565493,/,23945,22298
565494,/,23945,23101
565495,/,23945,24384
565496,/,23945,29014
565497,/,23945,26408
565498,/,23945,26766
565499,/,23946,32581
565500,/,23946,48904
565501,/,23946,33470
565502,/,23946,55489
565503,/,23957,98843
565504,/,23957,113194
565505,/,23957,113196
565506,/,23957,113197
565507,/,23957,23952
565508,/,23957,113198
565509,/,23957,53493
565510,/,23957,43515
565511,/,23957,23953
565512,/,23957,113203
565513,/,30838,22424
565514,/,23957,113206
565515,/,23957,23955
565516,/,23957,23959
565517,/,23957,23960
565518,/,23960,113194
565519,/,23960,23952
565520,/,23960,53493
565521,/,23960,43515
565522,/,23960,23953
565523,/,23960,23957
565524,/,23960,23959
565526,\,128943,23971
565527,/,23971,21270
565528,/,23971,22308
565529,/,23971,23120
565530,/,23971,25587
565531,/,23971,58325
565532,/,23971,58079
565533,/,23997,37382
565534,/,23997,113353
565535,/,23997,98859
565536,/,24005,113364
565537,/,24005,113366
565538,/,24005,98861
565539,/,24005,49360
565540,\,39571,24016
565541,\,113492,24022
565542,\,128945,24022
565543,/,24022,113493
565544,/,24022,24020
565545,/,24022,98878
565546,/,24022,113494
565547,\,51031,24033
565548,/,24033,19219
565549,/,24033,21334
565550,/,24033,22073
565551,/,24033,23031
565552,/,24033,24358
565553,/,24033,25505
565554,/,24033,26323
565555,/,24033,26655
565556,/,24033,27497
565557,/,24040,20971
565558,/,24040,21356
565559,/,24040,25646
565560,/,24040,26658
565561,\,53736,24041
565562,/,24041,23036
565563,/,24045,31863
565564,/,24045,22083
565565,/,24046,20918
565566,/,24046,21363
565567,/,24046,22579
565568,/,24046,23037
565569,/,24046,24360
565570,/,24046,31814
565571,/,24046,26189
565572,/,24046,26659
565573,/,24046,100510
565574,/,24053,29572
565575,/,24053,33015
565576,/,24053,23040
565577,/,24082,22092
565578,\,51025,24090
565579,/,24090,24088
565580,/,24090,113763
565581,/,24090,113764
565582,/,24090,113766
565583,/,24090,24089
565584,/,24090,113768
565585,/,24090,24091
565586,/,98925,113853
565587,/,98925,24103
565588,/,98925,113860
565589,/,24107,48281
565590,\,97510,24119
565591,/,24119,19119
565592,/,24119,19305
565593,/,24119,21416
565594,/,24119,22114
565595,/,24119,22780
565596,/,24119,25858
565597,/,24119,26343
565598,/,24119,26685
565599,/,24119,41940
565600,/,24119,27767
565601,/,24126,50786
565602,/,24126,19307
565603,/,24126,20920
565604,/,24126,21422
565605,/,24126,22115
565606,/,24126,22507
565607,/,24126,22782
565608,/,24126,24426
565609,/,24126,25415
565610,/,24126,25859
565611,/,24126,26208
565612,/,24126,34164
565613,/,24126,26694
565614,/,30838,55810
565615,/,24126,41727
565616,/,24126,37605
565617,/,24126,38928
565618,/,24126,27768
565619,\,24227,24138
565620,/,24152,24151
565621,/,24152,98967
565622,/,24165,20268
565623,/,24165,20926
565624,/,24165,22130
565625,/,24165,22514
565626,/,24165,22789
565627,/,24165,49191
565628,/,24165,25540
565629,/,24165,25867
565630,/,24165,33360
565631,/,24165,26213
565632,/,24165,26353
565633,/,24165,26702
565634,/,24165,27509
565635,/,24165,27783
565636,/,24167,24166
565637,/,24167,24168
565638,/,24177,24174
565639,/,24177,24175
565640,/,24177,24176
565641,/,24177,24178
565642,/,24186,55743
565643,/,24186,21472
565644,/,24186,22147
565645,/,24186,22802
565646,/,24186,99081
565647,/,24186,25871
565648,/,24186,47837
565649,/,24186,27519
565650,/,24186,27785
565651,/,24187,98986
565652,/,24200,24201
565653,/,24215,47405
565654,/,24215,19353
565655,/,24215,19911
565656,/,24215,57817
565657,/,24215,43906
565658,/,24215,23070
565659,/,24215,25882
565660,/,24215,44890
565661,/,24215,26374
565662,/,24215,34803
565663,/,24215,33817
565664,\,55573,24222
565665,\,30397,24222
565666,/,24222,19124
565667,/,24222,19359
565668,/,24222,20930
565669,/,24222,21515
565670,/,24222,22179
565671,/,24222,22600
565672,/,24222,22820
565673,/,24222,41566
565674,/,24222,24371
565675,/,24222,25422
565676,/,24222,48536
565677,/,24222,36616
565678,/,24222,39728
565679,/,24222,50731
565680,/,24222,27773
565681,/,24227,98999
565682,/,24252,24251
565683,/,24252,114469
565684,/,24252,24254
565685,\,42790,24258
565686,/,24258,45606
565687,/,24258,21524
565688,/,24258,57518
565689,/,24258,36601
565690,/,24258,55956
565691,/,24258,26576
565692,/,24258,26800
565693,/,24273,20137
565694,/,24273,20941
565695,/,24273,21539
565696,/,24273,22588
565697,/,24273,23149
565698,/,24273,58314
565699,/,24273,31240
565700,/,24273,53249
565701,/,24273,26443
565702,/,24273,44690
565703,/,24273,27469
565704,/,24273,129068
565705,/,24273,27779
565706,/,24283,58065
565707,/,24283,20944
565708,/,24283,50643
565709,/,24283,49449
565710,/,24283,25466
565711,/,24283,52279
565712,/,24283,26146
565713,/,24283,26247
565714,/,24283,27105
565715,/,32208,34290
565716,\,24286,24287
565717,/,24292,19169
565718,/,24292,38615
565719,/,24292,20947
565720,/,24292,21572
565721,/,24292,22383
565722,/,24292,23160
565723,/,24292,40463
565724,/,24292,45332
565725,/,24292,27473
565726,/,24299,41421
565727,/,24299,32027
565728,/,24299,21588
565729,/,24299,107959
565730,/,24299,98446
565731,/,24299,115013
565732,/,24299,25472
565733,/,24299,25933
565734,/,24299,46564
565735,/,24299,125255
565736,/,24299,27276
565737,/,24299,128477
565738,/,24310,26826
565739,/,24321,42937
565740,/,24321,21622
565741,/,24321,22419
565742,/,24321,23173
565743,/,24321,25480
565744,/,24321,121506
565745,/,24321,26258
565746,/,24321,125295
565747,/,24321,51502
565748,/,24321,47523
565749,\,39621,24337
565750,/,24337,99063
565751,/,24343,50091
565752,/,24343,97929
565753,/,24343,22547
565754,/,24343,22827
565755,/,24343,114753
565756,/,24343,114754
565757,/,24343,99241
565758,/,24343,25305
565759,/,24343,41116
565760,/,24343,35497
565761,/,24343,27121
565762,/,24343,40349
565763,\,24350,24347
565764,/,24358,19219
565765,/,24358,21334
565766,/,24358,22073
565767,/,24358,23031
565768,/,24358,24033
565769,/,24358,25505
565770,/,24358,26323
565771,/,24358,26655
565772,/,24358,27497
565773,/,24371,19124
565774,/,24371,19359
565775,/,24371,20930
565776,/,24371,21515
565778,/,24371,22600
565779,/,24371,41566
565780,/,24371,24222
565781,/,24371,25422
565782,/,24371,48536
565783,/,24371,36616
565784,/,24371,26730
565785,/,24371,39728
565786,/,24371,50731
565787,/,24371,27773
565788,/,24377,19406
565789,/,24377,21194
565790,/,24377,108822
565791,/,24377,23922
565792,/,24377,113208
565793,/,24377,25080
565794,/,24377,25903
565795,/,24377,52836
565796,/,24377,36140
565797,/,24384,20150
565798,/,24384,97956
565799,/,24384,22298
565800,/,24384,22603
565801,/,24384,23101
565802,/,24384,23945
565803,/,24384,25825
565804,/,24384,29014
565805,/,24384,26408
565806,/,24384,26766
565807,/,24396,19153
565808,/,24396,39746
565809,/,24396,41692
565810,/,24396,22354
565811,/,24396,22934
565812,/,24396,24496
565813,/,24396,34570
565814,/,24396,49048
565815,/,24396,26435
565816,/,23310,26702
565817,/,24405,19920
565818,/,24405,20959
565819,/,24405,30551
565820,/,24405,21734
565821,/,24405,22465
565822,/,24405,22974
565823,/,24405,24450
565824,/,24405,44668
565825,/,24405,25958
565826,/,24405,33920
565827,/,24405,26850
565828,/,24405,27490
565829,/,24405,41211
565830,/,24405,57724
565831,/,24405,34833
565832,/,24405,131147
565833,/,24418,32249
565834,/,24418,57067
565835,/,24418,21680
565836,/,24418,22447
565837,/,24418,52407
565838,/,24418,23193
565839,/,24418,34044
565840,/,24418,41070
565841,/,24418,58008
565842,/,24418,50172
565843,/,24418,27752
565844,/,24426,115116
565845,/,24426,115117
565846,/,24426,115118
565847,/,24447,27978
565848,/,24447,55662
565849,\,19364,24450
565850,/,24450,50325
565851,/,24450,19920
565852,/,24450,20959
565853,/,24450,30551
565854,/,24450,21734
565855,/,24450,22465
565856,/,24450,22974
565857,/,24450,24405
565858,/,24450,115173
565859,/,24450,57967
565860,/,24450,44668
565861,/,24450,25958
565862,/,24450,33920
565863,/,24450,26850
565864,/,24450,27490
565865,/,24450,41211
565866,/,24450,57724
565867,/,24450,34833
565868,/,24450,131147
565869,\,54808,24460
565870,/,24460,24461
565871,/,24460,43988
565872,/,24460,53107
565873,/,24460,29289
565874,/,24460,26277
565875,/,24460,26480
565876,/,24460,125417
565877,/,24460,28121
565878,\,36630,24473
565879,\,115252,24473
565880,/,24473,46156
565881,/,24473,21758
565882,/,24473,48405
565883,/,24473,22991
565884,/,24473,25501
565885,/,24473,58212
565886,/,24473,46980
565887,/,24473,49103
565888,/,24487,52280
565889,/,24487,39777
565890,/,24487,22344
565891,/,24487,26868
565892,/,24496,19153
565893,/,24496,39746
565894,/,24496,41692
565895,/,24496,22354
565896,/,24496,22934
565897,/,24496,24396
565898,/,24496,49048
565899,/,24496,49866
565900,/,24496,26435
565901,/,24496,26884
565902,/,24498,24500
565903,/,24498,99151
565904,/,24498,115393
565905,\,24508,24509
565906,\,24515,24514
565907,/,24515,115561
565908,/,24515,115564
565909,\,24524,24521
565910,\,24524,132540
565911,\,49314,24524
565912,\,43833,24524
565913,/,24524,52410
565914,/,24528,30398
565915,/,24528,115592
565916,/,24528,115594
565917,/,23349,26704
565918,/,24533,99191
565919,/,24533,45167
565920,/,24533,115613
565921,/,24533,115618
565922,/,24533,42291
565923,/,24533,38795
565924,\,53863,24536
565925,\,22826,24538
565926,\,21099,24538
565927,\,24542,24546
565928,\,24544,24546
565929,\,34953,24548
565930,\,115737,24557
565931,\,115797,24567
565932,/,24569,115801
565933,/,24569,37492
565934,/,24569,29009
565935,/,24569,58272
565936,/,24569,37138
565937,/,24569,29145
565938,/,24569,99217
565939,/,24569,48878
565940,/,24569,99218
565941,\,115809,24570
565942,\,29145,99218
565943,\,115812,99218
565944,\,108636,24572
565945,\,115852,24580
565946,/,24585,44823
565947,/,24585,24584
565948,/,24585,57568
565949,/,24585,24586
565950,/,24601,115938
565951,/,24601,115939
565952,\,24601,24604
565953,\,19134,99236
565954,\,57977,99236
565955,\,47901,99236
565956,\,22550,99236
565957,\,57677,99236
565958,\,26105,99236
565959,\,122777,99236
565960,\,36095,99236
565961,\,124947,99236
565962,\,128530,99236
565963,/,24615,24612
565964,/,24615,24613
565965,/,24615,24614
565966,/,24615,24616
565967,\,36799,24630
565968,\,50091,99241
565969,\,22207,99241
565970,\,56097,99241
565971,\,25305,99241
565972,\,41116,99241
565973,\,35497,99241
565974,\,100364,99241
565975,\,27121,99241
565976,\,40349,99241
565977,/,24638,33618
565978,/,24638,24636
565979,/,24638,24637
565980,/,24638,24639
565981,/,24638,24641
565982,/,24638,24642
565983,/,24669,24666
565984,/,24669,24667
565985,/,24669,116094
565986,/,24669,99248
565987,/,24669,24672
565988,/,24669,24673
565989,/,24669,24674
565990,\,24674,99248
565991,\,38388,24674
565992,\,44526,24674
565993,\,123465,24674
565994,\,26737,24674
565995,\,27447,24674
565996,/,24674,24666
565997,/,24674,24667
565998,/,24674,116094
565999,/,24674,24672
566000,/,24674,24673
566001,\,99241,24676
566002,/,24685,29074
566003,/,24685,31515
566004,/,24685,50740
566005,/,24685,44799
566006,/,24685,37465
566007,/,24685,99254
566008,/,24685,58331
566009,/,24685,24686
566010,/,24685,99255
566011,/,24685,24687
566012,/,24685,48137
566013,/,24685,116183
566014,/,24685,24688
566015,\,24691,24697
566016,\,57316,24708
566017,\,97929,24708
566018,/,23396,45137
566019,\,45260,24708
566020,\,25431,24708
566021,\,41056,24708
566022,\,124966,24708
566023,\,41440,24708
566024,\,57316,24709
566025,\,20933,24709
566026,\,97929,24709
566027,\,98113,24709
566028,\,25431,24709
566030,\,124966,24709
566031,\,41440,24709
566032,\,32368,24716
566033,/,24718,116241
566034,/,24718,116243
566035,/,24718,42625
566036,/,24718,50088
566037,/,24718,34532
566038,/,24718,116276
566039,\,24718,24719
566040,\,50420,24720
566041,\,22211,24722
566042,\,43291,24725
566043,\,53244,24725
566044,\,21103,24725
566045,\,22212,24725
566046,\,36076,24725
566047,\,46568,24725
566048,\,54634,24725
566049,\,121252,24725
566050,\,122795,24725
566051,\,49437,24725
566052,\,38048,24725
566053,\,128529,24725
566054,\,129003,24725
566055,\,38024,24726
566056,\,22214,24726
566057,\,22218,24735
566058,\,48584,24735
566059,/,24735,116342
566060,/,24735,116343
566061,/,24735,116344
566062,/,24735,24732
566063,/,24735,51016
566064,/,24735,116351
566065,/,24735,116352
566066,/,24735,116353
566067,/,24735,51741
566068,/,24735,99269
566069,/,24735,24734
566070,/,24735,24736
566071,/,132549,24732
566072,/,132549,38953
566073,/,132549,116350
566074,/,132549,51016
566075,/,132549,24733
566076,/,132549,116351
566077,/,132549,116352
566078,/,132549,116353
566079,/,132549,51741
566080,/,132549,24734
566081,\,36371,24738
566082,\,21109,24750
566083,\,31723,24750
566084,\,51037,24750
566085,\,119157,24750
566086,/,24750,116425
566087,/,24750,116426
566088,/,24750,38117
566089,/,24750,30010
566090,/,24750,51682
566091,\,116493,24765
566092,/,132550,24766
566093,/,132550,33352
566094,/,132550,55502
566095,/,132550,116503
566096,\,33985,24773
566097,\,49802,24774
566098,\,55012,24774
566099,\,28523,24774
566100,\,54711,24774
566101,\,49924,24774
566102,\,35546,24774
566103,\,55944,24774
566104,\,123480,24774
566105,\,100366,24774
566106,\,50260,24774
566107,\,129006,24774
566108,\,47053,24774
566109,/,24774,24816
566110,\,24776,24777
566111,/,132552,116569
566112,/,132552,34098
566113,/,132552,116572
566114,/,132552,99293
566115,/,132552,116574
566116,/,132552,116575
566117,/,132552,116577
566118,/,132552,116581
566119,/,23407,29746
566120,\,34098,24780
566121,\,99293,24780
566122,\,32296,24790
566123,\,57020,24790
566124,\,51537,24790
566125,\,22229,24790
566126,\,23894,24790
566127,\,46800,24790
566128,\,119167,24790
566129,\,122806,24790
566130,\,47073,24790
566131,\,124984,24790
566132,\,53382,24794
566133,/,24794,99294
566134,/,24794,99295
566135,/,24794,45853
566136,/,24794,34097
566137,/,24794,49373
566138,/,24794,43818
566139,/,24794,46915
566140,/,24794,99298
566141,/,24794,116626
566142,\,24797,24796
566143,\,23896,24797
566144,\,24801,24799
566145,\,23899,24810
566146,\,43746,24815
566147,/,24821,49673
566148,/,24821,52862
566149,/,24821,116704
566150,/,24821,24822
566151,\,24819,24822
566152,\,55215,24833
566153,\,99323,24835
566154,/,132559,24837
566155,/,132559,116770
566156,/,132559,116771
566157,/,132559,31073
566158,/,132559,116772
566159,/,132559,43180
566160,/,132559,24838
566161,/,132559,24839
566162,/,132559,99326
566163,/,132559,116774
566164,/,132559,116775
566165,/,132559,116777
566166,\,24845,24844
566167,/,24845,23913
566168,/,24845,116792
566169,/,24845,116793
566170,/,24845,116794
566171,/,24845,56294
566172,/,24864,116845
566173,/,24864,24862
566174,/,24864,28771
566175,/,24864,24863
566176,/,24864,24865
566177,\,24875,24874
566178,\,40933,24874
566179,\,116880,24875
566180,/,24875,99338
566181,\,24875,116928
566182,\,40933,116928
566183,\,40933,24894
566184,\,22840,24898
566185,\,57664,99350
566186,\,21175,99350
566187,\,22231,99350
566188,\,122816,99350
566189,/,99350,24920
566190,\,54406,24902
566191,\,43372,24902
566192,\,113083,24902
566193,\,114902,24902
566194,\,99355,24902
566195,\,25899,24902
566196,\,26742,24902
566197,/,24902,117004
566198,/,24902,47360
566199,/,24902,117006
566200,/,24905,116990
566201,/,24905,24907
566202,\,35998,24910
566203,\,51977,24910
566204,\,22841,24910
566205,\,25900,24910
566206,\,123494,24910
566207,\,44698,24910
566208,\,24901,24920
566209,\,29449,24920
566210,\,24918,24920
566211,/,24922,24921
566212,/,24922,117065
566213,/,24922,24923
566214,/,24922,99364
566215,/,24922,117066
566216,\,28864,24925
566217,/,24929,24927
566218,/,24929,58170
566219,/,24929,24931
566220,/,23436,26706
566221,\,99368,24932
566222,\,117144,24943
566223,/,24957,117160
566224,/,24957,31069
566225,/,24957,117162
566226,/,24957,117161
566227,/,24957,24955
566228,/,24957,117164
566229,/,24957,49941
566230,/,24957,24958
566231,/,132564,24970
566232,/,132564,24971
566233,/,132564,117206
566234,/,132564,24972
566235,/,132564,117208
566236,/,132564,117209
566237,/,132564,117210
566238,/,132564,24973
566239,/,132564,117211
566240,/,132564,117213
566241,/,132564,32283
566242,/,132564,45283
566243,/,132564,24974
566244,/,132564,117214
566245,/,132564,53038
566246,/,132564,24975
566247,/,132564,117216
566248,/,132566,117228
566249,/,132566,117231
566250,\,56535,24985
566251,\,30947,24989
566252,\,117352,24994
566253,\,24998,99398
566254,\,24998,24996
566255,/,24998,117362
566256,/,24998,117367
566257,/,24998,117370
566258,/,24998,117373
566259,\,22847,25004
566260,\,53264,25005
566261,\,117420,25005
566262,\,25010,25009
566263,/,25010,117404
566264,/,25010,117407
566265,/,132568,50378
566266,\,99409,25023
566267,\,121287,25023
566268,\,26387,25023
566269,/,25023,117447
566270,/,25023,117448
566271,/,25023,40091
566272,/,25023,117450
566273,/,25023,117453
566274,/,25023,52028
566275,/,25023,58267
566276,\,22237,25025
566277,\,22851,25025
566278,\,23919,25025
566279,\,117456,25025
566280,\,49422,25025
566282,\,107156,25040
566283,\,25046,25047
566284,\,45449,25049
566285,\,30899,25049
566286,\,32279,25049
566287,\,49718,25049
566288,\,129012,25049
566289,\,56797,25052
566290,\,44682,25052
566291,\,57303,25052
566292,\,37321,25052
566293,\,30198,25052
566294,\,122831,25052
566295,\,26747,25052
566296,\,30339,25052
566297,\,37214,25052
566298,\,55768,25053
566299,\,25062,25060
566300,\,19399,25062
566301,/,25062,99430
566302,/,25062,117658
566303,/,25062,25061
566304,/,25062,117662
566305,\,117654,25065
566306,\,108822,25080
566307,\,113208,25080
566308,\,25903,25080
566309,\,36140,25080
566310,/,25080,99434
566311,\,58138,25081
566312,/,25092,99441
566313,/,25092,30526
566314,/,25092,32185
566315,/,25092,25093
566316,\,30526,25093
566317,\,19410,25095
566318,\,19796,25095
566319,\,58304,25095
566320,\,47074,25095
566321,/,23438,22151
566322,\,46369,25095
566323,\,22857,25095
566324,\,23925,25095
566325,\,24379,25095
566326,\,24430,25095
566327,\,99438,25095
566328,\,48706,25095
566329,\,25559,25095
566330,\,25907,25095
566331,\,26267,25095
566332,\,26392,25095
566333,\,26750,25095
566334,\,27455,25095
566335,\,51266,25095
566336,\,27800,25095
566337,/,132579,48628
566338,\,25111,25117
566339,\,23931,25120
566340,\,42563,25120
566341,/,132582,31934
566342,/,132582,25122
566343,/,132582,35869
566344,\,22860,25128
566345,/,25128,117821
566346,/,25128,37482
566347,/,25128,36178
566348,/,25128,117827
566349,/,25128,50600
566350,/,25128,117829
566351,/,25128,117830
566352,/,25128,45120
566353,/,25128,25129
566354,/,25128,25130
566355,/,25128,25131
566356,/,25128,117833
566357,/,25128,25132
566358,/,25128,117836
566359,/,25128,51943
566360,/,25128,117837
566361,\,22860,25129
566362,\,37482,25129
566363,\,117829,25129
566364,\,39334,25138
566365,\,117884,25138
566366,\,25150,25138
566367,\,51183,25138
566368,\,56862,25138
566369,\,125026,25138
566370,\,22252,25150
566371,\,58211,25150
566372,\,25150,25151
566373,\,117974,25159
566374,\,37198,25161
566375,\,50899,25161
566376,\,49439,25161
566377,\,118003,25161
566378,\,119174,25161
566379,\,54126,25161
566380,\,50713,25161
566381,/,132584,23932
566382,/,132584,25167
566383,/,132584,99478
566384,/,132584,99477
566385,/,132584,50135
566386,\,118003,25168
566387,\,39738,25178
566388,\,25176,25178
566389,\,25240,25178
566390,\,25909,25178
566391,\,42612,25178
566392,\,50901,25178
566393,\,26752,25178
566394,\,57394,25178
566395,\,27456,25178
566396,\,43719,25178
566397,/,25178,54499
566398,/,25178,51794
566399,/,25178,38783
566400,/,25178,25134
566401,/,25178,29109
566402,/,25178,118020
566403,/,25178,118027
566404,/,25178,118029
566405,/,25178,99482
566406,/,25178,53986
566407,\,99485,25183
566408,\,36805,25185
566409,\,23934,25185
566410,\,26753,25185
566411,\,45922,25187
566412,\,25910,25187
566413,\,31213,25187
566414,\,31912,25190
566415,\,45972,25190
566416,\,58014,25190
566417,/,25190,28375
566418,\,118072,25192
566419,/,25201,99499
566420,/,25201,38345
566421,/,25201,25206
566422,/,23475,22806
566423,/,25203,118086
566424,/,25203,37999
566425,\,118161,25211
566426,\,25210,25211
566427,\,118161,25212
566428,\,25210,25212
566429,/,25213,118170
566430,/,25213,118171
566431,/,25213,118172
566432,/,25213,118174
566433,/,25213,118175
566434,/,25213,118177
566435,/,25213,99506
566436,/,25213,25219
566437,/,25217,26223
566438,\,30357,25224
566439,/,25224,25222
566440,\,43391,25233
566441,/,25233,118271
566442,/,25233,118272
566443,/,25233,118273
566444,\,21233,25239
566445,\,22262,25239
566446,\,108899,25239
566447,\,39719,25239
566448,\,25912,25239
566449,\,36261,25239
566450,\,108899,25240
566451,\,39719,25240
566452,\,25912,25240
566453,\,36261,25240
566454,\,47294,25240
566455,\,118424,132588
566456,\,22872,25257
566457,/,25257,43255
566458,/,132589,118464
566459,/,132589,38938
566460,/,132589,99544
566461,/,132589,99543
566462,/,132589,25267
566463,/,132589,25269
566464,\,50800,25268
566465,\,28526,25268
566466,/,25268,25341
566467,\,47334,25279
566468,/,25279,25274
566469,/,25279,25275
566470,/,25279,25276
566471,/,25279,44684
566472,/,25279,118519
566473,/,25279,52891
566474,/,25279,118520
566475,/,25279,45795
566476,/,25279,99555
566477,/,25279,31286
566478,/,25279,25280
566479,\,53346,25291
566480,\,22877,25294
566481,\,99088,25294
566482,\,121327,25294
566483,\,20937,25298
566484,\,21429,25298
566485,\,24231,25298
566486,\,27457,25298
566487,/,25298,118689
566488,/,25298,118692
566489,/,25305,50091
566490,/,25305,97929
566491,/,25305,22547
566492,/,25305,22827
566493,/,25305,24343
566494,/,25305,41116
566495,/,25305,35497
566496,/,25305,100364
566497,/,25305,27121
566498,/,25305,40349
566499,\,22263,25306
566500,\,99564,25306
566501,\,46678,25306
566502,\,36397,25306
566503,\,54942,25325
566504,\,32239,25335
566505,\,99579,25335
566506,\,121334,25335
566507,\,47373,25335
566508,\,125056,25335
566509,/,25335,99580
566510,/,25335,118753
566511,/,25335,118754
566512,/,25335,118755
566513,/,25335,118756
566514,/,25335,118757
566515,\,118770,25336
566516,\,118770,132592
566517,\,25353,25348
566518,\,25352,25353
566519,/,25353,118808
566520,/,25353,51603
566521,/,25353,25349
566522,/,25353,118814
566523,/,23494,22154
566524,/,25353,118818
566525,\,118857,25357
566526,\,19663,25358
566527,\,21073,25358
566528,\,57857,25358
566529,\,43152,25358
566530,\,57287,25358
566531,\,43739,25358
566532,\,54644,25358
566534,/,25364,118865
566535,/,25364,25361
566536,/,25364,57945
566537,/,25364,47598
566538,/,25364,44232
566539,\,31343,25374
566540,\,26759,25374
566541,/,25374,25375
566542,\,26759,25375
566543,\,47725,25376
566544,\,99612,99607
566545,\,99612,25383
566546,\,119019,25384
566547,/,25388,118947
566548,/,25388,118950
566549,/,25388,118952
566550,/,25388,25387
566551,/,25388,25389
566552,\,22890,25392
566553,\,100376,25392
566554,/,25392,99616
566555,/,25392,118980
566556,/,25392,118981
566557,/,25392,58099
566558,/,25392,118982
566559,/,25392,35682
566560,/,25392,25394
566561,/,25392,118983
566562,/,25392,25395
566563,\,22890,25393
566564,\,100376,25393
566565,\,44727,25401
566566,\,22285,25401
566567,\,22892,25401
566568,\,35048,25401
566569,\,58133,25401
566570,\,26400,25401
566571,\,26760,25401
566572,/,25401,25400
566573,/,25401,99622
566574,/,25401,25403
566575,/,25405,119023
566576,/,25405,119024
566577,/,25405,39426
566578,/,25405,99626
566579,/,25406,119031
566580,/,25406,99627
566581,/,25406,39998
566582,/,25406,54960
566583,/,25406,58208
566584,/,25406,25407
566585,/,25406,119034
566586,/,25406,25408
566587,/,25406,119038
566588,/,25406,119039
566589,/,25406,50856
566590,\,32598,25409
566591,\,37863,25415
566592,/,25415,50786
566593,/,25415,19307
566594,/,25415,20920
566595,/,25415,21422
566596,/,25415,22115
566597,/,25415,22507
566598,/,25415,22782
566599,/,25415,24126
566600,/,25415,24426
566601,/,25415,25859
566602,/,25415,26208
566603,/,25415,34164
566604,/,25415,26344
566605,/,25415,27110
566606,/,25415,41727
566607,/,25415,37605
566608,/,25415,38928
566609,/,25415,27768
566610,/,25417,22752
566611,\,33597,25422
566612,/,25422,19124
566613,/,25422,19359
566614,/,25422,19787
566615,/,25422,20930
566616,/,25422,21515
566617,/,25422,22179
566618,/,25422,22600
566619,/,25422,22820
566620,/,25422,41566
566621,/,25422,24222
566622,/,25422,24371
566623,/,25422,36616
566624,/,23529,39446
566625,/,25422,39728
566626,/,25422,50731
566627,/,25422,27773
566628,\,48584,25432
566629,\,25433,132598
566630,/,132598,119154
566631,/,132598,25435
566632,/,132598,119156
566633,\,119186,25441
566634,/,25454,52187
566635,/,25454,119232
566636,/,25454,25453
566637,/,25454,99652
566638,/,25454,25455
566639,/,25457,26921
566640,/,25457,26932
566641,/,99655,27160
566642,\,119261,25462
566643,/,25466,58065
566644,/,25466,20944
566645,/,25466,50643
566646,/,25466,49449
566647,/,25466,24283
566648,/,25466,119265
566649,/,25466,52279
566650,/,25466,26146
566651,/,25466,26247
566652,/,25466,27105
566653,/,25466,35025
566654,/,25470,27210
566655,\,99661,25472
566656,/,25472,25471
566657,/,25491,19181
566658,/,25491,20228
566659,/,25491,39075
566660,/,25491,21672
566661,/,25491,22443
566662,/,25491,22645
566663,/,25491,25948
566664,/,25491,26841
566665,/,25491,27586
566666,/,25491,27666
566667,/,25491,38967
566668,/,25492,50294
566669,/,25495,119344
566670,/,25499,27905
566671,/,25500,41160
566672,/,25500,119380
566673,/,25501,29889
566674,/,25501,46156
566675,/,25501,21758
566676,/,25501,48405
566677,/,25501,22991
566678,/,25501,24473
566679,/,25501,58212
566680,/,25501,46980
566681,/,25501,49103
566682,/,25501,28202
566683,/,25502,34497
566684,/,25505,19219
566685,/,25505,21334
566686,/,25505,22073
566687,/,25505,23031
566688,/,25505,24358
566689,/,25505,26323
566690,/,25505,26655
566691,/,25505,27497
566692,/,25506,25513
566693,/,99674,32492
566694,/,99674,25510
566695,/,99674,32064
566696,/,99674,40299
566697,\,109849,25513
566698,\,26225,25513
566699,\,34079,25513
566700,\,114422,25520
566701,\,119526,25520
566702,/,25521,119531
566703,/,25521,99690
566704,/,25521,39612
566705,/,25521,58073
566706,\,25530,25525
566707,\,25536,25536
566708,\,25538,25536
566709,/,25538,25537
566710,/,25538,119584
566711,/,25538,58020
566712,/,25538,42637
566713,/,25538,119585
566714,/,25538,99696
566715,/,25538,25539
566716,/,25540,20268
566717,/,25540,20926
566718,/,25540,21438
566719,/,25540,22130
566720,/,25540,22514
566721,/,25540,22789
566722,/,25540,24165
566723,/,25540,49191
566724,/,25540,33360
566725,/,23546,58230
566726,/,25540,26353
566727,/,25540,26702
566728,/,25540,27509
566729,/,25540,27783
566730,/,25545,58398
566731,/,25545,23369
566732,/,25546,98508
566733,/,25546,26215
566734,/,25546,27518
566735,/,99707,58380
566736,/,132608,119673
566737,\,23087,25563
566738,/,25563,28718
566739,/,25563,41257
566740,/,25563,119712
566741,/,25563,119713
566742,/,25563,40432
566743,/,25563,25565
566744,\,19435,25571
566745,\,39023,25571
566746,\,22288,25571
566747,\,119759,25571
566748,/,132609,99724
566749,/,25587,21270
566750,/,25587,22308
566751,/,25587,23120
566752,/,25587,23971
566753,/,25587,58079
566754,\,119801,25598
566755,\,19440,25603
