2,cibicida,n,n-s---mn1-,cibicid,,,[kɪ.bɪˈkiː.da],cibicida,0
44996,a0480,adactio,n,n-s---fn3-,adaction,,,[a.'d̪ak.t̪ɪ̣.jɔ],adactio,0
45111,45111,acarna,n,n-s---fn1-,acarn,,,[a.'kar.n̪a],acarna,0
45088,45088,aerolithus,n,n-s---mn2-,aerolith,,,[aː.ɛˈrɔ.lɪ.tʰʊs],aerolithus,0
45138,45138,ambifarie,r,rp--------,,,,[am.bɪ.'fa.rɪ̣.jɛ],ambifarie,0
45112,45112,armatus,a,aps---mn1-,armat armat armat,,,[arˈmaː.tʊs],armatus,0
45128,,apsida,n,n-s---fn1-,apsid,,27968,['ap.sɪ.d̪a],apsida,0
45102,45102,caeleste,n,n-s---nn3-,caelest,,,[kaj.'lɛs.t̪ɛ],caeleste,0
45150,45150,causarie,r,rp--------,,,,[kaw.'sa.rɪ̣.jɛ],causarie,0
45144,45144,climacus,n,n-s---mn2-,climac,,,['klɪ.ma.kʊs],climacus,0
45085,45085,communicabiliter,r,rp--------,,,,[kɔ.mmʊ.n̪ɪ.ka.'bɪ.lɪ.t̪ɛr],communicabiliter,0
45137,a1105,afflo,v,v1spia--1-,affl affleu afflet,,,[ˈaf.fɫoː],afflo,0
45140,45140,conangusto,v,v1spia--1-,conangust conangustau conangustat,,,[kɔ.'n̪aŋgʷs.t̪ɔ],conangusto,0
45146,45146,conlectaneus,a,aps---mn1-,conlectane conlectane conlectane,,,['kɔ.n̪lɛ.kt̪an̪ews],conlectaneus,0
45117,45117,conplano,v,v1spia--1-,conplan conplanau conplanat,,,[kɔmˈpɫaː.noː],conplano,0
45090,45090,delectus,a,aps---mn1-,delect delect delect,,,[d̪ɛ.'lɛk.t̪ʊs],delectus,0
45124,45124,euiratus,a,aps---mn1-,euirat euirat euirat,,,[eː.wɪˈraː.tʊs],euiratus,0
45129,45129,foederalis,a,aps---cn3-,foederal foederal foederal,,,['fojd̪ɛ.ra.lɪs],foederalis,0
45121,45121,foetus,a,aps---mn1-,foet foet foet,,,[ˈfoe̯.tʊs],foetus,0
45104,a1317,alcima,n,n-s---fn1-,alcim,,,['aɫ.kɪ.ma],alcima,0
45126,45126,incidens,a,aps---an3-,incident incident incident,,,['ɪŋ.kɪ.d̪eːn̪s],incidens,0
45125,45125,incorruptibiliter,r,rp--------,,,,[ɪŋ.kɔr.rʊp.t̪ɪ.'bɪ.lɪ.t̪ɛr],incorruptibiliter,0
45083,45083,massarius,n,n-s---mn2-,massari,,,[mas.'sa.rɪ̣.jʊs],massarius,0
45139,45139,ophthalmologia,n,n-s---fn1-,ophthalmologi,,,[ɔpʰ.t̪ʰaɫ.mɔ.'lɔ.gɪ̣.ja],ophthalmologia,0
45092,45092,pyrrhica,n,n-s---fn1-,pyrrhic,,,['pyr.rɪ.ka],pyrrhica,0
45109,45109,septimplex,a,aps---an3-,septimplic septimplic septimplic,,,[sɛpˈtɪm.pɫɛks],septimplex,0
45127,45127,sexquitertius,a,aps---mn1-,sexquiterti sexquiterti sexquiterti,,,[sɛks.kʷɪ.'t̪ɛr.t̪ɪ̣.jʊs],sexquitertius,0
45101,45101,spelaeologus,n,n-s---mn2-,spelaeolog,,,[spɛ.'laj.jɔ.lɔgʷs],spelaeologus,0
45136,a1987,anguicomus,a,aps---mn1-,anguicom anguicom anguicom,,,[aŋ.'gʷɪ.kɔ.mʊs],anguicomus,0
45108,45108,usquequo,r,rp--------,,,,['ʊs.kʷɛ.kʷɔ],usquequo,0
45143,a3024,ascensor,n,n-s---mn3-,ascensor,,,[asˈkẽː.sɔr],ascensor,0
45107,45107,aerodromus,n,n-s---mn2-,aerodrom,,,[aj.'rɔ.d̪rɔ.mʊs],aerodromus,0
45141,b0584,bracatus,a,aps---mn1-,bracat bracat bracat,,,[braːˈkaː.tʊs],bracatus,0
45114,c0282,caltula,n,n-s---fn1-,caltul,,,['kaɫ.t̪ʊ.la],caltula,0
45151,c1810,circummingo,v,v1spia--3-,circumming circummix circummixt,,,[kɪr.'kʊ.mmɪ.ŋgɔ],circummingo,0
45135,c1882,circumstatio,n,n-s---fn3-,circumstation,,,[kɪr.kʊms.'t̪a.t̪ɪ̣.jɔ],circumstatio,0
45152,c2524,columbatim,r,rp--------,,,,[kɔ.'lʊm.bat̪ĩː],columbatim,0
45082,c3160,condimentarius,a,aps---mn1-,condimentari condimentari condimentari,,,[kɔn̪.d̪ɪ.mɛn̪.'t̪a.rɪ̣.jʊs],condimentarius,0
45147,c3561,consolatiuus,a,aps---mn1-,consolatiu consolatiu consolatiu,,,[kõː.soː.ɫaːˈtiː.wʊs],consolatiuus,0
45123,c4663,cupressetum,n,n-s---nn2-,cupresset,,,/ku.presˈseː.tum/,cupressetum,0
45130,d9892,deferueo,v,v1spia--2-,deferu deferbu -,,,[deːˈfɛr.we.oː],deferueo,0
45081,e0471,emissarium,n,n-s---nn2-,emissari,,,[ɛ.mɪs.'sa.rɪ̣.jũː],emissarium,0
45133,f0932,framea,n,n-s---fn1-,frame,,,['fra.mɛ̣.ja],framea,0
45122,i0556,implacatus,a,aps---mn1-,implacat implacat implacat,,,[ɪm.'pla.ka.t̪ʊs],implacatus,0
45086,i3048,iuramentum,n,n-s---nn2-,,,,[juː.raːˈmɛn.tũ],iuramentum,0
45094,m0421,masculinus,a,aps---mn1-,mar mar mar,,,[mas.kʊˈliː.nʊs],masculinus,0
45120,m1237,mollipes,a,aps---an3-,molliped molliped molliped,,,/ˈmol.li.peːs/,mollipes,0
45110,m1295,monetarius,a,aps---mn1-,monetari monetari monetari,,,[mɔ.n̪ɛ.'t̪a.rɪ̣.jʊs],monetarius,0
45142,m1646,multiforus,a,aps---mn1-,multifor multifor multifor,,,[mʊɫ.'t̪ɪ.fɔ.rʊs],multiforus,0
45149,p4139,prostituo,v,v1spia--3-,prostitu prostitu prostitut,,,[proːsˈtɪ.tʊ.oː],prostituo,0
45116,r0590,reticulatus,a,aps---mn1-,reticulat reticulat reticulat,,,/reː.ti.kuˈlaː.tus/,reticulatus,0
45103,s1771,siphus,n,n-s---mn2-,siph,,,['sɪ.pʰʊs],siphus,0
45084,u9368,ueredus,n,n-s---mn2-,uered,,,[wɛˈreː.dʊs],ueredus,0
45113,u1000,umquam,r,rp--------,,,,[ˈʊŋ.kʷã],umquam,0
45192,45192,astatus,a,aps---mn1-,astat astat astat,,,['as.t̪a.t̪ʊs],astatus,0
45159,a2837,arinca,n,n-s---fn1-,arinc,,,[aˈrɪŋ.ka],arinca,0
45185,45185,burgator,n,n-s---mn3-,burgator,,,['bʊr.ga.t̪ɔr],burgator,0
45196,45196,cinematographicus,n,n-s---mn2-,cinematographic,,,[kɪ.n̪ɛ.ma.t̪ɔ.'gra.pʰɪ.kʊs],cinematographicus,0
45168,45168,compresse,r,rp--------,compressius compressissime,,,['kɔm.prɛ.ssɛ],compresse,0
45183,b0046,baiulo,v,v1spia--1-,baiul baiulau baiulat,,,[ˈbaːj.jʊ.ɫoː],baiulo,0
45153,45153,conplusculus,a,aps---mn1-,conpluscul conpluscul conpluscul,,,[kɔn̪.'plʊ.skʊ.lʊs],conplusculus,0
45181,45181,contrauersum,r,rp--------,,,,[kɔn̪.'t̪ra.wɛ.rsũː],contrauersum,0
45210,45210,dematricatus,a,aps---mn1-,dematricat dematricat dematricat,,,[d̪ɛ.ma.'t̪rɪ.ka.t̪ʊs],dematricatus,0
45187,b0122,barbasculus,n,n-s---mn2-,barbascul,,,[bar.'bas.kʊ.lʊs],barbasculus,0
45204,45204,deuterius,n,n-s---mn2-,deuteri deuteri deuteri,,,['d̪ewt̪ɛ.rɪ̣.jʊs],deuterius,0
45209,45209,electromagnetismus,n,n-s---mn2-,electromagnetism,,,[ɛ.lɛk.t̪rɔ.ma.'ŋn̪ɛ.t̪ɪ.smʊs],electromagnetismus,0
45218,45218,emarceo,v,v1spia--2-,emarc emarcu -,,,[ɛ.'mar.kɛ̣.jɔ],emarceo,0
45172,45172,feria,n,n-s---fn1-,feri,,,/ˈfeː.ri.a/,feria,0
45160,45160,inclytus,a,aps---mn1-,inclyt inclyt inclyt,,,['ɪŋ.kly.t̪ʊs],inclytus,0
45190,45190,inhaeredito,v,v1spia--1-,inhaeredit inhaereditau inhaereditat,,,[ɪn̪.haj.'rɛ.d̪ɪ.t̪ɔ],inhaeredito,0
45198,45198,logicaliter,r,rp--------,,,,[lɔ.gɪ.'ka.lɪ.t̪ɛr],logicaliter,0
45202,45202,missionarius,a,aps---mn1-,missionari missionari missionari,,,[mɪs.si.ɔˈnaː.ri.ʊs],missionarius,0
45206,45206,monotheismus,n,n-s---mn2-,monotheism,,,[mɔ.'n̪ɔt̪ʰejs.mʊs],monotheismus,0
45194,45194,muraena,n,n-s---fn1-,muraen,,,[mʊˈrae̯.na],muraena,0
45171,45171,patenter,r,rp--------,restrict restricti restrictissi,,,[pa.'t̪ɛn̪.t̪ɛr],patenter,0
45157,c0480,capellus,n,n-s---mn2-,capell,,,[kaˈpɛl.lʊs],capellus,0
45170,45170,restrictus,a,aps---mn1-,restrict restrict restrict,,,[rɛsˈtrɪk.tʊs],restrictus,0
45220,c0871,catellus,n,n-s---mn2-,catell,,,[ka.'t̪ɛɫ.lʊs],catellus,0
45221,c2120,clinopus,n,n-s---mn3-,clinopod,,,['klɪ.n̪ɔ.pʊs],clinopus,0
45166,c7251,coctiuus,a,aps---mn1-,coctiu coctiu coctiu,,,['kɔk.t̪ɪ.wʊs],coctiuus,0
45176,45176,sinistrosum,r,rp--------,,,,[sɪ.'n̪ɪs.t̪rɔ.sũː],sinistrosum,0
45199,45199,Cetra,n,n-s---fn1-,Cetr,,,['kɛ.t̪ra],Cetra,0
45193,45193,apstinentia,n,n-s---fn1-,apstinenti,,,[aps.t̪ɪ.'n̪ɛn̪.t̪ɪ̣.ja],apstinentia,0
45201,c2270,coemptionator,n,n-s---mn3-,coemptionator,,,[kojmpt̪ɪ̣.'jɔ.n̪a.t̪ɔr],coemptionator,0
45219,c2835,competitrix,n,n-s---fn3-,competitric,,,[kɔm.'pɛ.t̪ɪ.t̪rɪks],competitrix,0
45188,c3344,congeminatio,n,n-s---fn3-,congemination,,,[kɔŋ.gɛ.mɪ.'n̪a.t̪ɪ̣.jɔ],congeminatio,0
45212,c3381,congluuialis,a,aps---cn3i,congluuial congluuial congluuial,,,[kɔŋ.glʊ.'jʊ.jja.lɪs],congluuialis,0
45205,c3582,conspector,n,n-s---mn3-,conspector,,,['kɔːn̪spɛk.t̪ɔr],conspector,0
45180,c4106,corresupinatus,a,aps---mn1-,corresupinat corresupinat corresupinat,,,[kɔr.rɛ.sʊ.'pɪ.n̪a.t̪ʊs],corresupinatus,0
45164,c4167,corycomachia,n,n-s---fn1-,corycomachi,,,[kɔ.ry.kɔ.'ma.kʰɪ̣.ja],corycomachia,0
45217,c4761,cutio,n,n-s---mn3-,cution,,,['kʊ.t̪ɪ̣.jɔ],cutio,0
45169,d2323,dumosus,a,aps---mn1-,dumos dumos dumos,,,[dʊˈmoː.sʊs],dumosus,0
45165,e1124,euomo,v,v1spia--3-,corycomachi,,,[ˈeː.wɔ.moː],euomo,0
45189,e1237,exardeo,v,v1spia--2-,exard exars exars,,,[ɛkˈsar.de.oː],exardeo,0
45186,f0475,fictio,n,n-s---fn3-,fiction,,,['fɪk.t̪ɪ̣.jɔ],fictio,0
45208,h0950,hauddum,r,rp--------,,,,[ˈhau̯d.dũ],hauddum,0
45200,i2512,intertexo,v,v1spia--3-,intertex interxu intertext,,,[ɪn̪.t̪ɛr.'t̪ɛk.sɔ],intertexo,0
45211,i3059,iurgium,n,n-s---nn2-,,,,[ˈjuːr.ɡi.ũ],iurgium,0
45167,l0071,lacrimabundus,a,aps---mn1-,lacrimabund lacrimabund lacrimabund,,,[ɫa.krɪ.maːˈbʊn.dʊs],lacrimabundus,0
45203,l0720,liciatorium,n,n-s---nn2-,liciatori,,,[lɪ.kɪ̣.ja.'t̪ɔ.rɪ̣.jũː],liciatorium,0
45158,m1346,monstratio,n,n-s---fn3-,monstration,,,['mɔːn̪st̪ra.t̪ɪ̣.jɔ],monstratio,0
45154,m1728,municipatim,r,rp--------,municipat,,,[mʊ.'n̪ɪ.kɪ.pat̪ĩː],municipatim,0
45207,p2387,pluralitas,n,n-s---fn3-,pluralitat,,,[plʊ.'ra.lɪ.t̪as],pluralitas,0
45161,r0252,redux,a,aps---an3-,reduc reduc reduc,,,[ˈrɛ.dʊks],redux,0
45197,s3883,susurrator,n,n-s---mn3-,susurrator,,,[sʊ.'sʊr.ra.t̪ɔr],susurrator,0
45174,u0326,uentriosus,a,aps---mn1-,uentrios uentrios uentrios,,,[wɛn.trɪˈoː.sʊs],uentriosus,0
45459,45459,aliquoties,r,rp--------,,,,[a.lɪ.'kʷɔ.t̪ɪ̣.jɛs],aliquoties,0
45233,n0078,nauarchus,n,n-s---mn2-,nauarch,,27969,[n̪a.'war.kʰʊs],nauarchus,0
45235,a1826,anabolium,n,n-s---nn2-,anaboli,,,[a.n̪a.'bɔ.lɪ̣.jũː],anabolium,0
45231,45231,annego,v,v1spia--2-,anneg annegau annegat,,,['an̪.n̪ɛ.gɔ],annego,0
45279,45279,antemeridies,n,n-s---fn5-,antemeridi,,,[an̪.t̪ɛ.mɛ.'rɪ.d̪ɪ̣.jɛs],antemeridies,0
45224,45224,berillus,n,n-s---mn2-,berill,,,[bɛ.'rɪɫ.lʊs],berillus,0
45226,45226,brutalitas,n,n-s---fn3-,brutalitat,,,[brʊ.'t̪a.lɪ.t̪as],brutalitas,0
45236,45236,caldarius,a,aps---mn1-,caldari caldari caldari,,,[kaɫˈdaː.ri.ʊs],caldarius,0
45268,45268,clementinum,n,n-s---nn2-,clementin,,,[klɛ.'mɛn̪.t̪ɪ.n̪ũː],clementinum,0
45270,45270,concatus,a,aps---mn1-,concat concat concat,,,['kɔŋ.ka.t̪ʊs],concatus,0
45255,45255,conducticius,n,n-s---mn2-,conductici conductici conductici,,,[kɔn̪.d̪ʊk.'t̪ɪ.kɪ̣.jʊs],conducticius,0
45230,45230,consacratrix,n,n-s---fn3-,consacratric,,,['kɔːn̪sa.kra.t̪rɪks],consacratrix,0
45290,45290,corrumptela,n,n-s---fn1-,corrumptel,,,[kɔr.'rʊmp.t̪ɛ.la],corrumptela,0
45257,45257,deiferus,a,aps---mn1-,deifer deifer deifer,,,['d̪ejfɛ.rʊs],deiferus,0
45249,45249,ebureus,a,aps---mn1-,ebure ebure ebure,,,['ɛ.bʊrews],ebureus,0
45291,45291,exsecrandus,a,aps---mn1-,exsecrand exsecrand exsecrand,,,[ɛks.'sɛ.kra.n̪d̪ʊs],exsecrandus,0
45248,45248,fanale,n,n-s---mn3-,fanal,,,['fa.n̪a.lɛ],fanale,0
45242,45242,implicite,r,rp--------,,,,[ɪm.'plɪ.kɪ.t̪ɛ],implicite,0
45232,45232,inquinatus,a,aps---mn1-,inguinat inguinat inguinat,,,[ɪŋ.kᶣɪˈnaː.tʊs],inquinatus,0
45227,45227,insulio,v,v1spia--4-,insul insulu -,,,[iːn̪.'sʊ.lɪ̣.jɔ],insulio,0
45295,45295,iocunde,r,rp--------,iocund,,,[jɔ.'kʊn̪.d̪ɛ],iocunde,0
45294,45294,istuc,r,rp--------,,,,['ɪs.t̪ʊk],istuc,0
45288,45288,iuctim,r,rp--------,palli,,,['jʊkt̪ĩː],iuctim,0
45292,c0785,castorinatus,a,aps---mn1-,castorinat castorinat castorinat,,,[kas.t̪ɔ.'rɪ.n̪a.t̪ʊs],castorinatus,0
45240,45240,microphonum,n,n-s---nn2-,microphon,,,[mɪ.'krɔ.pʰɔ.n̪ũː],microphonum,0
45250,45250,munitus,a,aps---mn1-,munit munit munit,,,['mʊ.n̪ɪ.t̪ʊs],munitus,0
45282,c0789,castrator,n,n-s---mn3-,castrator,,,['kas.t̪ra.t̪ɔr],castrator,0
45222,45222,publice,r,rp--------,public,,,['puː.blɪ.keː],publice,0
45228,45228,rassista,n,n-s---fn1-,rassist,,,[ras.'sɪs.t̪a],rassista,0
45243,c0882,cateruatim,r,rp--------,,,,[ka.'t̪ɛ.rʊ.jat̪ĩː],cateruatim,0
45271,45271,solipuga,n,n-s---fn1-,solipug,,,[sɔ.'lɪ.pʊ.ga],solipuga,0
45264,c1567,chytropus,n,n-s---mn3-,chytropod,,,['kʰy.t̪rɔ.pʊs],chytropus,0
45277,45277,tertiana,n,n-s---fn1-,tertian,,,[t̪ɛr.'t̪ɪ̣.ja.n̪a],tertiana,0
45239,45239,trirota,n,n-s---fn1-,trirot,,,['t̪rɪ.rɔ.t̪a],trirota,0
45266,45266,Corinthius,n,n-s---mn2-,Corinthi,,,[kɔ.'rɪn̪.t̪ʰɪ̣.jʊs],Corinthius,0
45273,45273,adroro,v,v1spia--1-,adror adrorau adrorat,,,['a.d̪rɔ.rɔ],adroro,0
45251,c3025,concinnatio,n,n-s---fn3-,concinnation,,,[kɔŋ.kɪn̪.'n̪a.t̪ɪ̣.jɔ],concinnatio,0
45253,c4014,corcillum,n,n-s---nn2-,corcill,,,[kɔr.'kɪɫ.ɫũː],corcillum,0
45263,c4077,coronis,n,n-s---fn3-,coronid,,,[kɔˈroː.nɪs],coronis,0
45269,e0696,ephippiatus,a,aps---mn1-,ephippiat ephippiat ephippiat,,,[ɛ.pʰɪp.'pɪ̣.ja.t̪ʊs],ephippiatus,0
45252,h0132,haruspex,n,n-s---mn3-,haruspic,,,[haˈrʊs.pɛks],haruspex,0
45281,i0057,icio,v,v1spia--3i,ic ic ict,,,/ˈiː.ki.oː/,icio,0
45260,i0238,illigo,v,v1spia--1-,illig illigau illigat,,,[ˈɪl.lɪ.ɡoː],illigo,0
45229,l1047,loreus,a,aps---mn1-,lore lore lore,,,['lɔrews],loreus,0
45283,m0536,medicatus,n,n-s---mn4-,medic,,,[mɛ.'d̪ɪ.ka.t̪ʊs],medicatus,0
45223,m0922,miraculus,a,aps---mn1-,miracul miracul miracul,,,[mɪ.'ra.kʊ.lʊs],miraculus,0
45280,o0183,obrussa,n,n-s---fn1-,obruss,,,['ɔ.brʊ.ssaː],obrussa,0
45287,p0117,pallidus,a,aps---mn1-,palli palli palli,,,/ˈpal.li.dʊs/,pallidus,0
45254,p1514,perpugnax,a,aps---an3-,perpugnac perpugnac perpugnac,,,[pɛr.'pʊŋ.n̪aks],perpugnax,0
45241,p1914,philosophicus,a,aps---mn1-,philosophic philosophic philosophic,,,[pʰɪ.ɫɔˈsɔ.pʰɪ.kʊs],philosophicus,0
45256,p2694,possibilitas,n,n-s---fn3-,possibilitat,,,[pɔs.sɪ.'bɪ.lɪ.t̪as],possibilitas,0
45278,p3955,propatruus,n,n-s---mn2-,propatru,,,[prɔ.'pa.t̪rʊ.jʊs],propatruus,0
45293,r0072,raptio,n,n-s---fn3-,rapt,,,['rap.t̪ɪ̣.jɔ],raptio,0
45225,r1235,renarro,v,v1spia--1-,renarr renarrau renarrat,,,[rɛ.'n̪ar.rɔ],renarro,0
45272,t0866,torridus,a,aps---mn1-,torrid torrid torrid,,,[ˈtɔr.rɪ.dʊs],torridus,0
45311,m1285,monaulus,n,n-s---mn2-,monaul,,27970,[mɔ.'n̪aw.lʊs],monaulus,0
45351,45351,adpectoro,v,v1spia--1-,adpector adpectorau adpectorat,,,[ad̪.'pɛk.t̪ɔ.rɔ],adpectoro,0
45333,45333,acueo,v,v1spia--2-,acu acuu acuit,,,[a.'kʊ.jɛ̣.jɔ],acueo,0
45346,45346,adtillo,v,v1spia--1-,adtill adtillau adtillat,,,[ad̪.'t̪ɪɫ.lɔ],adtillo,0
45335,45335,caementitium,n,n-s---nn2-,caementiti,,,[kaj.mɛn̪.'t̪ɪ.t̪ɪ̣.jũː],caementitium,0
45323,45323,caepulla,n,n-s---fn1-,caepull,,,[kaj.'pʊɫ.la],caepulla,0
45315,45315,calciatus,n,n-s---mn4-,calciat,,,[kaɫ.'kɪ̣.ja.t̪ʊs],calciatus,0
45369,45369,callide,r,rp--------,callidius callidissime,,,['kaɫ.lɪ.d̪ɛ],callide,0
45301,a1972,angarus,n,n-s---mn2-,angar,,,['aŋ.ga.rʊs],angarus,0
45334,45334,celeste,n,n-s---nn3-,celest,,,[kɛ.'lɛs.t̪ɛ],celeste,0
45347,a2449,apotelesma,n,n-s---nn3-,apotelesmat,,,[a.pɔ.t̪ɛ.'lɛs.ma],apotelesma,0
45316,45316,colonialista,n,n-s---fn1-,colonialist,,,[kɔ.lɔ.n̪ɪ̣.ja.'lɪs.t̪a],colonialista,0
45359,45359,comata,n,n-s---fn1-,comat,,,['kɔ.ma.t̪a],comata,0
45375,45375,confertus,a,aps---mn1-,confert confert confert,,,['kɔːn̪fɛr.t̪ʊs],confertus,0
45373,45373,constitutus,a,aps---mn1-,constitut constitut constitut,,,[koːn̪s.t̪ɪ.'t̪uː.t̪ʊs],constitutus,0
45352,a2684,arcera,n,n-s---fn1-,arcer,,,['ar.kɛ.ra],arcera,0
45343,45343,conuiuans,n,n-s---cn3-,conuiuant,,,[kɔ.'n̪ʊj.jʊ.jaːn̪s],conuiuans,0
45329,45329,deiuro,v,v1spia--1-,d ded dat,,,[ˈdeː.jʊ.roː],deiuro,0
45326,45326,documentalis,a,aps---cn3-,documental documental documental,,,[d̪ɔ.kʊ.'mɛn̪.t̪a.lɪs],documentalis,0
45367,45367,funambulus,a,aps---mn1-,funambul funambul funambul,,,[fʊ.'n̪am.bʊ.lʊs],funambulus,0
45378,45378,fundimentum,n,n-s---nn2-,fundiment,,,[fʊn̪.d̪ɪ.'mɛn̪.t̪ũː],fundimentum,0
45299,45299,intertextus,a,aps---mn1-,intertext intertext intertext,,,[ɪn.tɛrˈtɛk.stʊs],intertextus,0
45355,45355,mactare,n,n-s---nn3-,militar,,,[mak.'t̪aː.rɛ],mactare,0
45312,45312,maeander,n,n-s---mn2r,maeandr,,,[maj.'jan̪.d̪ɛr],maeander,0
45349,45349,maeuia,n,n-s---fn1-,maeui,,,['mewɪ̣.ja],maeuia,0
45360,c0960,cauillabundus,a,aps---mn1-,cauillabund cauillabund cauillabund,,,[ka.wɪl.laːˈbʊn.dʊs],cauillabundus,0
45319,45319,parce,r,rp--------,parcius parcissime,,,['par.kɛ],parce,0
45345,45345,paulumper,r,rp--------,,,,[paw.'lʊm.pɛr],paulumper,0
45353,45353,postremo,r,rp--------,,,,[pɔs.'t̪reː.moː],postremo,0
45298,45298,proquam,r,rp--------,,,,['prɔ.kʷãː],proquam,0
45309,45309,quinquepartitus,a,aps---mn1-,quinquepartit quinquepartit quinquepartit,,,[kᶣiːŋ.kᶣɛ.parˈtiː.tʊs],quinquepartitus,0
45350,45350,rabiola,n,n-s---fn1-,rabiol,,,[ra.'bɪ̣.jɔ.la],rabiola,0
45324,c2778,compalpo,v,v1spia--1-,compalp compalpau compalpat,,,[kɔmˈpaɫ.poː],compalpo,0
45363,45363,spiritualiter,r,rp--------,,,,[spɪ.rɪ.t̪ʊ.'ja.lɪ.t̪ɛr],spiritualiter,0
45365,45365,sulfur,n,n-s---nn3-,sulfur,,,[ˈsʊɫ.fʊr],sulfur,0
45322,45322,uociuos,a,aps----n3-,uociu uociu uociu,,,['wɔ.kɪ.wɔs],uociuos,0
45297,c3697,contemplatiuus,a,aps---mn1-,contemplatiu contemplatiu contemplatiu,,,[kɔn.tɛm.pɫaːˈtiː.wʊs],contemplatiuus,0
45300,c3777,contortiplicatus,a,aps---mn1-,contortiplicat contortiplicat contortiplicat,,,[kɔn̪.t̪ɔr.t̪ɪ.'plɪ.ka.t̪ʊs],contortiplicatus,0
45370,45370,warantus,n,n-s---mn4-,warant,,,[wa.'ran̪.t̪ʊs],warantus,0
45331,c4811,cynarium,n,n-s---nn2-,cynari,,,[ky.'n̪a.rɪ̣.jũː],cynarium,0
45325,e1070,euersor,n,n-s---mn3-,euersor,,,['ewɛr.sɔr],euersor,0
45308,e1454,exfornicatus,a,aps---mn1-,exfornicat exfornicat exfornicat,,,[ɛks.fɔr.nɪˈkaː.tʊs],exfornicatus,0
45320,f1035,fructuarius,a,aps---mn1-,fructuari fructuari fructuari,,,[frʊk.t̪ʊ.'ja.rɪ̣.jʊs],fructuarius,0
45341,g0175,generositas,n,n-s---fn3-,generositat,,,[gɛ.n̪ɛ.'rɔ.sɪ.t̪as],generositas,0
45314,h0501,holosericus,a,aps---mn1-,holoseric holoseric holoseric,,,[hɔ.ɫɔˈseː.rɪ.kʊs],holosericus,0
45338,i0124,ignauus,a,aps---mn1-,  ,,,[iːŋˈnaː.wʊs],ignauus,0
45321,n0070,natrix,n,n-s---fn3-,natric,,,/ˈnaː.triːks/,natrix,0
45332,p1591,persisto,v,v1spia--3-,cynari,,,[pɛrˈsɪs.toː],persisto,0
45337,p2140,piscarius,a,aps---mn1-,piscari piscari piscari,,,[pɪsˈkaː.ri.ʊs],piscarius,0
45330,r0021,radicitus,r,rp--------,,,,[ra.'d̪ɪ.kɪ.t̪ʊs],radicitus,0
45296,r1375,resuscito,v,v1spia--1-,resuscit resuscitau resuscitat,,,[rɛˈsʊs.kɪ.toː],resuscito,0
45362,s0653,scintillula,n,n-s---fn1-,scintillul,,,[skɪn̪.'t̪ɪɫ.lʊ.la],scintillula,0
45356,t9920,tractatus,n,n-s---mn4-,tractat,,,['t̪rak.t̪a.t̪ʊs],tractatus,0
45403,45403,adtenuate,r,rp--------,,,,[ad̪.t̪ɛ.'n̪ʊ.ja.t̪ɛ],adtenuate,0
45431,45431,achanum,n,n-s---nn2-,achan,,,['a.kʰa.n̪ũː],achanum,0
45420,i0032,ianitrix,n,n-s---fn3-,ian,,,['ja.n̪ɪ.t̪rɪks],ianitrix,0
45409,45409,algebra,n,n-s---fn1-,algebr,,,[ˈaɫ.ɡɛ.bra],algebra,0
45429,45429,antependium,n,n-s---nn2-,antependi,,,[an̪.t̪ɛ.'pɛn̪.d̪ɪ̣.jũː],antependium,0
45450,p1077,perennitas,n,n-s---fn3-,per,,,[pɛ.'rɛn̪.n̪ɪ.t̪as],perennitas,0
45396,a2001,angulatus,a,aps---mn1-,angulat angulat angulat,,,['aŋ.gʷla.t̪ʊs],angulatus,0
45435,45435,azurium,n,n-s---nn2-,azuri,,,[az.'zʊ.rɪ̣.jũː],azurium,0
45451,a2994,aruncus,n,n-s---mn2-,arunc,,,[a.'rʊŋ.kʊs],aruncus,0
45406,45406,charmidatus,a,aps---mn1-,charmidat charmidat charmidat,,,[kʰar.'mɪ.d̪a.t̪ʊs],charmidatus,0
45380,45380,cocinarius,a,aps---mn1-,cocinari cocinari cocinari,,,[kɔ.kɪ.'n̪a.rɪ̣.jʊs],cocinarius,0
45433,c0360,canaliculatus,a,aps---mn1-,canaliculat canaliculat canaliculat,,,[ka.naː.lɪ.kʊˈɫaː.tʊs],canaliculatus,0
45457,45457,cogulo,v,v1spia--1-,cogul cogulau cogulat,,,['kɔ.gʷlɔ],cogulo,0
45434,c0860,catax,a,aps---an3-,catac catac catac,,,['ka.t̪aks],catax,0
45382,45382,configo,r,rp--------,speculation,,,[kõːˈfiː.ɡoː],configo,0
45400,45400,contemtus,n,n-s---mn4-,contemt,,,[kɔn̪.'t̪ɛm.t̪ʊs],contemtus,0
45410,45410,corrumptella,n,n-s---fn1-,corrumptell,,,[kɔr.rʊmp.'t̪ɛɫ.la],corrumptella,0
45412,45412,cotidio,r,rp--------,,,,[kɔ.'t̪ɪ.d̪ɪ̣.jɔ],cotidio,0
45455,45455,silenda,n,n-s---fn1-,,,,[sɪ.'lɛn̪.d̪a],silenda,0
45425,45425,directum,n,n-s---nn2-,direct,,,[d̪ɪ.'rɛk.t̪ũː],directum,0
45404,45404,erumpnus,a,aps---mn1-,erumpn erumpn erumpn,,,[ɛ.'rʊmp.n̪ʊs],erumpnus,0
