th of his wife caused him great distress""",1502
137772,05573609,n,10,"a predisposition to like something: ""he had a fondness for whiskey""",1502
137774,05573914,n,10,"a strong liking: ""my own preference is for good literature""; ""the Irish have a penchant for blarney""; ""martinis are an acquired taste""",1502
137727,05566935,n,10,a desire for sexual intimacy,"1502,1703"
137777,05574397,n,10,"that toward which you are inclined to feel a liking: ""her inclination is for classical music""",1502
137778,05574602,n,10,"an inclination to do something: ""he felt leanings toward frivolity""",1502
137758,05571456,n,10,"emotional distress; a fundamental feeling that people try to avoid: ""the pain of loneliness""",1502
137780,05574913,n,10,a feeling of liking for another person; enjoyment in their company,1502
137728,05567241,n,10,"a deep feeling of sexual desire and attraction: ""their love left them indifferent to their surroundings""; ""she was his first love""","1502,1703"
137729,05567422,n,10,a desire for heterosexual intimacy,"1502,1703"
137730,05567531,n,10,decline or absence of sexual desire,"1502,1703"
137731,05567643,n,10,a feeling of strong sexual desire,"1502,1703"
137732,05567730,n,10,desire for sensual pleasures,"1502,1703"
137733,05567842,n,10,the arousal of feelings of sexual desire,"1502,1703"
137734,05568005,n,10,(psychoanalysis) a Freudian term for sexual urge or desire,"1502,1874"
137735,05568116,n,10,a strong sexual desire,"1502,1703"
137736,05568219,n,10,abnormally intense sexual desire in women,"1502,1703"
137737,05568318,n,10,abnormally intense sexual desire in men,"1502,1703"
137738,05568414,n,10,feeling morbid sexual desire,"1502,1703"
137743,05569254,n,10,a feeling of delight at being filled with wonder and enchantment,1502
137744,05569390,n,10,a feeling of delight at being entertained,1502
137745,05569487,n,10,the pleasure felt when having a good time,1502
137746,05569620,n,10,a keen enjoyment of living,1502
137747,05569706,n,10,vigorous and enthusiastic enjoyment,1502
137750,05570169,n,10,a feeling of freedom from worry or disappointment,1502
137754,05570907,n,10,pleasure derived from sexual activities,"1502,1703"
137755,05571062,n,10,sexual pleasure obtained by inflicting harm (physical or psychological) on others,"1502,1703"
137756,05571196,n,10,sexual pleasure obtained both by inflicting pain or receiving pain,"1502,1703"
137757,05571322,n,10,sexual pleasure obtained from receiving punishment (physical or psychological),"1502,1703"
137761,05572040,n,10,pangs of feeling guilty,1502
137762,05572120,n,10,sustained dull painful emotion,1502
137763,05572211,n,10,feelings of mental or physical pain,"1502,2232"
137766,05572641,n,10,an uncomfortable feeling in some part of the body,"1502,2232"
137767,05572802,n,10,soreness or irritation of the skin caused by friction,"1502,2232"
137769,05573093,n,10,extreme mental distress,1502
137770,05573190,n,10,self-imposed distress,1502
137773,05573752,n,10,a feeling of great liking for something wonderful and unusual,1502
137776,05574312,n,10,abnormal attraction to filth,1502
137739,05568539,n,10,"a strong restless desire: ""why this urge to travel?""",1502
206067,W0003041,n,11,"in generale, idea da realizzare, ciò che si pensa di fare o di organizzare per il futuro",
137781,05575110,n,10,a disinclination to quarrel,1502
137782,05575210,n,10,the friendly hope that something will succeed,1502
137783,05575322,n,10,the feeling that men should treat one another like brothers,1502
137785,05575676,n,10,a feeling of favorable regard,1502
137786,05575766,n,10,official approval,1502
137808,05578801,n,10,"a cause for feeling concern: ""his major care was the illness of his wife""",
137813,05579445,n,10,"indifference by personal withdrawal: ""emotional distance""",1502
137818,05580137,n,10,"a feeling of shame when you do something immoral: ""he has no conscience about his cruelty""",1502
137831,05581967,n,10,"a humble feeling: ""he was filled with humility at the sight of the Pope""",1502
137836,05582729,n,10,"an overwhelming feeling of wonder or admiration: ""he stared over the edge with a feeling of awe""",1502
137843,05583678,n,10,"intense nervous anticipation: ""in a fever of resentment""",1502
137792,05576628,n,10,"that toward which you are inclined to feel dislike: ""his disinclination for modesty is well known""",1502
137839,05583116,n,10,"a sudden state of violent emotional disturbance: ""the shock of his mother's death""",1502
137787,05575841,n,10,a feeling of delighted approval and liking,1502
137788,05575985,n,10,exaggerated admiration for England and English customs,1502
137789,05576115,n,10,a feeling of profound love and admiration,1502
