subdubito,v,v1spia--1-,subd subdid subdit,subdubito,0
36291,t0975,transalpinus,a,aps---mn1-,apoge apoge apoge,transalpinus,0
36349,36349,adflictatio,n,n-s---fn3-,adflictation,adflictatio,0
36391,36391,inrogo,v,v1spia--1-,inrog inrogau inrogat,inrogo,0
36390,a3335,attelebus,n,n-s---mn2-,atteleb,attelebus,0
23994,i0667,impubes,a,aps---an3-,impuber impuber impuber,impubes,1
36377,36377,boicotizo,v,v1spia--1-,boicotiz boicotizau boicotizat,boicotizo,0
36395,36395,conlusor,n,n-s---mn3-,conlusor,conlusor,0
36383,36383,dilute,r,rp--------,,dilute,0
36364,a0395,acoluthus,n,n-s---mn2-,acoluth,acoluthus,0
36396,36396,discretus,a,aps---mn1-,discret discret discret,discretus,0
36367,36367,domnus,n,n-s---mn2-,domn,domnus,0
36374,36374,euronus,n,n-s---mn2-,euron,euronus,0
36409,36409,fagottum,n,n-s---nn2-,fagott,fagottum,0
36401,36401,grandisculus,a,aps---mn1-,grandiscul grandiscul grandiscul,grandisculus,0
36412,36412,inmemoratio,n,n-s---fn3-,inmemoration,inmemoratio,0
36347,n0304,nigror,n,n-s---mn3-,CHECK,nigror,0
36415,36415,magnufice,r,rp--------,magnuficentius magnuficentissime,magnufice,0
36369,36369,mastigatus,n,n-s---mn4-,mastigat,mastigatus,0
36406,a0633,adiutrix,n,n-s---fn3-,adiutric,adiutrix,0
36373,a0796,aduerto,v,v1spia--3-,aduert aduert aduers,aduerto,0
36387,36387,odontalgia,n,n-s---fn1-,odontalgi,odontalgia,0
36381,36381,periucunde,r,rp--------,decomposit,periucunde,0
36392,36392,permistus,a,aps---mn1-,permist permist permist,permistus,0
36413,36413,peruerse,r,rp--------,per,peruerse,0
36394,36394,pollus,a,aps---mn1-,poll poll poll,pollus,0
36363,36363,potissime,r,rp--------,,potissime,0
36416,a8351,alicacius,a,aps---mn1-,alicaci alicaci alicaci,alicacius,0
36375,a1402,allegatio,n,n-s---fn3-,allegation,allegatio,0
36352,36352,pugilo,v,v1spia--1-,pugil pugilau pugilat,pugilo,0
36358,36358,solitum,n,n-s---nn2-,solit,solitum,0
36376,36376,acutale,r,rp--------,,acutale,0
36411,r0304,regimentum,n,n-s---nn2-,regiment,regimentum,0
36366,b0419,bisaccium,n,n-s---nn2-,bisacci,bisaccium,0
36393,b0754,burra,n,n-s---fn1-,burr,burra,0
36353,c0133,caesicius,a,aps---mn1-,caesici caesici caesici,caesicius,0
36348,c0251,calliblepharatus,a,aps---mn1-,calliblepharat calliblepharat calliblepharat,calliblepharatus,0
36357,c0903,catlaster,n,n-s---mn2r,catlastr,catlaster,0
36410,c1653,ciniflo,n,n-s---mn3-,ciniflon,ciniflo,0
36360,c2795,compastor,n,n-s---mn3-,compastor,compastor,0
36420,c3529,consessor,n,n-s---mn3-,consessor,consessor,0
36380,d0234,decompositus,a,aps---mn1-,decomposit decomposit decomposit,decompositus,0
36388,d1587,diluceo,v,v1spia--2-,diluc dilux -,diluceo,0
36419,d2379,duplum,n,n-s---nn2-,dupl,duplum,0
36372,e0338,elixo,v,v1spia--1-,elix elixau elixat,elixo,0
36417,h0785,hypodorius,a,aps---mn1-,hypodori hypodori hypodori,hypodorius,0
36418,i1127,incubatio,n,n-s---fn3-,incubation,incubatio,0
36371,l0916,litigo,v,v1spia--1-,litig litigau litigat,litigo,0
36365,n9910,nihilominus,r,rp--------,,nihilominus,0
36370,o0140,obmutesco,v,v1spia--3-,obmutesc obmutu -,obmutesco,0
36350,p1031,perdix,n,n-s---cn3-,perdic,perdix,0
36414,p1295,perlateo,v,v1spia--2-,perlat perlatu perlatit,perlateo,0
36379,p4264,prytaneum,n,n-s---nn2-,prytane,prytaneum,0
36354,s3106,sarcinator,n,n-s---mn3-,sarcinator,sarcinator,0
36378,s0676,scissor,n,n-s---mn3-,scissor,scissor,0
36408,a0397,aconiti,r,rp--------,,aconiti,0
36480,36480,lapathus,n,n-s---mn2-,lapath,lapathus,0
36448,a2866,armentarius,a,aps---mn1-,armentari armentari armentari,armentarius,1
36493,36493,aromatopola,n,n-s---fn1-,aromatopol,aromatopola,0
132512,i0336,imitor,v,v1spid--1-,imit imitat -,imitor,0
36488,36488,attachio,v,v1spia--1-,attach attachiu attachit,attachio,0
36479,36479,bannum,n,n-s---nn2-,bann,bannum,0
36422,36422,bombylius,n,n-s---mn2-,bombyli,bombylius,0
36467,36467,catomus,n,n-s---mn2-,catom,catomus,0
36473,36473,chrysopastus,n,n-s---mn2-,chrysopast,chrysopastus,0
36440,36440,compater,n,n-s---mn3-,compatr,compater,0
36484,36484,conlegiatus,n,n-s---mn4-,conlegiat,conlegiatus,0
36468,36468,contreo,v,v1spia--2-,contri contriu contrit,contreo,0
36452,36452,cotangens,n,n-s---cn3-,cotangent,cotangens,0
36498,36498,desuesco,a,aps---mn1-,desuesc desueu desuet,desuesco,0
36494,36494,deuote,r,rp--------,deuotius deuotissime,deuote,0
36506,36506,eschatologia,n,n-s---fn1-,eschatologi,eschatologia,0
36497,36497,excentricus,n,n-s---mn2-,excentric,excentricus,0
36437,36437,faetutina,n,n-s---fn1-,faetutin,faetutina,0
36495,36495,infit,v,v1spia--3-,inf - infact,infit,0
36464,a3504,auitus,a,aps---mn1-,auit auit auit,auitus,0
36490,a3581,auruginosus,a,aps---mn1-,auruginos auruginos auruginos,auruginosus,0
36485,36485,laudatus,a,aps---mn1-,conlegiat conlegiat conlegiat,laudatus,0
36426,36426,lucisco,v,v1spia--3-,lucisc lux -,lucisco,0
36482,36482,manufollium,n,n-s---nn2-,manufolli,manufollium,0
36447,36447,pedetemtim,r,rp--------,,pedetemtim,0
36453,36453,repletus,a,aps---mn1-,replet replet replet,repletus,0
36472,36472,scorteum,n,n-s---nn2-,scorte,scorteum,0
36486,36486,subfuro,v,v1spia--1-,subfur - subfurat,subfuro,0
36504,b0007,bacalia,n,n-s---fn1-,bacali,bacalia,0
36434,36434,summonitio,n,n-s---fn3-,summonition,summonitio,0
36476,36476,uicensima,n,n-s---fn1-,uicensim,uicensima,0
36427,36427,ultrix,a,aps---an3-,ultric ultric ultric,ultrix,0
36429,36429,adtertiatus,a,aps---mn1-,adtertiat adtertiat adtertiat,adtertiatus,0
36433,36433,ambulatiuum,n,n-s---nn2-,ambulatiu,ambulatiuum,0
36474,c0404,canifera,n,n-s---fn1-,canifer,canifera,0
36475,c1771,circumgesto,v,v1spia--1-,circumgest circumgestau circumgestat,circumgesto,0
36500,c1807,circumluuio,n,n-s---fn3-,circumluuion,circumluuio,0
36436,c1842,circumrado,v,v1spia--3-,circumrad circumras circumras,circumrado,0
36505,c2003,citrum,n,n-s---nn2-,citr,citrum,0
36469,c2130,cliuulus,n,n-s---mn2-,cliuul,cliuulus,0
36457,c2475,collyricus,a,aps---mn1-,collyric collyric collyric,collyricus,0
36487,c3379,conglutino,v,v1spia--1-,conglutin - conglutinat,conglutino,0
36489,d0055,dardanarius,n,n-s---mn2-,dardanari,dardanarius,0
36492,d0063,dathiathum,n,n-s---nn2-,dathiath,dathiathum,0
36465,e1500,exinanitio,n,n-s---fn3-,exinanition,exinanitio,0
36481,m0745,menstruum,n,n-s---nn2-,menstru,menstruum,0
36450,m1464,mucor,n,n-s---mn3-,mucor,mucor,0
36496,p1127,perflo,v,v1spia--1-,perfl perflau perflat,perflo,0
36461,p2822,praecentio,n,n-s---fn3-,praecention,praecentio,0
36463,p3775,profluus,a,aps---mn1-,proflu proflu proflu,profluus,0
36439,r0416,repandus,a,aps---mn1-,repand repand repand,repandus,0
36501,r1316,resaeuio,v,v1spia--4-,resaeu - -,resaeuio,0
36445,s2461,stibadium,n,n-s---nn2-,stibadi,stibadium,0
36564,36564,ammoenio,v,v1spia--4-,ammoen ammoeniu ammoenit,ammoenio,0
24177,i1584,infirmo,v,v1spia--1-,infirm infirmau infirmat,infirmo,1
36558,36558,cacometer,a,aps---mn1r,cacometr cacometr cacometr,cacometer,0
36566,36566,caliendrum,n,n-s---nn2-,caliendr,caliendrum,0
36554,36554,chrysothales,n,n-s---nn3-,chrysothal,chrysothales,0
36548,36548,cuncto,v,v1spia--1-,cunct - cunctat,cuncto,0
36518,36518,curatus,a,aps---mn1-,curat curat curat,curatus,0
36540,36540,decimalis,a,aps---cn3-,decimal decimal decimal,decimalis,0
36512,36512,dicanicium,n,n-s---nn2-,dicanici,dicanicium,0
36579,36579,discorditer,r,rp--------,,discorditer,0
36581,36581,dubitanter,r,rp--------,dubitan,dubitanter,0
36514,36514,granitum,n,n-s---nn2-,granit,granitum,0
36524,a1691,amitinus,n,n-s---mn2-,amitin,amitinus,0
36578,36578,iamiamque,r,rp--------,optic,iamiamque,0
36531,36531,inlucesco,v,v1spia--3-,inluc inlux -,inlucesco,0
36576,36576,inperfectus,a,aps---mn1-,inperfect inperfect inperfect,inperfectus,0
36571,36571,musicographus,n,n-s---mn2-,musicograph,musicographus,0
36546,36546,obscaenus,a,aps---mn1-,obscaen obscaen obscaen,obscaenus,0
22298,d0772,depello,v,v1spia--3-,depell depul depuls,depello,1
36577,36577,opticus,a,aps---mn1-,optic optic optic,opticus,0
36545,36545,petendus,a,aps---mn1-,perlibent perlibent perlibent,petendus,0
36552,36552,plo,v,v1spia--1-,pl plau plat,plo,0
36583,36583,porrectus,a,aps---mn1-,porrect porrect porrect,porrectus,0
36572,36572,premotio,n,n-s---fn3-,premotion,premotio,0
36515,b0649,bruscum,n,n-s---nn2-,brusc,bruscum,0
36570,36570,proditiose,r,rp--------,,proditiose,0
36574,36574,quantuslibet,a,aps---mn1-,quant quant quant,quantuslibet,0
36527,36527,quaqua,r,rp--------,,quaqua,0
36547,36547,sicce,r,rp--------,,sicce,0
36520,36520,simulate,r,rp--------,,simulate,0
36517,36517,sortitus,a,aps---mn1-,sortit sortit sortit,sortitus,0
36573,36573,tentamen,n,n-s---nn3-,tentamin,tentamen,0
36568,36568,ueritate,r,rp--------,,ueritate,0
36575,36575,unicitas,n,n-s---fn3-,unicitat,unicitas,0
36541,c0431,canonicus,a,aps---mn1-,canonic canonic canonic,canonicus,0
36528,36528,Centaurus,n,n-s---mn2-,Centaur,Centaurus,0
36557,c0917,cauefio,v,v1spia--3-,cauef - cauefact,cauefio,0
36516,c1318,ceua,n,n-s---fn1-,ceu,ceua,0
36549,a1352,alicarius,a,aps---mn1-,alicari alicari alicari,alicarius,0
36543,36543,adsimulanter,r,rp--------,,adsimulanter,0
36533,c3134,condecurio,n,n-s---mn3-,condecurion,condecurio,0
36559,c4444,cruditatio,n,n-s---fn3-,cruditation,cruditatio,0
36526,d0519,delector,n,n-s---mn3-,delector,delector,0
36569,e1046,eucharisticon,n,n-s---nn2g,eucharistic,eucharisticon,0
36534,h0298,heri,r,rp--------,her,heri,0
36563,i1428,inequito,v,v1spia--1-,inequit - -,inequito,0
36562,i2190,insulto,v,v1spia--1-,insult insultau insultat,insulto,0
36525,l0846,linteamen,n,n-s---nn3-,linteamin,linteamen,0
36560,m1072,minutulus,a,aps---mn1-,minut minut minut,minutulus,0
36565,o0271,obsto,v,v1spia--1-,obst obstit -,obsto,0
36513,p0595,patronatus,n,n-s---mn4-,patronat,patronatus,0
36542,p2014,piaculum,n,n-s---nn2-,piacul,piaculum,0
36551,p3615,probator,n,n-s---mn3-,probator,probator,0
36509,t9983,tolerantia,n,n-s---fn1-,toleranti,tolerantia,0
36510,u0898,uiuarium,n,n-s---nn2-,uiuari,uiuarium,0
36622,36622,adtigo,v,v1spia--3-,adtig adtig adtact,adtigo,0
36619,36619,bipartitio,n,n-s---fn3-,bipartition,bipartitio,0
36604,36604,restitutorium,n,n-s---nn2-,restitutori,restitutorium,0
27045,s0614,schema,n,n-s---nn3-,schemat,schema,1
36584,36584,amicabiliter,r,rp--------,,amicabiliter,0
36632,36632,annuntiatrix,n,n-s---fn3-,annuntiatric,annuntiatrix,0
36638,36638,aplestia,n,n-s---fn1-,aplesti,aplestia,0
36628,36628,bacchans,n,n-s---cn3-,bacchant,bacchans,0
36585,36585,bastardus,a,aps---mn1-,bastard bastard bastard,bastardus,0
36637,36637,sagittatus,n,n-s---mn4-,sagittat,sagittatus,0
36625,36625,bractea,n,n-s---fn1-,bracte,bractea,0
36630,36630,circuminuoluo,v,v1spia--3-,circuminuolu circuminuolu circuminuolut,circuminuoluo,0
36641,36641,com,r,rp--------,,com,0
36591,36591,derectus,a,aps---mn1-,derect derect derect,derectus,0
36613,36613,electa,n,n-s---fn1-,elect,electa,0
36646,36646,ethnologicus,a,aps---mn1-,ethnologic ethnologic ethnologic,ethnologicus,0
36593,36593,habitualis,a,aps---cn3-,habitual habitual habitual,habitualis,0
36653,36653,hygiena,n,n-s---fn1-,hygien,hygiena,0
36647,36647,inlepide,r,rp--------,,inlepide,0
36600,36600,malitiose,r,rp--------,,malitiose,0
36611,36611,milliarium,n,n-s---nn2-,milliari,milliarium,0
36612,a3524,auocatrix,n,n-s---fn3-,auocatric,auocatrix,0
36598,36598,omissus,a,aps---mn1-,omiss omiss omiss,omissus,0
36648,36648,peioratiuus,a,aps---mn1-,peioratiu peioratiu peioratiu,peioratiuus,0
36626,36626,praetinctus,a,aps---mn1-,praetinct praetinct praetinct,praetinctus,0
36631,36631,pyrrice,n,n-s---nn3-,pyrric,pyrrice,0
36617,36617,siluanus,n,n-s---mn2-,siluan,siluanus,0
36636,36636,smalto,v,v1spia--1-,smalt smaltau smaltat,smalto,0
36635,36635,tortitudo,n,n-s---fn3-,tortitudin,tortitudo,0
36589,36589,uirtualosus,a,aps---mn1-,uirtualos uirtualos uirtualos,uirtualosus,0
36592,36592,adinuentum,n,n-s---nn2-,adinuent,adinuentum,0
36643,b0590,brachionarium,n,n-s---nn2-,brachionari,brachionarium,0
36608,c1018,cauterium,n,n-s---nn2-,cauteri,cauterium,0
36618,c1833,circumplico,v,v1spia--1-,circumplic circumplicau circumplicat,circumplico,0
36596,c2730,commotiuncula,n,n-s---fn1-,commotiuncul,commotiuncula,0
36607,c2771,compaedagogius,n,n-s---mn2-,compaedagogi,compaedagogius,0
36615,d1112,detractatus,n,n-s---mn4-,detractat,detractatus,0
36629,d2000,dito,v,v1spia--1-,dit ditau ditat,dito,0
36601,e1703,exquiro,v,v1spia--3-,exquir exquisiu exquisit,exquiro,0
36588,f0597,flaccidus,a,aps---mn1-,flaccid flaccid flaccid,flaccidus,0
36605,m1428,mortariolum,n,n-s---nn2-,mortariol,mortariolum,0
36594,n9809,neutiquam,r,rp--------,,neutiquam,0
36614,p0230,palmus,n,n-s---mn2-,palm,palmus,0
36587,p0531,pastio,n,n-s---fn3-,past,pastio,0
36649,p2374,plumbo,v,v1spia--1-,plumb plumbau plumbat,plumbo,0
36634,p2530,pomerium,n,n-s---nn2-,pomeri,pomerium,0
36623,p5002,postilena,n,n-s---fn1-,postilen,postilena,0
36644,p2960,praemineo,v,v1spia--2-,praemin - -,praemineo,0
36595,p3212,praeposterus,a,aps---mn1-,praeposter praeposter praeposter,praeposterus,0
36616,p3816,proicio,v,v1spia--3i,proic projec project,proicio,0
36609,p6960,propemodo,r,rp--------,,propemodo,0
36639,r0760,rixosus,a,aps---mn1-,rixos rixos rixos,rixosus,0
36650,a0289,accliuis,a,aps---cn3i,accliui accliui accliui,accliuis,0
36703,36703,adsterno,v,v1spia--1-,adstern adstrau adstrat,adsterno,0
