6542,28940,130229,,,
706543,28940,161075,,,
706544,28940,167857,,,
706545,28940,169130,,,
706546,28940,142375,,,
706548,28940,142371,,,
706549,28940,129814,,,
706550,28940,133777,,,
706551,28940,135946,,,
706552,133187,178681,,,
706553,133187,173169,,,
706555,133187,180456,,,
706556,133187,178788,,,
706557,133187,172258,,,
706558,133187,178780,,,
706559,133187,178777,,,
706560,133187,178775,,,
706562,133187,180046,,,
706563,133187,172358,,,
706564,133187,175036,,,
706565,133187,181050,,,
706566,133187,175030,,,
706567,133187,172981,,,
706569,133187,180912,,,
706570,133187,172059,,,
706571,133187,173210,,,
706572,133187,172056,,,
706573,133187,172054,,,
706574,133187,172047,,,
706576,133187,174095,,,
706577,133187,172046,,,
706578,133187,178700,,,
706579,133187,172044,,,
706580,133187,178691,,,
706581,133187,178688,,,
706583,26362,171289,,,
706584,26362,178420,,,
706585,26362,178413,,,
706586,26362,178408,,,
706587,26362,175332,,,
706588,26362,178563,,,
706590,26362,178423,,,
706591,26350,103375,,,
706592,26463,170685,,,
706593,26463,169426,,,
706594,26463,169425,,,
706595,26463,178352,,,
706597,26463,178023,,,
706598,26474,175673,,,
706599,26481,192136,,,
706600,26490,126996,,,
706601,26490,130041,,,
706602,26497,108478,,,
706604,26514,105070,,,
706605,26520,129835,,,
706606,48112,119357,,,
706607,48112,119356,,,
706608,48112,119355,,,
706609,48112,166929,,,
706611,48112,117256,,,
706612,48112,117255,,,
706613,48112,117254,,,
706614,48112,131301,,,
706615,48112,149923,,,
706616,48112,149922,,,
706618,26529,103612,,,
706619,26529,127674,,,
706620,26529,164120,,,
706621,26529,137335,,,
706622,26529,105628,,,
706623,26529,136931,,,
706625,26536,177158,,,
706626,26536,175654,,,
706627,26536,178657,,,
706628,26544,167255,,,
166467,35539,172262,,,
414744,48917,136336,,,
414751,48917,104833,,,
706630,48380,137982,,,
706632,48380,126840,,,
706633,48380,137905,,,
706636,26456,150135,,,
706637,26554,104740,,,
706638,42485,189596,,,
706639,42485,181721,,,
706641,42485,184492,,,
706642,42485,190280,,,
706643,42485,189032,,,
706644,42485,190916,,,
706645,42485,190275,,,
706646,42485,195968,,,
706648,26563,140548,,,
706649,26568,197436,,,
706650,39234,133534,,,
706651,39234,118967,,,
706652,39234,122878,,,
706653,39234,117910,,,
706655,39234,114389,,,
706656,39234,105395,,,
706657,39234,141202,,,
706658,39234,117772,,,
706659,39234,117771,,,
706660,39234,110760,,,
706662,39234,148101,,,
706663,39234,110116,,,
706664,39234,148100,,,
706665,39234,105571,,,
706666,124263,193871,,,
706667,124263,193952,,,
706669,33107,169567,,,
706670,33107,172028,,,
706671,33107,169562,,,
706672,33107,170347,,,
706673,33107,170346,,,
706674,26575,175030,,,
706676,26579,172528,,,
