ēuo
134655,m0942,mausoleus,a,0,aps---mn1-,mausole mausole mausole,mausoleus
134660,m0521,medagogus,n,0,n-s---mn2-,medagog,medagogus
134667,m0593,melampsithium,n,0,n-s---nn2-,melampsithi,melampsithium
134700,m0809,mettica,n,0,n-s---fn1-,mettic,mettica
134733,m1312,monocolos,a,0,aps---cn1g,monocol monocol monocol,monocolos
134835,o0238,obsidianus,a,0,aps---mn1-,obsidian obsidian obsidian,obsidianus
134898,o0990,orgiophanta,n,0,n-s---mn1-,orgiophant,orgiophanta
134978,p9702,pedicinus,a,0,aps---mn1-,pedicin pedicin pedicin,pedicinus
134994,p0847,pentecostalis,a,0,aps---cn3i,pentecostal pentecostal pentecostal,pentecostalis
135018,p1264,peripneumoniacus,a,0,aps---mn1-,peripneumoniac peripneumoniac peripneumoniac,peripneumoniacus
135066,p2031,pictumus,a,0,aps---mn1-,pictum pictum pictum,pictumus
135175,p4031,propudialis,a,0,aps---cn3i,propudial propudial propudial,propudialis
135212,p4663,pyrricharius,a,0,aps---mn1-,pyrrichari pyrrichari pyrrichari,pyrricharius
135246,r0054,rapadion,n,0,n-s---nn2g,rapadi,rapadion
135263,r0627,reubratio,n,0,n-s---fn3-,reubration,reubratio
135290,s0007,sabbataria,n,0,n-s---fn1-,sabbatari,sabbataria
135322,s0540,scamillarius,n,0,n-s---mn2-,scamillari,scamillarius
135351,s0845,sebaciarius,a,0,aps---mn1-,sebaciari sebaciari sebaciari,sebaciarius
135384,s1417,seruiliculus,a,0,aps---mn1-,seruilicul seruilicul seruilicul,seruiliculus
135400,s1601,sigillariarius,a,0,aps---mn1-,sigillariari sigillariari sigillariari,sigillariarius
135437,s2049,sotericianus,a,0,aps---mn1-,soterician soterician soterician,sotericianus
135461,s2342,stabilito,v,0,v1spia--1-,stabilit stabilitau stabilitat,stabilito
135514,s3220,subtriplus,n,0,n-s---mn2-,subtripl,subtriplus
135536,s3475,superadorno,v,0,v1spia--1-,superadorn superadornau superadornat,superadorno
135583,t0373,terralis,a,0,aps---cn3i,terral terral terral,terralis
134290,h9021,hepatitis,n,0,n-s---fn3i,hepatit,hepatitis
134291,h0251,hephthemimeris,n,0,n-s---fn3i,hephthemimer,hephthemimeris
134302,h0333,hexachordos,a,0,aps---cn1g,hexachord hexachord hexachord,hexachordos
134355,i0170,ilicinus,a,0,aps---mn1-,ilicin ilicin ilicin,ilicinus
134440,i2257,interalbico,v,0,v1spia--1-,interalbic interalbicau interalbicat,interalbico
134480,i3216,isocatalecticus,a,0,aps---mn1-,isocatalectic isocatalectic isocatalectic,isocatalecticus
134506,l9068,laconicum,n,0,n-s---nn2-,laconic,laconicum
134324,h0625,hospitia,n,0,n-s---fn1-,hospiti,hospitia
134338,h0746,hyperbolaeos,n,0,n-s---fn2g,hyperbolae,hyperbolaeos
134349,i0106,ieios,a,0,aps---cn1g,iei iei iei,ieios
134541,l0487,legionarius,n,0,n-s---mn2-,legionari,legionarius
134555,l0670,libellensis,a,0,aps---cn3i,libellens libellens libellens,libellensis
134584,l1050,loricaria,n,0,n-s---fn1-,loricari,loricaria
134947,p0309,paraetonius,a,0,aps---mn1-,paraetoni paraetoni paraetoni,paraetonius
134507,l9068,laconicus,a,0,aps---mn1-,laconic laconic laconic,laconicus
134526,l0347,laterculensis,a,0,aps---cn3i,laterculens laterculens laterculens,laterculensis
134530,l0435,lauticius,a,0,aps---mn1-,lautici lautici lautici,lauticius
135808,u1309,ususreceptio,n,0,n-s---fn3-,ususreception,ususreceptio
136052,a3719,aeschrionios,a,0,aps---cn1g,aeschrioni aeschrioni aeschrioni,aeschrionios
136336,,carpathius,a,0,aps---mn1-,carpathi carpathi carpathi,carpathius
136740,e1558,exos,a,1,aps---an3-,exoss exoss exoss,exos
136100,a1400,allectorius,a,0,aps---mn1-,allectori allectori allectori,allectorius
136124,a1740,amphicolus,a,0,aps---mn1-,amphicol amphicol amphicol,amphicolus
136150,a2078,annutatiuus,a,0,aps---mn1-,annutatiu annutatiu annutatiu,annutatiuus
136163,a2206,anthropomorphos,a,0,aps---cn1g,anthropomorph anthropomorph anthropomorph,anthropomorphos
136200,a3733,archilochicus,a,0,aps---mn1-,archilochic archilochic archilochic,archilochicus
135942,$0114,assentatorius,a,0,aps---mn1-,assentatori assentatori assentatori,assentatorius
136241,a3420,auctoraticius,a,0,aps---mn1-,auctoratici auctoratici auctoratici,auctoraticius
136312,c9912,callaecus,a,0,aps---mn1-,callaec callaec callaec,callaecus
136398,c1956,cisrhenanus,a,0,aps---mn1-,cisrhenan cisrhenan cisrhenan,cisrhenanus
135885,$0046,compellabilis,a,0,aps---cn3i,compellabil compellabil compellabil,compellabilis
136813,f0674,forctus,a,0,aps---mn1-,forct forct forct,forctus
136423,c2880,compondero,v,0,v1spia--1-,componder componderau componderat,compondero
136433,c3217,confectorarius,a,0,aps---mn1-,confectorari confectorari confectorari,confectorarius
136462,c4151,cortinipotens,n,0,n-s---mn3i,cortinipotent,cortinipotens
136503,d0221,decliuum,n,0,n-s---nn2-,decliu,decliuum
136522,d0873,depubis,a,0,aps---cn3i,depub depub depub,depubis
136547,d1652,diplomarius,a,0,aps---mn1-,diplomari diplomari diplomari,diplomarius
136597,e0061,econtrarius,a,0,aps---mn1-,econtrari econtrari econtrari,econtrarius
136627,e0434,emedullo,v,0,v1spia--1-,emedull emedullau emedullat,emedullo
136661,e1956,epicharmius,a,0,aps---mn1-,epicharmi epicharmi epicharmi,epicharmius
136714,e1128,eupetalos,a,0,aps---cn1g,eupetal eupetal eupetal,eupetalos
136787,f0398,ferriterus,a,0,aps---mn1-,ferriter ferriter ferriter,ferriterus
136847,g0052,gallicatus,a,0,aps---mn1-,gallicat gallicat gallicat,gallicatus
136879,g0633,grussus,a,0,aps---mn1-,gruss gruss gruss,grussus
136980,i0155,ignominio,v,0,v1spia--1-,ignomini ignominiau ignominiat,ignominio
135913,$0077,initiabilis,a,0,aps---cn3i,initiabil initiabil initiabil,initiabilis
137050,i1806,iniustitium,n,0,n-s---nn2-,iniustiti,iniustitium
137074,i2401,intermuto,v,0,v1spia--1-,intermut intermutau intermutat,intermuto
137111,i2939,isopsephus,a,0,aps---mn1-,isopseph isopseph isopseph,isopsephus
137137,l0086,lacticulosus,a,0,aps---mn1-,lacticulos lacticulos lacticulos,lacticulosus
137165,l0475,legarica,n,0,n-p---nn2-,legaric,legarica
137191,l0772,limbularius,a,0,aps---mn1-,limbulari limbulari limbulari,limbularius
135829,s0550,scandalizio,v,0,v1spia--1-,scandalizi scandaliziau scandaliziat,scandalizio
135971,$0156,tabernalis,a,0,aps---cn3i,tabernal tabernal tabernal,tabernalis
136012,$0216,tegulaneus,a,0,aps---mn1-,tegulane tegulane tegulane,tegulaneus
135611,t0588,thermularius,n,0,n-s---mn2-,thermulari,thermularius
135639,t9826,topiaris,a,0,aps---cn3i,topiar topiar topiar,topiaris
135664,t1224,tricorius,a,0,aps---mn1-,tricori tricori tricori,tricorius
135690,t1737,tumultuator,n,0,n-s---mn3-,tumultuator,tumultuator
135868,$0026,tunicalis,a,0,aps---cn3i,tunical tunical tunical,tunicalis
135717,u0245,uellimnum,n,0,n-s---nn2-,uellimn,uellimnum
135760,u0794,uirisiccus,a,0,aps---mn1-,uirisicc uirisicc uirisicc,uirisiccus
135786,u1117,unisubsellium,n,0,n-s---nn2-,unisubselli,unisubsellium
138469,i2273,interkalo,v,0,v1spia--1-,interkal interkalau interkalat,interkalo
43374,43374,adfluo,v,0,v1spia--3-,adflu adflux adflux,adfluo
103982,c0034,cachrys,n,0,n-s---fn3g,cachry,cachrys
59194,59194,Byzacium,n,0,n-s---nn2-,Byzaci,Byzacium
101693,101693,adflagrans,a,0,aps---an3i,adflagrant adflagrant adflagrant,adflagrans
