us,a,0,aps---mn1-,infacet infacet infacet,infacetus
30171,30171,linostimus,a,0,aps---mn1-,linostim linostim linostim,linostimus
30191,30191,meteorologia,n,0,n-s---fn1-,meteorologi,meteorologia
30203,30203,miniatus,a,0,aps---mn1-,miniat miniat miniat,miniatus
30180,30180,paciencia,n,0,n-s---fn1-,pacienci,paciencia
30199,a1136,agema,n,0,n-s---nn3-,agemat,agema
30162,30162,pessimista,n,0,n-s---fn1-,pessimist,pessimista
30184,30184,pinniculum,n,0,n-s---nn2-,pinnicul,pinniculum
30153,30153,procere,r,0,rp--------,procerius procerissime,procere
30161,30161,sacrista,n,0,n-s---fn1-,sacrist,sacrista
30177,30177,scacus,n,0,n-s---mn2-,scac,scacus
30205,30205,superbiparticular,a,0,aps---an3-,superbiparticular superbiparticular superbiparticular,superbiparticular
30192,30192,suppuratus,a,0,aps---mn1-,suppurat suppurat suppurat,suppuratus
30156,30156,transduco,v,0,v1spia--3-,transduc transdux transduct,transduco
30146,30146,accomodus,a,0,aps---mn1-,accomod accomod accomod,accomodus
30151,30151,acapnos,a,0,aps---mn1g,acapn acapn acapn,acapnos
30172,a2198,anthracinus,a,1,aps---mn1-,anthracin anthracin anthracin,anthracinus
30175,b0062,baliscus,a,0,aps---mn1-,balisc balisc balisc,baliscus
30193,c0392,candido,v,0,v1spia--1-,candid candidau candidat,candido
30166,c2857,completio,n,0,n-s---fn3-,completion,completio
30179,c3272,conflatorium,n,0,n-s---nn2-,conflatori,conflatorium
30164,c3565,consolida,n,0,n-s---fn1-,consolid,consolida
30148,d1559,dilamino,v,0,v1spia--1-,dilamin dilaminau dilaminat,dilamino
30204,f0836,formamentum,n,0,n-s---nn2-,formament,formamentum
30178,h0158,hebeo,v,0,v1spia--2-,heb - -,hebeo
30202,i2169,insuesco,v,0,v1spia--3-,insuesc insueu insuet,insuesco
30158,i2320,interfatio,n,0,n-s---fn3-,interfation,interfatio
30157,m1617,multaticius,a,0,aps---mn1-,multatici multatici multatici,multaticius
30185,o0489,octuplum,n,0,n-s---nn2-,octupl,octuplum
30170,o0687,olyra,n,0,n-s---fn1-,olyr,olyra
30197,p0975,percontator,n,0,n-s---mn3-,percontator,percontator
30174,p3484,prauitas,n,0,n-s---fn3-,prauitat,prauitas
