odibil,,,[ɔ.'d̪ɪ.bɪ.lɪs],odibilis,0
119537,o0510,odinolytes,n,n-s---mn1g,odinolyt,,,[ɔ.d̪ɪ.'n̪ɔ.ly.t̪ɛs],odinolytes,0
119539,o0515,odontitis,n,n-s---fn3-,odontitid,,,[ɔ.'d̪ɔn̪.t̪ɪ.t̪ɪs],odontitis,0
119542,o0520,odorarius,a,aps---mn1-,odorari odorari odorari,,,[ɔ.d̪ɔ.'ra.rɪ̣.jʊs],odorarius,0
119544,o0521,odoratio,n,n-s---fn3-,odoration,,,[ɔ.d̪ɔ.'ra.t̪ɪ̣.jɔ],odoratio,0
119545,o0522,odoratiuus,a,aps---mn1-,odoratiu odoratiu odoratiu,,,[ɔ.d̪ɔ.'ra.t̪ɪ.wʊs],odoratiuus,0
119546,o9711,odoratus,n,n-s---mn4-,odorat,,,[ɔ.'d̪ɔ.ra.t̪ʊs],odoratus,0
119488,o0463,octingeni,a,app---mn1-,octingen octingen octingen,,,[ɔk.'t̪ɪŋ.gɛ.n̪ɪ],octingeni,0
119552,o0534,oenanthinus,a,aps---mn1-,oenanthin oenanthin oenanthin,,,['ojn̪an̪.t̪ʰɪ.n̪ʊs],oenanthinus,0
119553,o0535,oenanthium,n,n-s---nn2-,oenanthi,,,['ojn̪an̪.t̪ʰɪ̣.jũː],oenanthium,0
119559,o0542,oenomeli,n,n-s---nn3g,oenomelit,,28660,['ojn̪ɔ.mɛ.lɪ],oenomeli,0
119554,o0536,oenelaeum,n,n-s---nn2-,oenelae,,,['ojn̪ɛɫewm],oenelaeum,0
119555,o0539,oenochoos,n,n-s---mn2g,oenocho,,,['ojn̪ɔ.kʰɔ.jɔs],oenochoos,0
119558,o0540,oenogarum,n,n-s---nn2-,oenogar,,,['ojn̪ɔ.ga.rũː],oenogarum,0
119549,o0531,oecos,n,n-s---mn2g,oec,,28661,['ojkɔs],oecos,0
119556,119556,oenoferus,n,n-s---mn2-,oenofer,,,['ojn̪ɔ.fɛ.rʊs],oenoferus,0
53848,53848,seclusus,a,aps---mn1-,seclus seclus seclus,,,[seːˈkɫuː.sʊs],seclusus,0
119560,119560,oenophorium,n,n-s---nn2-,oenophori,,,[ojn̪ɔ.'pʰɔ.rɪ̣.jũː],oenophorium,0
119561,119561,oenophorus,n,n-s---fn2-,oenophor,,,['ojn̪ɔ.pʰɔ.rʊs],oenophorus,0
119562,119562,oenothera,n,n-s---fn1-,oenother,,,['ojn̪ɔ.t̪ʰɛ.ra],oenothera,0
119563,119563,oenotheris,n,n-s---fn3-,oenotherid,,,['ojn̪ɔ.t̪ʰɛ.rɪs],oenotheris,0
119564,o0546,oenotropae,n,n-p---fn1-,oenotrop,,,['ojn̪ɔ.t̪rɔ.paj],oenotropae,0
119565,119565,oenus,a,aps---mn1-,oen oen oen,,,['ojn̪ʊs],oenus,0
119568,o0550,oetum,n,n-s---nn2-,oet,,,['ojt̪ũː],oetum,0
119570,119570,offarius,a,aps---mn1-,offari offari offari,,,[ɔf.'fa.rɪ̣.jʊs],offarius,0
119572,119572,offaueo,v,v1spia--2-,,,,[ɔf.'fa.wɛ̣.jɔ],offaueo,0
119569,o0553,offarcinatus,a,aps---mn1-,offarcinat offarcinat offarcinat,,,[ɔf.far.'kɪ.n̪a.t̪ʊs],offarcinatus,0
119573,119573,offectio,n,n-s---fn3-,offection,,,[ɔf.'fɛk.t̪ɪ̣.jɔ],offectio,0
119571,o0555,offatim,r,rp--------,,,,['ɔf.fat̪ĩː],offatim,0
119576,119576,offectus,a,aps---mn1-,offect offect offect,,,[ɔf.'fɛk.t̪ʊs],offectus,0
119574,o0556,offector,n,n-s---mn3-,offector,,,[ɔf.'fɛk.t̪ɔr],offector,0
119575,o0557,offectura,n,n-s---fn1-,offectur,,,[ɔf.'fɛk.t̪ʊ.ra],offectura,0
119579,o0560,offendimentum,n,n-s---nn2-,offendiment,,,[ɔf.fɛn̪.d̪ɪ.'mɛn̪.t̪ũː],offendimentum,0
119580,o0559,offendix,n,n-s---fn3-,offendic,,,[ɔf.'fɛn̪.d̪ɪks],offendix,0
119581,o0561,offendo,n,n-s---fn3-,offendin,,,[ɔf.'fɛn̪.d̪ɔ],offendo,0
119582,o0564,offensaculum,n,n-s---nn2-,offensacul,,,[ɔf.feːn̪.'sa.kʊ.ɫũː],offensaculum,0
119578,119578,offella,n,n-s---fn1-,offell,,,[ɔf.'fɛɫ.la],offella,0
119589,119589,offerumenta,n,n-p---nn2-,offerument,,,[ɔf.fɛ.rʊ.'mɛn̪.t̪a],offerumenta,0
119590,119590,offerumentae,n,n-p---fn1-,offerument,,,[ɔf.fɛ.rʊ.'mɛn̪.t̪aj],offerumentae,0
119591,119591,offex,n,n-s---mn3-,offic,,,['ɔf.fɛks],offex,0
119592,119592,offibulo,v,v1spia--1-,offibul offibulau offibula,,,[ɔf.'fɪ.bʊ.lɔ],offibulo,0
119583,o0566,offensator,n,n-s---mn3-,offensator,,,[ɔf.'feːn̪.sa.t̪ɔr],offensator,0
119585,o0571,offensor,n,n-s---mn3-,offensor,,,[ɔf.'feːn̪.sɔr],offensor,0
119586,o9987,offensum,n,n-s---nn2-,offens,,,[ɔf.'feːn̪.sũː],offensum,0
119587,o0563,offerentia,n,n-s---fn1-,offerenti,,,[ɔf.fɛ.'rɛn̪.t̪ɪ̣.ja],offerentia,0
119588,o0574,offertor,n,n-s---mn3-,offertor,,,[ɔf.'fɛr.t̪ɔr],offertor,0
119593,119593,officialis,n,n-s---mn3i,official,,,[ɔf.fɪ.'kɪ̣.ja.lɪs],officialis,0
119599,119599,officiperdus,n,n-s---mn2-,officiperd,,,[ɔf.fɪ.kɪ.'pɛr.d̪ʊs],officiperdus,0
119600,119600,offirmate,r,rp--------,,,,[ɔf.'fɪr.ma.t̪ɛ],offirmate,0
119602,119602,offuco,v,v1spia--1-,offuc offucau offuca,,,['ɔf.fʊ.kɔ],offuco,0
119604,119604,offultus,a,aps---mn1-,offult offult offult,,,[ɔf.'fʊɫ.t̪ʊs],offultus,0
119608,119608,oinos,a,aps---mn1-,oin oin oin,,,['ɔ.jɪ.n̪ɔs],oinos,0
119595,o0579,officinator,n,n-s---mn3-,officinator,,,[ɔf.fɪ.'kɪ.n̪a.t̪ɔr],officinator,0
119609,119609,olacitas,n,n-s---fn3-,olacitat,,,[ɔ.'la.kɪ.t̪as],olacitas,0
119611,119611,olca,n,n-s---fn1-,olc,,,['ɔɫ.ka],olca,0
119596,o0580,officinatrix,n,n-s---fn3-,officinatric,,,[ɔf.fɪ.'kɪ.n̪a.t̪rɪks],officinatrix,0
119612,119612,oleaceus,a,aps---mn1-,oleace oleace oleace,,,['ɔ.lɛ̣.jakews],oleaceus,0
119614,119614,oleaginius,a,aps---mn1-,oleagini oleagini oleagini,,,[ɔ.lɛ̣.ja.'gɪ.n̪ɪ̣.jʊs],oleaginius,0
119597,o0582,officiositas,n,n-s---fn3-,officiositat,,,[ɔf.fɪ.kɪ̣.'jɔ.sɪ.t̪as],officiositas,0
119598,o0584,officiperda,n,n-s---mn1-,officiperd,,,[ɔf.fɪ.kɪ.'pɛr.d̪a],officiperda,0
119603,o0594,offula,n,n-s---fn1-,offul,,,['ɔf.fʊ.la],offula,0
119605,o0599,offusco,v,v1spia--1-,offusc offuscau offusca,,,[ɔf.'fʊs.kɔ],offusco,0
119606,o0600,offusio,n,n-s---fn3-,offusion,,,[ɔf.'fʊ.sɪ̣.jɔ],offusio,0
119607,o0613,oica,n,n-s---fn1-,oic,,,['ɔ.jɪ.ka],oica,0
119613,o0619,oleagina,n,n-s---fn1-,oleagin,,,[ɔ.lɛ̣.'ja.gɪ.n̪a],oleagina,0
119617,o0622,olearis,a,aps---cn3i,olear olear olear,,,[ɔ.'lɛ̣.ja.rɪs],olearis,0
119618,o0624,oleastellus,n,n-s---mn2-,oleastell,,,[ɔ.lɛ̣.jas.'t̪ɛɫ.lʊs],oleastellus,0
119620,o0626,oleatus,a,aps---mn1-,oleat oleat oleat,,,[ɔ.'lɛ̣.ja.t̪ʊs],oleatus,0
132553,l1126,luctor,v,v1spid--1-,luct luctat -,,28662,[ˈɫʊk.tɔr],luctor,0
54098,54098,transcendens,a,aps---an3-,transcendent transcendent transcendent,,,[t̪raːn̪s.'kɛn̪.d̪eːn̪s],transcendens,0
119622,o0605,olentia,n,n-s---fn1-,olenti,,,[ɔ.'lɛn̪.t̪ɪ̣.ja],olentia,0
119621,119621,olefacio,v,v1spia--3i,,,,[ɔ.lɛ.'fa.kɪ̣.jɔ],olefacio,0
