,n-s---mn2-,Euryal,['ewry.ja.lʊs],Euryalus,0
59958,59958,Eurydamas,n,n-s---mn3-,Eurydamas,['ewry.d̪a.mas],Eurydamas,0
59959,59959,Eurydice,n,n-s---fn1-,Eurydic,['ewry.d̪ɪ.kɛ],Eurydice,0
59960,59960,Eurylochus,n,n-s---mn2-,Euryloch,['ewry.lɔ.kʰʊs],Eurylochus,0
59961,59961,Eurymedon,n,n-s---nn3-,Eurymed,['ewry.mɛ.d̪ɔn̪],Eurymedon,0
59962,59962,Eurymenae,n,n-p---fn1-,Eurymen,['ewry.mɛ.n̪aj],Eurymenae,0
59963,59963,Eurymus,n,n-s---mn2-,Eurym,['ewry.mʊs],Eurymus,0
59965,59965,Eurypylus,n,n-s---mn2-,Eurypyl,['ewry.py.lʊs],Eurypylus,0
59966,59966,Eurystheus,n,n-s---mn2-,Eurysthe,['ewryst̪ʰews],Eurystheus,0
59967,59967,Eurytus,n,n-s---mn2-,Euryt,['ewry.t̪ʊs],Eurytus,0
59898,59898,Erasistratus,n,n-s---mn2-,Erasistrat,[ɛ.ra.'sɪs.t̪ra.t̪ʊs],Erasistratus,0
59899,59899,Eratine,n,n-s---fn1-,Eratin,[ɛ.'ra.t̪ɪ.n̪ɛ],Eratine,0
59972,59972,Fabaris,n,n-s---fn3-,Fabar,['fa.ba.rɪs],Fabaris,0
59973,59973,Faberius,a,aps---mn1-,Faberi Faberi Faberi,[fa.'bɛ.rɪ̣.jʊs],Faberius,0
59974,59974,Fabius,a,aps---mn1-,Fabi Fabi Fabi,['fa.bɪ̣.jʊs],Fabius,0
59975,59975,Fabrateria,n,n-s---fn1-,Fabrateri,[fa.bra.'t̪ɛ.rɪ̣.ja],Fabrateria,0
59976,59976,Fabricius,n,n-s---mn2-,Fabrici,[fa.'brɪ.kɪ̣.jʊs],Fabricius,0
59977,59977,Fabullus,n,n-s---mn2-,Fabull,[fa.'bʊɫ.lʊs],Fabullus,0
59978,59978,Faesulae,n,n-p---fn1-,Faesul,['faj.sʊ.laj],Faesulae,0
59980,59980,Falcula,n,n-s---fn1-,Falcul,['faɫ.kʊ.la],Falcula,0
59981,59981,Falerii,n,n-p---mn2-,Faleri,[fa.'lɛ.rɪ̣.jɪ],Falerii,0
59983,59983,Falisci,n,n-p---mn2-,Falisc,[fa.'lɪs.kɪ],Falisci,0
59985,59985,Fanum,n,n-s---nn2-,Fan,['fa.n̪ũː],Fanum,0
59987,59987,Fauentia,n,n-s---fn1-,Fauenti,[fa.'wɛn̪.t̪ɪ̣.ja],Fauentia,0
59988,59988,Faueria,n,n-s---fn1-,Faueri,[fa.'wɛ.rɪ̣.ja],Faueria,0
59989,59989,Fauorinus,n,n-s---mn2-,Fauorin,[fa.'wɔ.rɪ.n̪ʊs],Fauorinus,0
59986,59986,Faustus,a,aps---fn1-,Faustus Faustus Faustus,['faws.t̪ʊs],Faustus,0
59990,59990,Februarius,n,n-s---mn2-,Februari,[fɛ.brʊ.'ja.rɪ̣.jʊs],Februarius,0
59991,59991,Ferentinum,a,aps---nn3-,Ferentinum Ferentinum Ferentinum,[fɛ.'rɛn̪.t̪ɪ.n̪ũː],Ferentinum,0
59992,59992,Fescenninicola,n,n-s---cn1-,Fescenninicol,[fɛs.kɛn̪.n̪ɪ.'n̪ɪ.kɔ.la],Fescenninicola,0
59993,59993,Festus,n,n-s---mn2-,Fest,['fɛs.t̪ʊs],Festus,0
59994,59994,Fibrenus,n,n-s---mn2-,Fibren,['fɪ.brɛ.n̪ʊs],Fibrenus,0
59995,59995,Ficana,n,n-s---fn1-,Fican,['fɪ.ka.n̪a],Ficana,0
59997,59997,Ficulea,n,n-s---fn1-,Ficule,[fɪ.'kʊ.lɛ̣.ja],Ficulea,0
59998,59998,Ficulneus,a,aps---mn1-,Ficulne Ficulne Ficulne,['fɪ.kʊɫn̪ews],Ficulneus,0
59999,59999,Fidenae,n,n-p---fn1-,Fiden,['fɪ.d̪ɛ.n̪aj],Fidenae,0
60000,60000,Fidentia,n,n-s---fn1-,Fidenti,[fɪ.'d̪ɛn̪.t̪ɪ̣.ja],Fidentia,0
60001,60001,Figulus,n,n-s---mn2-,Figul,['fɪ.gʷlʊs],Figulus,0
60002,60002,Firmius,n,n-s---mn2-,Firmi,['fɪr.mɪ̣.jʊs],Firmius,0
60003,60003,Firmum,n,n-s---nn2-,Firm,['fɪr.mũː],Firmum,0
60004,60004,Fiscellus,n,n-s---mn2-,Fiscell,[fɪs.'kɛɫ.lʊs],Fiscellus,0
60005,60005,Flaccus,n,n-s---mn2-,Flacc,['flak.kʊs],Flaccus,0
60006,60006,Flamen,n,n-s---mn3-,Flamen,['fla.mɛn̪],Flamen,0
60008,60008,Flaminius,a,aps---mn1-,Flamini Flamini Flamini,[fla.'mɪ.n̪ɪ̣.jʊs],Flaminius,0
60009,60009,Flamomenses,n,n-p---mn3-,Flamomens,[fla.mɔ.'meːn̪.sɛs],Flamomenses,0
60010,60010,Flauius,a,aps---mn1-,Flaui Flaui Flaui,['fla.wɪ̣.jʊs],Flauius,0
