--fn1-,cretic,['krɛ.t̪ɪ.ka],cretica,0
106536,106536,cretice,n,n-s---fn1g,cretic,['krɛ.t̪ɪ.kɛ],cretice,0
106537,106537,cretifodinae,n,n-p---fn1-,cretifodin,[krɛ.t̪ɪ.'fɔ.d̪ɪ.n̪aj],cretifodinae,0
106533,c4334,cretarius,a,aps---mn1-,cretari cretari cretari,[krɛ.'t̪a.rɪ̣.jʊs],cretarius,0
106540,106540,cribratus,a,aps---mn1-,cribrat cribrat cribrat,['krɪ.bra.t̪ʊs],cribratus,0
106541,106541,criminatus,a,aps---mn1-,criminat criminat criminat,[krɪ.'mɪ.n̪a.t̪ʊs],criminatus,0
106534,c4338,crethmos,n,n-s---fn2g,crethm,['krɛ.t̪ʰmɔs],crethmos,0
106543,106543,crinale,n,n-s---nn3i,crinal,['krɪ.n̪a.lɛ],crinale,0
106545,106545,crinisatus,a,aps---mn1-,crinisat crinisat crinisat,[krɪ.'n̪ɪ.sa.t̪ʊs],crinisatus,0
106546,106546,crinum,n,n-s---nn2-,crin,['krɪ.n̪ũː],crinum,0
106547,106547,crisimos,a,aps---mn1g,crisim crisim crisim,['krɪ.sɪ.mɔs],crisimos,0
106548,106548,crispans,a,aps---an3i,crispant crispant crispant,['krɪs.paːn̪s],crispans,0
106549,106549,crispatus,a,aps---mn1-,crispat crispat crispat,['krɪs.pa.t̪ʊs],crispatus,0
106550,106550,crispicans,a,aps---an3i,crispicant crispicant crispicant,['krɪs.pɪ.kaːn̪s],crispicans,0
106551,106551,crispicapillus,n,n-s---mn2-,crispicapill,[krɪs.pɪ.ka.'pɪɫ.lʊs],crispicapillus,0
106538,c4345,cribellum,n,n-s---nn2-,cribell,[krɪ.'bɛɫ.ɫũː],cribellum,0
106539,c4346,cribrarius,n,n-s---mn2-,cribrari,[krɪ.'bra.rɪ̣.jʊs],cribrarius,0
106557,106557,crocea,n,n-p---nn2-,croce,['krɔ.kɛ̣.ja],crocea,0
106560,106560,crocodilina,n,n-s---fn1-,crocodilin,[krɔ.kɔ.'d̪ɪ.lɪ.n̪a],crocodilina,0
106542,c4355,criminosus,n,n-s---mn2-,criminos,[krɪ.'mɪ.n̪ɔ.sʊs],criminosus,0
106562,106562,crocodilion,n,n-s---nn2g,crocodili,[krɔ.kɔ.'d̪ɪ.lɪ̣.jɔn̪],crocodilion,0
106566,106566,crocua,n,n-s---fn1-,crocu,['krɔ.kʊ.ja],crocua,0
106567,106567,crocus,n,n-s---fn2-,croc,['krɔ.kʊs],crocus,0
106568,106568,crocuta,n,n-s---mn1-,crocut,['krɔ.kʊ.t̪a],crocuta,0
106570,106570,crocyphantium,n,n-s---nn2-,crocyphanti,[krɔ.ky.'pʰan̪.t̪ɪ̣.jũː],crocyphantium,0
106571,106571,crosmis,n,n-s---fn3i,crosm,['krɔs.mɪs],crosmis,0
106572,106572,crotaphos,n,n-s---mn2g,crotaph,['krɔ.t̪a.pʰɔs],crotaphos,0
106577,106577,cruciatus,a,aps---mn1-,cruciat cruciat cruciat,[krʊ.kɪ̣.'jaː.t̪ʊs],cruciatus,0
106578,106578,crucifico,v,v1spia--1-,crucific crucificau crucificat,[krʊ.'kɪ.fɪ.kɔ],crucifico,0
106552,c4370,crispio,v,v1spia--4-,crisp crispiu crispit,['krɪs.pɪ̣.jɔ],crispio,0
106517,106517,crematus,a,aps---mn1-,cremat cremat cremat,['krɛ.ma.t̪ʊs],crematus,0
106554,c4378,cristiger,a,aps---mn1r,cristiger cristiger cristiger,['krɪs.t̪ɪ.gɛr],cristiger,0
106555,c4380,critae,n,n-p---mn1-,crit,['krɪ.t̪aj],critae,0
106556,c4385,crobylos,n,n-s---mn2g,crobyl,['krɔ.by.lɔs],crobylos,0
106559,c4864,croco,v,v1spia--1-,croc crocau crocat,['krɔ.koː],croco,0
106563,c4402,crocodilonius,a,aps---mn1-,crocodiloni crocodiloni crocodiloni,[krɔ.kɔ.d̪ɪ.'lɔ.n̪ɪ̣.jʊs],crocodilonius,0
106564,c4409,crocotinum,n,n-s---nn2-,crocotin,[krɔ.'kɔ.t̪ɪ.n̪ũː],crocotinum,0
106569,c4667,crocyfantia,n,n-s---fn1-,crocyfanti,[krɔ.ky.'fan̪.t̪ɪ̣.ja],crocyfantia,0
106573,c4418,crotolo,v,v1spia--1-,crotol crotolau crotolat,['krɔ.t̪ɔ.lɔ],crotolo,0
106575,c4425,cruciarium,n,n-s---nn2-,cruciari,[krʊ.kɪ̣.'ja.rɪ̣.jũː],cruciarium,0
106576,c4425,cruciarius,n,n-s---mn2-,cruciari,[krʊ.kɪ̣.'ja.rɪ̣.jʊs],cruciarius,0
106580,c4436,crucius,a,aps---mn1-,cruci cruci cruci,['krʊ.kɪ̣.jʊs],crucius,0
106583,c4445,crudito,v,v1spia--1-,crudit cruditau cruditat,['krʊ.d̪ɪ.t̪ɔ],crudito,0
33065,33065,ictericus,n,n-s---mn2-,icteric icteric icteric,[ɪk.'t̪ɛ.rɪ.kʊs],ictericus,0
106584,c4446,crudiuus,a,aps---mn1-,crudiu crudiu crudiu,['krʊ.d̪ɪ.wʊs],crudiuus,0
106611,c4498,cuci,n,n-s---n---,-,['kʊ.kɪ],cuci,0
106586,106586,cruenta,n,n-p---nn2-,cruent,[krʊ.'jɛn̪.t̪a],cruenta,0
106588,106588,crupellarii,n,n-p---mn2-,crupellari,[krʊ.pɛɫ.'la.rɪ̣.jɪ],crupellarii,0
106589,106589,crupellarius,n,n-s---mn2-,crupellari,[krʊ.pɛɫ.'la.rɪ̣.jʊs],crupellarius,0
106590,106590,crurifragium,n,n-s---nn2-,crurifragi,[krʊ.rɪf.'ra.gɪ̣.jũː],crurifragium,0
106592,106592,crustaria,n,n-s---fn1-,crustari,[krʊs.'t̪a.rɪ̣.ja],crustaria,0
106595,106595,crustlum,n,n-s---nn2-,crustl,['krʊs.t̪ɫũː],crustlum,0
106596,106596,crustulatus,a,aps---mn1-,crustulat crustulat crustulat,[krʊs.'t̪ʊ.la.t̪ʊs],crustulatus,0
106597,106597,cryphia,n,n-s---fn1-,cryphi,['kry.pʰɪ̣.ja],cryphia,0
106598,106598,cryphii,n,n-p---mn2-,cryphi,['kry.pʰɪ̣.jɪ],cryphii,0
106599,106599,crysallion,n,n-s---nn2g,crysalli,[kry.'saɫ.lɪ̣.jɔn̪],crysallion,0
106600,106600,crystalla,n,n-p---nn2-,crystall,[krys.'t̪aɫ.la],crystalla,0
106605,106605,cubaturus,a,aps---mn1-,cubatur cubatur cubatur,[kʊ.'ba.t̪ʊ.rʊs],cubaturus,0
106591,c4460,crusculum,n,n-s---nn2-,cruscul,['krʊs.kʊ.ɫũː],crusculum,0
106606,106606,cubatus,n,n-s---mn4-,cubat,['kʊ.ba.t̪ʊs],cubatus,0
