083,transportatio,n,n-s---fn3-,transportation,,,[t̪raːn̪s.pɔr.'t̪a.t̪ɪ̣.jɔ],transportatio,0
117466,m0814,meridionarius,a,aps---mn1-,meridionari meridionari meridionari,,,[mɛ.rɪ.d̪ɪ̣.jɔ.'n̪a.rɪ̣.jʊs],meridionarius,0
117481,m0830,merulentus,a,aps---mn1-,merulent merulent merulent,,,[mɛ.rʊ.'lɛn̪.t̪ʊs],merulentus,0
25033,m0833,merx,n,n-s---fn3i,merc,,,[mɛrks],merx,1
117492,m0845,mesoleucos,n,n-s---mn2g,mesoleuc,,,[mɛ.'sɔɫew.kɔs],mesoleucos,0
117497,m0849,mesonyctius,a,aps---mn1-,mesonycti mesonycti mesonycti,,,[mɛ.sɔ.'n̪yk.t̪ɪ̣.jʊs],mesonyctius,0
117145,m0467,matricalis,a,aps---cn3i,matrical matrical matrical,,,[ma.'t̪rɪ.ka.lɪs],matricalis,0
25055,,milium,n,n-s---nn2-,mili,,,/ˈmi.li.ũ/,milium,1
117678,m1049,minus,a,aps---mn1-,min min min,,29515,['mɪ.n̪ʊs],minus,0
25111,m1177,modifico,v,v1spia--1-,modific modificau modificat,,29519,[mɔˈdɪ.fɪ.koː],modifico,1
132580,m1188,modulor,v,v1spid--1-,modul modulat -,,29520,[ˈmɔ.dʊ.ɫɔr],modulor,0
25040,m0897,meto,v,v1spia--3-,met messu mess,,,[ˈmɛ.toː],meto,1
25123,m1215,molesto,v,v1spia--1-,molest molestau molestat,,29521,[mɔ.'lɛs.t̪oː],molesto,1
117742,m1124,misy,n,n-s---nn3-,misy,"29517,29518",,['mɪ.sy],misy,0
132572,m0893,metior,v,v1spid--4-,met mens -,,29514,[ˈmeː.ti.ɔr],metior,0
58138,m1105,misereo,v,v1spia--2-,miser - misert,,29516,[mɪˈsɛ.re.oː],misereo,1
51115,m1041,ministratrix,n,n-s---fn3-,ministratric,,,[mɪ.'n̪ɪs.t̪ra.t̪rɪks],ministratrix,0
31206,m0913,metropolitanus,a,aps---mn1-,metropolitan metropolitan metropolitan,,,[meː.trɔ.pɔ.liːˈtaː.nʊs],metropolitanus,0
25045,m0915,metuculosus,a,aps---mn1-,metuculos metuculos metuculos,,,[mɛ.t̪ʊ.'kʊ.lɔ.sʊs],metuculosus,1
117569,m0954,miccio,v,v1spia--4-,micc micciu miccit,,,['mɪk.kɪ̣.jɔ],miccio,0
117578,m0962,mictilis,a,aps---cn3i,mictil mictil mictil,,,['mɪk.t̪ɪ.lɪs],mictilis,0
99421,m0966,micturio,v,v1spia--4-,mictur micturiu micturit,,,[mɪk.'t̪ʊ.rɪ̣.jɔ],micturio,0
117594,m0976,miliacus,a,aps---mn1-,miliac miliac miliac,,,[mɪ.'lɪ̣.ja.kʊs],miliacus,0
56113,m9986,miliarius,a,aps---mn1-,miliari miliari miliari,,,[mɪ.lɪ̣.'ja.rɪ̣.jʊs],mĭliarius,0
117608,m0997,milleni,a,app---mn1-,millen millen millen,,,['mɪɫ.lɛ.n̪ɪ],milleni,0
42904,m0889,millesimus,a,aps---mn1-,millesim millesim millesim,,,[miːlˈleː.sɪ.mʊs],millesimus,0
117640,m1023,minctio,n,n-s---fn3-,minction,,,['mɪŋk.t̪ɪ̣.jɔ],minctio,0
117649,m1029,miniarius,a,aps---mn1-,miniari miniari miniari,,,[mɪ.n̪ɪ̣.'ja.rɪ̣.jʊs],miniarius,0
25062,m1042,ministro,v,v1spia--1-,ministr ministrau ministrat,,,/miˈnis.troː/,ministro,1
117665,m1050,minoratio,n,n-s---fn3-,minoration,,,[mɪ.n̪ɔ.'ra.t̪ɪ̣.jɔ],minoratio,0
117679,m0921,minuscularii,n,n-p---mn2-,minusculari,,,[mɪ.n̪ʊs.kʊ.'la.rɪ̣.jɪ],minuscularii,0
33513,m1075,mirabiliarius,n,n-s---mn2-,mirabiliari,,,[mɪ.ra.bɪ.lɪ̣.'ja.rɪ̣.jʊs],mirabiliarius,0
25074,m1080,miraculose,r,rp--------,,,,[mɪ.ra.'kʊ.lɔ.sɛ],miraculose,1
117698,m1073,miratus,n,n-s---mn4-,mirat,,,[miː.'raː.t̪ʊs],miratus,0
25077,m1087,mirifico,v,v1spia--1-,mirific mirificau mirificat,,,/miːˈri.fi.koː/,mirifico,1
99434,m0925,miscellaneus,a,aps---mn1-,miscellane miscellane miscellane,,,[mɪs.'kɛɫ.lan̪ews],miscellaneus,0
117717,m1106,misereuiuium,n,n-s---nn2-,misereuiui,,,[mɪ.sɛr.'ewɪ̣.jʊ.jũː],misereuiuium,0
25085,m1108,misericordia,n,n-s---fn1-,misericordi,,,[mɪ.sɛ.rɪˈkɔr.di.a],misericordia,1
29217,m1118,missicius,a,aps---mn1-,missici missici missici,,,[mɪs.'sɪ.kɪ̣.jʊs],missicius,0
25095,m1143,mitto,v,v1spia--3-,mitt mis miss,,,[ˈmɪt.toː],mitto,1
117761,m1147,mixtarius,n,n-s---mn2-,mixtari,,,[mɪks.'t̪a.rɪ̣.jʊs],mixtarius,0
99447,m1158,mobilito,v,v1spia--1-,mobilit mobilitau mobilitat,,,[mɔ.'bɪ.lɪ.t̪ɔ],mobilito,0
25101,m1160,moderamen,n,n-s---nn3-,moderamin,,,[mɔ.'d̪ɛ.ra.mɛn̪],moderamen,1
48628,m1165,moderatrix,n,n-s---fn3-,moderatric,,,[mɔ.'d̪ɛ.ra.t̪rɪks],moderatrix,0
117774,m1176,modificator,n,n-s---mn3-,modificator,,,[mɔ.d̪ɪ.'fɪ.ka.t̪ɔr],modificator,0
117784,m1193,moechatio,n,n-s---fn3-,moechation,,,['mojkʰa.t̪ɪ̣.jɔ],moechatio,0
99460,m1204,molarius,a,aps---mn1-,molari molari molari,,,[mɔ.'la.rɪ̣.jʊs],molarius,0
117807,m1208,molemonium,n,n-s---nn2-,molemoni,,,[mɔ.lɛ.'mɔ.n̪ɪ̣.jũː],molemonium,0
117808,m1209,molendarius,a,aps---mn1-,molendari molendari molendari,,,[mɔ.lɛn̪.'d̪a.rɪ̣.jʊs],molendarius,0
117830,m1233,mollificus,a,aps---mn1-,mollific mollific mollific,,,[mɔɫ.'lɪ.fɪ.kʊs],mollificus,0
117850,m1254,molossospondios,n,n-s---mn2g,molossospondi,,,[mɔ.lɔs.sɔs.'pɔn̪.d̪ɪ̣.jɔs],molossospondios,0
25134,m1266,momentarius,a,aps---mn1-,momentari momentari momentari,,,[moː.mɛnˈtaː.ri.ʊs],momentarius,1
29109,m1267,momentosus,a,aps---mn1-,momentos momentos momentos,,,[moː.mɛnˈtoː.sʊs],momentosus,0
117860,m1273,monachicus,a,aps---mn1-,monachic monachic monachic,,,[mɔ.'n̪a.kʰɪ.kʊs],monachicus,0
117874,m1286,monazon,n,n-s---mn3i,monazont,,,[mɔ.'n̪az.zɔn̪],monazon,0
117878,m1291,monemeron,n,n-s---nn2g,monemer,,,[mɔ.'n̪ɛ.mɛ.rɔn̪],monemeron,0
117543,m0888,methodice,n,n-s---fn1g,methodic,,,[mɛ.'t̪ʰɔ.d̪ɪ.kɛ],methodice,0
117936,m1341,monotriglyphos,a,aps---mn1g,monotriglyph monotriglyph monotriglyph,,29524,[mɔ.n̪ɔ.'t̪rɪ.gly.pʰʊs],monotriglyphos,0
117958,m1371,monumentalis,a,aps---cn3i,monumental monumental monumental,,,[mɔ.n̪ʊ.'mɛn̪.t̪a.lɪs],monumentalis,0
25213,m1723,munero,v,v1spia--1-,muner munerau munerat,,29522,/ˈmuː.ne.roː/,munero,1
25224,m1781,murmuro,v,v1spia--1-,murmur murmurau murmurat,,29523,[ˈmʊr.mʊ.roː],murmuro,1
25157,m1387,morbidus,a,aps---mn1-,morbid morbid morbid,,,[ˈmɔr.bɪ.dʊs],morbidus,1
117974,m1389,morbifico,v,v1spia--1-,morbific morbificau morbificat,,,[mɔr.'bɪ.fɪ.kɔ],morbifico,0
117990,m1406,morigeratio,n,n-s---fn3-,morigeration,,,[mɔ.rɪ.gɛ.'ra.t̪ɪ̣.jɔ],morigeratio,0
117998,m1414,morochthos,n,n-s---fn2g,morochth,,,[mɔ.'rɔkʰ.t̪ʰɔs],morochthos,0
39414,m1430,morticinus,a,aps---mn1-,morticin morticin morticin,,,[mɔr.tɪˈkiː.nʊs],morticinus,0
118010,m1434,mortificus,a,aps---mn1-,mortific mortific mortific,,,[mɔr.'t̪ɪ.fɪ.kʊs],mortificus,0
99496,m1642,multiforabilis,a,aps---cn3i,multiforabil multiforabil multiforabil,,,[mʊɫ.t̪ɪ.fɔ.'ra.bɪ.lɪs],multiforabilis,0
118109,m1647,multifructus,a,aps---mn1-,multifruct multifruct multifruct,,,[mʊɫ.t̪ɪf.'rʊk.t̪ʊs],multifructus,0
118119,m1656,multimeter,a,aps---mn1r,multimetr multimetr multimetr,,,[mʊɫ.'t̪ɪ.mɛ.t̪ɛr],multimeter,0
118124,m1660,multinubus,a,aps---mn1-,multinub multinub multinub,,,[mʊɫ.'t̪ɪ.n̪ʊ.bʊs],multinubus,0
118129,m1663,multipertitus,a,aps---mn1-,multipertit multipertit multipertit,,,[mʊɫ.t̪ɪ.'pɛr.t̪ɪ.t̪ʊs],multipertitus,0
25200,m1669,multiplicator,n,n-s---mn3-,multiplicator,,,[mʊɫ.t̪ɪ.'plɪ.ka.t̪ɔr],multiplicator,1
118142,m1682,multisonus,a,aps---mn1-,multison multison multison,,,[mʊɫ.'t̪ɪ.sɔ.n̪ʊs],multisonus,0
118154,m1701,mundatorius,a,aps---mn1-,mundatori mundatori mundatori,,,[mʊn̪.d̪a.'t̪ɔ.rɪ̣.jʊs],mundatorius,0
118163,m1709,mundipotens,a,aps---an3i,mundipotent mundipotent mundipotent,,,[mʊn̪.'d̪ɪ.pɔ.t̪eːn̪s],mundipotens,0
118181,m1732,munico,v,v1spia--1-,munic municau municat,,,['mʊ.n̪ɪ.kɔ],munico,0
118184,m1735,munifex,n,n-s---cn3-,munific,,,['mʊ.n̪ɪ.fɛks],munifex,0
118186,m1738,munificius,a,aps---mn1-,munifici munifici munifici,,,[mʊ.n̪ɪ.'fɪ.kɪ̣.jʊs],munificius,0
54203,m1746,munitiuncula,n,n-s---fn1-,munitiuncul,,,[mʊ.n̪ɪ.t̪ɪ̣.'jʊŋ.kʊ.la],munitiuncula,0
25220,m1754,muralis,a,aps---cn3i,mural mural mural,,,[muːˈraː.lɪs],muralis,1
118207,m1764,muricatus,a,aps---mn1-,muricat muricat muricat,,,[mʊ.'rɪ.ka.t̪ʊs],muricatus,0
99513,m1755,muricidus,a,aps---mn1-,muricid muricid muricid,,,[mʊ.'rɪ.kɪ.d̪ʊs],muricidus,0
118214,m1773,murmillonicus,a,aps---mn1-,murmillonic murmillonic murmillonic,,,[mʊr.mɪɫ.'lɔ.n̪ɪ.kʊs],murmillonicus,0
38632,m0936,murreus,a,aps---mn1-,murre murre murre,,,['mʊrrews],murreus,0
118251,m1808,muscarius,a,aps---mn1-,muscari muscari muscari,,,[mʊs.'ka.rɪ̣.jʊs],muscarius,0
118254,m1810,muscerda,n,n-s---fn1-,muscerd,,,[mʊs.'kɛr.d̪a],muscerda,0
133021,m1827,musinor,v,v1spid--1-,musin musinat -,,,['mʊ.sɪ.n̪ɔr],musinor,0
118273,m1833,mussitator,n,n-s---mn3-,mussitator,,,[mʊs.'sɪ.t̪a.t̪ɔr],mussitator,0
25236,m1848,mutabilitas,n,n-s---fn3-,mutabilitat,,,[mʊ.t̪a.'bɪ.lɪ.t̪as],mutabilitas,1
25242,m1874,mutulus,n,n-s---mn2-,mutul,,,[ˈmuː.tʊ.ɫʊs],mŭtulus,1
25168,m9799,morsus,n,n-s---mn4-,mors,,,[ˈmɔr.sʊs],morsus,1
38720,m1342,monotropus,n,n-s---mn2-,independent independent independent,,,[mɔ.'n̪ɔ.t̪rɔ.pʊs],monotropus,0
99470,m1349,monstrifer,a,aps---mn1r,monstrifer monstrifer monstrifer,,,['mɔːn̪st̪rɪ.fɛr],monstrifer,0
25149,m1351,monstrificus,a,aps---mn1-,monstrific monstrific monstrific,,,['mɔːn̪st̪rɪ.fɪ.kʊs],monstrificus,1
56561,m1360,montanus,n,n-s---mn2-,montan montan montan,,,/monˈtaː.nus/,montanus,0
31433,m1415,morologus,a,aps---mn1-,morolog morolog morolog,,,['mɔ.rɔ.lɔgʷs],morologus,0
50323,m1899,myrepsicus,a,aps---mn1-,myrepsic myrepsic myrepsic,,,[my.'rɛp.sɪ.kʊs],myrepsicus,0
25317,n0761,nequiquam,r,rp--------,,,"29525,29526,29527",[neːˈkᶣiː.kʷã],nequiquam,1
118343,m1895,myosota,n,n-s---fn1-,myosot,,"29528,29529",[my.'jɔ.sɔ.t̪a],myosota,0
118355,m1908,myrmecitis,n,n-s---fn3-,myrmecitid,,,[myr.'mɛ.kɪ.t̪ɪs],myrmecitis,0
99535,m1913,myropolium,n,n-s---nn2-,myropoli,,,[my.rɔ.'pɔ.lɪ̣.jũː],myropolium,0
118376,m1792,myrtaceus,a,aps---mn1-,myrtace myrtace myrtace,,,['myr.t̪akews],myrtaceus,0
118385,m1923,myrtis,n,n-s---fn3-,myrtid,,,['myr.t̪ɪs],myrtis,0
118386,m0628,myrtites,n,n-s---mn1g,myrtit,,,['myr.t̪ɪ.t̪ɛs],myrtites,0
118403,m1940,mythologiae,n,n-p---fn1-,mythologi,,,[my.t̪ʰɔ.'lɔ.gɪ̣.jaj],mythologiae,0
118430,n0014,napaeus,a,aps---mn1-,napae napae napae,,,['n̪apews],napaeus,0
25252,n0024,narcissus,n,n-s---mn2-,narciss,,,[n̪ar.'kɪs.sʊs],narcissus,1
118445,n0027,nardostachyon,n,n-s---nn2g,nardostachy,,,[n̪ar.d̪ɔs.'t̪a.kʰy.jɔn̪],nardostachyon,0
118456,n9038,narratorius,a,aps---mn1-,narratori narratori narratori,,,[n̪ar.ra.'t̪ɔ.rɪ̣.jʊs],narratorius,0
118484,n0060,natatilis,a,aps---cn3i,natatil natatil natatil,,,[n̪a.'t̪a.t̪ɪ.lɪs],natatilis,0
25262,n0062,natator,n,n-s---mn3-,natator,,,['n̪a.t̪a.t̪ɔr],natator,1
25276,n0076,naualis,a,aps---cn3i,naual naual naual,,,[naːˈwaː.lɪs],naualis,1
118524,n0097,nauigator,n,n-s---mn3-,nauigator,,,[n̪a.'wɪ.ga.t̪ɔr],nauigator,0
99551,n0115,nauseabundus,a,aps---mn1-,nauseabund nauseabund nauseabund,,,[n̪aw.sɛ̣.ja.'bʊn̪.d̪ʊs],nauseabundus,0
118539,n0120,naustibulum,n,n-s---nn2-,naustibul,,,[n̪aws.'t̪ɪ.bʊ.ɫũː],naustibulum,0
25274,n0122,nauta,n,n-s---mn1-,naut,,,/ˈnau̯.ta/,nauta,1
32975,n0138,nebulosus,a,aps---mn1-,nebulos nebulos nebulos,,,[nɛ.bʊˈɫoː.sʊs],nebulosus,0
118556,n0139,necatrix,n,n-s---fn3-,necatric,,,['n̪ɛ.ka.t̪rɪks],necatrix,0
25290,n0141,necessarius,a,aps---mn1-,necessari necessari necessari,,,[n̪ɛ.kɛs.'sa.rɪ̣.jʊs],necessarius,1
118567,n0156,necrothytus,a,aps---mn1-,necrothyt necrothyt necrothyt,,,[n̪ɛ.'krɔ.t̪ʰy.t̪ʊs],necrothytus,0
118589,n0173,negantinummius,a,aps---mn1-,negantinummi negantinummi negantinummi,,,[n̪ɛ.gan̪.t̪ɪ.'n̪ʊ.mmɪ̣.jʊs],negantinummius,0
25302,n9767,neglectus,n,n-s---mn4-,neglect,,,[n̪ɛ.'gleː.kt̪ʊs],neglectus,1
25304,n9760,neglegentia,n,n-s---fn1-,neglegenti,,,[n̪ɛ.glɛ.'gɛ.n̪t̪ɪ̣.ja],neglegentia,1
118613,n0191,negotinummius,a,aps---mn1-,negotinummi negotinummi negotinummi,,,[n̪ɛ.gɔ.t̪ɪ.'n̪ʊ.mmɪ̣.jʊs],negotinummius,0
132590,n0193,negotior,v,v1spid--1-,negoti negotiat -,,,[nɛˈɡoː.ti.ɔr],negotior,0
118637,n0221,nephriticus,a,aps---mn1-,nephritic nephritic nephritic,,,[n̪ɛ.'pʰrɪ.t̪ɪ.kʊs],nephriticus,0
25314,n0224,nepos,n,n-s---mn3-,nepot,,,[ˈnɛ.poːs],nepos,1
118653,n0237,nerium,n,n-s---nn2-,neri,,,['n̪ɛ.rɪ̣.jũː],nerium,0
118660,n0243,neruinus,a,aps---mn1-,neruin neruin neruin,,,[n̪ɛ.'ruj.n̪ʊs],neruinus,0
118680,n0257,neurobates,n,n-s---mn1g,neurobat,,,['n̪ewrɔ.ba.t̪ɛs],neurobates,0
118691,n0265,nexibilis,a,aps---cn3i,nexibil nexibil nexibil,,,[n̪ɛk.'sɪ.bɪ.lɪs],nexibilis,0
118711,n0279,nidicus,a,aps---mn1-,nidic nidic nidic,,,['n̪ɪ.d̪ɪ.kʊs],nidicus,0
118723,n0296,nigricolor,a,aps---an3-,nigricolor nigricolor nigricolor,,,[n̪ɪ.'grɪ.kɔ.lɔr],nigricolor,0
99578,n0312,nimium,n,n-s---nn2-,nimi,,,['n̪ɪ.mɪ̣.jũː],nimium,0
118741,n0316,ningulus,a,aps---mn1-,ningul ningul ningul,,,['n̪ɪŋ.gʷlʊs],ningulus,0
25335,n0325,niteo,v,v1spia--2-,nit nitu nix,,,[ˈnɪ.te.oː],niteo,1
118777,n0449,nocibilis,a,aps---cn3i,nocibil nocibil nocibil,,,[n̪ɔ.'kɪ.bɪ.lɪs],nocibilis,0
118786,n0461,noctisurgium,n,n-s---nn2-,noctisurgi,,,[n̪ɔk.t̪ɪ.'sʊr.gɪ̣.jũː],noctisurgium,0
25345,n0465,noctua,n,n-s---fn1-,noctu,,,[ˈnɔk.tʊ.a],noctua,1
99588,n0471,noctuuigilus,a,aps---mn1-,noctuuigil noctuuigil noctuuigil,,,[n̪ɔk.t̪ʊ.'wɪ.gɪ.lʊs],noctuuigilus,0
118805,n0490,noluntas,n,n-s---fn3-,noluntat,,,[n̪ɔ.'lʊn̪.t̪as],noluntas,0
25351,n0501,nominatiuus,a,aps---mn1-,nominatiu nominatiu nominatiu,,,[noː.mɪ.naːˈtiː.wʊs],nominatiuus,1
118818,n0502,nominatorius,a,aps---mn1-,nominatori nominatori nominatori,,,[n̪ɔ.mɪ.n̪a.'t̪ɔ.rɪ̣.jʊs],nominatorius,0
118849,n0522,nonuncium,n,n-s---nn2-,nonunci,,,[n̪ɔ.'n̪ʊŋ.kɪ̣.jũː],nonuncium,0
118852,n0526,normalis,a,aps---cn3i,normal normal normal,,,['n̪ɔr.ma.lɪs],normalis,0
38215,n0533,noscito,v,v1spia--1-,noscit noscitau noscitat,,,/ˈnoːs.ki.toː/,noscito,0
25359,n0535,nosocomium,n,n-s---nn2-,nosocomi,,,[n̪ɔ.sɔ.'kɔ.mɪ̣.jũː],nosocomium,1
25411,n0735,nympha,n,n-s---fn1-,nymph,,29530,[ˈnʏm.pʰa],nympha,1
33342,n0730,nyctegreton,n,n-s---nn2g,nyctegret,,"29531,29532",[n̪yk.'t̪ɛ.grɛ.t̪ɔn̪],nyctegreton,0
25369,n0581,nouicius,a,aps---mn1-,nouici nouici nouici,,,[nɔˈwiː.ki.ʊs],nouicius,1
118908,n0584,nouissimalis,a,aps---cn3i,nouissimal nouissimal nouissimal,,,[n̪ɔ.wɪs.'sɪ.ma.lɪs],nouissimalis,0
25374,n0586,nouo,v,v1spia--1-,nou nouau nouat,,,['n̪ɔ.wɔ],nouo,1
118916,n0592,noxialis,a,aps---cn3i,noxial noxial noxial,,,[n̪ɔk.'sɪ̣.ja.lɪs],noxialis,0
118920,n0593,noxitudo,n,n-s---fn3-,noxitudin,,,[n̪ɔk.'sɪ.t̪ʊ.d̪ɔ],noxitudo,0
25382,n0603,nubilosus,a,aps---mn1-,nubilos nubilos nubilos,,,[nuː.bɪˈɫoː.sʊs],nubilosus,1
118937,n0774,nucifer,a,aps---mn1r,nucifer nucifer nucifer,,,['n̪ʊ.kɪ.fɛr],nucifer,0
118951,n0622,nudipedalia,n,n-p---nn3i,nudipedal,,,[n̪ʊ.d̪ɪ.pɛ.'d̪a.lɪ̣.ja],nudipedalia,0
33617,n0630,nugacitas,n,n-s---fn3-,nugacitat,,,[n̪ʊ.'ga.kɪ.t̪as],nugacitas,0
118972,n0646,nullificatio,n,n-s---fn3-,nullification,,,[n̪ʊɫ.lɪ.fɪ.'ka.t̪ɪ̣.jɔ],nullificatio,0
118981,n0654,numerarius,a,aps---mn1-,numerari numerari numerari,,,[n̪ʊ.mɛ.'ra.rɪ̣.jʊs],numerarius,0
25391,n0655,numeratio,n,n-s---fn3-,numeration,,,[nʊ.mɛˈraː.ti.oː],numeratio,1
25398,n0673,nuncupatio,n,n-s---fn3-,nuncupation,,,[nuːŋ.kʊˈpaː.ti.oː],nuncupatio,1
118996,n0674,nuncupatiuus,a,aps---mn1-,nuncupatiu nuncupatiu nuncupatiu,,,[n̪ʊŋ.kʊ.'pa.t̪ɪ.wʊs],nuncupatiuus,0
119010,n0694,nuptalicius,a,aps---mn1-,nuptalici nuptalici nuptalici,,,[n̪ʊp.t̪a.'lɪ.kɪ̣.jʊs],nuptalicius,0
25405,n0710,nuto,v,v1spia--1-,nut nutau nutat,,,/ˈnuː.toː/,nuto,1
119026,n0713,nutribilis,a,aps---cn3i,nutribil nutribil nutribil,,,[n̪ʊ.'t̪rɪ.bɪ.lɪs],nutribilis,0
119038,n0722,nutritor,n,n-s---mn3-,nutritor,,,['n̪ʊ.t̪rɪ.t̪ɔr],nutritor,0
119049,n0731,nycteris,n,n-s---fn3-,nycterid,,,['n̪yk.t̪ɛ.rɪs],nycteris,0
119062,o0008,obagito,v,v1spia--1-,obagit obagitau obagitat,,,[ɔ.'ba.gɪ.t̪ɔ],obagito,0
40988,o0010,obambulo,v,v1spia--1-,obambul obambulau obambulat,,,[ɔˈbam.bʊ.ɫoː],obambulo,0
119073,o9988,obauditus,n,n-s---mn4-,obaudit,,,[ɔ.'baw.d̪ɪ.t̪ʊs],obauditus,0
99630,o0023,obbrutesco,v,v1spia--3-,obbrutesc obbrutu -,,,[ɔb.'brʊ.t̪ɛ.skɔ],obbrutesco,0
119083,o0033,obduratio,n,n-s---fn3-,obduration,,,[ɔb.d̪ʊ.'ra.t̪ɪ̣.jɔ],obduratio,0
25420,o0036,obesus,a,aps---mn1-,obes obes obes,,,['ɔ.bɛ.sʊs],obesus,1
119102,o0054,obiectaculum,n,n-s---nn2-,obiectacul,,,[ɔ.bɪ̣.jɛk.'t̪a.kʊ.ɫũː],obiectaculum,0
119112,o0059,obilla,n,n-s---fn1-,obill,,,[ɔ.'bɪɫ.la],obilla,0
119118,o0069,obiuro,v,v1spia--1-,obiur obiurau obiurat,,,[ɔ.'bɪ̣.jʊ.rɔ],obiuro,0
119130,o0081,oblectabilis,a,aps---cn3i,oblectabil oblectabil oblectabil,,,[ɔ.blɛ.'kt̪a.bɪ.lɪs],oblectabilis,0
25426,o0082,oblectamen,n,n-s---nn3-,oblectamin,,,[ɔ.'blɛ.kt̪a.mɛn̪],oblectamen,1
119146,o0100,obliquatio,n,n-s---fn3-,obliquation,,,[ɔ.blɪ.'kʷa.t̪ɪ̣.jɔ],obliquatio,0
25433,o0107,oblittero,v,v1spia--1-,oblitter oblitterau oblitterat,,,[ɔˈblɪt.tɛ.roː],oblittero,1
119160,o0117,oblongulus,a,aps---mn1-,oblongul oblongul oblongul,,,['ɔ.blɔ.ŋgʷlʊs],oblongulus,0
119172,o0130,obmento,v,v1spia--1-,obment obmentau obmenta,,,['ɔ.bmɛ.n̪t̪ɔ],obmento,0
119174,o0134,obmordeo,v,v1spia--2-,,,,[ɔ.'bmɔ.rd̪ɛ̣.jɔ],obmordeo,0
25441,o0147,obnoxius,a,aps---mn1-,obnoxi obnoxi obnoxi,,,[ɔbˈnɔk.si.ʊs],obnoxius,1
25445,o0144,oboedientia,n,n-s---fn1-,oboedienti,,,[ɔboj.d̪ɪ̣.'jɛn̪.t̪ɪ̣.ja],oboedientia,1
119193,o0158,oboeditor,n,n-s---mn3-,oboeditor,,,['ɔboj.d̪ɪ.t̪ɔr],oboeditor,0
132602,o0162,oborior,v,v1spid--4-,obor obort -,,,[ɔˈbɔ.ri.ɔr],oborior,0
119206,o0168,obrepticius,a,aps---mn1-,obreptici obreptici obreptici,,,[ɔ.brɛ.'pt̪ɪ.kɪ̣.jʊs],obrepticius,0
99649,o0178,obrogatio,n,n-s---fn3-,obrogation,,,[ɔ.brɔ.'ga.t̪ɪ̣.jɔ],obrogatio,0
119225,o0189,obsaluto,v,v1spia--1-,obsalut obsalutau obsaluta,,,[ɔp.'sa.lʊ.t̪ɔ],obsaluto,0
25457,o0205,obsecro,v,v1spia--1-,obsecr obsecrau obsecrat,,,[ˈɔ.psɛ.kroː],obsecro,1
119237,o0206,obsecula,n,n-s---fn1-,obsecul,,,[ɔp.'sɛ.kʊ.la],obsecula,0
119247,o0214,obsequialis,a,aps---cn3i,obsequial obsequial obsequial,,,[ɔp.sɛ.'kʷɪ̣.ja.lɪs],obsequialis,0
119264,o0234,obsibilo,v,v1spia--1-,obsibil obsibilau obsibilat,,,[ɔp.'sɪ.bɪ.lɔ],obsibilo,0
25467,o0239,obsidio,n,n-s---fn3-,obsidion,,,[ɔp.'sɪ.d̪ɪ̣.jɔ],obsidio,1
25375,n0587,nouus,a,aps---mn1-,nou nou nou,,,[ˈnɔ.wʊs],nouus,1
99603,n0340,nouendialis,a,aps---cn3i,nouendial nouendial nouendial,,,[n̪ɔ.wɛn̪.'d̪ɪ̣.ja.lɪs],nouendialis,0
119296,o0274,obstrepitaculum,n,n-s---nn2-,obstrepitacul,,,[ɔps.t̪rɛ.pɪ.'t̪a.kʊ.ɫũː],obstrepitaculum,0
25505,o0387,occido,v,v1spia--3-,occid occid occas,,,[ˈɔk.kɪ.doː],occĭdo,1
119299,o0278,obstrictio,n,n-s---fn3-,obstriction,,,[ɔps.'t̪rɪ.kt̪ɪ̣.jɔ],obstrictio,0
119302,o0279,obstrigillator,n,n-s---mn3-,obstrigillator,,,[ɔps.t̪rɪ.'gɪ.ɫla.t̪ɔr],obstrigillator,0
55187,o0293,obsurdesco,v,v1spia--3-,obsurdesc obsurdu -,,,[ɔ.psʊrˈdeːs.koː],obsurdesco,0
31995,o0296,obtemperatio,n,n-s---fn3-,obtemperation,,,[ɔp.t̪ɛm.pɛ.'ra.t̪ɪ̣.jɔ],obtemperatio,0
25485,o0300,obtenebro,v,v1spia--1-,obtenebr obtenebrau obtenebrat,,,[ɔpˈtɛ.nɛ.broː],obtenebro,1
132605,o0304,obtestor,v,v1spid--1-,obtest obtestat -,,,[ɔpˈtɛs.tɔr],obtestor,0
119330,o0306,obticentia,n,n-s---fn1-,obticenti,,,[ɔp.t̪ɪ.'kɛn̪.t̪ɪ̣.ja],obticentia,0
25494,o0317,obtrectator,n,n-s---mn3-,obtrectator,,,[ɔp.'t̪rɛ.kt̪a.t̪ɔr],obtrectator,1
119344,o0321,obtruncatio,n,n-s---fn3-,obtruncation,,,[ɔp.t̪rʊ.'ŋka.t̪ɪ̣.jɔ],obtruncatio,0
119359,o0332,obtusiangulus,a,aps---mn1-,obtusiangul obtusiangul obtusiangul,,,[ɔp.t̪ʊ.sɪ̣.'jaŋ.gʷlʊs],obtusiangulus,0
119360,o0333,obtusio,n,n-s---fn3-,obtusion,,,[ɔp.'t̪ʊ.sɪ̣.jɔ],obtusio,0
119363,o0339,obuallus,a,aps---mn1-,obuall obuall obuall,,,[ɔ.bʊ.'jaɫ.lʊs],obuallus,0
119373,o0347,obuerbero,v,v1spia--1-,obuerber obuerberau obuerberat,,,[ɔ.bʊ.'jɛr.bɛ.rɔ],obuerbero,0
