id,type,source,target
289301,\,21990,21991
289302,\,21988,21993
289303,/,21994,21995
289304,\,22000,21995
289305,/,21998,106691
289306,/,21998,21994
289307,/,21998,106693
289308,/,21998,21995
289309,/,21998,106695
289310,/,21998,21996
289311,/,21998,48394
289312,/,21998,39127
289313,/,21998,21997
289314,/,21998,42264
289315,/,21998,33450
289316,/,21998,98073
289317,/,21998,48838
289318,/,21998,40272
289319,/,21998,29231
289320,/,21998,22000
289321,/,22000,106691
289322,/,22000,21994
289323,/,22000,106693
289324,/,22000,106695
289325,/,22000,21996
289326,/,22000,48394
289327,/,22000,39127
289328,/,22000,21997
289329,/,22000,42264
289330,/,22000,33450
289331,/,22000,98073
289332,/,22000,48838
289333,/,22000,21998
289334,/,22000,40272
289335,/,22000,21999
289336,\,45069,22011
289337,\,22009,22011
289338,/,22014,112212
289339,/,22017,22016
289340,/,22024,49123
289341,/,22034,39663
289342,/,22035,53411
289343,/,22035,22036
289344,/,22035,22037
289345,/,22039,106808
289346,/,22039,38418
289347,\,22048,132397
289348,\,106821,22051
289349,\,46125,22052
289350,\,22057,22052
289351,\,53113,22052
289352,\,22058,22052
289353,\,22054,98086
289354,/,22058,46125
289355,/,22058,22057
289356,\,22072,22062
289357,\,22093,22067
289358,\,22095,22067
289359,\,22065,22076
289360,\,55752,22076
289361,\,22066,22076
289362,\,22077,22076
289363,\,45981,22079
289364,\,45862,22079
289365,/,22084,22083
289366,/,22084,98093
289367,/,22084,28983
289368,/,22084,49028
289369,/,22091,22092
289370,/,22093,106927
289371,/,22093,22094
289372,/,22093,22095
289373,/,22093,106928
289374,/,22095,22094
289375,\,22105,22099
289376,/,22099,37677
289377,/,22099,35354
289378,/,22099,22090
289379,/,22105,22102
289380,/,22105,22103
289381,/,22105,40726
289382,/,22105,22104
289383,/,22105,49084
289384,\,22113,22114
289385,\,52007,22114
289386,\,22116,22115
289387,\,22117,22115
289388,\,34533,22115
289389,\,55070,22125
289390,\,22127,22125
289391,\,22129,22125
289392,\,106988,22125
289393,\,22126,22128
289394,\,57535,22128
289395,\,22187,22130
289396,\,22188,22130
289397,\,22189,22130
289398,\,22137,22135
289399,\,53227,22135
289400,\,46016,22146
289401,\,44792,22146
289402,\,107017,22147
289403,\,33119,22147
289404,/,22150,22149
289405,/,22150,48548
289406,/,22150,22151
289407,\,22149,22151
289409,\,22158,132401
289410,\,22159,132401
289411,\,30679,22173
289412,\,51569,22179
289413,\,37684,22179
289414,\,37886,22179
289415,/,22188,22187
289416,\,22191,22193
289417,\,22192,22193
289418,/,22196,22197
289419,/,22199,107094
289420,/,22199,107107
289421,/,22199,31509
289422,\,51938,22202
289423,\,29204,22202
289424,\,41066,22202
289425,/,22206,37121
289426,/,22206,28593
289427,/,22206,22214
289428,\,46704,22207
289429,\,36526,22207
289430,\,52902,22207
289431,\,22209,22210
289432,/,22213,37121
289433,/,22213,22206
289434,/,22213,22214
289435,/,22222,22219
289436,/,22222,22220
289437,/,22222,22221
289438,/,22222,22223
289439,\,22234,22232
289440,\,22257,22247
289441,\,58147,22247
289442,\,22260,22262
289443,\,40200,22262
289444,\,22266,22268
289445,\,107204,22271
289446,\,44986,22271
289447,\,43119,22271
289448,\,40829,22271
289449,\,22280,22271
289450,\,107207,22271
289451,\,44003,22271
289452,\,52578,22271
289453,\,56722,22298
289454,\,47855,22298
289455,\,22301,22302
289456,\,35817,22310
289457,\,22319,22312
289458,\,22320,22312
289459,\,22321,22312
289460,\,31862,22328
289461,/,22328,107284
289462,/,22328,38558
289463,/,22328,39265
289464,/,22328,39790
289465,/,22328,36657
289466,/,22328,54159
289467,/,22328,53687
289468,\,39087,22330
289469,\,22347,22344
289470,\,22348,22344
289471,\,22349,22344
289472,/,22353,30363
289473,/,22353,50367
289474,\,30363,22354
289475,\,42826,22361
289476,/,22374,98142
289477,/,22374,22373
289478,/,22378,29413
289479,/,22378,35355
289480,/,22378,107355
289481,/,22378,27210
289482,/,22386,22387
289483,/,22388,22387
289484,\,34777,22398
289485,\,107375,22398
289486,\,22404,22405
289487,\,22416,22419
289488,\,48887,22433
289489,\,22431,22443
289490,\,107406,22443
289491,\,46218,22443
289492,\,51874,22444
289493,\,22448,22451
289494,\,22449,22451
289495,\,22450,22451
289496,\,53243,22467
289497,/,22468,22469
289498,/,22468,107446
289499,\,98157,22469
289500,/,22470,40701
289501,/,22477,107461
289502,/,22477,36494
289503,/,22477,98159
289504,/,22477,53381
289505,/,22477,22478
289506,\,107461,22478
289507,\,22476,22478
289508,/,22479,98161
289509,\,42142,22485
289510,/,22485,107505
289511,/,22485,56066
289512,/,22485,42970
289513,\,35406,22495
289514,\,22501,22497
289515,\,22504,22497
289516,\,107581,22499
289517,\,38593,22499
289518,\,22500,22499
289519,/,22499,22497
289520,/,22499,34469
289521,/,22499,28996
289522,/,22499,107580
289523,/,22499,22501
289524,/,22499,30132
289525,/,22499,58060
289526,/,22499,22502
289527,/,22499,22503
289528,/,22499,107591
289529,/,22499,22504
289530,/,22500,22497
289531,/,22500,35130
289532,/,22500,51633
289533,/,22500,34469
300668,/,55463,102247
289535,/,22500,107580
289536,/,22500,44657
289537,/,22500,107581
289538,/,22500,22501
289539,/,22500,30132
289540,/,22500,58060
289541,/,22500,22502
289542,/,22500,22503
289543,/,22500,107591
289544,/,22500,22504
289545,\,38208,22501
289546,\,35130,22502
289547,\,51633,22502
289548,\,34469,22502
289549,\,28996,22502
289550,/,22503,35130
289551,/,22503,51633
289552,/,22503,34469
289553,/,22503,28996
289554,/,22503,107580
289555,/,22503,22499
289556,/,22503,107581
289557,/,22503,38593
289558,/,22503,22500
289559,/,22503,22501
289560,/,22503,38208
289561,/,22503,30132
289562,/,22503,58060
289563,/,22503,22502
289564,/,22503,107591
289565,/,22503,22504
289566,/,22504,35130
289567,/,22504,51633
289568,/,22504,34469
289569,/,22504,28996
289570,/,22504,107580
289571,/,22504,22499
289572,/,22504,44657
289573,/,22504,107581
289574,/,22504,22500
289575,/,22504,22501
289576,/,22504,38208
289577,/,22504,30132
289578,/,22504,58060
289579,/,22505,21416
289580,\,44114,22507
289581,\,22512,22514
289582,\,22513,22514
289583,\,22540,22514
289584,\,98171,22514
289585,\,53131,22514
289586,\,22517,98169
289587,/,22517,41142
289588,/,22517,29157
289589,/,22517,49976
289590,\,50288,22523
289591,\,46622,22526
289592,\,36328,22526
289593,\,22531,22533
289594,\,22535,132434
289595,\,22536,132434
289596,\,22542,22547
289597,\,107669,22547
289598,\,22543,22547
289599,\,22546,22547
289600,\,107681,22550
289601,\,22552,22550
289602,/,22561,22562
289603,/,22564,22568
289604,\,107760,22573
289605,\,22587,22573
289606,\,34130,22573
289607,\,22589,22573
289608,\,22575,22576
289609,\,22577,22578
289610,\,44468,22578
289611,/,22578,107772
289612,/,22578,52295
289613,/,22578,98183
289614,/,22578,42122
289615,\,22582,22584
289616,\,22585,22586
289617,\,98194,22600
289618,\,98198,22614
289619,\,22616,22617
289620,/,22618,57518
289621,\,22625,22624
289622,\,107948,22624
289623,\,42724,22624
289624,\,22626,22624
289625,/,22625,44731
289626,/,22625,107948
289627,/,22625,56603
289628,/,22625,42724
289629,/,22625,22626
289630,/,22625,22627
289631,/,22626,44731
289632,/,22626,22625
289633,/,22626,56603
289634,/,22626,42724
289635,/,22626,22627
289636,\,22638,22637
289637,\,42643,22637
289638,/,22639,107967
289639,/,22642,53851
289640,\,39756,22647
289641,\,107990,22647
289642,\,107991,22647
289643,\,31830,22656
289644,\,22671,22663
289645,\,37091,22663
289646,\,108054,22663
289647,\,22672,22663
289648,\,108041,22664
289649,/,22665,41694
289650,/,22665,30893
289651,/,22665,108047
289652,/,22665,39463
289653,/,22665,22666
289654,/,22665,30925
289655,/,22665,98222
289656,/,22665,108050
289657,/,22665,98228
289658,/,22665,22676
289659,\,98221,22667
289660,\,98222,22667
289661,\,56687,22674
289662,\,30893,22676
289663,\,108046,22676
289664,\,108047,22676
289665,\,98221,22676
289666,\,98222,22676
289667,\,108050,22676
289668,\,22657,22676
289669,/,22676,52308
289670,/,22508,43444
289671,\,44852,22508
289672,\,25026,22508
289673,\,33718,22508
289674,\,44632,22508
289675,/,22676,58027
289676,/,22676,54854
289677,/,22676,37394
289678,/,22676,33296
289679,\,57212,22677
289680,\,22038,22677
289681,\,22039,22677
289682,\,38418,22677
289683,\,22680,22678
289684,\,22681,22680
289685,\,22683,22680
289686,/,22680,98229
289687,/,22680,108077
289688,/,22680,98230
289689,/,22680,47722
289690,/,22680,45704
289691,/,22680,108083
289692,/,22680,108089
289693,/,22680,22682
289694,/,22680,22684
289695,/,22681,22678
289696,/,22681,98230
289697,/,22681,47722
289698,/,22681,22684
289699,\,39506,22690
289700,\,108116,22690
289701,\,22692,22690
289702,/,22692,39506
289703,/,22692,35527
289704,/,22694,29456
289705,/,22694,22693
289706,/,22696,108134
289707,/,22696,44882
289708,/,22696,22695
289709,/,22696,55755
289710,/,22696,108140
289711,/,22696,53465
289712,/,22696,108151
289713,/,22696,108152
289714,/,22696,108160
289715,/,22696,34896
289716,/,22696,22707
289717,/,22696,22708
289718,\,22698,132444
289719,\,22699,132444
289720,\,108138,22703
289721,\,22697,22703
289722,\,22698,22703
289723,\,22699,22703
289724,\,46823,22703
289725,\,22700,22703
289726,\,22701,22703
289727,/,22705,22704
289728,\,22703,22708
289729,\,34896,22708
289730,\,22707,22708
289731,/,22709,22677
289732,/,22709,36656
289733,/,22709,22711
289734,/,22709,22712
289735,\,36656,22711
289736,/,22712,22677
289737,/,22712,22709
289738,/,22712,22711
289739,/,22712,43444
289740,/,22715,34465
289741,\,108182,22716
289742,\,52720,22718
289743,\,108203,22718
289744,\,22719,22718
289745,\,47049,22718
289746,\,22720,22718
289747,/,22724,48311
289748,/,22724,22727
289749,/,22724,22728
289750,/,22724,108245
289751,/,22724,36581
289752,/,22724,22725
289753,/,22724,22726
289754,\,22725,22726
289755,\,108250,22726
289756,\,44868,22730
289757,\,28537,22730
289758,\,58023,22730
289759,\,22753,22730
289760,\,108268,22732
289761,/,22732,22730
289762,/,22732,108269
289763,/,22732,58023
289764,\,22733,22735
289765,\,108272,22735
289766,\,99908,22735
289767,/,22737,108280
289768,/,22737,108282
289769,/,22737,55837
289770,/,22737,108286
289771,/,22737,108288
289772,/,22737,49934
289773,/,22737,38105
289774,/,22737,108290
289775,/,22737,108294
289776,/,22737,108295
289777,/,22737,56651
289778,/,22737,108297
289779,/,22737,22738
289780,/,22737,108300
289781,/,22737,55608
289782,/,22737,108301
289783,/,22737,22739
289784,/,22737,22741
289785,/,22737,55903
300669,\,50950,55465
289787,\,108286,22738
289788,\,56651,22738
289789,\,108301,22738
289790,\,22740,22738
289791,\,55903,22738
289792,/,22740,108280
289793,/,22740,108282
289794,/,22740,22737
289795,/,22740,55837
289796,/,22740,108286
289797,/,22740,108288
289798,/,22740,49934
289799,/,22740,38105
289800,/,22740,108289
289801,/,22740,108290
289802,/,22740,108294
289803,/,22740,108295
289804,/,22740,56651
289805,/,22740,108297
289806,/,22740,108300
289807,/,22740,55608
289808,/,22740,108301
289809,/,22740,22739
289810,/,22740,22741
289811,/,22740,55903
289812,/,22740,22742
289813,\,108282,22741
289814,\,22745,22748
289815,\,108340,22748
289816,/,22750,98263
289817,/,22750,41749
289818,/,22750,58204
289819,/,22750,31265
289820,/,22750,22751
289821,/,22750,22752
289822,\,37366,22751
289823,\,43117,22752
289824,\,22729,22753
289825,\,53034,22753
289826,/,22761,108401
289827,/,22769,38895
289828,\,40348,22775
289829,\,22776,22775
289830,/,22776,40348
289831,/,22776,98282
289833,\,22947,138812
289834,\,109341,138812
289835,\,30916,138812
289836,\,98374,138812
289837,\,53792,138812
289838,\,108488,22782
289839,\,58295,22789
289840,/,22793,22792
289841,/,22793,49984
289842,/,22793,98288
289843,/,22793,47358
289844,/,22793,22795
289845,\,47358,22795
289846,\,22786,22795
289847,\,22787,22795
289848,\,22788,22795
289849,\,108525,22799
289850,\,108527,22799
289851,\,108528,22799
289852,\,48763,22801
289853,\,108549,22802
289854,\,108503,132446
289855,\,22785,132446
289856,/,22808,52200
289857,/,22808,22807
289858,/,22808,108561
289859,/,22808,40371
289860,\,22811,22810
289861,\,108569,22810
289862,\,108582,22814
289863,\,58207,132447
289864,\,22819,132447
289865,\,108594,22818
289866,\,58207,22819
289867,\,46122,22820
289868,\,108607,22820
289869,\,52215,22820
289870,/,22824,33148
289871,\,37623,22827
289872,\,58129,22827
289873,\,39535,22827
289874,\,22831,132450
289875,\,108752,22835
289876,\,38487,22847
289877,\,108808,22850
289878,\,57888,22850
289879,\,108820,22855
289880,\,22868,22858
289881,\,22869,22858
289882,\,108877,22858
289883,\,26111,22858
289884,/,22869,22868
289885,\,22871,22872
289886,\,108909,22872
289887,/,22884,37640
289888,\,108988,98343
289889,\,24511,22893
289890,/,22895,109053
289891,/,22895,98348
289892,/,22895,109054
289893,/,22904,22905
289894,/,22914,109195
289895,/,22914,109196
289896,/,22914,22915
289897,/,22914,44246
289898,/,22914,46388
289899,/,22914,109198
289900,/,22914,98359
289901,/,22914,109200
289902,/,22914,109201
289903,/,22914,109202
289904,/,22914,39042
289905,/,22914,48650
289906,/,22914,22917
289907,/,22914,22918
289908,/,22914,109211
289909,/,22914,22919
289910,/,22914,109212
289911,/,22914,41202
289832,\,105448,138812
289913,/,22914,22920
289914,/,22918,109195
289915,/,22918,109196
289916,/,22918,44246
289917,/,22918,46388
289918,/,22918,51431
289919,/,22918,109201
289920,/,22918,22917
289921,/,22918,109211
289922,/,22918,22919
289923,/,22918,22920
289924,\,22917,22919
289925,\,109204,22920
289926,\,48650,22920
289927,/,22920,22914
289928,/,22920,109195
289929,/,22920,109196
289930,/,22920,22915
289931,/,22920,44246
289932,/,22920,46388
289933,/,22920,109198
289934,/,22920,98359
289935,/,22920,109200
289936,/,22920,51431
289937,/,22920,109201
289938,/,22920,39042
289939,/,22920,22917
289940,/,22920,22918
289941,/,22920,109211
289942,/,22920,22919
289943,/,22920,109212
289944,/,22920,41202
289945,/,22920,109213
289946,/,22931,22929
289947,/,22933,109270
289948,/,22933,109272
289949,/,22933,22934
289950,/,22933,128884
289951,\,109270,22934
289952,/,22936,29798
289953,/,22936,109284
289954,/,22936,50055
289955,/,22936,40494
289956,/,22936,22935
289957,/,22936,34214
289958,/,22936,22938
289959,\,40140,22946
289960,\,39387,22947
289961,\,109332,22949
289962,\,109333,22949
289963,/,22958,109367
289964,/,22958,109368
289965,/,22969,109389
289966,\,22975,22974
289967,\,22976,22974
289968,\,22978,22979
289969,\,45325,22979
289970,\,109409,22979
289971,\,42769,22984
289972,\,109426,22985
289973,\,41698,22991
289974,\,42677,22999
289975,\,109551,23005
289976,\,29260,23007
289977,\,109574,23011
289978,\,55483,23014
289979,\,57663,23014
289980,\,109645,23018
289981,\,23028,23018
289982,/,23020,23019
289983,/,23020,56772
289984,/,23020,23022
289985,\,23021,23022
289986,\,29852,23022
289987,\,23035,23036
289988,\,23038,23037
289989,\,109673,23037
289990,/,23045,49049
289991,/,23045,109703
289992,\,109707,23047
289993,\,109708,23047
289994,\,109710,23047
289995,\,23048,23049
289996,\,23051,23053
289997,\,23052,23053
289998,\,109733,23053
289999,\,109762,98402
290000,/,98402,23057
290001,\,98405,23061
290002,\,55064,23061
290003,\,23066,23061
290004,/,23064,109768
290005,/,23064,109770
290006,/,23064,98404
290007,/,23064,23062
290008,/,23064,109772
290009,/,23064,109773
290010,/,23064,109774
290011,/,23064,23063
290012,/,23064,109775
290013,/,23064,98405
290014,/,23064,23065
290015,/,23064,55064
290016,/,23064,47318
290017,/,23064,109776
290018,/,23064,98406
290019,/,23064,23066
290020,\,109811,23070
290021,\,23074,132468
290022,\,109818,132468
290023,\,109515,23076
290024,\,109535,23076
290025,\,23003,23076
290026,\,98409,23078
290027,\,23057,23084
290028,\,23058,23084
290029,\,109765,23084
290030,\,23059,23084
290031,\,109860,23087
290032,\,23091,132469
290033,\,23142,23101
290034,\,32974,23101
290035,\,52951,23101
290036,\,23103,23102
290037,\,47235,23102
300670,/,55496,20836
290039,\,109933,132472
290040,\,49291,132472
290041,\,23112,23115
290042,\,109941,23115
290043,\,109944,23115
290044,/,23116,23117
290045,\,23119,23120
290046,\,23121,23120
290047,\,109949,23120
290048,\,23122,23123
290049,\,48130,23123
290050,\,53236,23123
290051,\,23134,23135
290052,\,109975,23139
290053,\,29069,23139
290054,/,23141,48971
290055,/,23144,36601
290056,\,23154,132476
290057,\,42368,132476
290058,\,110050,23158
290059,\,23183,23182
290060,\,41634,23185
290061,\,110166,23193
290062,\,31026,23193
290063,\,54561,23194
290064,\,51103,23195
290065,\,56051,23195
290066,\,110223,23202
290067,\,98462,23202
290068,\,23207,23205
290069,\,110246,23207
290070,\,110248,23207
290071,/,23207,23206
290072,/,23207,51696
290073,/,23207,55832
290074,/,23207,23208
290075,/,23207,110240
290076,/,23207,110241
290077,/,23207,110243
290078,/,23207,110244
290079,/,23207,110249
290080,/,23207,98469
290081,/,23207,37990
290082,/,23207,110252
290083,\,23204,23211
290084,/,23211,23213
290085,/,23211,110256
290086,/,23211,51333
290087,\,23212,132479
290088,\,23213,132479
290089,\,28987,23216
290090,\,23219,98472
290091,\,23228,98472
290092,\,23222,23223
290093,\,56296,23223
290094,\,23226,23223
290095,\,98473,23223
290096,\,23229,23230
290097,\,23231,23234
290098,\,110322,23237
290099,\,23238,23237
290100,\,110334,23237
290101,\,110335,23237
290102,\,98484,23237
290103,\,54247,23237
290104,\,56660,23237
290105,\,110338,23237
290106,\,110325,23239
290107,\,110335,23239
290108,\,54247,23239
290109,\,110344,98487
290110,\,98488,23245
290111,\,110358,23245
290112,/,23245,110356
290113,/,23245,110357
290114,/,23245,23247
290115,/,23245,23249
290116,/,23245,98491
290117,/,23245,23253
290118,\,23247,98489
290119,/,23249,110366
290120,/,23249,23250
290121,/,23249,110373
290122,/,23249,98491
290123,/,23249,23253
290124,\,23250,132481
290125,\,110371,23253
290126,\,110372,23253
290127,\,23251,23253
290128,\,39385,34264
290129,\,23260,23257
290130,\,23261,23257
290131,\,55007,23257
290132,\,110406,23257
290133,\,23258,23259
290134,\,110420,23259
290135,\,31565,23260
290136,/,23260,110398
290137,/,23260,23261
290138,/,23260,98495
290139,/,23260,110405
290140,/,23260,31951
290141,/,23260,55007
290142,/,23260,110406
290143,\,23270,23262
290144,\,47735,23263
290145,\,55163,23264
290146,\,41955,23264
290147,\,34727,98497
290148,\,98496,98497
290149,/,98497,23263
290150,\,98499,23267
290151,\,98984,132482
290152,\,23281,23283
290153,\,49227,23289
290154,/,23290,110490
290155,/,23290,110491
290156,/,23290,23333
290157,/,23290,23332
290158,/,23294,30609
290159,/,23294,110497
290160,\,110516,23296
290161,/,23296,110520
290162,/,23296,23298
290163,/,23296,110522
290165,/,23296,110523
290166,\,110516,23297
290167,\,110524,23300
290168,\,110538,98518
290169,\,23304,23310
290170,\,45954,23310
290171,\,32288,23312
290172,/,23312,110572
290173,/,23312,33048
290174,/,23312,37131
290175,/,23312,35382
290176,/,23312,47267
290177,/,23312,41724
290178,/,23312,110578
290179,/,23312,57873
290180,/,23312,23313
290181,/,23313,110572
290182,/,23313,33048
290183,/,23313,51083
290184,/,23313,38616
290185,/,23313,35382
290186,/,23313,47267
290187,/,23313,41724
290188,/,23313,110578
290189,/,23313,57873
290190,/,23313,32288
290191,/,23313,23312
290192,\,23316,98526
290193,\,23309,23320
290194,\,23322,23320
290195,/,23326,110604
290196,/,23326,110605
290197,/,23326,23324
290198,/,23326,56708
290199,/,23326,23327
290200,/,23326,110608
290201,/,23326,23328
290202,/,23330,57382
290203,/,23330,44570
290204,/,23330,110613
290205,/,23330,55563
290206,/,23330,49960
290207,/,23330,57487
290208,/,23330,47618
290209,/,23332,110616
290210,/,23332,50250
290211,/,23332,52727
290212,/,23332,31495
290213,/,23332,30094
290214,/,23332,39250
290215,\,110630,23339
290216,\,54990,23339
290217,\,98533,23339
290218,\,54219,23339
290219,\,110645,23339
290220,/,23342,98538
290221,/,23342,98541
290222,/,23342,35006
290223,/,23342,23347
290224,/,98541,98538
290225,/,98541,23342
290226,/,98541,35006
290227,/,98541,23347
290228,/,23346,110650
290229,/,23346,98538
290230,/,23346,23342
290231,/,23346,23343
290232,/,23346,98539
290233,/,23346,58163
290234,/,23346,33280
290235,/,23346,35006
290236,/,23346,30406
290237,/,23346,110664
290238,\,23336,23349
290239,\,30733,23349
290240,\,110744,23349
290241,\,58116,23353
290242,/,23353,110693
290243,/,23353,110695
290244,/,23353,110696
290245,/,23353,110701
290246,/,23353,55272
290247,\,110695,23354
290248,\,110701,23354
290249,\,55272,23354
290250,\,123405,23354
290251,\,110699,23355
290252,\,110700,23355
290253,\,110705,23357
290254,\,110528,23358
290255,\,46303,23358
290256,\,110724,23358
290257,\,23372,23358
290258,\,58019,23359
290259,\,23348,23359
290260,\,23351,23359
290261,\,56400,98544
290262,/,23362,110706
290263,/,23362,110708
290264,/,23362,23360
290265,/,23362,98544
290266,/,23362,46283
290267,/,23362,56400
290268,/,23362,110709
290269,/,23362,30527
290270,/,23362,37043
290271,/,23365,23364
290272,/,23365,55795
290273,/,23365,47461
290274,/,23365,23367
290275,/,23365,23369
290276,/,23365,23370
290277,/,23366,23364
290278,/,23366,23365
290279,/,23366,55795
290280,/,23366,47461
290281,/,23366,23367
290282,/,23366,23368
290283,/,23366,23369
290284,/,23368,23365
290285,/,23368,55795
290286,/,23368,47461
290287,/,23368,23366
290288,/,23368,23367
290289,/,23368,23369
300671,/,55496,31949
290291,\,23364,23370
290292,\,55795,23370
290293,\,60002,23370
290294,/,23374,23373
290295,\,32079,23377
290296,\,23375,23377
290297,\,23376,23377
290298,\,23382,23379
290299,\,98550,23379
290300,\,98556,23379
290301,\,23374,23380
290302,/,23382,23383
290303,/,23382,110774
290304,/,23382,23387
290305,/,23382,49886
290306,/,23382,24181
290307,\,110769,23387
290308,/,23388,110791
290309,\,23394,23390
290310,\,48264,23390
290311,\,98562,23390
290312,\,23395,23390
290313,\,23392,23391
290314,/,23394,98559
290315,/,23394,98560
290316,/,23394,48264
290317,/,23394,110815
290318,/,23394,49734
290319,/,23394,98562
290320,/,23394,23395
290321,/,23395,23393
290322,/,23395,98559
290323,/,23395,23394
290324,/,23395,98560
290325,/,23395,48264
290326,/,23395,35892
290327,/,23395,110811
290328,/,23395,98561
290329,/,23395,110815
290330,/,23395,49734
290331,/,23395,98562
290332,\,31834,23396
290333,\,98550,23396
290334,\,23388,23396
290335,/,23326,110610
290336,/,23342,110654
290337,/,98541,110654
290338,\,38113,23400
290339,/,23400,60012
290340,/,23400,110825
290341,/,23400,98563
290342,/,23400,110827
290343,/,23400,23399
290344,/,23400,54526
290345,/,23400,110830
290346,/,23400,110831
290347,/,23400,54878
290348,/,23400,98564
290349,/,23400,110833
290350,/,23400,42718
290351,/,23400,110837
290352,/,23400,110838
290353,/,23400,110839
290354,/,23400,110842
290355,/,23400,38113
290356,\,110846,23403
290357,/,23406,23407
290358,/,23406,23408
290359,\,23403,23407
290360,\,110856,23407
290361,\,23404,23407
290362,\,110869,23407
290363,\,110870,23407
290364,\,23408,23407
290365,\,110883,23407
290366,\,110884,23407
290367,/,23408,98568
290368,/,23408,98569
290369,/,23409,23412
290370,\,32872,23412
290371,\,23411,23412
290372,/,23412,110896
290373,\,42346,23413
290374,\,28387,23413
290375,/,23413,54757
290376,/,23413,23414
290377,/,23413,23463
290378,/,23413,40491
290379,/,23413,46176
290380,/,23413,47622
290381,/,23413,54040
290382,/,23413,111034
290383,/,23413,23464
290384,/,23413,40365
290385,/,23413,111039
290386,/,23413,98593
290387,/,23413,111041
290388,/,23413,111042
290389,\,23463,23414
290390,\,23464,23414
290391,\,40365,23414
290392,\,111041,23414
290393,\,39675,23418
290394,\,110931,23420
290395,\,56389,23420
290396,/,23420,110933
290397,/,23420,110934
290398,/,23421,110937
290399,/,23421,110938
290400,/,23421,110941
290401,/,23421,110944
290402,/,23421,110946
290403,/,23423,110947
290404,/,23423,98576
290405,/,23423,23466
290406,\,110952,98577
290407,\,98578,98577
290408,\,23279,132487
290409,/,23426,110966
290410,/,23426,110967
290411,/,23426,98589
290412,\,23430,98582
290413,\,23430,23432
290414,/,23433,57759
290415,/,23433,42592
290417,\,111003,23434
290418,\,30204,23438
290419,\,98583,23438
290420,\,110994,23438
290421,\,98585,23438
290422,\,111013,23438
290423,\,111020,23441
290424,\,39767,23441
290425,/,23441,23560
290426,/,23443,23444
290427,/,23444,23443
290428,/,23448,23460
290429,/,23448,23449
290430,/,23448,23450
290431,/,23448,23451
290432,/,23448,23452
290433,/,23448,23453
290434,/,23448,23454
290435,/,23448,40224
290436,/,23448,23459
290437,\,43202,23455
290438,\,23458,98592
290439,/,23458,43952
290440,/,23458,23457
290441,/,23460,23448
290442,/,23460,98590
290443,/,23460,23449
290444,/,23460,23450
290445,/,23460,23451
290446,/,23460,23452
290447,/,23460,23453
290448,/,23460,23454
290449,/,23460,40224
290450,/,23460,23459
290451,\,110975,23462
290452,\,32738,23462
290453,\,98593,23463
290454,/,23463,40491
290455,/,23463,46176
290456,/,23463,54040
290457,/,23463,111034
290458,/,23463,23464
290459,/,23463,111036
290460,/,23463,40365
290461,/,23463,111039
290462,/,23463,111041
290463,/,23464,54757
290464,/,23464,23413
290465,/,23464,23463
290466,/,23464,40491
290467,/,23464,46176
290468,/,23464,47622
290469,/,23464,54040
290470,/,23464,111034
290471,/,23464,111036
290472,/,23464,40365
290473,/,23464,111039
290474,/,23464,111041
290475,\,111047,23466
290476,\,111048,23466
290477,\,23469,98597
290478,/,23470,98597
290479,/,23470,23469
290480,/,23470,111061
290481,/,23470,23471
290482,/,23470,23472
290483,/,23470,111063
290484,/,23470,23475
290485,/,23471,98597
290486,/,23471,23469
290487,/,23471,111061
290488,/,23471,23470
290489,/,23471,23472
290490,/,23471,111063
290491,/,23471,23473
290492,/,23471,23475
290493,/,23472,98597
290494,/,23472,23471
290495,/,23472,23473
290496,/,23472,23475
290497,\,32987,23475
290498,\,50676,23475
290499,\,111054,23475
290500,\,23469,23475
290501,\,111061,23475
290502,\,41606,23476
290503,\,53421,23476
290504,\,23477,23476
290505,\,30707,23476
290506,\,111076,23476
290507,\,111080,23476
290508,/,23477,53421
290509,/,23477,47228
290510,/,23477,23478
290511,/,23477,30707
290512,/,23477,111076
290513,/,23477,111080
290514,/,23480,57358
290515,/,23480,47528
290516,/,23480,111082
290517,/,23480,23479
290518,/,23480,57743
290519,/,23480,23481
290520,/,23480,23482
290521,\,57358,23482
290522,\,47528,23482
290523,\,23483,23484
290524,\,23485,23484
290525,/,23487,23305
290526,/,23487,23308
290527,/,23487,23370
290528,/,23487,111096
290529,/,23487,98598
290530,\,23493,23494
290531,\,23495,23494
290532,\,111128,23494
290533,\,111128,23499
290534,\,29588,23501
290535,/,23501,111130
290536,/,23501,111132
290537,/,23501,31153
290538,/,23501,43784
290539,/,23501,111134
290540,/,23501,111135
290541,/,23501,111137
300672,/,55496,50448
290543,/,23501,111139
290544,/,23501,46309
290545,/,23501,33993
290546,/,23501,23500
290547,\,111170,23506
290548,\,111171,23506
290549,\,33113,23506
290550,/,23509,23510
290551,/,23509,23511
290552,/,23509,23512
290553,/,23509,111184
290554,/,23509,23514
290555,/,23509,44318
290556,/,23509,23522
290557,/,23509,30676
290558,\,23511,23510
290559,/,23516,111191
290560,/,23516,111192
290561,/,23516,111193
290562,/,23516,57808
290563,/,23516,57810
290564,/,23516,58157
290565,/,23516,98608
290566,\,111191,132491
290567,\,48721,23522
290568,\,111228,23525
290569,\,23527,23528
290570,\,58172,23528
290571,\,111239,23529
290572,\,23531,23529
290573,\,23532,23529
290574,/,23531,23532
290575,/,23532,23534
290576,/,23534,23532
