id,type,source,target
292647,/,25552,42304
292648,/,25552,119620
292649,/,25552,99703
292650,/,25552,53265
292651,/,25552,99706
292652,/,25552,25549
292653,/,25552,45921
292654,/,99724,99742
292655,\,25569,25571
292656,\,25570,25571
292657,\,44476,25571
292658,\,51483,25571
292659,\,119760,25571
292660,\,57862,132609
292661,\,119752,132609
292662,\,119779,25573
292663,/,25573,99742
292664,\,119789,25576
292665,/,25576,119784
292666,/,25576,28448
292667,/,25576,46714
292668,/,25576,36313
292669,/,25576,34022
292670,\,119818,25586
292671,\,25590,25591
292672,/,25592,25593
292673,\,119832,25597
292674,\,25595,25597
292675,\,21769,25598
292676,\,119850,25598
292677,\,99697,25598
292678,\,119802,25598
292679,\,25573,25598
292680,\,119779,25598
292681,\,119778,25598
292682,/,99740,25603
292683,\,25600,25603
292685,/,25605,99741
292686,/,25605,58397
292687,\,57962,99742
292688,/,25608,119855
292689,/,25608,25610
292690,/,25608,99744
292691,/,25608,25611
292692,/,25608,45976
292693,/,25608,36983
292694,/,25608,39396
292695,/,25608,32480
292696,/,25608,119863
292697,/,25608,49997
292698,/,25608,25636
292699,/,25610,25608
292700,/,25610,25611
292701,/,25610,45976
292702,/,25610,36983
292703,\,25615,25614
292704,/,25615,119874
292705,\,119891,25622
292706,/,25622,119890
292707,/,25622,25619
292708,/,25622,56908
292709,/,25622,99749
292710,/,25622,119892
292711,/,25622,31130
292712,/,25622,119893
292713,/,25622,50618
292714,/,25622,50242
292715,\,41149,25626
292716,/,25626,25625
292717,/,25626,99751
292718,\,119916,25632
292719,\,25628,132614
292720,\,25632,132614
292721,\,25642,132614
292722,\,25634,25635
292723,\,119932,25635
292724,\,119934,25635
292725,\,50186,25635
292726,\,119936,25635
292727,\,35601,25635
292728,\,25609,25644
292729,\,99750,25644
292730,\,25645,25644
292731,\,57687,25644
292732,\,120027,25644
292733,\,33217,25646
292734,\,43869,132615
292735,\,120013,25651
292736,\,120014,25651
292737,\,25650,25651
292738,\,42354,25651
292739,\,25308,25653
292740,\,47651,25653
292741,\,38822,25655
292742,\,35422,25656
292743,\,120059,25656
292744,\,120059,25657
292745,/,25658,120110
292746,/,25659,46585
292747,/,25659,58271
292748,/,25659,120114
292749,\,25664,132618
292750,\,120116,120124
292751,\,99772,120124
292752,\,41609,120124
292753,\,120128,25663
292754,/,25663,99773
292755,/,25663,120123
292756,/,25663,120124
292757,/,25663,120125
292758,/,25663,46543
292759,/,25663,25664
292760,/,25663,58353
292761,/,25663,120129
292762,\,120133,25665
292763,\,120134,25665
292764,/,25665,120135
292765,/,25665,99774
292766,/,25665,120136
292767,/,25666,40591
292768,/,25666,42712
292769,/,25667,120138
292770,\,25670,25669
292771,/,25670,114704
292772,/,25670,24327
292773,/,25670,114705
292774,/,25670,114706
292775,/,25670,114710
292776,\,120143,25671
292777,/,25671,45721
292778,/,25671,120141
292779,/,25671,54438
292780,/,25672,39752
292781,/,25672,32006
292782,/,25672,25673
292783,/,25672,99775
292784,/,25672,57495
292785,\,32006,25673
292786,\,29455,25673
292787,\,40848,25674
292788,\,30475,25674
292789,/,25674,25675
292790,/,25674,99785
292791,/,25674,25703
292792,/,25674,25796
292793,/,25674,26012
292794,/,25674,26016
292795,\,32006,25675
292796,\,45522,25675
292797,/,25675,25674
292798,/,25675,99785
292799,/,25675,25703
292800,/,25675,25796
292801,/,25675,26012
292802,/,25675,26016
292803,/,25677,120168
292804,/,25677,120169
292805,/,25677,43433
292806,/,25677,120170
292807,/,25677,58224
292808,/,25677,120171
292809,/,25677,99776
300681,\,123682,55609
292811,\,120194,25680
292812,\,25687,25685
292813,\,120206,25686
292814,\,32914,25686
292815,/,25686,120208
292816,/,25687,99779
292817,/,25687,58210
292818,/,25687,37831
292819,/,25687,45287
292820,\,25689,25688
292821,\,25690,25688
292822,/,25688,53348
292823,/,25688,34220
292824,/,25688,30924
292825,/,25688,120219
292826,/,25688,120223
292827,/,25690,99780
292828,/,25690,53348
292829,/,25690,51364
292830,/,25690,34220
292831,/,25690,30924
292832,/,25690,120214
292833,/,25690,25689
292834,/,25690,55103
292835,/,25690,46609
292836,/,25690,39102
292837,/,25690,120218
292838,/,25690,120220
292839,/,25690,33234
292840,/,25692,120225
292841,/,25692,120226
292842,/,25692,120227
292843,/,25692,120228
292844,/,25692,32176
292845,/,25692,120233
292846,/,25692,99783
292847,/,25692,120236
292848,/,25692,25693
292849,/,25692,120237
292850,/,25692,25694
292851,/,25692,41931
292852,\,99783,25693
292853,\,120236,25693
292854,\,120226,25694
292855,\,120227,25694
292856,\,120228,25694
292857,\,41931,25694
292858,\,120243,25696
292859,\,120246,25696
292860,\,49624,25698
292861,\,120252,25698
292862,\,28474,25701
292863,\,25760,25701
292864,\,120129,25703
292865,\,26403,25703
292866,\,120259,25704
292867,\,31208,25704
292868,\,120260,25704
292869,\,120295,25704
292870,\,38814,25704
292871,\,44685,25704
292872,\,53319,25704
292873,\,35802,25704
292874,\,120595,25704
292875,\,120338,25709
292876,\,97952,25714
292877,/,25718,120363
292878,/,25718,120364
292879,\,53284,25724
292880,\,120431,25726
292881,\,25731,99812
292882,\,25727,25732
292883,\,25738,99817
292884,\,50667,25739
292885,\,120541,25739
292886,/,25743,25739
292887,/,25743,58374
292888,/,25743,99820
292889,/,25743,120529
292890,/,25743,25742
292891,/,25743,120530
292892,/,25743,120531
292893,/,25743,120532
292894,/,25743,120533
292895,/,25743,37322
292896,\,25748,25747
292897,/,25748,25739
292898,/,25748,120524
292899,/,25748,99819
292900,/,25748,50667
292901,/,25748,120526
292902,/,25748,120527
292903,/,25748,99820
292904,/,25748,120529
292905,/,25748,25742
292906,/,25748,120530
292907,/,25748,120531
292908,/,25748,120532
292909,/,25748,120533
292910,/,25748,120534
292911,/,25748,25743
292912,/,25748,37322
292913,/,25748,25744
292914,/,25748,120535
292915,/,25748,99821
292916,/,25748,120536
292917,/,25748,120537
292918,/,25748,120539
292919,/,25748,25746
292920,/,25748,120541
292921,/,25748,120544
292922,/,25748,120545
292923,/,25751,39593
292924,/,25751,37258
292925,/,25751,25752
292926,\,37258,25752
292927,\,25765,25754
292928,/,25757,120576
292929,/,25763,120567
292930,/,25763,25754
292931,/,25763,56548
292932,\,36587,25765
292933,\,120603,25765
292934,\,120626,25768
292935,\,43912,25768
292937,\,47283,25768
292938,\,44692,25768
292939,\,99837,25768
292940,\,39411,25768
292941,/,25768,120613
292942,/,25768,25769
292943,/,25768,25778
292944,/,25768,99834
292945,/,25768,120633
292946,/,25768,120634
292947,/,25768,120635
292948,/,25768,120639
292949,/,25768,120640
292950,/,25768,120641
292951,/,25768,58038
292952,/,25768,50716
292953,/,25768,120642
292954,/,25768,36513
292955,/,25769,25768
292956,/,25769,120613
292957,/,25769,25778
292958,/,25769,99834
292959,/,25769,43912
292960,/,25769,52650
292961,/,25769,29161
292962,/,25769,99836
292963,/,25769,120633
292964,/,25769,120634
292965,/,25769,120635
292966,/,25769,47283
292967,/,25769,41638
292968,/,25769,35969
292969,/,25769,120639
292970,/,25769,44895
292971,/,25769,44692
292972,/,25769,120640
292973,/,25769,120641
292974,/,25769,58038
292975,/,25769,120642
292976,/,25769,25781
292977,/,25769,99838
292978,/,25769,99837
292979,/,25769,49520
292980,/,25769,39411
292981,\,25758,132623
292982,\,25760,132623
292983,/,25777,49787
292984,\,99842,25786
292985,\,120668,25790
292986,/,25790,99843
292987,/,25790,120663
292988,/,25790,120664
292989,/,25790,58286
292990,/,25790,25788
292991,/,25790,120667
292992,/,25790,25789
292993,/,25790,99844
292994,/,25791,120670
292995,/,25791,99846
292996,/,25791,120672
292997,/,25791,120674
292998,/,25791,25792
292999,\,120655,25793
293000,/,25793,25794
293001,/,25795,58180
293002,/,25795,34994
293003,/,25795,120650
293004,/,25795,33397
293005,/,25795,32125
293006,/,25795,120658
293007,/,25795,99850
293008,\,120116,25796
293009,\,99772,25796
293010,\,41609,25796
293011,/,25796,25674
293012,/,25796,25675
293013,/,25796,99785
293014,/,25796,25703
293015,/,25796,26012
293016,/,25796,26016
293017,/,25800,25797
293018,/,25800,99852
293019,/,25800,120687
293020,/,25800,120688
293021,/,25800,25798
293022,/,25800,25799
293023,/,25800,44759
293024,/,25800,55540
293025,/,25800,46691
293026,/,25800,25801
293027,\,120699,25803
293028,\,120702,25804
293029,\,52728,25804
293030,\,43603,25805
293031,\,25806,25805
293032,\,99856,25805
293033,\,54994,25805
293034,/,25806,34458
293035,/,25806,54764
293036,/,25806,54994
293037,/,25806,25807
293038,/,25806,120724
293039,/,25806,99856
293040,\,120691,99856
293041,/,99856,33311
293042,/,99856,43603
293043,/,25814,120748
293044,/,25814,25815
293045,/,25815,25814
293046,/,25816,25811
293047,/,25820,120768
293048,/,25820,120769
293049,/,25820,25819
293050,\,33436,99866
293051,\,25823,99871
293052,\,20808,99871
293053,\,101105,99871
293054,\,124042,25825
293055,\,26529,25825
293056,\,25839,25826
293057,\,120823,25830
293058,\,99876,25831
293059,\,25830,25831
293060,\,58248,25832
293061,\,25839,25838
300682,/,55641,99770
293063,\,30646,25849
293064,\,120946,25849
293065,/,25853,120999
293066,/,25853,25852
293067,/,25853,121000
293068,/,25853,121001
293069,/,25853,121002
293070,/,25853,99903
293071,/,25853,50402
293072,/,25853,25854
293073,\,25852,25854
293074,\,52663,25858
293075,\,121026,25859
293076,\,45450,99913
293077,\,121090,25867
293078,\,121087,25868
293079,\,34664,25869
293080,\,121120,25871
293081,\,41345,25871
293082,\,121122,25871
293083,/,25874,25875
293084,/,25885,41047
293085,/,25885,53132
293086,\,121051,25887
293087,\,25894,25895
293088,\,51999,25899
293089,\,25904,25907
293090,\,121294,25907
293091,\,121295,25907
293092,\,25905,25907
293093,\,37443,25909
293094,\,121314,25910
293095,\,25911,25912
293096,\,121323,25913
293097,/,25914,121331
293098,\,25919,25921
293099,\,121389,25921
293100,\,25925,132638
293101,\,25926,132638
293102,\,121483,25933
293103,\,121510,25940
293104,\,99969,25940
293105,/,25946,30856
293106,\,121577,25958
293107,\,121578,25958
293108,/,25962,25963
293109,/,25962,52240
293110,\,97780,25965
293111,\,56761,25965
293112,\,38087,25965
293113,\,100276,25965
293114,\,49879,25965
293115,/,25965,120727
293116,/,25965,28544
293117,/,25965,120729
293118,/,25965,120730
293119,/,25965,46358
293120,/,25965,120732
293121,/,25965,120734
293122,/,25965,25810
293123,/,25965,120735
293124,/,25965,25811
293125,/,25965,99858
293126,/,25965,25812
293127,/,25965,25813
293128,/,25965,99859
293129,/,25965,38087
293130,/,25965,120748
293131,/,25965,25815
293132,/,25965,120750
293133,/,25965,25816
293134,/,25965,120751
293135,/,25965,120752
293136,/,25965,120753
293137,/,25965,120757
293138,/,25965,120758
293139,/,25975,121642
293140,\,98746,25977
293141,\,116577,25977
293142,\,121701,25984
293143,/,25989,31926
293144,/,25989,25991
293145,\,121750,25991
293146,/,25991,25989
293147,/,25991,45241
293148,/,26001,121817
293149,/,26006,26007
293150,/,26006,45953
293151,\,100007,26009
293152,/,26009,54792
293153,/,26009,26032
293154,/,26009,122011
293155,\,46831,26010
293156,\,36317,26010
293157,/,26010,26006
293158,/,26010,121860
293159,/,26010,26007
293160,/,26010,45953
293161,/,26010,54050
293162,/,26012,25674
293163,/,26012,25675
293164,/,26012,25703
293165,/,26012,99785
293166,/,26012,25796
293167,/,26012,26016
293168,/,26013,58057
293169,\,121887,26018
293170,\,26010,26022
293171,\,36317,26022
293172,\,121910,100013
293173,\,100011,100013
293174,\,26023,100013
293175,\,121916,100013
293176,\,26040,26030
293177,\,121903,26031
293178,\,44839,26031
293179,\,121908,26031
293180,\,35915,26031
293181,\,121909,26031
293182,\,49134,26031
293183,\,44052,26035
293184,\,121946,26035
293185,/,26038,121953
293186,/,26038,45337
293187,/,26038,43333
293189,/,26038,26036
293190,/,26038,42473
293191,/,26038,121956
293192,/,26038,121957
293193,/,26038,55860
293194,/,26038,37336
293195,/,26038,26037
293196,/,26038,121961
293197,/,26038,48312
293198,/,26038,121962
293199,/,26038,28635
293200,/,26038,43304
293201,/,26038,33293
293202,/,26039,121978
293203,\,122011,26047
293204,\,122022,26050
293205,\,26060,26059
293206,/,26063,54437
293207,/,26063,57039
293208,/,26063,26064
293209,/,26065,34577
293210,/,26065,122073
293211,\,122095,26066
293212,\,37668,26066
293213,\,122103,26066
293214,\,26068,26066
293215,\,100025,26070
293216,\,100026,26070
293217,\,28283,26070
293218,\,100027,26070
293219,\,122108,26071
293220,\,122137,26071
293221,/,26081,36238
293222,/,26081,47238
293223,/,26081,56796
293224,/,26081,122173
293225,/,26081,39263
293226,/,26081,122174
293227,/,26081,35676
293228,/,26081,100034
293229,/,26081,26082
293230,/,26081,39369
293231,/,26094,26093
293232,/,26094,26095
293233,/,26095,26093
293234,/,26095,26094
293235,/,26095,47853
293236,/,26095,100040
293237,/,26095,45894
293238,/,26095,57701
293239,/,26095,122224
293240,\,45567,26097
293241,\,28665,26104
293242,\,35765,26104
293243,\,122249,26105
293244,\,32838,26105
293245,\,122254,26105
293246,/,26110,26111
293247,/,26111,26110
293248,/,26114,57539
293249,/,26114,25826
293250,/,26114,122329
293251,/,26114,122331
293252,/,26114,122333
293253,/,26114,26112
293254,/,26114,122335
293255,/,26114,122336
293256,/,26114,122338
293257,/,26114,47036
293258,/,26114,122339
293259,/,26114,53068
293260,/,26114,122340
293261,\,100062,26115
293262,\,55408,26116
293263,\,26117,26116
293264,\,34306,26117
293265,\,122344,26117
293266,\,61682,132647
293267,\,30066,26125
293268,\,26121,26125
293269,\,100225,26125
293270,\,122374,26127
293271,/,26127,26128
293272,\,26126,26128
293273,\,47076,26128
293274,\,122374,26128
293275,\,41837,26128
293276,\,122380,26128
293277,\,36400,26128
293278,\,41074,26128
293279,\,122383,26128
293280,\,122384,26128
293281,\,54680,26128
293282,\,53209,26131
293283,\,122404,26131
293284,\,26135,26131
293285,\,41028,26136
293286,\,26423,26136
293287,/,26136,25739
293288,\,48893,26139
293289,\,31063,26143
293290,/,26143,122430
293291,/,26143,26144
293292,/,26143,32452
293293,/,26143,122431
293294,/,26143,122432
293295,\,26144,26146
293296,\,122432,26146
293297,\,26165,26148
293298,\,26159,26161
293299,\,122473,26161
293300,\,30346,26161
293301,/,26165,100063
293302,/,26165,35878
293303,\,26167,26171
293304,\,122421,26171
293305,\,122520,26176
293306,\,29394,26176
293307,\,122521,26176
293308,\,122522,26176
293309,\,37237,26176
293310,\,122575,26184
293311,\,122577,26184
293312,\,122578,26184
293313,\,34006,26187
300683,/,55641,99771
293315,\,26191,26190
293316,\,122625,26195
293317,\,56893,26195
293318,\,44472,100086
293319,\,26201,100086
293320,\,55384,100086
293321,\,122639,26204
293322,\,30494,26204
293323,\,29523,132649
293324,\,26197,132649
293325,\,122630,132649
293326,\,122631,132649
293327,\,26205,132649
293328,\,26269,26209
293329,/,26211,54791
293330,\,122692,26213
293331,\,122771,26213
293332,\,122773,26213
293333,\,26210,132650
293334,\,122877,26224
293335,\,51132,26225
293336,\,26204,26233
293337,/,26235,46277
293338,/,26235,30562
293339,/,26235,122970
293340,/,26235,122971
293341,/,26235,57987
293342,\,100129,100127
293343,/,26241,26242
293344,\,26248,26246
293345,\,26246,26247
293346,\,100131,26247
293347,\,123079,26263
293348,\,123128,26271
293349,\,123139,26274
293350,\,123140,26274
293351,\,123143,26274
293352,\,56523,26278
293353,/,26278,123176
293354,/,26278,56421
293355,/,26278,123177
293356,\,34636,26279
293357,\,123191,132666
293358,\,123194,132666
293359,\,26282,132666
293360,\,33689,132666
293361,\,26283,132666
293362,\,123211,26288
293363,/,26288,34539
293364,\,52238,26290
293365,\,24919,26291
293366,/,26291,49288
293367,/,26291,52238
293368,/,26292,26326
293369,/,26292,100166
293370,\,100161,26306
293371,/,26309,33784
293372,\,31446,26313
293373,\,123283,26313
293374,\,36551,26313
293375,\,26320,26321
293376,\,123321,26323
293377,\,123327,26324
293378,\,55695,26324
293379,/,26329,21633
293380,/,26329,29186
293381,/,26329,100171
293382,\,52570,26330
293383,\,123355,26341
293384,\,43731,26341
293385,/,26342,51249
293386,\,48834,26343
293387,\,26342,26343
293388,\,123368,26343
293389,\,33157,26344
293390,\,123376,26344
293391,\,123378,26344
293392,\,26350,132670
293393,\,123395,132670
293394,\,26352,132670
293395,\,26354,132671
293396,\,100179,132671
293397,\,26361,26364
293398,\,26363,26364
293399,\,26372,132673
293400,\,123439,132673
293401,\,26373,132673
293402,\,26375,26374
293403,\,123464,26379
293404,\,40757,26387
293405,\,26388,26389
293406,\,123523,26398
293407,\,58349,26407
293408,\,100201,26407
293409,\,123628,26408
293410,\,123630,26408
293411,/,26410,55489
293412,\,123587,26413
293413,\,123592,26413
293414,/,26413,26414
293415,/,26413,123588
293416,/,26413,123589
293417,/,26413,123590
293418,/,26413,123591
293419,/,26417,46397
293420,/,26417,20015
293421,/,26417,100199
293422,/,26417,26418
293423,/,26417,100201
293424,\,100200,26418
293425,\,37380,26428
293426,/,26430,123625
293427,/,26430,26519
293428,/,26434,123638
293429,/,26434,123639
293430,/,26434,26435
293431,\,123639,26435
293432,\,58101,26437
293433,\,123675,132678
293434,\,123676,132678
293435,\,123684,132678
293436,/,26449,26453
293437,\,123790,26468
293438,\,123792,26468
293439,/,26479,100211
293441,/,26479,26481
293442,/,26479,54783
293443,/,26479,123813
293444,/,26479,39159
293445,/,26479,123815
293446,/,26479,100214
293447,/,26479,48115
293448,\,100213,26482
293449,\,26483,26484
293450,\,38747,26484
293451,\,26490,26488
293452,/,26492,26493
293453,\,123844,26498
293454,\,26496,26498
293455,\,123845,26498
293456,\,26497,26498
293457,/,26499,123913
293458,/,26501,26503
293459,\,100224,26504
293460,\,34989,26504
293461,/,26506,123960
293462,/,26506,51213
293463,/,26506,100227
293464,/,26506,48784
293465,/,26506,38514
293466,/,26506,123962
293467,/,26506,50147
293468,/,26506,28603
293469,/,26506,26507
293470,/,26506,26508
293471,/,26506,123965
293472,/,26506,123966
293473,/,26506,123967
293474,\,35119,26508
293475,/,26508,100227
293476,/,26508,48784
293477,/,26508,38514
293478,/,26508,123962
293479,/,26508,50147
293480,/,26508,28603
293481,/,26508,26506
293482,/,26508,26507
293483,/,26509,100228
293484,/,26509,26512
293485,/,26509,33169
293486,/,26509,55736
293487,/,26509,100231
293488,\,33169,26512
293489,\,123971,26512
293490,\,123973,26512
293491,\,123974,26512
293492,\,46466,26512
293493,\,58040,26512
293494,\,123978,26512
293495,\,33153,26512
293496,\,40481,26512
293497,\,26552,26512
293498,\,124158,26512
293499,/,26513,52375
293500,/,26513,36787
293501,/,26513,123979
293502,\,33421,26516
293503,\,123995,26517
293504,/,26517,38392
293505,/,26517,33205
293506,/,26517,51793
293507,/,26517,123991
293508,/,26517,26518
293509,/,26517,123992
293510,/,26517,123993
293511,/,26517,100236
293512,/,26517,42181
293513,/,26517,123996
293514,/,26517,26519
293515,/,26517,26520
293516,\,51793,26519
293517,\,123991,26519
293518,\,26518,26519
293519,/,26520,26513
293520,/,26520,26517
293521,/,26520,38392
293522,/,26520,33205
293523,/,26520,51793
293524,/,26520,123991
293525,/,26520,26518
293526,/,26520,123992
293527,/,26520,123993
293528,/,26520,100236
293529,/,26520,26536
293530,\,26523,26521
293531,/,26523,26522
293532,/,26523,123998
293533,/,26527,124034
293534,\,48112,26528
293535,\,49007,26528
293536,\,124039,26528
293537,\,124074,26536
293538,\,124077,26539
293539,\,26540,26539
293540,\,28782,26541
293541,\,58104,26541
293542,\,40449,26546
293543,\,61775,26555
293544,/,26555,124145
293545,\,26553,26556
293546,\,26554,26556
293547,\,100253,26556
293548,\,124217,26571
293549,\,124220,26571
293550,\,124221,26571
293551,\,36698,26571
293552,\,124222,26571
293553,\,58115,26571
293554,/,26572,41677
293555,/,26572,58105
293556,\,44894,26576
293557,\,124295,26576
293558,\,26580,26576
293559,\,26582,26576
293560,\,124297,26580
293561,\,49524,26584
293562,\,54475,26587
293563,\,30048,26589
293564,\,26590,132684
293565,\,26591,132684
300684,/,55641,99772
293567,\,26796,26594
293568,/,26594,26596
293569,\,124376,26596
293570,\,124385,26596
293571,\,100290,26596
293572,\,124501,26604
293573,\,124507,26606
293574,\,124513,26607
293575,\,124555,26607
293576,\,124557,26607
293577,\,46589,26607
293578,\,124565,26607
293579,\,124567,26607
293580,\,26608,26609
293581,\,26610,26609
293582,\,40002,26611
293583,\,26617,26618
293584,/,26621,36788
293585,/,26621,26614
293586,/,26621,26615
293587,/,26621,31711
293588,/,26621,43121
293589,/,26621,124535
293590,/,26621,47243
293591,/,26621,26617
293592,/,26621,124537
293593,/,26621,124538
293594,/,26621,26618
293595,/,26621,26619
293596,/,26621,45293
293597,/,26621,124546
293598,/,26621,26620
293599,/,26621,54192
293600,/,26621,124549
293601,/,26621,26622
293602,\,53416,26623
293603,\,56494,26627
293604,\,124554,26627
293605,/,26630,26607
293606,/,26630,124564
293607,/,26630,46589
293608,\,28997,26632
293609,\,35027,26632
293610,\,26633,132686
293611,\,115380,26640
293612,/,124618,35872
293613,/,124618,26643
293614,/,124618,100331
293615,/,124618,38407
293616,/,124618,26645
293617,\,35872,26645
293618,\,26643,26645
293619,\,31824,26651
293620,\,124645,26651
293621,/,26652,124649
293622,/,26652,124650
293623,/,26652,124651
293624,/,26652,124653
293625,/,26652,26653
293626,/,26652,26654
293627,/,26652,30694
293628,/,26652,124656
293629,/,26652,43685
293630,/,26652,52591
293631,/,26652,100338
293632,/,26652,49512
293633,/,26652,26657
293634,/,26653,124649
293635,/,26653,26652
293636,/,26653,124650
293637,/,26653,124651
293638,/,26653,26654
293639,/,26653,30694
293640,/,26653,124656
293641,/,26653,43685
293642,/,26653,52591
293643,/,26653,100338
293644,/,26653,49512
293645,\,26663,26664
293646,\,50803,26664
293647,\,124724,132687
293648,/,26668,124732
293649,/,26668,124733
293650,\,124733,26669
293651,/,26673,26675
293652,/,26682,26683
293653,\,124776,26685
293654,\,124778,26685
293655,\,124779,26685
293656,\,26692,26688
293657,\,26687,26691
293658,/,26692,34796
293659,\,52450,26694
293660,\,26695,26694
293661,/,26698,124823
293662,\,26731,26702
293663,\,41484,26702
293664,\,124943,26702
293665,\,26734,26702
293666,\,26699,26703
293667,\,26700,26703
293668,\,40558,26703
293669,\,39727,26705
293670,\,48004,26707
293671,\,124878,26714
293672,/,26719,124888
293673,/,26719,124889
293674,/,26719,34408
293675,/,26719,30253
293676,/,26719,52456
293677,/,26719,124903
293678,/,26719,100362
293679,/,26719,124904
293680,/,26719,26718
293681,/,26719,36411
293682,/,26719,26717
293683,/,26719,29602
293684,/,26719,56295
293685,/,26719,124912
293686,/,26719,26722
293687,/,26719,26723
293688,/,26719,26724
293689,/,26719,26729
293690,/,26719,26858
293691,\,26718,26724
293692,\,26727,26724
293693,\,124920,132689
293694,\,26726,132689
293695,/,26729,100359
293696,/,26729,26719
293697,/,26729,26723
293698,\,41197,26730
293699,\,124931,26730
293700,\,29954,26735
293701,\,124948,26735
293702,/,26739,26741
293703,\,54651,26742
293704,\,124994,26742
293705,/,26745,49920
293706,/,26745,44905
293707,/,26745,26746
293708,/,26745,26756
293709,\,53167,26750
293710,/,26756,26745
293711,/,26756,49920
293712,/,26756,44905
293713,/,26756,26746
293714,\,125053,26757
293715,\,26632,132698
293716,\,125085,26764
293717,\,49850,26766
293718,\,125183,26766
293719,\,125184,26766
293720,\,55876,26766
293721,\,125108,26772
293722,\,125109,26772
293723,\,26775,26776
293724,\,47069,26783
293725,\,26785,26784
293726,\,55920,26784
293727,\,26798,26797
293728,\,125191,26797
293729,\,26848,26801
293730,\,125203,26803
293731,\,49567,26812
293732,\,125253,125255
293733,\,125254,125255
293734,\,125256,125255
293735,\,44016,125255
293736,\,125259,26819
293737,\,125265,26820
293738,\,125266,26820
293739,\,31133,26820
293740,\,49693,26821
293741,\,42148,26821
293742,\,125273,26821
293743,\,26823,26821
293744,\,100401,26821
293745,\,47774,26828
293746,/,26830,26829
293747,\,48029,26836
293748,\,39842,26841
293749,\,125325,26841
293750,\,125329,26841
293751,\,26840,26841
293752,\,39570,26841
293753,\,26642,26848
293754,/,26848,53321
293755,\,125400,26850
293756,\,26723,26858
293757,/,26858,100359
293758,/,26858,26717
293759,/,26858,26719
293760,/,26858,26722
293761,/,26858,26729
293762,/,26860,29089
293763,/,26860,100414
293764,/,26860,125461
293765,/,26860,43028
293766,/,26860,125467
293767,\,46688,26868
293768,\,125560,26868
293769,\,125561,26868
293770,\,28484,26868
293771,\,26874,26868
293772,\,53427,26869
293773,\,125534,26869
293774,/,26870,125538
293775,/,26870,31806
293776,/,26870,44860
293777,/,26870,125539
293778,/,26870,100420
293779,/,26870,58351
293780,\,54759,132704
293781,/,26874,125558
293782,/,26874,125561
293783,/,26874,125562
293784,/,26877,125569
293785,/,26877,125570
293786,/,26877,100421
293787,/,26877,44043
293788,/,26877,125571
293789,/,26877,125572
293790,/,26877,125574
293791,/,26877,125575
293792,\,100421,26878
293793,\,125575,26878
293794,/,26880,26896
293795,\,26880,26882
293796,\,125594,26884
293797,\,52950,26884
293798,\,31547,26884
293799,\,43219,26884
293800,\,125608,26887
293801,/,26888,40362
293802,/,26888,40745
293803,/,26888,125616
293804,/,26888,48261
293805,/,26888,43572
293806,/,26888,48892
293807,/,26888,125632
293808,\,33711,26894
293809,\,37474,26894
293810,/,26897,125651
293811,/,26897,49156
293812,/,26897,125653
293813,/,26897,125654
293814,/,26897,125655
293815,/,26897,29796
293816,/,26897,100424
293817,/,26897,58316
300685,/,55641,120117
293819,/,26897,26895
293820,/,26897,41575
293821,/,26897,40634
293822,/,26897,100426
293823,/,26897,37474
293824,/,26897,45067
293825,/,26897,125665
293826,/,26897,100427
293827,/,26897,125667
293828,/,26899,100429
293829,/,26899,26898
293830,/,26905,21820
293831,/,26905,26909
293832,\,125728,26907
293833,\,41487,26907
293834,\,125729,26907
293835,\,31185,26912
293836,\,125758,26916
293837,/,26918,125790
293838,/,26918,52764
293839,/,26918,125792
293840,/,26918,125795
293841,/,26918,125796
293842,/,26918,125798
293843,/,26918,125799
293844,/,26918,32002
293845,/,26918,125805
293846,/,26918,26919
293847,/,26918,26920
293848,\,125805,26919
293849,/,26919,125790
293850,/,26919,125791
293851,/,26919,52764
293852,/,26919,125792
293853,/,26919,125795
293854,/,26919,125796
293855,/,26919,125798
293856,/,26919,26918
293857,/,26919,125801
293858,/,26919,32002
293859,/,26919,26920
293860,\,125791,26920
293861,\,125795,26920
293862,\,125801,26920
293863,/,26920,52764
293864,/,26920,125792
293865,/,26920,125805
293866,\,32191,26921
293867,\,26922,26921
293868,\,28372,26921
293869,\,125830,26921
293870,\,43643,26921
293871,\,100447,26921
293872,\,125842,26921
293873,\,41580,26921
293874,\,26923,26922
293875,/,26922,125828
293876,/,26922,26925
293877,/,26922,28372
293878,/,26922,125830
293879,/,26922,125831
293880,/,26922,125832
293881,/,26922,125833
293882,/,26922,43643
293883,/,26922,37841
293884,/,26922,56045
293885,/,26922,125834
293886,/,26922,125836
293887,/,26922,125837
293888,/,26922,125839
293889,/,26922,26927
293890,/,26922,26928
293891,/,26922,54923
293892,/,26922,26929
293893,/,26922,125841
293894,/,26922,26930
293895,/,26922,26931
293896,/,26922,100447
293897,/,26922,26932
293898,/,26922,26933
293899,/,26922,41580
293900,/,26923,26921
293901,/,26923,100445
293902,/,26923,125815
293903,/,26923,125828
293904,/,26923,26925
293905,/,26923,28372
293906,/,26923,125830
293907,/,26923,125831
293908,/,26923,125832
293909,/,26923,125833
293910,/,26923,43643
293911,/,26923,37841
293912,/,26923,100446
293913,/,26923,56045
293914,/,26923,125834
293915,/,26923,125836
293916,/,26923,125837
293917,/,26923,125839
293918,/,26923,26927
293919,/,26923,26928
293920,/,26923,26929
293921,/,26923,125841
293922,/,26923,26930
