s1125,semirasus,a,0,aps---mn1-,semiras semiras semiras,semirasus
45768,45768,tappete,n,0,n-s---nn3-,tappet,tappete
45761,45761,terebenthinus,a,0,aps---mn1-,terebenthin terebenthin terebenthin,terebenthinus
45784,c1537,chrysitis,n,0,n-s---fn3-,chrysitid chrysitid chrysitid,chrysitis
45821,c1540,chrysoberullus,n,0,n-s---mn2-,chrysoberull,chrysoberullus
45829,45829,uafre,r,0,rp--------,consol,uafre
45789,c1900,circumtermino,v,0,v1spia--1-,circumtermin circumterminau circumterminat,circumtermino
45786,c1906,circumtonsus,a,0,aps---mn1-,circumtons circumtons circumtons,circumtonsus
45779,45779,uillicatio,n,0,n-s---fn3-,uillication,uillicatio
45799,45799,crustallus,n,0,n-s---mn2-,crustall,crustallus
45798,45798,accedenter,r,0,rp--------,,accedenter
45766,c2017,clamitatio,n,0,n-s---fn3-,clamitation,clamitatio
45830,c2090,clepsydra,n,0,n-s---fn1-,clepsydr,clepsydra
45776,c2949,concaleo,v,0,v1spia--2-,concal concalu -,concaleo
45780,c3738,contextio,n,0,n-s---fn3-,contextion,contextio
45808,c4391,croceus,a,0,aps---mn1-,croce croce croce,croceus
45801,c4569,cultellulus,n,0,n-s---mn2-,cultellul,cultellulus
45775,f0770,foetulentus,a,0,aps---mn1-,foetulent foetulent foetulent,foetulentus
45782,g0127,gelidus,a,0,aps---mn1-,gelid gelid gelid,gelidus
45802,l0035,labrusca,n,0,n-s---fn1-,labrusc,labrusca
45833,p2016,piamentum,n,0,n-s---nn2-,piament,piamentum
45774,s3245,subuectus,n,0,n-s---mn4-,subuect,subuectus
45824,u0012,uaciuus,a,1,aps---mn1-,uaciu uaciu uaciu,uaciuus
45793,u9736,uinaceus,a,0,aps---mn1-,uinace uinace uinace,uinaceus
45880,45880,catenatus,n,0,n-s---mn4-,catenat,catenatus
45898,45898,inmitto,v,0,v1spia--3-,inmitt inmis inmiss,inmitto
45839,45839,haut,r,0,rp--------,,haut
45863,45863,logium,n,0,n-s---nn2-,logi,logium
45870,45870,ubiubi,r,0,rp--------,,ubiubi
45850,45850,authentice,r,0,rp--------,,authentice
45877,45877,caenatorium,n,0,n-s---nn2-,caenatori,caenatorium
45872,45872,cardimoma,n,0,n-s---fn1-,cardimom,cardimoma
45896,a0453,actuaria,n,0,n-s---fn1-,actuari,actuaria
45844,i3091,iuuamen,n,0,n-s---nn3-,iuuamin,iuuamen
45875,a2583,apyretus,a,0,aps---mn1-,apyret apyret apyret,apyretus
45897,45897,clepta,n,0,n-s---mn1-,clept,clepta
45884,45884,comitatus,a,0,aps---mn1-,comitat comitat comitat,comitatus
45840,45840,compauper,n,0,n-s---mn3-,compauper,compauper
103857,103857,breuis,n,0,n-s---fn3i,breu,breuis
45848,45848,confirmanda,n,0,n-s---fn1-,confirmand,confirmanda
45888,b0563,botryitis,n,0,n-s---fn3-,botryitid,botryitis
45902,45902,conpaedagogius,n,0,n-s---mn2-,conpaedagogi,conpaedagogius
45845,45845,encaenium,r,0,rp--------,,encaenium
45900,45900,illic,r,0,rp--------,,illic
45869,45869,incapacitas,n,0,n-s---fn3-,incapacitat,incapacitas
45879,45879,abactus,a,0,aps---mn1-,abact abact abact,abactus
45881,45881,interspersus,a,0,aps---mn1-,interspers interspers interspers,interspersus
45882,45882,latreuticus,a,0,aps---mn1-,latreutic latreutic latreutic,latreuticus
45886,45886,litrum,n,0,n-s---nn2-,litr,litrum
45858,45858,maiestuosus,a,0,aps---mn1-,solit solit solit,maiestuosus
45854,45854,negotio,v,0,v1spia--1-,negoti - negotiat,negotio
45894,45894,poetice,r,0,rp--------,compunctori,poetice
45835,45835,radiologia,n,0,n-s---fn1-,radiologi,radiologia
45851,45851,septendecim,a,0,aps----n3-,- - -,septendecim
45857,45857,solitum,a,0,aps---an3-,solit solit solit,solitum
45873,45873,subsequenter,r,0,rp--------,,subsequenter
45849,45849,uemens,a,0,aps---an3-,uement uement uement,uemens
45874,45874,adsitus,a,0,aps---mn1-,adsit adsit adsit,adsitus
45838,c0972,caulias,n,0,n-s---mn1g,cauli,caulias
45871,c3614,constipatio,n,0,n-s---fn3-,constipation,constipatio
45859,c3801,contrascriba,n,0,n-s---mn1-,contrascrib,contrascriba
45883,c4270,cratitio,n,0,n-s---fn3-,cratition,cratitio
45867,c4831,cynorrhoda,n,0,n-s---fn1-,cynorrhod,cynorrhoda
45862,d0209,declamator,n,0,n-s---mn3-,declamator,declamator
45899,d0322,dedolo,v,0,v1spia--1-,dedol dedolu -,dedolo
45837,d0521,delegator,n,0,n-s---mn3-,delegator,delegator
45890,h0109,harenaria,n,0,n-s---fn1-,harenari,harenaria
113792,i9838,indecentia,n,0,n-s---fn1-,indecenti,indecentia
45846,i2213,integellus,a,0,aps---mn1-,integell integell integell,integellus
45861,l0538,lentiscus,n,0,n-s---fn2-,lentisc,lentiscus
45853,l1123,luctificus,a,0,aps---mn1-,luctific luctific luctific,luctificus
45855,l1209,luscinius,n,0,n-s---mn2-,luscini,luscinius
45895,o0185,obryzatus,a,0,aps---mn1-,obryzat obryzat obryzat,obryzatus
45876,q0251,quinque,a,0,aps---an--,- - -,quinque
45843,r7029,refutatus,n,0,n-s---mn4-,refutat,refutatus
45866,s2020,soricinus,a,0,aps---mn1-,soricin soricin soricin,soricinus
45842,s6133,substo,v,0,v1spia--1-,subst - -,substo
45887,t1278,trigon,n,0,n-s---mn3-,trigon,trigon
45964,45964,aequiliter,r,0,rp--------,,aequiliter
45968,45968,adolescentia,n,0,n-s---fn1-,adolescenti,adolescentia
20499,20499,buculus,n,1,n-s---fn2-,bucul,buculus
45958,h0508,holus,n,0,n-s---nn3-,holer,holus
45928,c0415,canities,n,0,n-s---fn5-,caniti,canities
45974,45974,aestiue,r,0,rp--------,,aestiue
45955,45955,alectorius,a,0,aps---mn1-,alectori alectori alectori,alectorius
45916,45916,arramio,v,0,v1spia--1-,arrami arramiau arramiat,arramio
45929,45929,collicia,n,0,n-s---fn1-,collici,collicia
45969,45969,concrusio,v,0,v1spia--1-,concrusi concrusiau concrusiat,concrusio
45957,45957,conplanator,n,0,n-s---mn3-,conplanator,conplanator
45949,45949,conuentitium,n,0,n-s---nn2-,conuentiti,conuentitium
45952,45952,daedale,r,0,rp--------,,daedale
45932,45932,decanium,n,0,n-s---nn2-,decani,decanium
45967,a1671,amflexus,a,0,aps---mn1-,amflex amflex amflex,amflexus
45918,45918,ecstasia,n,0,n-s---fn1-,ecstasi,ecstasia
45926,45926,electrisatio,n,0,n-s---fn3-,electrisation,electrisatio
45919,45919,feoffatus,n,0,n-s---mn4-,feoffat,feoffatus
45941,45941,fumisugium,n,0,n-s---nn2-,fumisugi,fumisugium
45979,45979,inaratus,n,0,n-s---mn2-,inarat inarat inarat,inaratus
45947,45947,magnetismus,n,0,n-s---mn2-,magnetism,magnetismus
45939,45939,nunciatrix,n,0,n-s---fn3-,nunciatric,nunciatrix
45921,45921,oliuaceus,a,0,aps---mn1-,oliuace oliuace oliuace,oliuaceus
45976,45976,oratorie,r,0,rp--------,,oratorie
45907,45907,ordinamentum,n,0,n-s---nn2-,ordinament,ordinamentum
45912,45912,peculiatus,a,0,aps---mn1-,peculiat peculiat peculiat,peculiatus
45980,45980,perungo,v,0,v1spia--3-,perung perunx perunct,perungo
45924,b0309,bibliothecula,n,0,n-s---fn1-,bibliothecul,bibliothecula
45942,45942,praefecundus,r,0,rp--------,,praefecundus
45937,45937,sata,n,0,n-p---nn2-,uerius uerissime,sata
45948,45948,septies,r,0,rp--------,,septies
45970,45970,summoueo,v,0,v1spia--2-,summou summou summot,summoueo
45936,45936,uerecunde,r,0,rp--------,uerius uerissime,uerecunde
45923,c1473,choicus,a,0,aps---mn1-,choic choic choic,choicus
45977,c2205,coaeternus,a,0,aps---mn1-,coaetern coaetern coaetern,coaeternus
45910,45910,adlenimentum,n,0,n-s---nn2-,adleniment,adlenimentum
45922,c2735,commulceo,v,0,v1spia--2-,commulc commuls commuls,commulceo
45935,c3672,contabulatio,n,0,n-s---fn3-,contabulation,contabulatio
45944,c4173,corymbiatus,a,0,aps---mn1-,corymbiat corymbiat corymbiat,corymbiatus
45981,d0207,declamatio,n,0,n-s---fn3-,declamation,declamatio
45909,e0426,emeritum,n,0,n-s---nn2-,emerit,emeritum
45951,i0233,illicitus,a,0,aps---mn1-,illicit illicit illicit,illicitus
45972,i0412,immulgeo,v,0,v1spia--2-,asperugin,immulgeo
45911,i2687,inuigilo,v,0,v1spia--1-,inuigil inuigilau inuigilat,inuigilo
45914,i3082,iustificus,a,0,aps---mn1-,iustific iustific iustific,iustificus
45954,l0367,latio,n,0,n-s---fn3-,lation,latio
45945,m0684,membranula,n,0,n-s---fn1-,membranul,membranula
45982,o0397,occisor,n,0,n-s---mn3-,occisor,occisor
45927,p1234,perincommodus,a,0,aps---mn1-,perincommod perincommod perincommod,perincommodus
45953,p2032,picturatus,a,0,aps---mn1-,picturat picturat picturat,picturatus
45960,p2246,planarius,a,0,aps---mn1-,plan plan plan,planarius
45931,p5008,postliminium,n,0,n-s---nn2-,postlimini,postliminium
45975,s0155,saliatus,n,0,n-s---mn4-,saliat,saliatus
19121,a0043,abeo,v,1,v1spia--4-,ab abiu abit,abeo
104029,c0121,caerimonialis,a,0,aps---cn3i,caerimonial caerimonial caerimonial,caerimonialis
34231,c0461,cantilenosus,a,0,aps---mn1-,cantilenos cantilenos cantilenos,cantilenosus
120528,p0453,participabilis,a,0,aps---cn3i,participabil participabil participabil,participabilis
126064,126064,sapientientipotens,a,0,aps---an3i,sapientientipotent sapientientipotent sapientientipotent,sapientientipotens
126065,s0338,sapientipotens,a,0,aps---an3i,sapientipotent sapientipotent sapientipotent,sapientipotens
46023,a0129,abortiuum,n,0,n-s---nn2-,abortiu,abortiuum
137520,o0963,orcinianus,a,0,aps---mn1-,orcinian orcinian orcinian,orcinianus
137854,q0124,quamplurimus,a,0,aps---mn1-,quamplurim quamplurim quamplurim,quamplurimus
138272,t1004,transfluminianus,a,0,aps---mn1-,transfluminian transfluminian transfluminian,transfluminianus
138323,t1812,turrifer,a,0,aps---mn1r,turrifer turrifer turrifer,turrifer
46036,a1614,ambestrix,n,0,n-s---fn3-,ambestric,ambestrix
138610,$0180,elementatus,a,0,aps---mn1-,elementat elementat elementat,elementatus
133652,b0437,bitiensis,a,0,aps---cn3i,bitiens bitiens bitiens,bitiensis
134328,h0694,hydrocelicus,a,0,aps---mn1-,hydrocelic hydrocelic hydrocelic,hydrocelicus
134676,m0661,melloproximus,a,0,aps---mn1-,melloproxim melloproxim melloproxim,melloproximus
137814,p4294,pseudodecimianus,a,0,aps---mn1-,pseudodecimian pseudodecimian pseudodecimian,pseudodecimianus
29421,a0809,adulescenturio,v,0,v1spia--4-,adulescentur adulescenturiu adulescenturit,adulescenturio
20536,c0105,caelum,n,1,n-s---nn2-,cael,caelum
34451,d1290,diaphoreticus,a,0,aps---mn1-,diaphoretic diaphoretic diaphoretic,diaphoreticus
58571,58571,Alce,n,0,n-s---fn1g,Alc,Alce
112026,h0037,haemoptyicus,a,0,aps---mn1-,haemoptyic haemoptyic haemoptyic,haemoptyicus
112598,h0595,horrificabilis,a,0,aps---cn3i,horrificabil horrificabil horrificabil,horrificabilis
116092,l0597,leuamentarius,a,0,aps---mn1-,leuamentari leuamentari leuamentari,leuamentarius
117719,m1110,miserimonium,n,0,n-s---nn2-,miserimoni,miserimonium
30853,r0166,reciperatiuus,a,0,aps---mn1-,reciperatiu reciperatiu reciperatiu,reciperatiuus
127210,s1620,significatiuus,a,0,aps---mn1-,significatiu significatiu significatiu,significatiuus
40509,c9218,calefactorius,a,0,aps---mn1-,calefactori calefactori calefactori,calefactorius
110305,f0647,faenisex,n,1,n-s---mn3-,faenisec,faenisex
19387,19387,adludio,v,1,v1spia--1-,adludi adludiau adludiat,adludio
117280,m0616,melichlorus,n,0,n-s---mn2-,melichlor,melichlorus
40780,s1986,sophisticus,a,0,aps---mn1-,sophistic sophistic sophistic,sophisticus
102675,102675,anthropomorphiticus,a,0,aps---mn1-,anthropomorphitic anthropomorphitic anthropomorphitic,anthropomorphiticus
111188,f1047,frugiperdus,a,1,aps---mn1-,frugiperd frugiperd frugiperd,frugiperdus
19485,19485,adsignifico,v,1,v1spia--1-,adsignific adsignificau adsignificat,adsignifico
131860,u1186,uoluntatiuus,a,0,aps---mn1-,uoluntatiu uoluntatiu uoluntatiu,uoluntatiuus
21020,c2121,clipeo,v,1,v1spia--1-,clip clipeau clipeat,clipeo
40213,u1202,uoluto,v,0,v1spia--1-,uolut uolutau uolutat,uoluto
32511,u1212,uomitor,n,0,n-s---mn3-,uomitor,uomitor
131901,u1230,uraeon,n,0,n-s---nn2g,urae,uraeon
133320,$0158,pontificor,v,0,v1spid--1-,pontific pontificat -,pontificor
21628,c3646,consuetudinarius,a,1,aps---mn1-,consuetudinari consuetudinari consuetudinari,consuetudinarius
21643,c3670,contabefacio,v,1,v1spia--3i,contabefac contabefec contabefact,contabefacio
131849,131849,uolsilla,n,0,n-s---fn1-,uolsill,uolsilla
107772,d1716,disciplinabilis,a,0,aps---cn3i,disciplinabil disciplinabil disciplinabil,disciplinabilis
32701,f0485,fideicommissarius,a,0,aps---mn1-,fideicommissari fideicommissari fideicommissari,fideicommissarius
112142,h0154,hebdomadalis,a,0,aps---cn3i,hebdomadal hebdomadal hebdomadal,hebdomadalis
113372,i0710,inabstractus,a,0,aps---mn1-,inabstract inabstract inabstract,inabstractus
113405,i0754,inamissibilis,a,0,aps---cn3i,inamissibil inamissibil inamissibil,inamissibilis
113411,i0759,inaniloquium,n,0,n-s---nn2-,inaniloqui,inaniloquium
113435,i0784,inarticulatus,a,0,aps---mn1-,inarticulat inarticulat inarticulat,inarticulatus
24331,i2197,insuperabilis,a,1,aps---cn3i,insuperabil insuperabil insuperabil,insuperabilis
30518,u1171,uolsella,n,0,n-s---fn1-,uolsell,uolsella
132024,132024,uulsus,a,0,aps---mn1-,uuls uuls uuls,uulsus
28223,u1383,uultur,n,1,n-s---mn3-,uultur,uultur
121421,p1520,perputo,v,0,v1spia--1-,perput perputau perputa,perputo
38185,38185,uolubiliter,r,0,rp--------,feclinditat,uolubiliter
40373,q0015,quadrantarius,a,0,aps---mn1-,quadrantari quadrantari quadrantari,quadrantarius
46541,46541,uoluntarie,r,0,rp--------,,uoluntarie
36975,u1184,uoluntarius,a,0,aps---mn1-,uoluntari uoluntari uoluntari,uoluntarius
24138,i1421,ineo,v,1,v1spia--4-,in iniu init,ineo
28202,u1188,uoluo,v,1,v1spia--3-,uolu uolu uolut,uoluo
45915,45915,uolupe,r,0,rp--------,,uolupe
131865,u1194,uoluptificus,a,0,aps---mn1-,uoluptific uoluptific uoluptific,uoluptificus
41621,u1199,uolutabrum,n,0,n-s---nn2-,uolutabr,uolutabrum
25867,p1106,perfero,v,1,v1spia--3-,perfer pertul perlat,perfero
131875,u1204,uomax,a,0,aps---an3i,uomac uomac uomac,uomax
22948,e0971,escendo,v,1,v1spia--3-,escend escend escens,escendo
131884,131884,uomitus,a,0,aps---mn1-,uomit uomit uomit,uomitus
28206,u9995,uomitus,n,1,n-s---mn4-,uomit,uomitus
138423,u1215,uopiscus,n,0,n-s---mn2-,uopisc,uopiscus
139155,,Uopiscus,n,1,n-s---mn2-,Uopisc,Uopiscus
39098,u1217,uoraginosus,a,0,aps---mn1-,uoraginos uoraginos uoraginos,uoraginosus
28212,u1228,uox,n,1,n-s---fn3-,uoc,uox
23637,g0284,gibbus,a,1,aps---mn1-,gibb gibb gibb,gibbus
27442,s2844,subeo,v,1,v1spia--4-,sub subiu subit,subeo
46095,46095,euolutiuus,a,0,aps---mn1-,euolutiu euolutiu euolutiu,euolutiuus
121404,121404,perpopulatus,a,0,aps---mn1-,perpopulat perpopulat perpopulat,perpopulatus
53151,53151,stereophonicus,a,0,aps---mn1-,stereophonic stereophonic stereophonic,stereophonicus
37019,m1648,multigener,a,0,aps---mn1r,multigener multigener multigener,multigener
46158,46158,Iesuita,n,0,n-s---mn1-,Iesuit,iesuita
46151,,balineum,n,0,n-s---nn2-,baline,balineum
46169,a9446,actiuitas,n,0,n-s---fn3-,actiuitat,actiuitas
27937,u1236,urbanitas,n,1,n-s---fn3-,urbanitat,urbanitas
137906,r0843,rubucundosus,a,0,aps---mn1-,rubucundos rubucundos rubucundos,rubucundosus
138615,$0186,fraudulus,a,0,aps---mn1-,fraudul fraudul fraudul,fraudulus
133444,a1120,affurcillo,v,0,v1spia--1-,affurcill affurcillau affurcillat,affurcillo
133514,a1911,ancentus,n,0,n-s---mn4-,ancent,ancentus
38670,u1239,urbicarius,a,0,aps---mn1-,urbicari urbicari urbicari,urbicarius
138428,u1242,urbigena,n,0,n-s---cn1-,urbigen,urbigena
133515,a1934,ancunulentus,a,0,aps---mn1-,ancunulent ancunulent ancunulent,ancunulentus
133574,a3732,archilochius,a,0,aps---mn1-,archilochi archilochi archilochi,archilochius
46205,46205,conterminus,n,0,n-s---nn3-,contermin contermin contermin,conterminus
46149,46149,contra,n,0,n-s---fn1-,cont,contra
46198,c4783,cycnium,n,0,n-s---nn2-,cycni,cycnium
46181,46181,coniacum,n,0,n-s---nn2-,coniac,coniacum
46184,46184,conlacticius,n,0,n-s---mn2-,conlactici,conlacticius
58812,58812,Argentiexterebronides,n,0,n-s---mn3-,Argentiexterebronid,Argentiexterebronides
46203,46203,despicans,a,0,aps---an3-,despicant despicant despicant,despicans
46160,46160,consulte,r,0,rp--------,consultius consultissime,consulte
133317,a9941,Anacreontius,a,1,aps---mn1-,Anacreonti Anacreonti Anacreonti,Anacreontius
46165,46165,grabattus,n,0,n-s---mn2-,grabatt,grabattus
46176,46176,fossatus,a,0,aps---mn1-,fossat fossat fossat,fossatus
139158,u1243,Urbs,n,1,n-s---fn3i,Urb,Urbs
46155,46155,ignipes,n,0,n-s---mn3-,igniped igniped igniped,ignipes
46154,46154,incomitatus,r,0,rp--------,laetr,incomitatus
46193,46193,inscite,r,0,rp--------,tort,inscite
46157,46157,laqueatus,a,0,aps---mn1-,laqueat laqueat laqueat,laqueatus
46187,46187,mamona,n,0,n-s---fn1-,mamon,mamona
46161,46161,moestiter,r,0,rp--------,,moestiter
46212,d1574,dilutum,n,0,n-s---nn2-,dilut,dilutum
46167,46167,nartatio,n,0,n-s---fn3-,nartation,nartatio
46185,d1683,diritas,n,0,n-s---fn3-,diritat,diritas
46201,e0609,eno,v,0,v1spia--1-,en enau enat,eno
46166,46166,nescioquis,r,0,rp--------,,nescioquis
46206,46206,polyphonia,n,0,n-s---fn1-,polyphoni,polyphonia
46207,46207,rurigena,a,0,aps---cn1-,rurigen rurigen rurigen,rurigena
46213,f1147,fumeus,a,0,aps---mn1-,fume fume fume,fumeus
46172,i0221,illibatus,a,0,aps---mn1-,illibat illibat illibat,illibatus
46148,46148,socializatio,n,0,n-s---fn3-,socialization,socializatio
46168,46168,superstes,n,0,n-s---cn3-,superstit,superstes
41630,i1193,indeclinatus,a,0,aps---mn1-,indeclinat indeclinat indeclinat,indeclinatus
46209,i2360,interiungo,v,0,v1spia--3-,subintroi subintroiu subintroit,interiungo
46152,i2530,interuenium,n,0,n-s---nn2-,interueni,interuenium
46204,i2820,irrefragabiliter,r,0,rp--------,,irrefragabiliter
46153,l0120,laeter,a,0,aps---mn1r,laetr laetr laetr,laeter
46144,l0857,lintriculus,n,0,n-s---mn2-,lintricul,lintriculus
46200,r0717,ridiculus,a,0,aps---mn1-,ridicul ridicul ridicul,ridiculus
46143,t0637,thyius,a,0,aps---mn1-,accubition accubition accubition,thyius
46192,t9913,tortus,n,0,n-s---mn4-,tort,tortus
46142,a0308,accubitio,n,0,n-s---fn3-,accubition,accubitio
133719,c0849,catascopiscus,n,0,n-s---mn2-,catascopisc,catascopiscus
46233,n0681,nundinatio,n,0,n-s---fn3-,nundin,nundinatio
133726,c0942,caudiculus,n,0,n-s---mn2-,caudicul,caudiculus
46288,46288,aranciata,n,0,n-s---fn1-,aranciat,aranciata
46255,46255,breuiloquus,a,0,aps---mn1-,breuiloqu breuiloqu breuiloqu,breuiloquus
46256,a1156,aggrauesco,v,0,v1spia--3-,aggrauesc - -,aggrauesco
46262,46262,cauatus,a,0,aps---mn1-,cauat cauat cauat,cauatus
46253,46253,circulatio,n,0,n-s---fn3-,circulation,circulatio
46244,46244,cocinatorium,n,0,n-s---nn2-,cocinatori,cocinatorium
46257,46257,collectorium,n,0,n-s---nn2-,collectori,collectorium
46237,46237,comium,n,0,n-s---nn2-,comi,comium
131914,131914,urciola,n,0,n-s---fn1-,urciol,urciola
46261,46261,conpauio,v,0,v1spia--4-,conpau - conpauit,conpauio
46266,a3172,assimulatio,n,0,n-s---fn3-,assimulation,assimulatio
46250,b0167,basilium,n,0,n-s---nn2-,basili,basilium
46278,46278,consecratus,a,0,aps---mn1-,consecrat consecrat consecrat,consecratus
46236,46236,deuterus,n,0,n-s---mn2-,deuter,deuterus
46249,46249,etesia,n,0,n-s---fn1-,etesi,etesia
46216,46216,exorsa,n,0,n-s---fn1-,quadrimul,exorsa
46284,46284,falsifico,v,0,v1spia--1-,falsific falsificau falsificat,falsifico
46245,46245,globalis,a,0,aps---cn3-,global global global,globalis
46242,46242,hirniosus,a,0,aps---mn1-,hirnios hirnios hirnios,hirniosus
46243,46243,indifferenter,r,0,rp--------,,indifferenter
46279,b0271,benesuadus,a,0,aps---mn1-,benesuad benesuad benesuad,benesuadus
46282,46282,inpedio,v,0,v1spia--4-,inped inpediu inpedit,inpedio
46286,46286,inregularis,a,0,aps---cn3-,inregular inregular inregular,inregularis
46270,b0357,bigamus,a,0,aps---mn1-,bigam bigam bigam,bigamus
46267,b0555,bostrychus,a,0,aps---mn1-,bostrych bostrych bostrych,bostrychus
46230,46230,interiacio,v,0,v1spia--3i,interiac interiec interiect,interiacio
46287,46287,irnea,n,0,n-s---fn1-,irne,irnea
46215,46215,monstratus,a,0,aps---mn1-,quadrimul quadrimul quadrimul,monstratus
46271,46271,oboedienter,r,0,rp--------,oboedientius oboedientissime,oboedienter
46285,46285,pollum,n,0,n-s---nn2-,poll,pollum
46223,d9978,deprensa,n,0,n-s---fn1-,deprens,deprensa
46277,46277,praescienter,r,0,rp--------,,praescienter
46218,d1090,detentus,n,0,n-s---mn4-,detent,detentus
46248,46248,quiuis,r,0,rp--------,,quiuis
46219,46219,sepultus,a,0,aps---mn1-,sepult sepult sepult,sepultus
46260,d1123,detrusio,n,0,n-s---fn3-,detrusion,detrusio
46274,46274,styraca,n,0,n-s---fn1-,styrac,styraca
46221,d1151,deuersus,r,0,rp--------,,deuersus
46227,46227,aduocamentum,n,0,n-s---nn2-,aduocament,aduocamentum
46225,e0029,eburnus,a,0,aps---mn1-,eburn eburn eburn,eburnus
46239,e1510,exitiosus,a,0,aps---mn1-,exitios exitios exitios,exitiosus
46283,f1070,finitimus,a,0,aps---mn1-,finitim finitim finitim,finitimus
46268,f9828,forinsecus,r,0,rp--------,forinsec,forinsecus
46234,g0132,gelum,n,0,n-s---nn2-,gel,gelum
46264,g0640,gubernatrix,n,0,n-s---fn3-,gubernatric,gubernatrix
46220,g0670,guttatim,r,0,rp--------,,guttatim
46228,n0294,nigreo,v,0,v1spia--2-,nigr - -,nigreo
46276,o0360,obustus,a,0,aps---mn1-,obust obust obust,obustus
46214,q0057,quadrimulus,a,0,aps---mn1-,quadrimul quadrimul quadrimul,quadrimulus
