cruciabil excruciabil excruciabil,excruciabilis
109707,e1373,excruciatio,n,0,n-s---fn3-,excruciation,excruciatio
109718,109718,exculcatus,a,0,aps---mn1-,exculcat exculcat exculcat,exculcatus
109708,e1374,excruciator,n,0,n-s---mn3-,excruciator,excruciator
109711,e1376,excubatio,n,0,n-s---fn3-,excubation,excubatio
109659,109659,excisus,a,0,aps---mn1-,excis excis excis,excisus
109712,e1377,excubator,n,0,n-s---mn3-,excubator,excubator
109713,e1379,excubialis,a,0,aps---cn3i,excubial excubial excubial,excubialis
109715,e1381,excubitorium,n,0,n-s---nn2-,excubitori,excubitorium
109716,e1383,excubitrix,n,0,n-s---fn3-,excubitric,excubitrix
109717,e1386,exculcator,n,0,n-s---mn3-,exculcator,exculcator
109719,e1388,excultor,n,0,n-s---mn3-,excultor,excultor
58069,l0917,lito,v,1,v1spia--1-,lit litau litat,lito
109726,e1396,excurso,v,0,v1spia--1-,excurs excursau excursat,excurso
33396,33396,causate,r,0,rp--------,causatius causatissime,causate
109728,e1398,excusabilis,a,0,aps---cn3i,excusabil excusabil excusabil,excusabilis
109730,e1399,excusabundus,a,0,aps---mn1-,excusabund excusabund excusabund,excusabundus
33391,33391,conlecticius,a,0,aps---mn1-,conlectici conlectici conlectici,conlecticius
109731,e1400,excusamen,n,0,n-s---nn3-,excusamin,excusamen
109729,109729,excusabiliter,r,0,rp--------,,excusabiliter
109732,e1403,excusatiuncula,n,0,n-s---fn1-,excusatiuncul,excusatiuncula
109733,e1404,excusator,n,0,n-s---mn3-,excusator,excusator
109735,e1407,excusor,n,0,n-s---mn3-,excusor,excusor
109736,109736,excussabilis,a,0,aps---cn3i,excussabil excussabil excussabil,excussabilis
109737,109737,excussabundus,a,0,aps---mn1-,excussabund excussabund excussabund,excussabundus
109738,109738,excussate,r,0,rp--------,,excussate
109739,109739,excussatio,n,0,n-s---fn3-,excussation,excussatio
109740,109740,excussator,n,0,n-s---mn3-,excussator,excussator
109741,109741,excussatus,a,0,aps---mn1-,excussat excussat excussat,excussatus
109742,109742,excusso,v,0,v1spia--1-,excuss excussau excussat,excusso
109743,109743,excussor,n,0,n-s---mn3-,excussor,excussor
109746,109746,excusus,a,0,aps---mn1-,excus excus excus,excusus
109747,109747,exdico,v,0,v1spia--3-,,exdico
109748,109748,exdorso,v,0,v1spia--1-,exdors exdorsau exdorsa,exdorso
109751,109751,exebenus,n,0,n-s---fn2-,exeben,exebenus
109752,109752,execontalithos,n,0,n-s---mn2g,execontalith,execontalithos
109753,109753,execttio,n,0,n-s---fn3-,execttion,execttio
109754,109754,execttor,n,0,n-s---mn3-,execttor,execttor
109755,109755,execttus,a,0,aps---mn1-,exectt exectt exectt,execttus
109756,109756,exedriola,n,0,n-s---fn1-,exedriol,exedriola
109744,e1409,excussorius,a,0,aps---mn1-,excussori excussori excussori,excussorius
109745,e1412,excussus,n,0,n-s---mn4-,excuss,excussus
109749,e1415,exdutae,n,0,n-p---fn1-,exdut,exdutae
109766,109766,exemptus,a,0,aps---mn1-,exempt exempt exempt,exemptus
