,praesignis,a,aps---cn3i,praesign praesign praesign,praesignis,0
104273,c0565,captatela,n,n-s---fn1-,captatel,captatela,0
104274,c0569,captatrix,n,n-s---fn3-,captatric,captatrix,0
104296,104296,carcar,n,n-s---nn3i,carcar,carcar,0
104288,104288,Cara,n,n-s---fn1-,Car,Cara,0
104276,c0570,captentula,n,n-s---fn1-,captentul,captentula,0
104229,104229,caphalaeota,n,n-s---mn1-,caphalaeot,caphalaeota,0
104286,c0586,capula,n,n-s---fn1-,capul,capula,0
104287,c3549,capulo,v,v1spia--1-,capul capulau capulat,capulo,0
104289,c0594,caracallis,n,n-s---fn3i,caracall,caracallis,0
104290,c0595,caragius,n,n-s---mn2-,caragi,caragius,0
104291,c0596,caragogos,n,n-s---fn2g,caragog,caragogos,0
104294,c0601,carbonesco,v,v1spia--3-,,carbonesco,0
115521,i3068,iurulentia,n,n-s---fn1-,iurulenti,iurulentia,0
51403,51403,autocineticus,a,aps---mn1-,autocinetic autocinetic autocinetic,autocineticus,0
104301,c0622,cardamina,n,n-s---fn1-,cardamin,cardamina,0
104302,c0624,cardamum,n,n-s---nn2-,cardam,cardamum,0
27371,27371,stellans,a,aps---an3i,stellant stellant stellant,stellans,1
104303,c0578,cardiace,n,n-s---fn1g,cardiac,cardiace,0
104304,c0628,cardimona,n,n-s---fn1-,cardimon,cardimona,0
104305,c0629,cardinalis,a,aps---cn3i,cardinal cardinal cardinal,cardinalis,0
104307,c0632,cardinulus,n,n-s---mn2-,cardinul,cardinulus,0
104300,104300,cardacae,n,n-p---mn1-,cardac,cardacae,0
104309,104309,cardus,n,n-s---mn4-,card,cardus,0
104310,104310,carendus,a,aps---mn1-,carend carend carend,carendus,0
104313,104313,cariceus,a,aps---mn1-,carice carice carice,cariceus,0
104314,104314,caricula,n,n-s---fn1-,caricul,caricula,0
104315,104315,carinans,a,aps---an3i,carinant carinant carinant,carinans,0
104316,c0645,carinator,n,n-s---mn3-,carinator,carinator,0
104317,c0647,carinula,n,n-s---fn1-,carinul,carinula,0
104318,c0650,cariotta,n,n-s---fn1-,cariott,cariotta,0
104322,104322,caritor,n,n-s---mn3-,caritor,caritor,0
104319,c0652,carissa,n,n-s---fn1-,cariss,carissa,0
104324,104324,carnalia,n,n-s---nn3-,carnali,carnalia,0
104321,c0654,carisula,n,n-s---fn1-,carisul,carisula,0
104325,c0661,carnalis,a,aps---cn3i,carnal carnal carnal,carnalis,0
104330,104330,carnificatus,a,aps---mn1-,carnificat carnificat carnificat,carnificatus,0
104327,c0669,carnifer,a,aps---mn1r,carnifer carnifer carnifer,carnifer,0
104333,104333,carnis,n,n-s---fn3i,carn,carnis,0
104334,104334,carnisumus,a,aps---mn1-,carnisum carnisum carnisum,carnisumus,0
104335,104335,carniuorax,a,aps---an3i,carniuorac carniuorac carniuorac,carniuorax,0
104336,104336,carnositas,n,n-s---fn3-,carnositat,carnositas,0
104337,104337,carnufico,v,v1spia--1-,carnufic carnuficau carnuficat,carnufico,0
104328,c0671,carnificator,n,n-s---mn3-,carnificator,carnificator,0
104329,c0672,carnificatrix,n,n-s---fn3-,carnificatric,carnificatrix,0
104340,104340,caro,r,rp--------,,caro,0
104341,104341,caroecarectum,n,n-s---nn2-,caroecarect,caroecarectum,0
104331,c9720,carnificium,n,n-s---nn2-,carnifici,carnificium,0
104345,104345,carpentaria,n,n-s---fn1-,carpentari,carpentaria,0
104346,104346,carpheotum,n,n-s---nn2-,carpheot,carpheotum,0
104351,104351,carpophyllos,n,n-s---fn2g,carpophyll,carpophyllos,0
104352,104352,carptus,a,aps---mn1-,carpt carpt carpt,carptus,0
104353,104353,carpusculum,n,n-s---nn2-,carpuscul,carpusculum,0
104355,104355,carrucharius,a,aps---mn1-,carruchari carruchari carruchari,carrucharius,0
104356,104356,cartiblum,n,n-s---nn2-,cartibl,cartiblum,0
104339,c0680,caro,v,v1spia--3-,,caro,0
104342,c0682,caroenaria,n,n-s---fn1-,caroenari,caroenaria,0
104360,104360,caryinos,a,aps---mn1g,caryin caryin caryin,caryinos,0
104343,c0684,caros,n,n-s---mn2g,car,caros,0
104362,104362,caryllon,n,n-s---nn2-,caryll,caryllon,0
104344,c0686,caroticus,a,aps---mn1-,carotic carotic carotic,caroticus,0
104364,104364,caryphyllon,n,n-s---nn2-,caryphyll,caryphyllon,0
104348,c0697,carpisclum,n,n-s---nn2-,carpiscl,carpisclum,0
104349,c0702,carpistes,n,n-s---mn1g,carpist,carpistes,0
104350,c0701,carpobalsamum,n,n-s---nn2-,carpobalsam,carpobalsamum,0
104357,c9715,cartibum,n,n-s---nn2-,cartib,cartibum,0
104359,c0720,caruncula,n,n-s---fn1-,caruncul,caruncula,0
104361,c0723,caryites,n,n-s---mn1g,caryit,caryites,0
104363,c0674,caryotum,n,n-s---nn2-,caryot,caryotum,0
104299,c0619,carcinosus,a,aps---mn1-,carcinos carcinos carcinos,carcinosus,0
104376,104376,cassa,n,n-p---nn2-,cass,cassa,0
51540,51540,ancorago,a,aps---an3-,ancoragin ancoragin ancoragin,ancorago,0
28336,28336,duplicatum,n,n-s---nn2-,duplicat,duplicatum,0
104374,104374,casmillus,n,n-s---mn2-,casmill,casmillus,0
104426,,cataphracti,n,n-p---mn2-,cataphract,cataphracti,0
104370,c0737,casella,n,n-s---fn1-,casell,casella,0
104371,c0738,casellulla,n,n-s---fn1-,casellull,casellulla,0
104372,c0743,casignete,n,n-s---fn1g,casignet,casignete,0
104373,c0757,casito,v,v1spia--1-,casit casitau casitat,casito,0
40753,i9913,iussum,n,n-s---nn2-,iuss,iussum,0
104375,q0155,caso,v,v1spia--1-,cas casau casat,caso,0
104379,104379,casse,r,rp--------,,casse,0
104380,104380,casses,n,n-p---mn3i,cass,casses,0
104382,104382,cassiculum,n,n-s---nn2-,cassicul,cassiculum,0
104384,104384,cassiteron,n,n-s---nn2-,cassiter,cassiteron,0
104377,c0746,cassatim,r,rp--------,,cassatim,0
104385,104385,casso,r,rp--------,,casso,0
104386,104386,cassum,r,rp--------,,cassum,0
104388,104388,castellamentum,n,n-s---nn2-,castellament,castellamentum,0
104390,104390,castellus,n,n-s---mn2-,castell,castellus,0
104395,104395,castimonialis,n,n-s---fn3i,castimonial,castimonialis,0
104396,104396,castimoninium,n,n-s---nn2-,castimonini,castimoninium,0
104381,c0747,cassesco,v,v1spia--3-,,cassesco,0
104397,104397,castorea,n,n-p---nn2-,castore,castorea,0
104400,104400,castrensis,n,n-s---mn3i,castrens,castrensis,0
104401,104401,castrianus,a,aps---mn1-,castrian castrian castrian,castrianus,0
104403,104403,castricius,a,aps---mn1-,castrici castrici castrici,castricius,0
104404,104404,castuosus,a,aps---mn1-,castuos castuos castuos,castuosus,0
104407,104407,casurus,a,aps---mn1-,casur casur casur,casurus,0
104410,104410,catabolensis,n,n-s---mn3i,catabolens,catabolensis,0
104391,c0769,castificatio,n,n-s---fn3-,castification,castificatio,0
104392,c0772,castigabilis,a,aps---cn3i,castigabil castigabil castigabil,castigabilis,0
104412,104412,catabulensis,n,n-s---mn3i,catabulens,catabulensis,0
104393,c0777,castigatim,r,rp--------,,castigatim,0
104414,104414,catachresticos,r,rp--------,,catachresticos,0
104423,104423,catapeirates,n,n-s---mn1-,catapeirat,catapeirates,0
104424,104424,cataphractarius,a,aps---mn1-,cataphractari cataphractari cataphractari,cataphractarius,0
104398,c0791,castrensiani,n,n-p---mn2-,castrensian,castrensiani,0
104399,c0792,castrensiarius,a,aps---mn1-,castrensiari castrensiari castrensiari,castrensiarius,0
104402,c0795,castricianus,a,aps---mn1-,castrician castrician castrician,castricianus,0
104405,c0799,casualis,a,aps---cn3i,casual casual casual,casualis,0
104425,104425,cataphracte,n,n-s---fn1g,cataphract,cataphracte,0
104427,104427,cataplasma,n,n-s---fn1-,cataplasm,cataplasma,0
104428,104428,catarractes,n,n-s---mn1-,catarract,catarractes,0
104406,c9922,casura,n,n-s---fn1-,casur,casura,0
105338,105338,coles,n,n-s---mn3i,col,coles,0
104365,104365,casales,n,n-p---mn3i,casal,casales,0
104408,c0803,catabasis,n,n-s---fn3i,catabas,catabasis,0
104409,c0802,catabolenses,n,n-p---mn3i,catabolens,catabolenses,0
104411,c0804,catabolum,n,n-s---nn2-,catabol,catabolum,0
104416,c0808,cataclista,n,n-s---fn1-,cataclist,cataclista,0
104417,c0820,catagrapha,n,n-p---nn2-,catagraph,catagrapha,0
104418,c0823,catalepsis,n,n-s---fn3i,cataleps,catalepsis,0
104419,c0824,catalepton,n,n-s---nn2g,catalept,catalepton,0
104420,c0826,catalexis,n,n-s---fn3i,catalex,catalexis,0
104421,c0828,catalysis,n,n-s---fn3i,catalys,catalysis,0
51644,51644,adpario,v,v1spia--4-,adpar - -,adpario,0
51730,a1350,alica,n,n-s---fn1-,alic,alica,0
104434,c0855,catastroma,n,n-s---nn3-,catastromat,catastroma,0
104433,104433,catastatice,n,n-s---fn1g,catastatic,catastatice,0
104435,c0861,catechesis,n,n-s---fn3i,cateches,catechesis,0
104436,104436,catechisso,v,v1spia--1-,catechiss catechissau catechissat,catechisso,0
104437,104437,catechizatio,n,n-s---fn3-,catechization,catechizatio,0
104438,c0870,catellulus,n,n-s---mn2-,catellul,catellulus,0
104439,c0875,catenatim,r,rp--------,,catenatim,0
104441,c0887,cathedralis,a,aps---cn3i,cathedral cathedral cathedral,cathedralis,0
104442,104442,catholica,n,n-p---nn2-,catholic,catholica,0
104443,104443,catholiciani,n,n-p---mn2-,catholician,catholiciani,0
104447,104447,catochites,n,n-s---fn1g,catochit,catochites,0
104448,104448,catomum,n,n-s---nn2-,catom,catomum,0
104449,104449,catonium,n,n-s---nn2-,catoni,catonium,0
104444,c0896,catillanus,a,aps---mn1-,catillan catillan catillan,catillanus,0
104445,c0899,catillo,n,n-s---mn3-,catillon,catillo,0
104455,104455,catulitio,n,n-s---fn3-,catulition,catulitio,0
104450,c0913,catorchites,n,n-s---mn1g,catorchit,catorchites,0
104458,104458,caudicarii,n,n-p---mn2-,caudicari,caudicarii,0
104451,c0915,cattinus,a,aps---mn1-,cattin cattin cattin,cattinus,0
104460,104460,caudilla,n,n-s---fn1-,caudill,caudilla,0
104453,c0919,catuligenus,a,aps---mn1-,catuligen catuligen catuligen,catuligenus,0
104462,104462,caudula,n,n-s---fn1-,caudul,caudula,0
104454,c0921,catulio,v,v1spia--4-,catuli  ,catulio,0
104465,104465,cauendus,a,aps---mn1-,cauend cauend cauend,cauendus,0
104456,c0924,catumeum,n,n-s---nn2-,catume,catumeum,0
104468,104468,cauernus,n,n-s---mn2-,cauern,cauernus,0
104469,104469,cauiae,n,n-p---fn1-,caui,cauiae,0
104470,104470,cauile,n,n-s---nn3i,cauil,cauile,0
104461,c0944,cauditus,a,aps---mn1-,caudit caudit caudit,cauditus,0
104474,104474,cauillo,v,v1spia--1-,cauill cauillau cauilla,cauillo,0
104475,104475,cauillula,n,n-s---fn1-,cauillul,cauillula,0
104463,c0946,cauealis,a,aps---cn3i,caueal caueal caueal,cauealis,0
104479,104479,caullae,n,n-p---fn1-,caull,caullae,0
104480,104480,caullator,n,n-s---mn3-,caullator,caullator,0
104464,c0948,cauefacio,v,v1spia--3i,cauefaci  ,cauefacio,0
104482,104482,caupillus,n,n-s---mn2-,caupill,caupillus,0
104483,104483,caupilus,n,n-s---mn2-,caupil,caupilus,0
104484,104484,caupolus,n,n-s---mn2-,caupol,caupolus,0
104466,c0951,caueola,n,n-s---fn1-,caueol,caueola,0
104467,c0952,cauernum,n,n-s---nn2-,cauern,cauernum,0
104490,104490,causarius,n,n-s---mn2-,causari,causarius,0
104491,104491,causatius,r,rp--------,,causatius,0
104492,104492,causatus,a,aps---mn1-,causat causat causat,causatus,0
104493,104493,causia,n,n-s---fn1-,causi,causia,0
104497,104497,causon,n,n-s---mn3-,causon,causon,0
104473,c0965,cauillis,n,n-s---mn3i,cauill,cauillis,0
104476,c0968,cauitas,n,n-s---fn3-,cauitat,cauitas,0
104481,c0979,caumaliter,r,rp--------,,caumaliter,0
104486,c0985,cauponicula,n,n-s---fn1-,cauponicul,cauponicula,0
104487,c0990,caupuncula,n,n-s---fn1-,caupuncul,caupuncula,0
104488,c0991,cauricrepus,a,aps---mn1-,cauricrep cauricrep cauricrep,cauricrepus,0
104489,c0998,causalis,a,aps---cn3i,causal causal causal,causalis,0
104494,c1004,causidicalis,a,aps---cn3i,causidical causidical causidical,causidicalis,0
104495,c1006,causidicina,n,n-s---fn1-,causidicin,causidicina,0
104430,c0852,catastactice,n,n-s---fn1g,catastactic,catastactice,0
28491,28491,adtenuatus,a,aps---mn1-,adtenuat adtenuat adtenuat,adtenuatus,0
51724,51724,coherceo,v,v1spia--2-,coherc cohercu cohercit,coherceo,0
28908,28908,duodeuicenus,n,n-s---mn2-,secund bin bis,duodeuicenus,0
104502,104502,cauta,n,n-p---nn2-,caut,cauta,0
104548,c1104,cenchris,n,n-s---mn3-,cenchrid,cenchris,1
104504,104504,cauteratio,n,n-s---fn3-,cauteration,cauteratio,0
104511,104511,cecus,a,aps---mn1-,cec cec cec,cecus,0
104506,c9986,cautus,n,n-s---mn4-,caut,cautus,0
104507,c1029,cecaumenus,a,aps---mn1-,cecaumen cecaumen cecaumen,cecaumenus,0
104508,c1030,cectoria,n,n-s---fn1-,cectori,cectoria,0
104512,104512,cedratus,a,aps---mn1-,cedrat cedrat cedrat,cedratus,0
104517,104517,celata,n,n-p---nn2-,celat,celata,0
104513,c1033,cedrelate,n,n-s---fn1g,cedrelat,cedrelate,0
104514,c1037,cedria,n,n-s---fn1-,cedri,cedria,0
104515,c1036,cedris,n,n-s---fn3-,cedrid,cedris,0
104519,104519,celatus,a,aps---mn1-,celat celat celat,celatus,0
104516,c1038,cedrostis,n,n-s---fn3i,cedrost,cedrostis,0
104521,104521,celeratus,a,aps---mn1-,celerat celerat celerat,celeratus,0
104524,104524,celerrimo,r,rp--------,,celerrimo,0
104518,c1041,celatio,n,n-s---fn3-,celation,celatio,0
104526,104526,celeusma,n,n-s---fn1-,celeusm,celeusma,0
104528,104528,cellararius,n,n-s---mn2-,cellarari,cellararius,0
104522,c1058,celeriuolus,a,aps---mn1-,celeriuol celeriuol celeriuol,celeriuolus,0
104533,104533,cello,v,v1spia--3-,cell - -,cello,0
104523,c1057,celeriusculus,a,aps---mn1-,celeriuscul celeriuscul celeriuscul,celeriusculus,0
104527,c1065,celeustes,n,n-s---mn1g,celeust,celeustes,0
104534,104534,celsa,n,n-s---fn1-,cels,celsa,0
104536,104536,celsitas,n,n-s---fn3-,celsitat,celsitas,0
104541,104541,cemelium,n,n-s---nn2-,cemeli,cemelium,0
104529,c1069,cellariensis,a,aps---cn3i,cellariens cellariens cellariens,cellariensis,0
104530,c1071,cellaris,a,aps---cn3i,cellar cellar cellar,cellaris,0
104531,c1072,cellarites,n,n-s---mn1g,cellarit,cellarites,0
104532,c1075,cellio,n,n-s---mn3-,cellion,cellio,0
104549,104549,cenchrltis,n,n-s---fn3-,cenchrltid,cenchrltis,0
104535,c1082,celsiiugus,a,aps---mn1-,celsiiug celsiiug celsiiug,celsiiugus,0
104537,c1083,celsithronus,a,aps---mn1-,celsithron celsithron celsithron,celsithronus,0
104538,c1086,celthis,n,n-s---fn3i,celth,celthis,0
104539,c1092,celtis,n,n-s---fn3i,celt,celtis,0
104554,104554,censorie,r,rp--------,,censorie,0
104540,c1087,celtium,n,n-s---nn2-,celti,celtium,0
104542,c1088,cemos,n,n-s---mn2g,cem,cemos,0
104556,104556,censuales,n,n-p---mn3i,censual,censuales,0
104544,c1095,cenalis,a,aps---cn3i,cenal cenal cenal,cenalis,0
104558,104558,census,a,aps---mn1-,cens cens cens,census,0
104545,c1096,cenarius,n,n-s---mn2-,cenari,cenarius,0
104559,104559,centaurion,n,n-s---nn2g,centauri,centaurion,0
104561,104561,centeni,a,app---mn1-,centen centen centen,centeni,0
104546,c1102,cenaturio,v,v1spia--4-,cenaturi  ,cenaturio,0
104563,104563,centenodia,n,n-s---fn1-,centenodi,centenodia,0
104505,104505,cautis,n,n-s---fn3i,caut,cautis,0
104550,c1106,cenchros,n,n-s---mn2g,cenchr,cenchros,0
104557,c1130,censum,n,n-s---nn2-,cens,censum,0
104560,c1128,centauris,n,n-s---fn3-,centaurid,centauris,0
104564,c1132,centenodius,a,aps---mn1-,centenodi centenodi centenodi,centenodius,0
105468,c2596,comma,n,n-s---nn3-,commat,comma,0
104500,c1013,caustice,n,n-s---fn1g,caustic,caustice,0
104607,c1216,ceraules,n,n-s---mn1g,ceraul,ceraules,0
29239,29239,nauclerius,a,aps---mn1-,naucleri naucleri naucleri,nauclerius,0
104566,c1135,centesimo,v,v1spia--1-,centesim centesimau centesima,centesimo,0
104568,c1145,centipedium,n,n-s---nn2-,centipedi,centipedium,0
104569,c1151,centoculus,n,n-s---mn2-,centocul,centoculus,0
104570,c1153,centralis,a,aps---cn3i,central central central,centralis,0
104571,c1155,centria,n,n-s---fn1-,centri,centria,0
104575,104575,centunclum,n,n-s---nn2-,centuncl,centunclum,0
104603,104603,ceratim,n,n-s---n---,-,ceratim,0
104573,c1156,centrines,n,n-s---mn1g,centrin,centrines,0
104576,104576,centunculum,n,n-s---nn2-,centuncul,centunculum,0
104577,104577,centuplicata,n,n-p---nn2-,centuplicat,centuplicata,0
104578,104578,centupliciter,r,rp--------,,centupliciter,0
104581,104581,ceparia,n,n-s---fn1-,cepari,ceparia,0
104574,c1165,centumuiri,n,n-p---mn2-,centumuir,centumuiri,0
104582,104582,cepe,n,n-s---nn3i,cep,cepe,0
104587,104587,cephalus,n,n-s---mn2-,cephal,cephalus,0
104580,c1177,cepaea,n,n-s---fn1-,cepae,cepaea,0
104589,104589,cepicium,n,n-s---nn2-,cepici,cepicium,0
104593,104593,cepolindrum,n,n-s---nn2-,cepolindr,cepolindrum,0
104583,c1178,cephalaeon,n,n-s---nn2g,cephalae,cephalaeon,0
104594,104594,ceponides,n,n-s---fn3-,ceponid,ceponides,0
104595,104595,cepula,n,n-s---fn1-,cepul,cepula,0
104596,104596,cerania,n,n-s---fn1-,cerani,cerania,0
104597,104597,cerasta,n,n-s---fn1-,cerast,cerasta,0
104584,c1184,cephalicum,n,n-s---nn2-,cephalic,cephalicum,0
104585,c1185,cephalo,n,n-s---mn3-,cephalon,cephalo,0
104588,c1186,cephenes,n,n-s---mn3-,cephen,cephenes,0
104605,104605,ceration,n,n-s---nn2g,cerati,ceration,0
104610,104610,cercopithecos,n,n-s---mn2g,cercopithec,cercopithecos,0
104590,c1189,cepionides,n,n-s---fn3-,cepionid,cepionides,0
104591,c1190,cepolatitis,n,n-s---fn3-,cepolatitid,cepolatitis,0
104611,104611,cerealia,n,n-p---nn3i,cereal,cerealia,0
104614,104614,cereo,v,v1spia--1-,cere cereau cereat,cereo,0
104616,104616,cereolus,n,n-s---mn2-,cereol,cereolus,0
104617,104617,ceria,n,n-s---fn1-,ceri,ceria,0
104619,104619,ceriforus,n,n-s---mn2-,cerifor,ceriforus,0
104599,c1207,cerataules,n,n-s---mn1g,cerataul,cerataules,0
104620,104620,cerina,n,n-p---nn2-,cerin,cerina,0
104622,104622,cerion,n,n-s---mn3-,cerion,cerion,0
104600,c1208,cerates,n,n-s---mn1g,cerat,cerates,0
104623,104623,ceritus,a,aps---mn1-,cerit cerit cerit,ceritus,0
104625,104625,cernitus,a,aps---mn1-,cernit cernit cernit,cernitus,0
104601,c1209,ceratia,n,n-s---fn1-,cerati,ceratia,0
104626,104626,cernos,n,n-s---mn2g,cern,cernos,0
104628,104628,cernuatus,a,aps---mn1-,cernuat cernuat cernuat,cernuatus,0
104602,c1210,ceratias,n,n-s---mn1g,cerati,ceratias,0
104565,104565,centesimae,n,n-p---fn1-,centesim,centesimae,0
104606,c1212,ceratitis,n,n-s---fn3-,ceratitid,ceratitis,0
104608,c9107,ceraunia,n,n-s---fn1-,cerauni,ceraunia,0
104609,c1218,cerceris,n,n-s---fn3i,cercer,cerceris,0
104613,c1227,cerebellare,n,n-s---nn3i,cerebellar,cerebellare,0
104615,c1231,cereofalum,n,n-s---nn2-,cereofal,cereofalum,0
104621,c1240,ceriolare,n,n-s---nn3i,ceriolar,ceriolare,0
104624,c1243,cerniculum,n,n-s---nn2-,cernicul,cerniculum,0
104630,c8248,cernus,n,n-s---mn2-,cern,cernus,0
104631,c1249,cernuus,a,aps---mn1-,cernu cernu cernu,cernuus,0
115538,i3092,iuuamentum,n,n-s---nn2-,iuuament,iuuamentum,0
104637,c1271,certisco,v,v1spia--3-,certisc certiscau certiscat,certisco,0
104655,c1305,cestos,n,n-s---mn2g,cest,cestos,0
29266,29266,opsecundanter,r,rp--------,,opsecundanter,0
104652,c1023,cessus,n,n-s---mn4-,cess,cessus,0
29446,29446,idololatricus,a,aps---mn1-,idololatric idololatric idololatric,idololatricus,0
104639,c1272,certitas,n,n-s---fn3-,certitat,certitas,0
104682,104682,chama,n,n-s---fn1-,cham,chama,0
104642,104642,ceruchi,n,n-p---mn2-,ceruch,ceruchi,0
104643,104643,ceruci,n,n-p---mn2-,ceruc,ceruci,0
104644,104644,ceruicale,n,n-s---nn3i,ceruical,ceruicale,0
104647,104647,cerussator,n,n-s---mn3-,cerussator,cerussator,0
104648,104648,ceruuli,n,n-p---mn2-,ceruul,ceruuli,0
104649,104649,cesna,n,n-s---fn1-,cesn,cesna,0
104650,104650,cessatus,a,aps---mn1-,cessat cessat cessat,cessatus,0
104651,104651,cessus,a,aps---mn1-,cess cess cess,cessus,0
104646,c1288,ceruisca,n,n-s---fn1-,ceruisc,ceruisca,0
104653,104653,cesticus,a,aps---mn1-,cestic cestic cestic,cesticus,0
104654,104654,cestifer,n,n-s---mn2r,cestifer,cestifer,0
104656,104656,cestron,n,n-s---nn2-,cestr,cestron,0
104635,104635,certatus,a,aps---mn1-,certat certat certat,certatus,0
104660,104660,cestrum,n,n-s---nn2-,cestr,cestrum,0
104663,104663,cetrati,n,n-p---mn2-,cetrat,cetrati,0
104664,104664,cetratus,a,aps---mn1-,cetrat cetrat cetrat,cetratus,0
104665,104665,chaerephyllon,n,n-s---nn2-,chaerephyll,chaerephyllon,0
104666,104666,chalatus,a,aps---mn1-,chalat chalat chalat,chalatus,0
104671,104671,chalbane,n,n-s---fn1g,chalban,chalbane,0
104672,104672,chalcanton,n,n-s---nn2-,chalcant,chalcanton,0
104673,104673,chalcaspides,n,n-s---mn3-,chalcaspid,chalcaspides,0
104674,104674,chalcea,n,n-p---nn2-,chalce,chalcea,0
104679,104679,chalcophtongos,n,n-s---fn2g,chalcophtong,chalcophtongos,0
104680,104680,chalcosmaragdos,n,n-s---fn2g,chalcosmaragd,chalcosmaragdos,0
104681,104681,chalybeis,n,n-s---fn3-,chalybeid,chalybeis,0
104661,c1309,cetarius,a,aps---mn1-,cetari cetari cetari,cetarius,0
104662,c1313,cetinus,a,aps---mn1-,cetin cetin cetin,cetinus,0
104690,104690,chamaelycos,n,n-s---fn2g,chamaelyc,chamaelycos,0
104692,104692,chamaemelum,n,n-s---nn2-,chamaemel,chamaemelum,0
104667,c1326,chalazias,n,n-s---mn1g,chalazi,chalazias,0
104670,c1330,chalazosis,n,n-s---fn3i,chalazos,chalazosis,0
104696,104696,chamaerepes,n,n-s---fn3-,chamaerep,chamaerepes,0
104697,104697,chamaeropes,n,n-s---fn1-,chamaerop,chamaeropes,0
104699,104699,chamaesuce,n,n-s---fn1g,chamaesuc,chamaesuce,0
104675,104675,Chalcidice,n,n-s---fn1g,Chalcidic,Chalcidice,0
104677,c8338,chalcitis,n,n-s---fn3-,chalcitid,chalcitis,0
104678,c1339,chalcophonos,n,n-s---fn2g,chalcophon,chalcophonos,0
