id,type,source,target
204907,@,105513,105511
204908,@,105514,105510
204909,@,105515,105514
204910,@,105516,105514
204911,@,105516,135857
204912,@,105518,105514
204913,@,105519,105518
204914,@,105520,105514
204915,@,105521,105514
204916,@,105522,105511
204917,@,105523,105510
204918,@,105524,105523
204919,@,105525,105523
204920,@,105526,105525
204921,@,105527,105525
204922,@,105528,105525
204923,@,105529,105523
204924,@,105530,105529
204925,@,105531,105529
204926,@,105532,105529
204927,@,105533,105525
204928,@,105534,105525
204929,@,105535,105525
204930,@,105536,105525
204931,@,105536,105514
204932,@,105538,105537
204933,@,105539,105538
204934,@,105540,105538
204935,@,105541,105537
204936,@,105542,105537
204937,@,105543,105510
204938,@,105544,105543
204939,@,105545,105510
204940,@,105546,105510
204941,@,105547,104688
204942,@,105548,104688
204943,@,105549,105548
204944,@,105550,105548
204945,@,105551,104942
204946,@,105552,105551
204947,@,105553,105552
204948,@,105554,105551
204949,@,105555,105554
204950,@,105556,105555
204951,@,105557,105551
204952,@,105559,105551
204953,@,105560,105404
204954,%p,105560,105551
204955,@,105561,105560
204956,@,105562,105561
204957,@,105563,105551
204958,@,105565,105551
204959,@,105566,105551
204960,@,105567,103595
204961,@,105568,103595
204962,@,105569,104942
204963,@,105571,104620
204964,@,105572,104620
204965,@,105573,105572
204966,@,105574,105572
204967,@,105575,104620
204968,@,105576,104620
204969,@,105577,104620
204970,@,105578,104620
204971,@,105579,104620
204972,@,105580,104620
204973,@,105581,104620
204974,@,105582,104620
204975,@,105583,105575
204976,@,105584,104942
204977,@,105585,104373
204978,@,105586,105585
204979,@,105587,105585
204980,@,105588,104373
204981,@,105589,105588
204982,@,105590,105589
204983,@,105592,105588
204984,@,105593,131153
204985,@,105594,105588
204986,@,105595,105588
204987,@,105596,105588
204988,@,105597,105593
204989,%p,105597,103686
204990,@,105598,105597
204991,@,105599,105598
204992,@,105600,105598
204993,@,105601,105598
204994,@,105602,105598
204995,@,105603,105597
204996,@,105604,105597
204997,@,105605,105603
204998,@,105606,105605
204999,@,105607,105603
205000,@,105608,105597
205001,@,105609,105588
205002,@,105610,105588
205003,@,105612,105611
205004,@,105613,105610
205005,@,105614,105613
205006,@,105615,105613
205007,@,105616,105593
205008,@,105617,105593
205009,@,105618,105617
205010,@,105619,105617
205011,@,105620,105617
205012,@,105621,105593
205013,@,105622,105621
205014,@,105623,105621
205015,@,105624,105621
205016,@,105625,105624
205017,@,105626,105624
205018,@,105627,105588
205019,@,105628,105588
205020,@,105629,105628
205021,@,105630,105628
205022,@,105631,105628
205023,@,105633,105632
205024,@,105634,105639
205025,@,105635,105632
205026,@,105636,105639
205027,@,105637,105635
205028,@,105638,105632
205029,@,105639,105632
205030,@,105640,105631
205031,@,105641,105640
205032,@,105642,105640
205033,@,105643,105640
205034,@,105644,105632
205035,@,105645,105632
205036,@,105646,105632
205037,@,105647,105632
205038,@,105648,105632
205039,@,105649,105632
205040,@,105650,105632
205041,@,105651,104388
205042,@,105652,105651
205043,@,105653,105652
205044,%p,105653,105671
205045,@,105654,105652
205046,@,105655,105652
205047,%p,105655,105674
205048,@,105656,105652
205049,@,105657,105652
205050,%p,105657,105672
205051,@,105658,105652
205052,%p,105658,105671
205053,@,105659,105628
205054,@,105661,105660
205055,@,105662,105660
205056,@,105663,105660
205057,@,105664,105660
205058,@,105665,105660
205059,@,105666,105172
205060,@,105667,105660
205061,@,105668,105667
205062,@,105669,105667
205063,@,105670,104632
205064,@,105671,105670
205065,@,105672,105670
205066,@,105673,105670
205067,@,105674,105670
205068,@,105675,105670
205069,@,105676,105652
205070,%p,105676,105675
205071,@,105677,104942
205072,@,105678,104942
205073,@,105679,105678
205074,@,105681,105680
205075,@,105682,105678
205076,@,105683,104942
205077,@,105684,105678
205078,@,105685,104253
205079,@,105686,105678
205080,@,105687,105684
205081,@,105688,104942
205082,@,105689,105688
205083,@,105690,105688
205084,@,105691,105688
205085,@,105692,105678
205086,@,105693,105678
205087,@,105694,105678
205088,@,105695,105715
205089,@,105696,105695
205090,@,105697,105715
205091,@,105698,105678
205092,@,105699,105678
205093,@,105700,105678
205094,@,105702,105678
205095,@,105703,105678
205096,@,105704,104942
205097,@,105705,104942
205098,@,105706,105704
205099,@,105707,105704
205100,@,105708,105707
205101,@,105709,104034
205102,@,105710,104034
205103,@,105711,104034
205104,@,105712,104034
205105,@,105713,105707
205106,@,105714,105707
205107,@,105715,105704
205108,@,105716,107929
205109,@,105717,105715
205110,@,105718,105715
205111,@,105719,105715
205112,@,105720,105719
205113,@,105721,105720
205114,@,105723,105715
205115,@,105724,105715
205116,@,105725,105724
205117,@,105726,105724
205118,@,105727,105724
205119,@,105728,105724
205120,@,105729,105724
205121,@,105730,105724
205122,@,105731,105724
205123,@,105732,105724
205124,@,105733,105724
205125,@,105734,105724
205126,@,105735,105724
205127,@,105736,105724
205128,@,105737,105724
205129,@,105738,105724
205130,@,105739,105724
205131,@,105740,105724
205132,@,105741,105724
205133,@,105742,105724
205134,@,105744,105724
205135,@,105745,105724
205136,@,105746,105724
205137,@,105747,105724
205138,@,105748,105724
205139,@,105749,105724
205140,@,105751,105724
205141,@,105752,105724
205142,@,105753,105724
205143,@,105754,105724
205144,@,105755,105724
205145,@,105757,105724
205146,@,105758,105724
205147,@,105759,105724
205148,@,105760,105724
205149,@,105761,105764
205150,@,105762,105764
205151,@,105763,105724
205152,@,105764,105724
205153,@,105765,105724
205154,@,105766,105724
205155,@,105767,105724
205156,@,105768,105724
205157,@,105769,105724
205158,@,105770,105724
205159,@,105771,105724
205160,@,105772,105724
205161,@,105773,105724
205162,@,105774,105724
205163,@,105775,105724
205164,@,105776,105724
205165,@,105778,105724
205166,@,105779,105724
205167,@,105780,105724
205168,@,105781,105724
205169,@,105782,105724
205170,@,105783,105724
205171,@,105784,105724
205172,@,105785,105724
205173,@,105786,105724
205174,@,105787,105724
205175,@,105788,105724
205176,@,105789,105724
205177,@,105790,105724
205178,@,105791,105790
205179,@,105792,105724
205180,@,105793,105724
205181,@,105794,105724
205182,@,105795,105724
205183,@,105796,105724
205184,@,105797,105724
205185,@,105799,105724
205186,@,105800,105724
205187,@,105801,105724
205188,@,105802,105724
205189,@,105803,105802
205190,@,105804,105802
205191,@,105805,105802
205192,@,105806,105802
205193,@,105807,105802
205194,@,105808,105802
205195,@,105809,105802
205196,@,105810,105802
205197,@,105811,105802
205198,@,105812,105802
205199,@,105813,105802
205200,@,105814,105802
205201,@,105815,105802
205202,@,105816,105802
205203,@,105817,105802
205204,@,105818,105802
205205,@,105820,105802
205206,@,105821,105724
205207,@,105822,105724
205208,@,105823,105724
205209,@,105824,105724
205210,@,105825,105724
205211,@,105826,105724
205212,@,105827,105724
205213,@,105828,105724
205214,@,105829,105724
205215,@,105830,105724
205216,@,105831,105724
205217,@,105832,105724
205218,@,105833,105724
205219,@,105834,105724
205220,@,105835,105724
205221,@,105836,105715
205222,@,105837,105707
205223,@,105838,105704
205224,@,105839,105838
205225,@,105841,105838
205226,@,105842,105838
205227,@,105843,105851
205228,@,105844,105845
205229,@,105845,105838
205230,@,105846,105838
205231,@,105848,105838
205232,@,105849,105838
205233,@,105850,105849
205234,@,105851,105838
205235,@,105852,105838
205236,@,105854,105838
205237,@,105855,105704
205238,@,105856,105704
205239,@,105857,105855
205240,@,105858,105855
205241,@,105859,105855
205242,@,105860,105857
205243,@,105861,105855
205244,@,105862,105855
205245,@,105863,105855
205246,@,105864,105857
205247,@,105865,105864
205248,@,105866,105864
205249,@,105867,105857
205250,@,105868,104942
205251,@,105869,105868
205252,@,105870,105868
205253,@,105871,105868
205254,@,105872,105871
205255,@,105873,105872
205256,@,105875,105877
205257,@,105876,105871
205258,@,105877,105871
205259,@,105878,107342
205260,@,105879,105878
205261,@,105880,105845
205262,@,105881,105838
205263,@,105882,105838
205264,@,105883,105838
205265,@,105884,105838
205266,@,105885,105838
205267,@,105886,105838
205268,@,105887,105847
205269,@,105888,105704
205270,@,105889,105888
205271,@,105890,105889
205272,@,105891,105888
205273,@,105892,105891
205274,@,105893,105891
205275,@,105894,107778
205276,@,105895,105704
205277,@,105896,105678
205278,@,105897,106514
205279,@,105898,108102
205280,@,105899,105896
205281,@,105900,105896
205282,@,105901,105896
205283,@,105902,105901
205284,@,105903,105902
205285,@,105904,105896
205286,@,105905,105896
205287,@,105906,105896
205288,@,105907,103327
205289,@,105908,105896
205290,@,105909,105896
205291,@,105910,105896
205292,@,105911,105678
205293,@,105912,105901
205294,@,105913,105901
205295,@,105914,105901
205296,@,105916,105901
205297,@,105917,105915
205298,@,105918,105915
205299,@,105919,105915
205300,@,105920,105915
205301,@,105921,105920
205302,@,105922,105921
205303,@,105923,105922
205304,@,105924,105921
205305,@,105925,105921
205306,@,105926,105921
205307,@,105927,105920
205308,@,105928,105915
205309,@,105929,105915
205310,@,105930,105915
205311,@,105931,105915
205312,@,105932,105915
205313,@,105933,105932
205314,@,105934,105933
205315,@,105935,105932
205316,@,105937,105915
205317,@,105938,105937
205318,@,105939,105937
205319,@,105940,105937
205320,@,105941,105915
205321,@,105942,105915
205322,@,105944,105943
205323,@,105945,105943
205324,@,105946,105943
205325,@,105947,105943
205326,@,105948,105901
205327,@,105950,105901
205328,@,105951,105901
205329,@,105952,105678
205330,@,105953,105952
205331,@,105954,105955
205332,@,105955,105952
205333,@,105956,105952
205334,@,105957,105953
205335,@,105958,105952
205336,@,105959,105958
205337,@,105960,105958
205338,@,105961,105969
205339,@,105962,105969
205340,%p,105962,130774
205341,%p,105962,130775
205342,@,105963,105953
205343,@,105964,105962
205344,@,105965,105953
205345,@,105966,105965
205346,@,105967,105962
205347,@,105969,105953
205348,@,105970,105952
205349,@,105971,105970
205350,@,105972,105971
205351,@,105973,105971
205352,@,105974,105970
205353,@,105975,105970
205354,@,105976,105970
205355,@,105977,105970
205356,@,105978,105970
205357,@,105979,105965
205358,@,105980,105965
205359,@,105981,105980
205360,@,105982,105952
205361,@,105983,105982
205362,@,105984,105987
205363,@,105985,105987
205364,@,105986,105982
205365,@,105987,105982
205366,@,105988,105987
205367,@,105990,105988
205368,@,105991,105990
205369,@,105992,105988
205370,@,105993,105988
205371,@,105994,105982
205372,@,105995,105987
205373,@,105996,105987
205374,%p,105996,161611
205375,@,105997,105996
205376,@,105998,105996
205377,@,105999,105996
205378,@,106000,105995
205379,@,106001,103795
205380,@,106002,103795
205381,@,106003,103795
205382,@,106004,103795
205383,@,106005,105970
205384,@,106006,106005
205385,@,106007,105952
205386,@,106008,105952
205387,@,106010,106009
205388,@,106011,106007
205389,@,106012,106007
205390,@,106013,106007
205391,@,106014,106007
205392,@,106015,106007
205393,@,106016,106007
205394,@,106017,105952
205395,@,106018,107272
205396,@,106019,105952
205397,@,106020,106018
205398,@,106021,107291
205399,@,106022,105952
205400,@,106023,106022
205401,@,106024,105678
205402,@,106025,106024
205403,@,106026,106030
205404,@,106027,106024
205405,@,106028,106027
205406,@,106029,106024
205407,%p,106030,103841
205408,@,106031,106024
205409,@,106032,106030
205410,@,106033,106024
205411,@,106034,106024
205412,@,106035,106041
205413,@,106037,106035
205414,@,106038,106024
205415,@,106039,106024
205416,@,106040,106030
205417,@,106041,106031
205418,@,106043,106040
205419,@,106044,106030
205420,@,106045,106024
205421,@,106046,106045
205422,@,106047,106024
205423,@,106048,106047
205424,@,106049,104881
205425,@,106050,104881
205426,@,106051,104881
205427,@,106052,106068
205428,@,106053,106068
205429,@,106054,106068
205430,@,106055,106068
205431,@,106056,106068
205432,@,106057,106068
205433,@,106058,106068
205434,@,106059,106068
205435,%p,106059,128527
205436,@,106060,106068
205437,@,106061,106068
205438,@,106063,104881
205439,@,106064,106063
205440,@,106065,106068
205441,@,106066,106065
205442,@,106066,104168
205443,@,106067,106068
205444,%p,106067,106065
205445,@,106068,106040
205446,%p,106068,106078
205447,%p,106068,106203
205448,@,106069,104881
205449,@,106070,106068
205450,@,106071,106068
205451,@,106072,106071
205452,@,106073,106071
205453,@,106074,106073
205454,@,106075,104881
205455,@,106076,106075
205456,@,106077,106075
205457,@,106078,104855
205458,@,106080,106068
205459,@,106081,106068
205460,@,106082,106081
205461,@,106083,104881
205462,@,106084,106068
205463,@,106085,106084
205464,@,106086,104881
205465,@,106087,104881
205466,@,106088,106087
205467,@,106089,104881
205468,@,106090,106068
205469,@,106091,104881
205470,@,106092,106068
205471,@,106093,106068
205472,@,106094,104881
205473,@,106095,106094
205474,@,106096,106094
205475,@,106097,106094
205476,@,106098,104881
205477,@,106099,104881
205478,@,106101,104881
205479,@,106102,104881
205480,@,106103,104881
205481,@,106104,104881
205482,@,106105,104881
205483,@,106106,104881
205484,@,106107,104881
205485,@,106108,104881
205486,@,106109,104881
205487,@,106110,104881
205488,@,106111,104881
205489,@,106112,104881
205490,@,106113,104881
205491,@,106114,106068
205492,@,106115,106068
205493,@,106116,106068
205494,@,106117,106068
205495,@,106118,106068
205496,@,106119,106068
205497,@,106120,106068
205498,@,106121,106068
205499,@,106122,106121
205500,@,106123,106068
205501,@,106124,106040
205502,@,106125,106124
205503,@,106126,106125
205504,@,106128,106127
205505,@,106129,106127
205506,@,106130,106127
205507,@,106131,106130
205508,@,106132,106030
205509,@,106134,106030
205510,@,106135,106134
205511,@,106136,106030
205512,@,106137,106136
205513,@,106138,106136
205514,@,106139,106030
205515,@,106140,106030
205516,@,106141,106031
205517,@,106142,106040
205518,@,106143,106040
205519,@,106144,106143
205520,@,106145,106024
205521,@,106146,106145
205522,@,106147,106040
205523,@,106148,106147
205524,@,106149,106148
205525,@,106150,106148
205526,@,106151,106148
205527,@,106152,106148
205528,@,106153,106148
205529,@,106155,106147
205530,@,106156,106147
205531,@,106157,106147
205532,@,106158,106040
205533,@,106159,106158
205534,@,106160,106158
205535,@,106161,106040
205536,@,106162,106161
205537,@,106163,106040
205538,@,106164,106040
205539,@,106165,106164
205540,@,106166,106164
205541,@,106167,106164
205542,@,106168,106040
205543,@,106169,106040
205544,@,106170,106031
205545,@,106171,106031
205546,@,106172,106031
205547,@,106173,106031
205548,@,106174,106040
205549,@,106175,106030
205550,@,106176,106175
205551,@,106177,106030
205552,@,106178,106030
205553,@,106179,106031
205554,@,106180,106031
205555,@,106181,106031
205556,@,106182,106030
205557,@,106183,106030
205558,@,106184,106031
205559,@,106185,106031
205560,@,106186,105904
205561,@,106187,106186
205562,@,106188,105904
205563,@,106189,105901
205564,@,106190,105908
205565,@,106191,106190
205566,@,106192,106190
205567,@,106193,105908
205568,@,106194,105908
205569,@,106196,106194
205570,@,106197,106194
205571,@,106198,105908
205572,@,106199,103332
205573,@,106200,105908
205574,@,106201,105908
205575,@,106202,106984
205576,@,106203,106202
205577,@,106204,104881
205578,@,106204,106746
205579,@,106205,104881
205580,@,106206,106068
205581,@,106207,106190
205582,@,106208,106190
205583,@,106209,106190
205584,@,106210,106190
205585,@,106211,106209
205586,@,106211,106210
205587,@,106212,106209
205588,@,106213,106209
205589,@,106215,106190
205590,@,106216,106190
205591,@,106217,106190
205592,@,106218,106190
205593,@,106219,106190
205594,@,106220,106190
205595,@,106222,105678
205596,@,106223,106222
205597,@,106224,106223
205598,@,106225,106222
205599,@,106226,106225
205600,@,106228,106225
205601,@,106229,106228
205602,@,106230,106225
205603,@,106231,104942
205604,@,106232,106231
205605,@,106233,106232
205606,@,106234,106232
205607,@,106235,106232
205608,@,106236,106232
205609,@,106237,106232
205610,@,106238,106232
205611,@,106239,106232
205612,@,106240,106232
205613,@,106241,106232
205614,@,106242,106232
205615,@,106243,106232
205616,@,106244,106232
205617,@,106245,106232
205618,@,106246,106232
205619,@,106247,106245
205620,@,106249,106245
205621,@,106250,106245
205622,@,106251,106246
205623,@,106252,106246
205624,@,106253,106246
205625,@,106254,106246
205626,@,106255,106232
205627,@,106256,106232
205628,@,106257,106232
205629,@,106258,106223
205630,@,106259,106258
205631,@,106260,106258
205632,@,106261,106258
205633,@,106262,106903
205634,@,106263,106262
205635,@,106264,106262
205636,@,106265,106262
205637,@,106266,106261
205638,@,106267,106261
205639,@,106268,106261
205640,@,106270,106269
205641,@,106271,106269
205642,@,106272,105678
205643,@,106273,106269
205644,@,106274,106273
205645,@,106275,104507
205646,@,106276,106269
205647,@,106277,106276
205648,@,106278,106269
205649,@,106279,106269
205650,@,106280,106223
205651,@,106281,104942
205652,@,106282,106281
205653,@,106283,106282
205654,@,106284,106281
205655,@,106285,106284
205656,@,106286,106284
205657,@,106287,106286
205658,@,106288,106286
205659,@,106289,106286
205660,@,106291,106286
205661,@,106292,106281
205662,@,106293,106281
205663,@,106294,106293
205664,@,106295,106293
205665,@,106296,106295
205666,@,106297,106293
205667,@,106298,106293
205668,@,106299,106293
205669,@,106300,106299
205670,@,106301,106293
205671,@,106302,106301
205672,@,106303,106301
205673,@,106304,106293
205674,@,106305,106293
205675,@,106306,106308
205676,@,106307,106306
205677,@,106308,103438
205678,@,106309,106308
205679,@,106310,106308
205680,@,106312,106310
205681,@,106313,106310
205682,@,106314,106310
205683,@,106315,106310
205684,@,106316,106281
205685,@,106317,106281
205686,@,106319,106281
205687,@,106320,104942
205688,@,106321,106320
205689,@,106322,106320
205690,@,106323,106320
205691,@,106325,106320
205692,@,106326,106320
205693,@,106327,106326
205694,@,106328,106281
205695,@,106329,106281
205696,@,106330,106281
205697,@,106331,106281
205698,@,106332,106281
205699,@,106333,106332
205700,@,106334,106332
205701,@,106335,106333
205702,@,106336,106333
205703,@,106337,106333
205704,@,106338,106333
205705,@,106339,106338
205706,@,106340,106332
205707,@,106341,106332
205708,@,106342,105333
205709,@,106342,106458
205710,@,106343,106458
205711,@,106345,106341
205712,@,106346,106458
205713,@,106347,106344
205714,@,106348,106345
205715,@,106349,106348
205716,@,106350,104522
205717,@,106351,106344
205718,@,106352,106281
205719,@,106353,106352
205720,@,106354,106353
205721,@,106355,106353
205722,@,106356,106353
205723,@,106357,106352
205724,@,106358,106352
205725,@,106359,106352
205726,@,106360,106352
205727,@,106361,106360
205728,@,106362,106360
205729,@,106363,106360
205730,@,106364,106360
205731,@,106366,106365
205732,@,106367,106368
205733,@,106368,106360
205734,@,106369,106368
205735,@,106370,106368
205736,@,106371,106368
205737,@,106372,106370
205738,@,106373,106372
205739,@,106374,106370
205740,@,106375,106448
205741,@,106376,106368
205742,@,106377,106376
205743,@,106378,106368
205744,@,106379,106368
205745,@,106380,106379
205746,@,106381,106379
205747,@,106382,106379
205748,@,106383,106382
205749,@,106384,106379
205750,@,106385,106368
205751,@,106387,106368
205752,@,106388,106389
205753,@,106389,106332
205754,@,106390,106389
205755,@,106391,106389
205756,@,106392,106389
205757,@,106393,106389
205758,@,106394,106392
205759,@,106395,106392
205760,@,106396,106392
205761,@,106397,106392
205762,@,106398,106392
205763,@,106399,106392
205764,@,106400,106392
205765,@,106401,107916
205766,@,106402,106332
205767,@,106403,106332
205768,@,106404,106332
205769,@,106405,106332
205770,@,106406,106403
205771,@,106408,106403
205772,@,106409,106360
205773,@,106409,106403
205774,@,106410,106403
205775,@,106411,106403
205776,@,106412,106403
205777,@,106414,106281
205778,@,106415,106413
205779,@,106416,106413
205780,@,106417,106413
205781,@,106418,106406
205782,@,106420,106403
205783,@,106421,106403
205784,@,106422,106421
205785,@,106423,106406
205786,@,106424,106406
205787,@,106425,106403
205788,@,106426,106403
205789,@,106427,106425
205790,@,106428,106408
205791,@,106429,106428
205792,@,106430,106428
205793,@,106431,106478
205794,@,106432,106408
205795,@,106433,106408
205796,@,106434,106433
205797,@,106435,106452
205798,@,106436,106435
205799,@,106437,106435
205800,@,106438,106410
205801,@,106439,106410
205802,@,106441,106410
205803,@,106442,106410
205804,@,106443,106440
205805,@,106444,106410
205806,@,106445,106410
205807,@,106446,106410
205808,@,106447,106448
205809,@,106448,106410
205810,@,106449,106448
205811,@,106450,106448
205812,@,106451,106448
205813,@,106452,106408
205814,@,106453,106452
205815,@,106454,106452
205816,@,106455,106452
205817,@,106456,106455
205818,@,106457,106403
205819,@,106458,106403
205820,@,106459,106403
205821,@,106460,106403
205822,@,106462,106455
205823,@,106463,106455
205824,@,106464,106455
205825,@,106465,106455
205826,@,106466,106455
205827,@,106467,106452
205828,@,106468,106452
205829,@,106469,106452
205830,@,106470,106408
205831,@,106471,106470
205832,@,106472,106470
205833,@,106473,106470
205834,@,106474,106408
205835,@,106475,106474
205836,@,106476,106514
205837,@,106477,106476
205838,@,106478,106514
205839,@,106479,106476
205840,@,106480,106478
205841,@,106481,104942
205842,@,106483,106481
205843,@,106484,106481
205844,@,106485,106484
205845,@,106486,106481
205846,@,106487,106481
205847,@,106488,106481
205848,@,106489,106488
205849,@,106490,106481
205850,@,106491,106481
205851,@,106492,106481
205852,@,106493,106481
205853,@,106494,106493
205854,@,106495,106493
205855,@,106496,103488
205856,@,106497,106496
205857,@,106498,106496
205858,@,106499,104043
205859,@,106500,106481
205860,@,106501,136327
205861,@,106502,106501
205862,@,106504,106498
205863,@,106505,106498
205864,@,106506,106481
205865,@,106507,106481
205866,@,106508,106506
205867,@,106509,106508
205868,@,106511,106506
205869,@,106512,105678
205870,@,106513,105678
205871,@,106514,105678
205872,@,106515,106514
205873,@,106517,106514
205874,@,106518,106514
205875,@,106519,106514
205876,@,106520,105014
205877,@,106521,106476
205878,@,106522,106521
205879,@,106523,106521
205880,@,106524,106521
205881,%m,106524,148338
205882,@,106525,106521
205883,@,106526,106521
205884,@,106527,106521
205885,@,106528,106521
205886,@,106529,106528
205887,@,106530,106528
205888,@,106531,106521
205889,@,106532,106521
205890,@,106533,106531
205891,@,106535,106476
205892,@,106537,106476
205893,@,106538,106537
205894,@,106539,106537
205895,@,106540,106539
205896,@,106541,106539
205897,@,106542,106541
205898,@,106543,104942
205899,@,106544,106543
205900,@,106545,106543
205901,@,106546,106543
205902,@,106547,106543
205903,@,106548,106543
205904,@,106549,106543
205905,@,106550,108431
205906,@,106551,106549
205907,@,106552,106549
205908,@,106553,106549
205909,@,106554,106549
205910,@,106555,106543
205911,@,106556,106549
205912,@,106558,106560
205913,@,106559,106556
205914,@,106560,106549
205915,@,106561,106560
205916,@,106562,106560
205917,@,106563,106560
205918,@,106564,106562
205919,@,106565,106543
205920,@,106566,106565
205921,@,106567,106566
205922,@,106568,106566
205923,@,106569,106568
205924,@,106570,107778
205925,@,106571,106570
205926,@,106572,106570
205927,@,106573,106543
205928,@,106574,106543
205929,@,106575,106574
205930,@,106576,106575
205931,@,106577,106576
205932,@,106579,106576
205933,@,106580,106583
205934,@,106581,106583
205935,@,106582,106576
205936,@,106583,106576
205937,@,106584,106576
205938,@,106585,106576
205939,@,106586,106576
205940,@,106587,106543
205941,@,106588,106543
205942,@,106589,106588
205943,@,106590,106588
205944,@,106591,106590
205945,@,106592,106590
205946,@,106593,106588
205947,@,106594,106588
205948,@,106595,106588
205949,@,106596,106588
205950,@,106597,106590
205951,@,106598,107187
205952,@,106600,106599
205953,@,106601,107929
205954,@,106602,106601
205955,@,106603,106599
205956,@,106604,106603
205957,@,106605,106604
205958,@,106607,106604
205959,@,106608,106603
205960,@,106609,106603
205961,@,106610,106603
205962,@,106611,106610
205963,@,106613,107291
205964,@,106614,107291
205965,@,106615,106614
205966,@,106616,106615
205967,@,106617,106615
205968,@,106618,106615
205969,@,106619,106615
205970,@,106620,106619
205971,@,106621,106619
205972,@,106622,106614
205973,@,106623,106599
205974,@,106624,106623
205975,@,106625,106599
205976,@,106626,106649
205977,@,106627,106599
205978,@,106628,106599
205979,@,106629,106599
205980,@,106630,106631
205981,@,106631,106629
205982,@,106632,106631
205983,@,106633,106631
205984,@,106634,106631
205985,@,106635,106631
205986,@,106636,106631
205987,@,106637,106599
205988,@,106638,106637
205989,@,106639,106190
205990,@,106640,106639
205991,@,106641,106599
205992,@,106642,106599
205993,@,106643,106642
205994,@,106644,106599
205995,@,106645,106644
205996,@,106646,106645
205997,@,106647,106645
205998,@,106648,104904
205999,@,106649,106599
206000,@,106650,106649
206001,@,106651,106599
206002,@,106652,106651
206003,@,106654,107170
206004,@,106655,106599
206005,@,106656,103316
206006,@,106657,161462
206007,@,106658,106657
206008,@,106659,161462
206009,%p,106659,106675
206010,%p,106659,106681
206011,@,106660,103943
206012,@,106661,103941
206013,@,106662,103943
206014,@,106662,106035
206015,@,106663,103943
206016,%p,106663,106660
206017,%p,106663,106662
206018,@,106664,103943
206019,@,106665,106659
206020,@,106666,106659
206021,@,106667,106659
206022,@,106668,106659
206023,@,106670,106675
206024,@,106671,106659
206025,@,106672,106659
206026,%p,106672,106684
206027,@,106673,106672
206028,@,106674,161462
206029,@,106675,106674
206030,@,106676,106675
206031,@,106677,106676
206032,@,106678,106659
206033,@,106679,106659
206034,@,106680,106675
206035,@,106681,106674
206036,@,106682,106681
206037,@,106683,106681
206038,@,106684,106681
206039,@,106685,106684
206040,@,106686,161462
206041,@,106687,106686
206042,%p,106687,104369
206043,@,106689,106687
206044,@,106690,106799
206045,@,106691,106799
206046,@,106692,106686
206047,@,106693,106692
206048,@,106694,106692
206049,@,106696,106687
206050,@,106697,106687
206051,@,106698,106687
206052,@,106699,106687
206053,@,106700,106687
206054,@,106702,106687
206055,@,106703,106687
206056,@,106704,106687
206057,@,106705,106688
206058,@,106706,106688
206059,@,106707,106687
206060,@,106708,106687
206061,@,106709,106687
206062,@,106710,106686
206063,@,106711,106686
206064,@,106712,106711
206065,@,106713,106711
206066,@,106714,106692
206067,@,106715,106711
206068,@,106716,106718
206069,@,106717,106718
206070,@,106718,161462
206071,=,106718,188211
206072,=,106718,188213
206073,@,106719,106718
206074,@,106721,106720
206075,@,106722,106718
206076,%p,106722,106720
206077,@,106723,106722
206078,@,106724,106718
206079,@,106725,106722
206080,@,106726,106718
206081,@,106727,106722
206082,@,106728,106421
206083,@,106729,106718
206084,@,106730,106718
206085,@,106731,106730
206086,@,106732,106730
206087,@,106733,106722
206088,@,106734,106733
206089,@,106735,106734
206090,@,106736,106734
206091,@,106737,106733
206092,@,106738,106747
206093,@,106739,106754
206094,@,106741,106740
206095,@,106742,106740
206096,@,106743,106742
206097,@,106744,106730
206098,@,106745,106730
206099,@,106746,107992
206100,@,106747,106746
206101,@,106748,106746
206102,@,106749,106730
206103,@,106750,106718
206104,@,106751,106750
206105,@,106752,106751
206106,@,106753,106750
206107,@,106754,106718
206108,@,106755,106754
206109,@,106756,106755
206110,@,106757,106755
206111,@,106758,106757
206112,@,106759,106755
206113,@,106760,106718
206114,@,106762,106761
206115,@,106763,106761
206116,@,106764,106718
206117,@,106765,106718
206118,@,106766,106718
206119,@,106767,106718
206120,@,106768,106766
206121,@,106769,106718
206122,@,106770,106766
206123,@,106771,106718
206124,@,106772,161462
206125,@,106773,106772
206126,@,106774,106773
206127,@,106775,106772
206128,@,106776,161462
206129,@,106777,106776
206130,@,106778,106776
206131,@,106779,106776
206132,@,106780,106776
206133,%p,106780,166666
206134,@,106782,106780
206135,@,106783,106780
206136,@,106784,106780
206137,@,106785,106776
206138,@,106786,106785
206139,@,106787,106785
206140,@,106789,106785
206141,@,106790,106785
206142,@,106791,106785
206143,@,106792,106785
206144,@,106793,106776
206145,@,106795,106794
206146,@,106796,106794
206147,@,106797,106776
206148,@,106798,106776
206149,@,106799,106776
206150,@,106800,106801
206151,@,106801,106776
206152,@,106802,106800
206153,@,106803,106799
206154,@,106804,106799
206155,@,106805,106804
206156,@,106806,106804
206157,@,106807,106804
206158,@,106808,106776
206159,@,106809,106799
206160,@,106810,106799
206161,@,106811,106799
206162,@,106812,106799
206163,@,106813,161462
206164,@,106814,106813
206165,@,106816,106813
206166,@,106817,161462
206167,@,106818,107456
206168,@,106819,106818
206169,@,106820,106818
206170,@,106821,106820
206171,@,106822,106820
206172,@,106823,106820
206173,@,106824,106832
206174,@,106825,106824
206175,@,106826,106824
