n̪.t̪ũː],linteamentum,0
134579,l0998,lolleaceus,a,aps---mn1-,lolleace lolleace lolleace,,,['lɔɫ.lɛ̣.jakews],lolleaceus,0
134592,l1133,luculentaster,n,n-s---mn2r,luculentastr,,,[lʊ.kʊ.lɛn̪.'t̪as.t̪ɛr],luculentaster,0
134587,l1249,lutum,n,n-s---nn2-,lut,,,['lʊ.t̪ũː],lūtum,0
134613,m0138,maiestus,a,aps---mn1-,maiest maiest maiest,,,[maj.'jɛs.t̪ʊs],maiestus,0
134604,m0218,malum,n,n-s---nn2-,mal,,,['maː.ɫũː],mālum,0
134631,m9565,manipularius,n,n-s---mn2-,manipulari,,,[ma.n̪ɪ.pʊ.'la.rɪ̣.jʊs],manipularius,0
134724,m1172,modicillus,a,aps---mn1-,modicill modicill modicill,,,[mɔ.d̪ɪ.'kɪɫ.lʊs],modicillus,0
134905,o1105,ostentatorius,a,aps---mn1-,ostentatori ostentatori ostentatori,,,[ɔs.t̪ɛn̪.t̪a.'t̪ɔ.rɪ̣.jʊs],ostentatorius,0
135050,p1919,philotechinus,a,aps---mn1-,philotechin philotechin philotechin,,,[pʰɪ.lɔ.'t̪ɛ.kʰɪ.n̪ʊs],philotechinus,0
133503,a9942,anacreonticus,a,aps---mn1-,anacreontic anacreontic anacreontic,,,[a.n̪a.krɛ̣.'jɔ.n̪t̪ɪ.kʊs],anacreonticus,0
136565,d2159,domnifundus,a,aps---mn1-,domnifund domnifund domnifund,,,[d̪ɔm.n̪ɪ.'fʊn̪.d̪ʊs],domnifundus,0
134192,f0945,fratruelis,a,aps---cn3i,fratruel fratruel fratruel,,,[fra.'t̪rʊ.jɛ.lɪs],fratruelis,0
133639,b0194,baucalis,a,aps---cn3i,baucal baucal baucal,,,['baw.ka.lɪs],baucalis,0
136271,b9307,bibliotecalis,a,aps---cn3i,bibliotecal bibliotecal bibliotecal,,,[bɪ.blɪ̣.jɔ.'t̪ɛ.ka.lɪs],bibliotecalis,0
136482,c4695,cuppedenarius,a,aps---mn1-,cuppedenari cuppedenari cuppedenari,,,[kʊp.pɛ.d̪ɛ.'n̪a.rɪ̣.jʊs],cuppedenarius,0
136896,h0071,halleluiaticus,a,aps---mn1-,halleluiatic halleluiatic halleluiatic,,,[haɫ.lɛ.lʊj.'ja.t̪ɪ.kʊs],halleluiaticus,0
137095,i2816,irredibilis,a,aps---cn3i,irredibil irredibil irredibil,,,[ɪr.rɛ.'d̪ɪ.bɪ.lɪs],irredibilis,0
135608,t0565,theoractus,a,aps---mn1-,theoract theoract theoract,,,[t̪ʰɛ̣.jɔ.'rak.t̪ʊs],theoractus,0
135735,u0419,uerrucarius,a,aps---mn1-,uerrucari uerrucari uerrucari,,,[wɛr.rʊ.'ka.rɪ̣.jʊs],uerrucarius,0
136035,a0524,addensatio,n,n-s---fn3-,addensation,,,[ad̪.d̪eːn̪.'sa.t̪ɪ̣.jɔ],addensatio,0
137537,o1137,otalgicus,a,aps---mn1-,otalgic otalgic otalgic,,,[ɔ.'t̪aɫ.gɪ.kʊs],otalgicus,0
137738,p2511,polyphagus,a,aps---mn1-,polyphag polyphag polyphag,,,['pɔ.ly.pʰagʷs],polyphagus,0
137858,q0214,quinauicenarius,a,aps---mn1-,quinauicenari quinauicenari quinauicenari,,,[kʷɪ.n̪a.wɪ.kɛ.'n̪a.rɪ̣.jʊs],quinauicenarius,0
138159,s3431,sulpuratio,n,n-s---fn3-,sulpuration,,,[sʊɫ.pʊ.'ra.t̪ɪ̣.jɔ],sulpuratio,0
138670,i1066,incontingens,a,aps---an3-,incontingent incontingent incontingent,,,[ɪŋ.kɔn̪.'t̪ɪŋ.geːn̪s],,0
138679,o0129,obmanens,a,aps---an3-,obmanent obmanent obmanent,,,['ɔ.bma.n̪eːn̪s],,0
138686,p3533,primas,a,aps---an3-,primat primat primat,,,['prɪ.mas],,0
138693,r9810,rostans,a,aps---an3-,rostant rostant rostant,,,['rɔs.t̪aːn̪s],,0
139137,,ambi,r,rp--------,,,,,,0
138703,s3659,superpatiens,a,aps---an3-,superpatient superpatient superpatient,,,[sʊ.pɛr.'pa.t̪ɪ̣.jeːn̪s],,0
138709,$0166,bipartiens,a,aps---an3-,bipartient bipartient bipartient,,,[bɪ.'par.t̪ɪ̣.jeːn̪s],,0
138730,i2719,inulciscor,v,v1spia--3-,inulcisc inult -,,,[ɪ.n̪ʊɫ.'kɪs.kɔr],,0
138743,p1703,perualeo,v,v1spia--2-,perual perualu perualit,,,[pɛ.rʊ.'ja.lɛ̣.jɔ],,0
