us,n,n-s---mn2-,bascan,,,['bas.ka.n̪ʊs],,0
103547,103547,basilea,n,n-s---fn1-,basile,,,[ba.'sɪ.lɛ̣.ja],,0
103549,b0160,basilicarius,n,n-s---mn2-,basilicari,,,[ba.sɪ.lɪ.'ka.rɪ̣.jʊs],basilicarius,0
103550,b0157,basilice,n,n-s---fn1g,basilic,,,[ba.'sɪ.lɪ.kɛ],basilice,0
103551,103551,basiliciarius,n,n-s---mn2-,basiliciari,,,[ba.sɪ.lɪ.kɪ̣.'ja.rɪ̣.jʊs],,0
103552,b0157,basilicon,n,n-s---nn2g,basilic,,,[ba.'sɪ.lɪ.kɔn̪],basilicon,0
103553,b0904,basilicula,n,n-s---fn1-,basilicul,,,[ba.sɪ.'lɪ.kʊ.la],basilicula,0
103554,b0176,bastum,n,n-s---nn2-,bast,,,['bas.t̪ũː],bastum,0
103555,103555,batalaria,n,n-s---fn1-,batalari,,,[ba.t̪a.'la.rɪ̣.ja],,0
103530,103530,Bardaicus,n,n-s---mn2-,Bardaic,,,[bar.'d̪a.jɪ.kʊs],,0
103489,103489,balenacius,a,aps---mn1-,balenaci balenaci balenaci,,,[ba.lɛ.'n̪a.kɪ̣.jʊs],,0
103558,103558,batos,n,n-s---fn2g,bat,,,['ba.t̪ɔs],,0
103560,b0188,battitura,n,n-s---fn1-,battitur,,,[bat̪.'t̪ɪ.t̪ʊ.ra],battitura,0
103561,b0189,battualia,n,n-p---nn2-,battuali,,,[bat̪.t̪ʊ.'ja.lɪ̣.ja],battualia,0
103562,103562,battualium,n,n-s---nn2-,battuali,,,[bat̪.t̪ʊ.'ja.lɪ̣.jũː],,0
103564,b0190,battuator,n,n-s---mn3-,battuator,,,[bat̪.'t̪ʊ.ja.t̪ɔr],battuator,0
103566,b0192,batus,n,n-s---fn2-,bat,,28555,['ba.t̪ʊs],batus/-os,0
103569,103569,Baudus,n,n-s---mn2-,Baud,,,['baw.d̪ʊs],,0
103567,103567,baubo,v,v1spia--1-,baub baubau bauba,,,['baw.bɔ],,0
103568,103568,baucalis,n,n-s---mn3i,baucal,,,['baw.ka.lɪs],,0
103570,103570,baxius,n,n-s---mn2-,baxi,,,['bak.sɪ̣.jʊs],,0
103571,b0200,beabilis,a,aps---cn3i,beabil beabil beabil,,,[bɛ̣.'ja.bɪ.lɪs],beabilis,0
103572,103572,beati,n,n-p---mn2-,beat,,,[bɛ̣.'jaː.t̪iː],,0
103573,b0202,beatificator,n,n-s---mn3-,beatificator,,,[bɛ̣.ja.t̪ɪ.'fɪ.ka.t̪ɔr],beatificator,0
103574,b0215,bechion,n,n-s---nn2g,bechi,,,['bɛ.kʰɪ̣.jɔn̪],bechion,0
103575,103575,bedella,n,n-s---fn1-,bedell,,,[bɛ.'d̪ɛɫ.la],,0
103576,103576,belba,n,n-s---fn1-,belb,,,['bɛɫ.ba],,0
103577,b0218,belion,n,n-s---nn2g,beli,,,['bɛ.lɪ̣.jɔn̪],belion,0
103578,103578,bellans,n,n-s---mn3i,bellant,,,['bɛɫ.laːn̪s],,0
103580,b0225,bellearis,a,aps---cn3i,bellear bellear bellear,,,[bɛɫ.'lɛ̣.ja.rɪs],bellearis,0
103581,b0231,bellifico,v,v1spia--1-,bellific bellificau bellifica,,,[bɛɫ.'lɪ.fɪ.kɔ],bellifico,0
103582,b0233,belligeratio,n,n-s---fn3-,belligeration,,,[bɛɫ.lɪ.gɛ.'ra.t̪ɪ̣.jɔ],belligeratio,0
103584,b0236,bellio,n,n-s---fn3-,bellion,,,['bɛɫ.lɪ̣.jɔ],bellio,0
103585,103585,bellualis,a,aps---cn3i,bellual bellual bellual,,,[bɛɫ.'lʊ.ja.lɪs],,0
103586,103586,belluilis,a,aps---cn3i,belluil belluil belluil,,,[bɛɫ.'luj.lɪs],,0
103588,103588,belluus,a,aps---mn1-,bellu bellu bellu,,,['bɛɫ.lʊ.jʊs],,0
103589,103589,belo,v,v1spia--1-,bel belau belat,,,['bɛ.lɔ],,0
103590,103590,beloacos,n,n-s---fn2g,beloac,,,[bɛ.'lɔ.ja.kɔs],,0
103591,103591,beloculus,n,n-s---mn2-,belocul,,,[bɛ.'lɔ.kʊ.lʊs],,0
103592,b0246,belone,n,n-s---fn1g,belon,,,['bɛ.lɔ.n̪ɛ],belone,0
103593,103593,belotocos,n,n-s---fn2g,belotoc,,,[bɛ.'lɔ.t̪ɔ.kɔs],,0
103594,b0253,belutus,a,aps---mn1-,belut belut belut,,,['bɛ.lʊ.t̪ʊs],belutus,0
103595,b0255,bema,n,n-s---nn3-,bemat,,,['bɛ.ma],bema,0
103597,103597,benedictum,n,n-s---nn2-,benedict,,,[bɛ.n̪ɛ.'d̪ɪk.t̪ũː],,0
103598,103598,benefacta,n,n-p---nn2-,benefact,,,[bɛ.n̪ɛ.'fak.t̪a],,0
103600,b0267,beneficiosus,a,aps---mn1-,beneficios beneficios beneficios,,,[bɛ.n̪ɛ.fɪ.'kɪ̣.jɔ.sʊs],beneficiosus,0
103601,b0793,benefico,v,v1spia--1-,benefic beneficau beneficat,,,[bɛ.'n̪ɛ.fɪ.kɔ],benefico,0
103602,103602,beneodorus,a,aps---mn1-,beneodor beneodor beneodor,,,[bɛ.n̪ɛ̣.'jɔ.d̪ɔ.rʊs],,0
103603,103603,beneolens,a,aps---an3i,beneolent beneolent beneolent,,,[bɛ.'n̪ɛ̣.jɔ.ɫeːn̪s],,0
103604,103604,beneualens,a,aps---an3i,beneualent beneualent beneualent,,,['bɛn̪.ewa.ɫeːn̪s],,0
103605,103605,beneuolenter,r,rp--------,,,,[bɛn̪.'ewɔ.lɛ.n̪t̪ɛr],,0
103606,b0796,beneuolenties,n,n-s---fn5-,beneuolenti,,,[bɛn̪.ewɔ.'lɛ.n̪t̪ɪ̣.jɛs],beneuolenties,0
103607,103607,benificus,a,aps---mn1-,benific benific benific,,,[bɛ.'n̪ɪ.fɪ.kʊs],,0
103608,103608,beniuolens,a,aps---an3i,beniuolent beniuolent beniuolent,,,[bɛ.'n̪ɪ.wɔ.ɫeːn̪s],,0
103609,103609,bennarius,n,n-s---mn2-,bennari,,,[bɛn̪.'n̪a.rɪ̣.jʊs],,0
103610,103610,benus,a,aps---mn1-,ben ben ben,,,['bɛ.n̪ʊs],,0
103611,103611,bepedalium,n,n-s---nn2-,bepedali,,,[bɛ.pɛ.'d̪a.lɪ̣.jũː],,0
103612,103612,berullos,n,n-s---mn2g,berull,,,[bɛ.'rʊɫ.lɔs],,0
103613,103613,bessalis,a,aps---cn3i,bessal bessal bessal,,,['bɛs.sa.lɪs],,0
103614,103614,bestialiter,r,rp--------,,,,[bɛs.t̪ɪ̣.'ja.lɪ.t̪ɛr],,0
103615,b0291,bestiolus,n,n-s---mn2-,bestiol,,,[bɛs.'t̪ɪ̣.jɔ.lʊs],bestiolus,0
103616,b0490,bestius,a,aps---mn1-,besti besti besti,,,['bɛs.t̪ɪ̣.jʊs],bestius,0
