7501,,,
470980,51703,121084,,,
470981,51703,105704,,,
470983,51703,160996,,,
470984,51703,132321,,,
470985,51703,136400,,,
470986,51703,108233,,,
470987,51703,136895,,,
470988,51703,144569,,,
470990,51703,126637,,,
470991,51703,147113,,,
470992,51703,169128,,,
470993,51703,162469,,,
470994,51703,131234,,,
470995,51703,143005,,,
470997,51703,140948,,,
470998,51703,133777,,,
470999,51703,126096,,,
471000,51703,140941,,,
471001,51703,114310,,,
471002,51703,117379,,,
471004,51703,125041,,,
471005,51703,125040,,,
471006,51703,125039,,,
471007,51703,125038,,,
471008,51703,130668,,,
471009,51703,105067,,,
471011,51703,105039,,,
471012,51703,160330,,,
471013,51703,141386,,,
471014,51703,205384,,,
471016,51703,118334,,,
471017,51703,141375,,,
471018,51703,205375,,,
471020,51703,141374,,,
471021,51703,118333,,,
471022,51703,105016,,,
471023,51703,130576,,,
471024,51703,139275,,,
471025,51703,130570,,,
471027,51703,132103,,,
471028,51703,135685,,,
471029,51703,121346,,,
471030,51693,194303,,,
471031,51693,189438,,,
471032,51693,189437,,,
471034,51693,189435,,,
471035,51693,191988,,,
471036,51693,190187,,,
471037,51693,190441,,,
471038,51693,184167,,,
471039,51693,187099,,,
471041,51693,190039,,,
471042,51693,192338,,,
471043,51693,192335,,,
471044,51693,192843,,,
471045,51693,192842,,,
471046,51693,184390,,,
471048,51693,190137,,,
471049,51693,187061,,,
471050,51693,190132,,,
471051,51693,187058,,,
471052,51693,187057,,,
471053,51693,192682,,,
471055,51693,194849,,,
471056,51693,189439,,,
471057,51693,191001,,,
471058,51693,185367,,,
471059,51693,184470,,,
471060,51693,187658,,,
471062,51693,187654,,,
471063,51715,195454,,,
471064,51715,184049,,,
471065,51715,190316,,,
471066,51715,185706,,,
471067,51715,194404,,,
471069,51715,194123,,,
471070,51715,194122,,,
471071,51715,187850,,,
471072,51715,187849,,,
471073,51715,185799,,,
471074,51715,187846,,,
471076,51715,187963,,,
471077,51715,194217,,,
471078,51715,194216,,,
471079,51715,183848,,,
471080,51715,189988,,,
471081,51715,188451,,,
471083,51715,189982,,,
471084,51715,194077,,,
471085,51715,183449,,,
471086,51715,183448,,,
471087,51715,182039,,,
471088,51715,199299,,,
471090,51706,177052,,,
471091,51706,177113,,,
471092,51706,170922,,,
471093,51706,177286,,,
471094,51706,170920,,,
471095,51706,170919,,,
471097,51706,169411,,,
471098,51706,169412,,,
471099,51706,169987,,,
471100,51685,198831,,,
471101,51716,119324,,,
471102,51716,140535,,,
471104,51716,144562,,,
471105,51716,160332,,,
471106,51716,160357,,,
471107,51716,149251,,,
471108,51716,141122,,,
471109,51716,162721,,,
471111,51740,200978,,,
