"TYPE","SOURCE","TARGET","W_SOURCE","W_TARGET"
"!","v#01751275","v#01788486","m9604","b9257"
"!","v#01788486","v#01173875","b9257","m9604"
"!","v#01173875","v#01788486","m9604","b9257"
"!","v#01788486","v#01713759","b9257","m9604"
"!","v#01713759","v#01788486","m9604","b9257"
"!","v#01788486","v#01257604","b9257","m9604"
"!","v#01257604","v#01788486","m9604","b9257"
"!","v#01788486","v#01879916","b9257","m9604"
"!","v#01879916","v#01788486","m9604","b9257"
"!","v#01788486","v#01821274","b9257","m9604"
"!","v#01821274","v#01788486","m9604","b9257"
"!","v#01788486","v#01177316","b9257","m9604"
"!","v#01177316","v#01788486","m9604","b9257"
"!","v#01788486","v#01177668","b9257","m9604"
"!","v#01177668","v#01788486","m9604","b9257"
"!","v#01788486","v#01612822","b9257","m9604"
"!","v#01612822","v#01788486","m9604","b9257"
"!","v#01788486","v#01178748","b9257","m9604"
"!","v#01178748","v#01788486","m9604","b9257"
"!","v#01788486","v#00741672","b9257","m9604"
"!","v#00741672","v#01788486","m9604","b9257"
"!","v#01788486","v#01720230","b9257","m9604"
"!","v#01720230","v#01788486","m9604","b9257"
"!","v#00523422","v#00007023","b9257","m9604"
"!","v#00007023","v#00523422","m9604","b9257"
"!","v#00523422","v#01785226","b9257","m9604"
"!","v#01785226","v#00523422","m9604","b9257"
"!","v#00523422","v#00027257","b9257","m9604"
"!","v#00027257","v#00523422","m9604","b9257"
"!","v#00523422","v#01721982","b9257","m9604"
"!","v#01721982","v#00523422","m9604","b9257"
"!","v#00523422","v#00008958","b9257","m9604"
"!","v#00008958","v#00523422","m9604","b9257"
"!","v#00523422","v#01850598","b9257","m9604"
"!","v#01850598","v#00523422","m9604","b9257"
"!","v#00523422","v#01746118","b9257","m9604"
"!","v#01746118","v#00523422","m9604","b9257"
"!","v#00523422","v#01130277","b9257","m9604"
"!","v#01130277","v#00523422","m9604","b9257"
"!","v#00523422","v#01747342","b9257","m9604"
"!","v#01747342","v#00523422","m9604","b9257"
"!","v#00523422","v#00069684","b9257","m9604"
"!","v#00069684","v#00523422","m9604","b9257"
"!","v#00523422","v#01113245","b9257","m9604"
"!","v#01113245","v#00523422","m9604","b9257"
"!","v#00523422","v#01751275","b9257","m9604"
"!","v#01751275","v#00523422","m9604","b9257"
"!","v#00523422","v#01173875","b9257","m9604"
"!","v#01173875","v#00523422","m9604","b9257"
"!","v#00523422","v#01713759","b9257","m9604"
"!","v#01713759","v#00523422","m9604","b9257"
"!","v#00523422","v#01257604","b9257","m9604"
"!","v#01257604","v#00523422","m9604","b9257"
"!","v#00523422","v#01879916","b9257","m9604"
"!","v#01879916","v#00523422","m9604","b9257"
"!","v#00523422","v#01821274","b9257","m9604"
"!","v#01821274","v#00523422","m9604","b9257"
"!","v#00523422","v#01177316","b9257","m9604"
"!","v#01177316","v#00523422","m9604","b9257"
"!","v#00523422","v#01177668","b9257","m9604"
"!","v#01177668","v#00523422","m9604","b9257"
"!","v#00523422","v#01612822","b9257","m9604"
"!","v#01612822","v#00523422","m9604","b9257"
"!","v#00523422","v#01178748","b9257","m9604"
"!","v#01178748","v#00523422","m9604","b9257"
"!","v#00523422","v#00741672","b9257","m9604"
"!","v#00741672","v#00523422","m9604","b9257"
"!","v#00523422","v#01720230","b9257","m9604"
"!","v#01720230","v#00523422","m9604","b9257"
"!","v#01625416","v#00007023","b9257","m9604"
"!","v#00007023","v#01625416","m9604","b9257"
"!","v#01625416","v#01785226","b9257","m9604"
"!","v#01785226","v#01625416","m9604","b9257"
"!","v#01625416","v#00027257","b9257","m9604"
"!","v#00027257","v#01625416","m9604","b9257"
"!","v#01625416","v#01721982","b9257","m9604"
"!","v#01721982","v#01625416","m9604","b9257"
"!","v#01625416","v#00008958","b9257","m9604"
"!","v#00008958","v#01625416","m9604","b9257"
"!","v#01625416","v#01850598","b9257","m9604"
"!","v#01850598","v#01625416","m9604","b9257"
"!","v#01625416","v#01746118","b9257","m9604"
"!","v#01746118","v#01625416","m9604","b9257"
"!","v#01625416","v#01130277","b9257","m9604"
"!","v#01130277","v#01625416","m9604","b9257"
"!","v#01625416","v#01747342","b9257","m9604"
"!","v#01747342","v#01625416","m9604","b9257"
"!","v#01625416","v#00069684","b9257","m9604"
"!","v#00069684","v#01625416","m9604","b9257"
"!","v#01625416","v#01113245","b9257","m9604"
"!","v#01113245","v#01625416","m9604","b9257"
"!","v#01625416","v#01751275","b9257","m9604"
"!","v#01751275","v#01625416","m9604","b9257"
"!","v#01625416","v#01173875","b9257","m9604"
"!","v#01173875","v#01625416","m9604","b9257"
"!","v#01625416","v#01713759","b9257","m9604"
"!","v#01713759","v#01625416","m9604","b9257"
"!","v#01625416","v#01257604","b9257","m9604"
"!","v#01257604","v#01625416","m9604","b9257"
"!","v#01625416","v#01879916","b9257","m9604"
"!","v#01879916","v#01625416","m9604","b9257"
"!","v#01625416","v#01821274","b9257","m9604"
"!","v#01821274","v#01625416","m9604","b9257"
"!","v#01625416","v#01177316","b9257","m9604"
"!","v#01177316","v#01625416","m9604","b9257"
"!","v#01625416","v#01177668","b9257","m9604"
"!","v#01177668","v#01625416","m9604","b9257"
"!","v#01625416","v#01612822","b9257","m9604"
"!","v#01612822","v#01625416","m9604","b9257"
"!","v#01625416","v#01178748","b9257","m9604"
"!","v#01178748","v#01625416","m9604","b9257"
"!","v#01625416","v#00741672","b9257","m9604"
"!","v#00741672","v#01625416","m9604","b9257"
"!","v#01625416","v#01720230","b9257","m9604"
"!","v#01720230","v#01625416","m9604","b9257"
"!","v#00032685","v#00007023","b9257","m9604"
"!","v#00007023","v#00032685","m9604","b9257"
"!","v#00032685","v#01785226","b9257","m9604"
"!","v#01785226","v#00032685","m9604","b9257"
"!","v#00032685","v#00027257","b9257","m9604"
"!","v#00027257","v#00032685","m9604","b9257"
"!","v#00032685","v#01721982","b9257","m9604"
"!","v#01721982","v#00032685","m9604","b9257"
"!","v#00032685","v#00008958","b9257","m9604"
"!","v#00008958","v#00032685","m9604","b9257"
"!","v#00032685","v#01850598","b9257","m9604"
"!","v#01850598","v#00032685","m9604","b9257"
"!","v#00032685","v#01746118","b9257","m9604"
"!","v#01746118","v#00032685","m9604","b9257"
"!","v#00032685","v#01130277","b9257","m9604"
"!","v#01130277","v#00032685","m9604","b9257"
"!","v#00032685","v#01747342","b9257","m9604"
"!","v#01747342","v#00032685","m9604","b9257"
"!","v#00032685","v#00069684","b9257","m9604"
"!","v#00069684","v#00032685","m9604","b9257"
"!","v#00032685","v#01113245","b9257","m9604"
"!","v#01113245","v#00032685","m9604","b9257"
"!","v#00032685","v#01751275","b9257","m9604"
"!","v#01751275","v#00032685","m9604","b9257"
"!","v#00032685","v#01173875","b9257","m9604"
"!","v#01173875","v#00032685","m9604","b9257"
"!","v#00032685","v#01713759","b9257","m9604"
"!","v#01713759","v#00032685","m9604","b9257"
"!","v#00032685","v#01257604","b9257","m9604"
"!","v#01257604","v#00032685","m9604","b9257"
"!","v#00032685","v#01879916","b9257","m9604"
"!","v#01879916","v#00032685","m9604","b9257"
"!","v#00032685","v#01821274","b9257","m9604"
"!","v#01821274","v#00032685","m9604","b9257"
"!","v#00032685","v#01177316","b9257","m9604"
"!","v#01177316","v#00032685","m9604","b9257"
"!","v#00032685","v#01177668","b9257","m9604"
"!","v#01177668","v#00032685","m9604","b9257"
"!","v#00032685","v#01612822","b9257","m9604"
"!","v#01612822","v#00032685","m9604","b9257"
"!","v#00032685","v#01178748","b9257","m9604"
"!","v#01178748","v#00032685","m9604","b9257"
"!","v#00032685","v#00741672","b9257","m9604"
"!","v#00741672","v#00032685","m9604","b9257"
"!","v#00032685","v#01720230","b9257","m9604"
"!","v#01720230","v#00032685","m9604","b9257"
"!","v#01548774","v#00007023","b9257","m9604"
"!","v#00007023","v#01548774","m9604","b9257"
"!","v#01548774","v#01785226","b9257","m9604"
"!","v#01785226","v#01548774","m9604","b9257"
"!","v#01548774","v#00027257","b9257","m9604"
"!","v#00027257","v#01548774","m9604","b9257"
"!","v#01548774","v#01721982","b9257","m9604"
"!","v#01721982","v#01548774","m9604","b9257"
"!","v#01548774","v#00008958","b9257","m9604"
"!","v#00008958","v#01548774","m9604","b9257"
"!","v#01548774","v#01850598","b9257","m9604"
"!","v#01850598","v#01548774","m9604","b9257"
"!","v#01548774","v#01746118","b9257","m9604"
"!","v#01746118","v#01548774","m9604","b9257"
"!","v#01548774","v#01130277","b9257","m9604"
"!","v#01130277","v#01548774","m9604","b9257"
"!","v#01548774","v#01747342","b9257","m9604"
"!","v#01747342","v#01548774","m9604","b9257"
"!","v#01548774","v#00069684","b9257","m9604"
"!","v#00069684","v#01548774","m9604","b9257"
"!","v#01548774","v#01113245","b9257","m9604"
"!","v#01113245","v#01548774","m9604","b9257"
"!","v#01548774","v#01751275","b9257","m9604"
"!","v#01751275","v#01548774","m9604","b9257"
"!","v#01548774","v#01173875","b9257","m9604"
"!","v#01173875","v#01548774","m9604","b9257"
"!","v#01548774","v#01713759","b9257","m9604"
"!","v#01713759","v#01548774","m9604","b9257"
"!","v#01548774","v#01257604","b9257","m9604"
"!","v#01257604","v#01548774","m9604","b9257"
"!","v#01548774","v#01879916","b9257","m9604"
"!","v#01879916","v#01548774","m9604","b9257"
"!","v#01548774","v#01821274","b9257","m9604"
"!","v#01821274","v#01548774","m9604","b9257"
"!","v#01548774","v#01177316","b9257","m9604"
"!","v#01177316","v#01548774","m9604","b9257"
"!","v#01548774","v#01177668","b9257","m9604"
"!","v#01177668","v#01548774","m9604","b9257"
"!","v#01548774","v#01612822","b9257","m9604"
"!","v#01612822","v#01548774","m9604","b9257"
"!","v#01548774","v#01178748","b9257","m9604"
"!","v#01178748","v#01548774","m9604","b9257"
"!","v#01548774","v#00741672","b9257","m9604"
"!","v#00741672","v#01548774","m9604","b9257"
"!","v#01548774","v#01720230","b9257","m9604"
"!","v#01720230","v#01548774","m9604","b9257"
"!","v#01632536","v#00007023","b9257","m9604"
"!","v#00007023","v#01632536","m9604","b9257"
"!","v#01632536","v#01785226","b9257","m9604"
"!","v#01785226","v#01632536","m9604","b9257"
"!","v#01632536","v#00027257","b9257","m9604"
"!","v#00027257","v#01632536","m9604","b9257"
"!","v#01632536","v#01721982","b9257","m9604"
"!","v#01721982","v#01632536","m9604","b9257"
"!","v#01632536","v#00008958","b9257","m9604"
"!","v#00008958","v#01632536","m9604","b9257"
"!","v#01632536","v#01850598","b9257","m9604"
"!","v#01850598","v#01632536","m9604","b9257"
"!","v#01632536","v#01746118","b9257","m9604"
"!","v#01746118","v#01632536","m9604","b9257"
"!","v#01632536","v#01130277","b9257","m9604"
"!","v#01130277","v#01632536","m9604","b9257"
"!","v#01632536","v#01747342","b9257","m9604"
"!","v#01747342","v#01632536","m9604","b9257"
"!","v#01632536","v#00069684","b9257","m9604"
"!","v#00069684","v#01632536","m9604","b9257"
"!","v#01632536","v#01113245","b9257","m9604"
"!","v#01113245","v#01632536","m9604","b9257"
"!","v#01632536","v#01751275","b9257","m9604"
"!","v#01751275","v#01632536","m9604","b9257"
"!","v#01632536","v#01173875","b9257","m9604"
"!","v#01173875","v#01632536","m9604","b9257"
"!","v#01632536","v#01713759","b9257","m9604"
"!","v#01713759","v#01632536","m9604","b9257"
"!","v#01632536","v#01257604","b9257","m9604"
"!","v#01257604","v#01632536","m9604","b9257"
"!","v#01632536","v#01879916","b9257","m9604"
"!","v#01879916","v#01632536","m9604","b9257"
"!","v#01632536","v#01821274","b9257","m9604"
"!","v#01821274","v#01632536","m9604","b9257"
"!","v#01632536","v#01177316","b9257","m9604"
"!","v#01177316","v#01632536","m9604","b9257"
"!","v#01632536","v#01177668","b9257","m9604"
"!","v#01177668","v#01632536","m9604","b9257"
"!","v#01632536","v#01612822","b9257","m9604"
"!","v#01612822","v#01632536","m9604","b9257"
"!","v#01632536","v#01178748","b9257","m9604"
"!","v#01178748","v#01632536","m9604","b9257"
"!","v#01632536","v#00741672","b9257","m9604"
"!","v#00741672","v#01632536","m9604","b9257"
"!","v#01632536","v#01720230","b9257","m9604"
"!","v#01720230","v#01632536","m9604","b9257"
"!","v#01880199","v#00007023","b9257","m9604"
"!","v#00007023","v#01880199","m9604","b9257"
"!","v#01880199","v#01785226","b9257","m9604"
"!","v#01785226","v#01880199","m9604","b9257"
"!","v#01880199","v#00027257","b9257","m9604"
"!","v#00027257","v#01880199","m9604","b9257"
"!","v#01880199","v#01721982","b9257","m9604"
"!","v#01721982","v#01880199","m9604","b9257"
"!","v#01880199","v#00008958","b9257","m9604"
"!","v#00008958","v#01880199","m9604","b9257"
"!","v#01880199","v#01850598","b9257","m9604"
"!","v#01850598","v#01880199","m9604","b9257"
"!","v#01880199","v#01746118","b9257","m9604"
"!","v#01746118","v#01880199","m9604","b9257"
"!","v#01880199","v#01130277","b9257","m9604"
"!","v#01130277","v#01880199","m9604","b9257"
"!","v#01880199","v#01747342","b9257","m9604"
"!","v#01747342","v#01880199","m9604","b9257"
"!","v#01880199","v#00069684","b9257","m9604"
"!","v#00069684","v#01880199","m9604","b9257"
"!","v#01880199","v#01113245","b9257","m9604"
"!","v#01113245","v#01880199","m9604","b9257"
"!","v#01880199","v#01751275","b9257","m9604"
"!","v#01751275","v#01880199","m9604","b9257"
"!","v#01880199","v#01173875","b9257","m9604"
"!","v#01173875","v#01880199","m9604","b9257"
"!","v#01880199","v#01713759","b9257","m9604"
"!","v#01713759","v#01880199","m9604","b9257"
"!","v#01880199","v#01257604","b9257","m9604"
"!","v#01257604","v#01880199","m9604","b9257"
"!","v#01880199","v#01879916","b9257","m9604"
"!","v#01879916","v#01880199","m9604","b9257"
"!","v#01880199","v#01821274","b9257","m9604"
"!","v#01821274","v#01880199","m9604","b9257"
"!","v#01880199","v#01177316","b9257","m9604"
"!","v#01177316","v#01880199","m9604","b9257"
"!","v#01880199","v#01177668","b9257","m9604"
"!","v#01177668","v#01880199","m9604","b9257"
"!","v#01880199","v#01612822","b9257","m9604"
"!","v#01612822","v#01880199","m9604","b9257"
"!","v#01880199","v#01178748","b9257","m9604"
"!","v#01178748","v#01880199","m9604","b9257"
"!","v#01880199","v#00741672","b9257","m9604"
"!","v#00741672","v#01880199","m9604","b9257"
"!","v#01880199","v#01720230","b9257","m9604"
"!","v#01720230","v#01880199","m9604","b9257"
"!","v#00448781","v#00007023","b9257","m9604"
"!","v#00007023","v#00448781","m9604","b9257"
"!","v#00448781","v#01785226","b9257","m9604"
"!","v#01785226","v#00448781","m9604","b9257"
"!","v#00448781","v#00027257","b9257","m9604"
"!","v#00027257","v#00448781","m9604","b9257"
"!","v#00448781","v#01721982","b9257","m9604"
"!","v#01721982","v#00448781","m9604","b9257"
"!","v#00448781","v#00008958","b9257","m9604"
"!","v#00008958","v#00448781","m9604","b9257"
"!","v#00448781","v#01850598","b9257","m9604"
"!","v#01850598","v#00448781","m9604","b9257"
"!","v#00448781","v#01746118","b9257","m9604"
"!","v#01746118","v#00448781","m9604","b9257"
"!","v#00448781","v#01130277","b9257","m9604"
"!","v#01130277","v#00448781","m9604","b9257"
"!","v#00448781","v#01747342","b9257","m9604"
"!","v#01747342","v#00448781","m9604","b9257"
"!","v#00448781","v#00069684","b9257","m9604"
"!","v#00069684","v#00448781","m9604","b9257"
"!","v#00448781","v#01113245","b9257","m9604"
"!","v#01113245","v#00448781","m9604","b9257"
"!","v#00448781","v#01751275","b9257","m9604"
"!","v#01751275","v#00448781","m9604","b9257"
"!","v#00448781","v#01173875","b9257","m9604"
"!","v#01173875","v#00448781","m9604","b9257"
"!","v#00448781","v#01713759","b9257","m9604"
"!","v#01713759","v#00448781","m9604","b9257"
"!","v#00448781","v#01257604","b9257","m9604"
"!","v#01257604","v#00448781","m9604","b9257"
"!","v#00448781","v#01879916","b9257","m9604"
"!","v#01879916","v#00448781","m9604","b9257"
"!","v#00448781","v#01821274","b9257","m9604"
"!","v#01821274","v#00448781","m9604","b9257"
"!","v#00448781","v#01177316","b9257","m9604"
"!","v#01177316","v#00448781","m9604","b9257"
"!","v#00448781","v#01177668","b9257","m9604"
"!","v#01177668","v#00448781","m9604","b9257"
"!","v#00448781","v#01612822","b9257","m9604"
"!","v#01612822","v#00448781","m9604","b9257"
"!","v#00448781","v#01178748","b9257","m9604"
"!","v#01178748","v#00448781","m9604","b9257"
"!","v#00448781","v#00741672","b9257","m9604"
"!","v#00741672","v#00448781","m9604","b9257"
"!","v#00448781","v#01720230","b9257","m9604"
"!","v#01720230","v#00448781","m9604","b9257"
"!","v#00703699","v#00007023","b9257","m9604"
"!","v#00007023","v#00703699","m9604","b9257"
"!","v#00703699","v#01785226","b9257","m9604"
"!","v#01785226","v#00703699","m9604","b9257"
"!","v#00703699","v#00027257","b9257","m9604"
"!","v#00027257","v#00703699","m9604","b9257"
"!","v#00703699","v#01721982","b9257","m9604"
"!","v#01721982","v#00703699","m9604","b9257"
"!","v#00703699","v#00008958","b9257","m9604"
"!","v#00008958","v#00703699","m9604","b9257"
"!","v#00703699","v#01850598","b9257","m9604"
"!","v#01850598","v#00703699","m9604","b9257"
"!","v#00703699","v#01746118","b9257","m9604"
"!","v#01746118","v#00703699","m9604","b9257"
"!","v#00703699","v#01130277","b9257","m9604"
"!","v#01130277","v#00703699","m9604","b9257"
"!","v#00703699","v#01747342","b9257","m9604"
"!","v#01747342","v#00703699","m9604","b9257"
"!","v#00703699","v#00069684","b9257","m9604"
"!","v#00069684","v#00703699","m9604","b9257"
"!","v#00703699","v#01113245","b9257","m9604"
"!","v#01113245","v#00703699","m9604","b9257"
"!","v#00703699","v#01751275","b9257","m9604"
"!","v#01751275","v#00703699","m9604","b9257"
"!","v#00703699","v#01173875","b9257","m9604"
"!","v#01173875","v#00703699","m9604","b9257"
"!","v#00703699","v#01713759","b9257","m9604"
"!","v#01713759","v#00703699","m9604","b9257"
"!","v#00703699","v#01257604","b9257","m9604"
"!","v#01257604","v#00703699","m9604","b9257"
"!","v#00703699","v#01879916","b9257","m9604"
"!","v#01879916","v#00703699","m9604","b9257"
"!","v#00703699","v#01821274","b9257","m9604"
"!","v#01821274","v#00703699","m9604","b9257"
"!","v#00703699","v#01177316","b9257","m9604"
"!","v#01177316","v#00703699","m9604","b9257"
"!","v#00703699","v#01177668","b9257","m9604"
"!","v#01177668","v#00703699","m9604","b9257"
"!","v#00703699","v#01612822","b9257","m9604"
"!","v#01612822","v#00703699","m9604","b9257"
"!","v#00703699","v#01178748","b9257","m9604"
"!","v#01178748","v#00703699","m9604","b9257"
"!","v#00703699","v#00741672","b9257","m9604"
"!","v#00741672","v#00703699","m9604","b9257"
"!","v#00703699","v#01720230","b9257","m9604"
"!","v#01720230","v#00703699","m9604","b9257"
"!","v#01882889","v#00007023","b9257","m9604"
"!","v#00007023","v#01882889","m9604","b9257"
"!","v#01882889","v#01785226","b9257","m9604"
"!","v#01785226","v#01882889","m9604","b9257"
"!","v#01882889","v#00027257","b9257","m9604"
"!","v#00027257","v#01882889","m9604","b9257"
"!","v#01882889","v#01721982","b9257","m9604"
